Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program3,GO:0003700,DNA-binding transcription factor activity,MF,7,126,36,4.347222222222222,0.0008550584438190014,N900_RS04565/N900_RS08845/N900_RS12985/N900_RS14080/N900_RS14660/N900_RS17950/N900_RS18380,0.013680935101104023,1.863884217281819,0.63821184111518
Program3,GO:0016301,kinase activity,MF,3,28,36,8.383928571428571,0.005043728778613929,N900_RS04380/N900_RS06615/N900_RS10705,0.040349830228911435,1.3941582882232506,0.9234475695959293
Program3,GO:0043565,sequence-specific DNA binding,MF,3,35,36,6.707142857142856,0.00947791333808646,N900_RS11160/N900_RS17950/N900_RS18380,0.050548871136461115,1.2962885386818819,0.8265375565878729
Program3,GO:0003677,DNA binding,MF,6,172,36,2.7296511627906974,0.019980224571448303,N900_RS04565/N900_RS10990/N900_RS12985/N900_RS13730/N900_RS14080/N900_RS15370,0.07992089828579321,1.097339643421079,0.43610714969458075
Program3,GO:0004888,transmembrane signaling receptor activity,MF,2,22,36,7.113636363636363,0.031250232767913895,N900_RS14065/N900_RS18340,0.10000074485732446,0.9999967651377893,0.852091661060261
Program3,GO:0006351,DNA-templated transcription,BP,2,23,36,6.804347826086956,0.033955125629570954,N900_RS17950/N900_RS18380,0.09054700167885588,1.0431259260885979,0.8327865058648743
Program3,GO:0006310,DNA recombination,BP,2,33,36,4.742424242424242,0.06546539094925376,N900_RS13730/N900_RS15370,0.14963517931258002,0.8249662915969886,0.6760004020045798
Program3,GO:0005829,cytosol,CC,8,420,36,1.4904761904761903,0.15670791880106244,N900_RS04380/N900_RS05920/N900_RS11460/N900_RS11610/N900_RS11830/N900_RS12235/N900_RS14660/N900_RS14860,0.3134158376021249,0.5038790614429822,0.17332504281252917
Program3,GO:0005524,ATP binding,MF,7,355,36,1.542957746478873,0.15903842307078075,N900_RS04380/N900_RS06615/N900_RS10705/N900_RS10990/N900_RS11160/N900_RS11610/N900_RS14080,0.28273497434805467,0.5486204659113337,0.1883540331776488
Program3,GO:0006508,proteolysis,BP,2,62,36,2.524193548387097,0.18706014183167757,N900_RS11360/N900_RS14860,0.29929622693068414,0.5238987580462513,0.40212265238421346
Program3,GO:0006935,chemotaxis,BP,2,69,36,2.2681159420289854,0.21995628971355285,N900_RS14065/N900_RS18340,0.31993642140153145,0.49493631723586945,0.35566525114521197
Program3,GO:0007165,signal transduction,BP,2,76,36,2.0592105263157894,0.25335642266891933,N900_RS14065/N900_RS18340,0.3378085635585591,0.47132934511703206,0.31370074960167593
Program3,GO:0016020,membrane,CC,3,310,36,0.757258064516129,0.7749692077430949,N900_RS10885/N900_RS12600/N900_RS16375,0.953808255683809,0.020538922851610873,-0.12075609289612417
Program3,GO:0005737,cytoplasm,CC,4,433,36,0.7228637413394918,0.8269262379376487,N900_RS04380/N900_RS10495/N900_RS11160/N900_RS15370,0.9450585576430272,0.024541280936939393,-0.140943558806917
Program3,GO:0046872,metal ion binding,MF,2,290,36,0.5396551724137931,0.8987643312956977,N900_RS04565/N900_RS11360,0.9586819533820775,0.018325447887240616,-0.2678836560164888
Program3,GO:0005886,plasma membrane,CC,5,661,36,0.5919062027231468,0.9485039080795673,N900_RS12655/N900_RS14065/N900_RS14855/N900_RS17695/N900_RS18340,0.9485039080795673,0.022960875366890225,-0.22774710893113534
