Program,Gene,Gene_display,Loading,Abs_loading
Program8,N900_RS19930,Pseudogene_N900_RS19930,3.3114964962005615,3.3114964962005615
Program8,N900_RS19185,VC_0874,3.2820229530334473,3.2820229530334473
Program8,N900_RS09705,VC_0900,3.2789366245269775,3.2789366245269775
Program8,N900_RS15120,phosphoribosyl-AMP cyclohydrolase,3.271451950073242,3.271451950073242
Program8,N900_RS15395,catB9,3.2633841037750244,3.2633841037750244
Program8,N900_RS16380,sensor domain-containing diguanylate cyclase_4,3.2545926570892334,3.2545926570892334
Program8,N900_RS07605,tripartite tricarboxylate transporter substrate binding protein,3.226029872894287,3.226029872894287
Program8,N900_RS06505,lysr_3,3.2165253162384033,3.2165253162384033
Program8,N900_RS13800,dppA,3.2132136821746826,3.2132136821746826
Program8,N900_RS10260,acp,3.205861806869507,3.205861806869507
Program8,N900_RS03595,sirB1,3.2027716636657715,3.2027716636657715
Program8,N900_RS20100,Pseudogene_N900_RS20100,3.2009453773498535,3.2009453773498535
Program8,N900_RS11360,ubiU,3.19486403465271,3.19486403465271
Program8,N900_RS15805,bar,3.1923916339874268,3.1923916339874268
Program8,N900_RS17210,VC_A0734,3.1799569129943848,3.1799569129943848
