Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program8,GO:0043709,cell adhesion involved in single-species biofilm formation,BP,2,23,34,7.20460358056266,0.030535480189183336,N900_RS09705/N900_RS16380,0.39696124245938336,0.40125189376007214,0.8576100895899066
Program8,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,BP,2,23,34,7.20460358056266,0.030535480189183336,N900_RS09705/N900_RS16380,0.19848062122969168,0.7022818894240533,0.8576100895899066
Program8,GO:0050660,flavin adenine dinucleotide binding,MF,2,26,34,6.373303167420814,0.038354183967238456,N900_RS00745/N900_RS01040,0.1662014638580333,0.7793651553854433,0.8043645776366815
Program8,GO:0016301,kinase activity,MF,2,28,34,5.918067226890756,0.043947110090510985,N900_RS10705/N900_RS15160,0.1428281077941607,0.8451863173589887,0.7721798942652802
Program8,GO:0052621,diguanylate cyclase activity,MF,2,28,34,5.918067226890756,0.043947110090510985,N900_RS09705/N900_RS16380,0.11426248623532856,0.9420963303670451,0.7721798942652802
Program8,GO:0005886,plasma membrane,CC,11,661,34,1.378793272225683,0.15219539403406782,N900_RS01040/N900_RS04750/N900_RS08765/N900_RS09705/N900_RS10260/N900_RS10995/N900_RS13680/N900_RS14855/N900_RS16380/N900_RS18130/N900_RS18340,0.3297566870738136,0.4818063887162122,0.13949915561610304
Program8,GO:0006508,proteolysis,BP,2,62,34,2.672675521821632,0.171144962197317,N900_RS11360/N900_RS14860,0.3178406440807316,0.49779056788591713,0.4269462361092456
Program8,GO:0003700,DNA-binding transcription factor activity,MF,2,126,34,1.315126050420168,0.45404134924062095,N900_RS06505/N900_RS17670,0.7378171925160091,0.13205122912027653,0.11896738048993653
Program8,GO:0006355,regulation of DNA-templated transcription,BP,2,150,34,1.1047058823529412,0.54823381128055,N900_RS06505/N900_RS17670,0.7918932829607945,0.10133334081453549,0.0432466665518182
Program8,GO:0005524,ATP binding,MF,4,355,34,0.9335542667771333,0.6371491654122562,N900_RS01850/N900_RS02295/N900_RS10705/N900_RS11160,0.8282939150359331,0.08181552912281269,-0.02986043178361352
Program8,GO:0005737,cytoplasm,CC,4,433,34,0.7653851378888737,0.7904215901743004,N900_RS05955/N900_RS11160/N900_RS15160/N900_RS16940,0.9341346065696278,0.029590538461211163,-0.11611997508188485
Program8,GO:0016020,membrane,CC,2,310,34,0.5345351043643264,0.9025638546635393,N900_RS10885/N900_RS10995,0.9777775092188342,0.009759956573605049,-0.27202376822677327
Program8,GO:0005829,cytosol,CC,2,420,34,0.3945378151260504,0.9719273028435094,N900_RS00745/N900_RS14860,0.9719273028435094,0.012366217743095285,-0.4039113647904011
