Model,Gene,Gene_display,Program1,Program2,Program3,Program4,Program5,Program6,Program7,Program8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
CP,N900_RS00110,NADH dehydrogenase subunit II-related protein,-0.6286872421083728,0.3265880952121709,0.0590132771428182,-1.46139497217405,-0.1519193845697,0.2802829896696712,0.6878184323422158,0.6271483038317951,-0.02647887833333334,-1.1285,2.2889,6h_SI2,6h,SI2,6h_SI3,6h,SI3,3.4173999999999998
CP,N900_RS00120,VC_0025,3.6833052412056504,2.185484420710297,-3.2407688443280356,-1.6244775073365665,-0.355535435140296,-3.49456300374335,0.214094996365874,2.4597080839979895,0.6445359399999998,-0.96701,3.9194,3h_SI9,3h,SI9,3h_SI1,3h,SI1,4.88641
CP,N900_RS00125,acuI,5.648618485192714,3.353434178012462,-1.687900754462545,-2.3344394599436806,-0.761823341683523,-2.001162142157452,0.4577796072984366,2.1334722683208533,1.0485218166666668,-0.080152,3.9734,24h_SI8,24h,SI8,1h_ce,1h,ce,4.053552
CP,N900_RS00130,ilvA,5.892737370804796,3.7714859152610942,-1.8085663974898123,-0.8653006630449199,-1.3481440051846802,-1.927049445665116,0.3153258055225187,1.1613146336045153,1.6060143166666667,-0.054921,4.4043,1h_SI3,1h,SI3,12h_st,12h,st,4.459221
CP,N900_RS00135,ilvD,5.536089526592081,2.353022475791668,-0.1272627323521414,-0.7557940874871766,-1.5570804798649645,1.8828375966741293,-0.1698662760773831,0.5712766844914359,1.2914153500000003,-0.34542,5.3665,3h_SI7,3h,SI7,12h_st,12h,st,5.71192
CP,N900_RS00140,ilvE,4.120043752674662,2.241118516498168,0.5993115350393861,-0.08352726929174,-0.5901904673437437,2.032903670738064,0.8629289563624352,0.4618516756745808,2.0222916816666663,-0.23122,6.337,1h_SI5,1h,SI5,12h_st,12h,st,6.56822
CP,N900_RS00145,ilvM,4.517897305801804,2.1151281966814492,-1.833293623871965,0.0058046397896279,-0.1199303639799114,-2.0927359456035743,0.9398388329599772,1.6090669262692976,1.66385,-0.11262,6.8711,1h_SI3,1h,SI3,1h_st,1h,st,6.98372
CP,N900_RS00150,ilvG,5.002068914272559,3.0362261464914813,-1.8950640796838136,-0.5372518039330303,-1.3041185506775046,-2.041709469635019,0.1605422956040172,1.0017015635340356,1.4846871666666668,0.018497,5.1406,6h_SI8,6h,SI8,6h_SI2,6h,SI2,5.122103
CP,N900_RS00155,yifb,1.983439496636013,2.41702986015294,-1.4511754422103027,-1.7552720194204956,-1.6331860254327115,-0.1424914105161458,0.1962017910326266,1.46591192879577,0.6229813333333334,-0.86017,3.8262,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.68637
CP,N900_RS00160,yihG,6.04288110306027,2.622696430748993,-1.9364541083444344,-0.5452024923657635,-1.0987311394004946,-0.2081068204989763,0.4918544908179914,1.7171415336020883,1.1543101833333336,-0.43317,4.2116,6h_SI6,6h,SI6,12h_SI1,12h,SI1,4.644769999999999
CP,N900_RS00165,dsba,5.074945364844274,1.58735624715465,-1.8187122994958993,-2.2632300134635264,-0.3085669049146697,-0.9643239047107804,0.0452964621697708,1.3185985472689712,0.12588415,-3.4222,3.7881,6h_SI8,6h,SI8,1h_SI1,1h,SI1,7.2103
CP,N900_RS00170,serine/threonine protein kinase,4.584570400976934,3.7865224266858335,-2.705891928271211,-0.66734483208177,-1.1348677978208466,-1.243668982102932,0.1175486331128803,2.309988353049857,1.3087315166666664,-0.2317,3.81,1h_st,1h,st,3h_SI5,3h,SI5,4.0417
CP,N900_RS00175,ccoG,2.2987385891872982,3.895526399346656,-1.05775444911503,-0.4055863184979503,-1.691949060236242,-1.0301585739689323,0.5156277221115643,1.9869938926319184,1.7052086000000002,-0.011665,5.0217,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.033365
CP,N900_RS00180,yihD,2.2855845800928334,1.490146105411167,-0.2711211956860535,-0.5125457354801303,-0.591662477306656,-0.6764324395072048,-1.5216670299154635,0.1862735895911194,0.6527487766666666,-2.3226,4.8509,6h_SI5,6h,SI5,3h_SI4,3h,SI4,7.173500000000001
CP,N900_RS00185,VC_0038,4.0408446109157,1.0086765411581862,-0.7843866827247081,0.5357482386061337,-0.9519689664819784,-1.0121073934848177,0.4125099037303995,-0.6705484048721587,1.9537398333333336,-1.9606,9.2447,12h_SI8,12h,SI8,6h_st,6h,st,11.2053
CP,N900_RS00190,SpoOM-related protein,4.124358678734225,3.0458102235229454,-3.2763233972618604,-0.3694291843353319,-1.1115937453936169,-3.713476882185406,0.5631095241785211,0.987415730819178,1.258719116666667,-0.37554,4.6742,3h_SI3,3h,SI3,6h_st,6h,st,5.04974
CP,N900_RS00195,yqfA,2.30475885493635,2.890152066107283,0.1075606241099293,-1.4497701526631768,0.0167796912172061,-0.9223159859190406,-0.0437264713278484,1.0340120037650462,1.2816228333333333,-1.3095,4.9413,12h_SI2,12h,SI2,3h_SI4,3h,SI4,6.2508
CP,N900_RS00200,VC_0041,4.093756894283639,2.294318224367612,-2.44692290083666,0.0328464170837589,-0.5358006367944385,-3.286964289284154,0.8432441641742343,3.098403864883424,1.1777025166666666,-0.17352,4.1804,1h_SI2,1h,SI2,6h_SI4,6h,SI4,4.35392
CP,N900_RS00205,trkI,4.163843093129556,3.4518074142638584,-1.8628424116299864,-0.1288733558180175,-0.4780500087775612,-2.0885188921229463,0.8047186716769671,0.593040213533754,1.5978866,-0.43912,5.0215,1h_SI9,1h,SI9,3h_SI3,3h,SI3,5.46062
CP,N900_RS00215,rsmB,1.9437522019098463,3.2192787334590167,-1.1956890269744207,-0.7897045092559686,0.62640622952063,-0.307428284512024,1.402575507921601,2.097883133088469,1.1058841166666666,-0.54292,4.617,24h_st,24h,st,3h_SI3,3h,SI3,5.15992
CP,N900_RS00225,def1,-0.3576272751653157,1.722619293329875,-2.679722959182869,0.0851622536542142,0.3927081745544417,-3.8493425612957006,0.333941728621102,1.4873776362671451,0.8774843333333333,-1.1415,4.8272,6h_co,6h,co,3h_SI1,3h,SI1,5.9687
CP,N900_RS00230,VC_0047,2.7533604453400864,3.1066150869050975,-3.62637022663941,-0.6823617007127964,-0.046302224753027,-4.180211667945344,0.8594562688737171,1.8762286388743936,1.1709372333333334,-0.13227,4.6166,6h_SI2,6h,SI2,3h_SI1,3h,SI1,4.74887
CP,N900_RS00235,dprA,5.172631705728756,3.4747860739710923,-1.466640106452791,-1.2247604431204928,-0.8163680999125285,-2.4129562450731634,0.3139913243554272,1.5325957812358553,1.3675271666666662,0.10879,3.8477,1h_SI8,1h,SI8,3h_st,3h,st,3.73891
CP,N900_RS00240,smg,0.104439371878438,1.3492473631613506,-2.5088781263244777,-0.4954884475244614,-0.6406638798093269,-3.56142256528794,0.0155015104293411,1.2631581778574437,0.8821779666666667,-0.79253,4.6068,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.39933
CP,N900_RS00245,topA_1,5.2093852598192525,2.6189891645169343,-2.895355256680362,0.7871587138002306,-0.4080229263362169,-2.9660638587087997,0.5916393486189448,1.110251257122209,1.6392014999999998,-0.94353,6.1237,1h_SI8,1h,SI8,6h_st,6h,st,7.06723
CP,N900_RS00250,purK,2.7298671496258065,1.8761010730142804,-0.2719553308780744,-3.031211057454842,-0.2418362624475264,-0.6902160847877202,1.366946038426098,-0.1358690841524052,-0.47205640783333336,-2.8608,3.9392,24h_SI5,24h,SI5,6h_SI1,6h,SI1,6.8
CP,N900_RS00255,purE,3.4206636479575705,0.3874230673042268,0.3594112730116837,-3.761438825871224,-0.1214741602872281,0.1050821498524449,0.1160390300714343,-0.3779910939811804,-2.029291016666667,-5.0325,3.2053,12h_SI7,12h,SI7,1h_st,1h,st,8.2378
CP,N900_RS00260,tsaC,4.9062723510997674,2.995465515166062,-0.8373610229478462,-1.3247573808053712,0.1185935421434384,-1.5855816846190411,0.0432230812765025,2.1528313284281326,0.9043148500000001,-0.48726,4.666,6h_st,6h,st,3h_st,3h,st,5.15326
CP,N900_RS00265,hemF,0.2276229704619966,0.8810581329226431,-0.6341523161280799,-1.4501922731124102,1.1339893359807136,-1.2052001065585525,1.6851287234335042,1.107422348833289,-0.4489359333333333,-2.6648,2.7986,12h_SI4,12h,SI4,6h_SI4,6h,SI4,5.4634
CP,N900_RS00270,aroE,3.8265166226552743,2.929515515012817,-1.5306222422482574,-3.4098515837698975,-1.014940401016787,-0.4951753120020051,0.3206440208266088,1.5336608570450492,-0.4271091333333334,-2.1854,3.4301,24h_SI9,24h,SI9,1h_SI1,1h,SI1,5.6155
CP,N900_RS00275,VC_0057,5.828871853767042,3.688385056036637,-1.9765436618874357,-0.7782720183271629,-1.0283877124607248,-2.162843975573236,0.1838582735082114,1.4824837688228902,1.4906737333333333,-0.011576,3.6762,1h_SI8,1h,SI8,3h_SI1,3h,SI1,3.687776
CP,N900_RS00280,yrdA,4.759225683110401,2.3414309616706332,-2.0153121021043052,-0.2050471619301865,-1.143002329558215,-0.1786624092442513,-0.6338427863693755,1.4885606045452215,1.496199483333333,-0.36939,4.21,6h_SI4,6h,SI4,3h_SI3,3h,SI3,4.57939
CP,N900_RS00320,crcB,5.4356140311040635,3.3161436087613723,-0.2793747841203443,-0.3943662874585898,-0.2571558812997101,-0.7849405793831263,0.3614277648165592,1.116861776511272,1.7163328333333332,-0.22227,4.6735,1h_SI4,1h,SI4,6h_SI4,6h,SI4,4.89577
CP,N900_RS00325,thiC,5.561993165320313,2.3596948383066345,-0.976789436003915,-0.6935040896886687,-1.9261082382496115,0.3872509481253996,0.6055739135450339,1.2432126364468878,1.7294315,0.21289,5.8496,1h_SI5,1h,SI5,12h_st,12h,st,5.63671
CP,N900_RS00330,thiE,1.306023958434026,1.0354366135280486,0.1953047246838291,-1.9800861227536324,-1.123387043137276,0.9317037770665608,0.6608974672339409,0.1151598647264799,0.19236300500000006,-1.3637,3.305,3h_SI1,3h,SI1,12h_st,12h,st,4.6687
CP,N900_RS00335,thiF,0.9637907213141216,1.607626173133602,-2.639624164376132,-2.3065897321597153,-0.1776849982705843,-2.510440392654744,-0.2937541796067745,0.8714355215383544,-0.08667852000000001,-1.9753,2.4508,12h_SI1,12h,SI1,3h_SI4,3h,SI4,4.4261
CP,N900_RS00340,thiS,4.560202560003525,3.5885067009460143,-1.2160705802950844,-1.3190164990958104,-1.4240117947885866,-2.038159593690138,-0.3788558524469962,2.0475830643559516,1.7268275833333335,-0.037845,4.8625,3h_ce,3h,ce,3h_st,3h,st,4.900345
CP,N900_RS00345,thiG,3.691112628722691,2.3255793453584763,0.5472395108877025,-1.1920109211845633,-0.7776409823931958,-0.747387376940684,0.9377312887048488,0.682384134046904,1.2719991,-0.76005,4.8816,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.641649999999999
CP,N900_RS00350,thiH,5.23653797630865,3.564383593154275,-2.8318844725522347,-0.2198703428274684,-1.1082351818117229,-1.6408381293881995,0.6598929597322625,2.1190142634983036,1.591140666666667,-0.12643,4.3913,1h_SI9,1h,SI9,6h_SI2,6h,SI2,4.51773
CP,N900_RS00355,aminopeptidase P,2.419463128874465,3.350947516757298,-0.802698151779772,-0.191761129464115,0.1532419836563177,-2.4639519866381026,0.6527117255995489,2.1810033024939677,1.48602565,-0.048651,4.2556,3h_ce,3h,ce,3h_st,3h,st,4.304251000000001
CP,N900_RS00360,LysR family transcriptional regulator_1,1.6791922559346626,3.118115763389591,-1.7926440610382628,-1.3873815003367949,-0.5530137748246021,-1.2533108156467936,0.1258555537906135,1.4863230913333405,1.0657311433333334,-1.2061,4.6525,6h_SI1,6h,SI1,1h_st,1h,st,5.8586
CP,N900_RS00365,mdtL_1,3.2393038263266565,1.4910471462148258,-2.4968763639415235,-0.1297598952912779,-0.6836974477611671,-1.7868762330927102,1.1152949253118376,2.6291481035457736,1.440287,0.2639,6.1683,1h_SI7,1h,SI7,6h_ce,6h,ce,5.904400000000001
CP,N900_RS00370,VC_0070,-2.3702372667235245,0.9173812580922772,-2.6480222670723697,1.1918043268246934,0.5830954629464041,-4.2673511100573975,0.1073038611210177,1.4384383240829388,0.9191276733333333,-1.2497,5.2072,12h_SI3,12h,SI3,6h_ce,6h,ce,6.4569
CP,N900_RS00375,asnC,0.4551131417465185,1.3662832265985425,0.2558949326414882,-1.411521072094122,-0.2619255905674819,2.2554432203881256,-0.3216600362713203,0.2707824669670992,0.4175280066666666,-0.98202,5.0777,12h_SI4,12h,SI4,3h_SI3,3h,SI3,6.05972
CP,N900_RS00380,VC_0072,4.630417613360479,3.302024635073903,-1.462990307642864,-1.421745761460639,0.0903505878470508,-1.235950351336479,0.2347277887288028,1.973222380827384,1.3673203333333335,0.04101,4.5015,6h_st,6h,st,3h_SI2,3h,SI2,4.46049
CP,N900_RS00385,rsmJ,5.563199141363697,3.8465341681561886,-2.008583938237258,-1.4195908165820998,-0.8514506958204073,-2.9268699733361623,0.4345996482618661,2.0503157779368126,0.9234460949999999,-0.61044,3.6809,12h_st,12h,st,3h_SI4,3h,SI4,4.29134
CP,N900_RS00390,VC_0074,3.5338456344423728,1.385070296604331,-2.459847681535223,-2.496462478168606,-1.4715214398884304,-0.4256926502023467,-0.5204631740949679,1.929312400558709,-0.039616166666666675,-1.9855,3.2288,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.2143
CP,N900_RS00395,eamA_2,4.509500990658532,1.971177140627169,-0.6787222344513003,-0.8990325797965624,-1.19275774036022,-0.1709823106585659,0.0509856343184802,-0.4468361707075373,1.3076575333333333,-0.36745,4.8676,6h_SI4,6h,SI4,6h_st,6h,st,5.23505
CP,N900_RS00400,uspA_1,-0.4089891047195356,1.487657436132373,-1.235417125641756,0.4603228431446848,-1.4203806600326616,-0.5863446885060769,-0.0391934269976655,1.2845409625689248,0.6777416833333333,-1.0016,6.4547,1h_SI4,1h,SI4,6h_ce,6h,ce,7.4563
CP,N900_RS00410,ftnA,2.1502183089314246,2.277669461890826,-0.8776590275122579,-1.9443747483887313,-2.1948508800360726,-0.6255747218217828,0.1783670120814419,-0.3458169496657408,0.5691082033333335,-0.83519,3.5502,24h_ce,24h,ce,6h_st,6h,st,4.38539
CP,N900_RS00415,uspB,5.27065421691611,2.426753917587097,-0.4038048685205799,-0.0574770141328412,-0.7919509395623119,-2.1589902314826235,0.5470640880616136,0.7293584106308432,1.58307705,-0.5983,5.368,1h_SI6,1h,SI6,3h_st,3h,st,5.9663
CP,N900_RS00420,rdsA_BLAST,1.859748540631494,2.1552500345778265,-1.6914945185118162,-2.0633802366120406,-0.6514238236888251,-0.8664424263444949,-0.2496147413630553,0.500606180129413,0.3981370333333334,-1.4084,3.71,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.1184
CP,N900_RS00425,eamA_1,4.231949670457726,2.831280550465539,-0.9979553550219864,-1.2413239015629958,-0.7419663923489066,0.6508644514901842,1.3716370555826884,0.8460261129610539,1.3472523999999997,-0.015277,4.29,3h_st,3h,st,6h_SI3,6h,SI3,4.305277
CP,N900_RS00430,rmuC,4.836460685834216,1.3245131180635747,-1.078259429464822,-1.697739732856589,-1.3292134837711045,1.3262023443398934,0.0537758705828918,1.500717625937709,0.5036677166666667,-1.0591,4.7668,24h_SI1,24h,SI1,3h_SI3,3h,SI3,5.8259
CP,N900_RS00440,ubiJ,2.96287796193223,2.8798606466564967,-2.629576222704715,-0.3378301330130012,-1.1555283092100357,-2.382981719413175,-0.3149608442932305,1.769523236568199,1.5304535166666662,-0.060119,4.8463,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.9064190000000005
CP,N900_RS00450,tatA,1.2123342366257612,3.218376815443355,-1.092407632054319,-1.19236155053699,-0.149076394925481,-2.624940620063901,0.7041279677370765,0.5710668853772681,1.3249814333333334,-0.60989,7.068,1h_SI4,1h,SI4,3h_SI5,3h,SI5,7.67789
CP,N900_RS00455,tatB,5.405260117470163,3.0872164107372604,-2.3226984913878725,-0.2161574748689516,-1.5298718442440284,-0.3622301713048473,0.4326042012211725,2.105953244695171,1.6623136333333333,-0.048393,5.0921,24h_SI7,24h,SI7,12h_SI1,12h,SI1,5.140493
CP,N900_RS00460,tatC,2.865021884821215,1.8934574797882051,-2.5136233143982807,0.2823421108888015,1.3847808207268608,-2.59018623041608,0.7566910917805596,2.008109534042533,1.4558110499999999,-0.33556,6.3457,1h_SI2,1h,SI2,3h_SI1,3h,SI1,6.68126
CP,N900_RS00465,ccp,4.67226118273979,3.658561668203595,-1.438514677360067,-1.1201527369419568,-1.786732200640728,0.6842896894057348,0.3540794754821476,2.0119665748756415,0.8202505083333335,-0.66306,4.3113,6h_st,6h,st,12h_SI2,12h,SI2,4.97436
CP,N900_RS00470,dinF,4.8392034951976,1.364890991123305,-2.9123952043948247,-0.2145999496974109,-0.984298259827656,-1.84801550590762,0.5254338517710756,1.358641157540285,0.811699605,-0.80583,3.963,3h_SI7,3h,SI7,6h_st,6h,st,4.76883
CP,N900_RS00475,class I SAM-dependent methyltransferase_2,2.998593770529529,0.7276568058752388,0.9751713439618048,0.2859287066363116,0.7280908297044991,1.1747993774025949,0.7569392964210161,-0.5232407010820954,1.5607054466666666,-1.2064,5.891,12h_SI4,12h,SI4,6h_SI3,6h,SI3,7.0974
CP,N900_RS00480,lexA,3.1687127064240252,1.155828616878337,0.513087605844893,-0.0712189996605201,0.7864569217437511,-0.0725833738592034,1.0293324842367626,-0.0760748950707983,0.63223435,-2.1795,6.2653,1h_SI4,1h,SI4,6h_SI2,6h,SI2,8.4448
CP,N900_RS00485,plsB,2.9282934965730965,1.0714107925787073,0.9833346192778492,0.6340289155446759,-0.412003171947913,1.2307880381773195,-0.0532769334360153,-0.8472928162797252,-0.34955572349999997,-2.5303,2.5991,12h_SI5,12h,SI5,12h_st,12h,st,5.1294
CP,N900_RS00490,ubiA,6.8114571437719285,1.9692824452427988,-0.25631374473393,-0.3533154521750534,-0.059216801557238,-0.8825145678801709,0.1680321588428143,0.0632352793652017,1.662903361666667,-0.25003,3.8569,6h_SI9,6h,SI9,12h_st,12h,st,4.10693
CP,N900_RS00495,chorismate lyase,2.485240719518227,3.748705899427341,-3.2919484495991997,-1.0973214197531191,-0.7019241503267919,-3.319459071054019,0.3839274236695679,2.5047453476073005,1.5326033333333333,0.35757,5.65,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.29243
CP,N900_RS00505,fliL_2,0.1016923704294865,0.7258469247111895,0.7371304920919607,-0.7944543865353475,0.1760960011193564,2.1539846770416564,-0.3283959940992744,0.1283468357115846,0.62630315,-1.1791,4.6909,12h_SI1,12h,SI1,6h_ce,6h,ce,5.87
CP,N900_RS00510,methyl-accepting chemotaxis protein_4,2.8588934879183534,2.648885370576579,-0.0424900474060699,-2.127753590463467,-1.835217653678372,1.556328493337365,0.1908666406784258,0.8027475710781641,0.5143753383333334,-0.88686,4.4865,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.37336
CP,N900_RS00515,glpG,5.561355632961766,3.0020988338341055,-1.4009741359832202,-0.4438120443305328,-0.2436218206745052,-1.246677639902208,0.2913898532603934,2.3765325455439807,1.3559726438333333,-0.029649,4.2055,3h_SI6,3h,SI6,3h_SI2,3h,SI2,4.235149
CP,N900_RS00520,glpE,3.3665341729082265,1.9812220268985463,0.8389978714836153,-1.7739243820831805,-0.5250401247448997,2.0172790719636797,0.7170376583861606,0.2326771078305453,0.17198755000000002,-1.8139,3.3697,6h_ce,6h,ce,3h_SI3,3h,SI3,5.1836
CP,N900_RS00525,VC_0101,0.1757157249931899,1.7858575329097854,-1.7498981128793274,-3.684601979149456,-2.2810200917199994,-1.543348021326593,0.0366132703686573,1.2120583902241893,-0.5902245206666665,-2.5925,3.1908,24h_st,24h,st,1h_SI1,1h,SI1,5.7833
CP,N900_RS00530,tatd,-2.894301076286377,0.0482413884797085,-0.3991612942812261,-2.2134934556983743,0.3459393733993218,-1.34187593720917,0.0461937292157191,-0.1849056126249272,-0.7705138500000001,-2.6296,2.9959,24h_st,24h,st,3h_SI5,3h,SI5,5.6255
CP,N900_RS00540,ypeA_1,4.302964139702543,1.793706895924617,-3.895861961779608,-2.167952384454152,-0.933827783518056,-4.008049800044689,1.220546890732572,2.0661676387146275,0.1845046133333334,-1.1433,3.5878,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.7311
CP,N900_RS00555,cc4,1.731512655179519,3.0701343782730675,-1.4213841959091074,-1.5145229859680307,-0.8643557344519738,-1.192658379657969,1.1434867291889244,1.9101133343232877,1.3794895216666665,-0.6652,6.5821,1h_SI5,1h,SI5,6h_SI4,6h,SI4,7.247299999999999
CP,N900_RS00560,class I SAM-dependent methyltransferase_4,5.660818808814389,3.3789471591542757,-1.3291550103898568,-1.5385021792370834,-0.8111816830673636,-2.096320632270749,0.2373239940255344,1.037373338656182,1.0447400999999998,-0.16738,3.3627,24h_SI9,24h,SI9,3h_SI2,3h,SI2,3.53008
CP,N900_RS00565,yihI,2.841098407587209,2.748773190833927,-0.0631884384006149,-0.6587396216198476,-0.4119373636100952,0.2270767061627633,-0.0377249372710207,1.3163428906261645,1.6190095500000004,-0.56646,5.6083,1h_SI2,1h,SI2,1h_SI1,1h,SI1,6.17476
CP,N900_RS00570,VC_0115,3.789731471084949,0.7035728114829033,2.481626009914926,-1.072111059685632,-1.1867777024241275,1.2132488107602666,-0.8547151850510658,-0.9404608332167892,0.9985721499999999,-1.6564,6.8361,6h_SI5,6h,SI5,3h_st,3h,st,8.4925
CP,N900_RS00575,hemN,2.5028788148875623,2.681222859582183,-2.277754078495955,1.0574523231150568,-0.6542678149326772,-2.044941464597976,0.7628803918113194,1.2975625060321163,2.4805226666666664,0.23374,6.1352,1h_SI1,1h,SI1,6h_ce,6h,ce,5.90146
CP,N900_RS00580,hemy,-1.4206136634261697,1.3242665695213245,-0.7305392340836082,-1.5419865726301505,-0.6898684236518255,-1.0719567156453869,0.4721788837979638,0.6455758158141692,-0.1706919166666667,-1.6451,2.7528,12h_SI1,12h,SI1,3h_SI6,3h,SI6,4.3979
CP,N900_RS00585,HemX,1.6241105961764464,2.439697606284764,-1.460094373417509,-1.2337161719490943,-1.7062386944873722,-2.378572443491042,0.2500922609954004,0.025137797091128,0.8413051166666666,-1.4146,4.5733,6h_SI1,6h,SI1,1h_st,1h,st,5.9879
CP,N900_RS00600,VC_0121,-0.43279719720658,0.8316630004209415,-0.6375802804952577,-1.4954654973565449,-0.1841882447731501,-1.358052764686773,0.1373047898377507,-0.0426020490270592,0.11754571833333329,-2.9929,4.2155,12h_SI5,12h,SI5,1h_SI1,1h,SI1,7.208399999999999
CP,N900_RS00605,class I adenylate cyclase,6.156252965781943,1.6085464870489803,-0.0258067152640081,0.1352834648384283,0.0016205601100303,-0.5766959469626269,0.0628287996477655,-0.1510947524843574,0.983545725,-0.84265,2.9777,6h_SI9,6h,SI9,12h_st,12h,st,3.82035
CP,N900_RS00610,cyaY,6.20775974744113,1.807857627748415,-0.4043353848197101,-0.4565766819274092,-0.2949613403601565,-0.9302560968522062,0.0998874112381175,0.1533494819038418,-0.07653811666666667,-2.1613,2.7422,12h_ce,12h,ce,12h_SI3,12h,SI3,4.9035
CP,N900_RS00615,lipoprotein,2.5265030439382916,1.8543445045373397,1.2008342863925374,0.5217249261106243,0.3464732641932042,1.776091936788519,1.289971612291775,1.3195189405543002,0.7600619500000002,-1.3587,4.3559,1h_SI1,1h,SI1,6h_SI4,6h,SI4,5.7146
CP,N900_RS00620,lysA,2.122646959411487,0.1317659342819449,1.621355339887911,-2.0017776762320225,0.4783751903468015,1.6016866364053906,0.54009760880505,-1.0295701651455704,-0.6041504833333333,-3.411,5.0984,6h_SI6,6h,SI6,1h_st,1h,st,8.5094
CP,N900_RS00630,VC_0127,5.084973421752685,3.1558241768440647,-2.8076374858805275,-1.227391341904852,-0.7774428201091331,-1.9452378084924105,0.6640258097128907,1.5908319285249082,0.6924454499999999,-0.96672,3.7161,3h_SI9,3h,SI9,3h_SI4,3h,SI4,4.6828199999999995
CP,N900_RS00635,xerC,0.3105359845110393,1.3464970609111018,-0.661548802878085,-1.9172018688434431,0.046211593871069,-1.5477382098749477,0.2607726850974331,0.3745435163590225,-0.7535026816666667,-2.9001,2.0488,6h_co,6h,co,1h_SI1,1h,SI1,4.9489
CP,N900_RS00640,yigB,3.0993093706847596,3.1021980399159235,-2.361267416786119,-1.8680010080838287,-1.7410292891552188,-1.450137643729535,-0.0688005784435449,2.0576767369587357,0.86147158,-0.89298,3.8617,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.75468
