CP_cluster,st,SI1,SI2,SI3,SI4,SI5,SI6,SI7,SI8,SI9,ce,co
0,0.21932367149758455,0.0782608695652174,0.06086956521739131,0.05458937198067633,0.06956521739130435,0.04541062801932367,0.06280193236714976,0.08067632850241546,0.07584541062801932,0.1067632850241546,0.07584541062801932,0.07004830917874397
1,0.059608540925266906,0.14145907473309607,0.12277580071174377,0.09697508896797152,0.07206405693950178,0.0898576512455516,0.07651245551601424,0.0693950177935943,0.08896797153024912,0.06850533807829182,0.05871886120996441,0.05516014234875445
