CPVAE_cluster,st,SI1,SI2,SI3,SI4,SI5,SI6,SI7,SI8,SI9,ce,co
0,0.223050173869846,0.07898658718330849,0.06507699950322901,0.05911574764033781,0.06805762543467461,0.044212617983109784,0.06060606060606061,0.07799304520615996,0.07203179334326876,0.10630899155489319,0.07352210630899156,0.07103825136612021
1,0.06096528365791702,0.1371718882303133,0.1126164267569856,0.08721422523285352,0.07451312447078746,0.08975444538526672,0.07959356477561388,0.07451312447078746,0.09483488569009314,0.07112616426756986,0.06350550381033022,0.05419136325148179
