latent_dim,epoch,train_loss,val_loss,val_mse_loss,val_weighted_loss,val_recon_loss,regularization_scale
6,62,52.40152563161833,56.54624910294885,27.60858702211639,49.02849972272965,32.9635651972697,0.1571428571428571
6,63,52.42486367691068,56.627846098643005,27.55733278151096,48.99212022116388,32.91602964142419,0.1642857142857142
6,64,52.4748973080686,56.705094435020875,27.499671760829855,48.95434825156576,32.86334088351383,0.1714285714285714
6,65,52.51813600656077,56.82941145289666,27.491023372259917,48.961227002870565,32.85857427991258,0.1785714285714285
6,66,52.55428266718462,56.83946046450939,27.50090112865345,48.85860435151357,32.84032693436848,0.1857142857142857
6,67,52.58642919831952,57.01338033337683,27.48684392941023,48.91619299647704,32.84418119617693,0.1928571428571428
6,68,52.62810054097606,57.10203141310021,27.478294420341857,48.888037822938415,32.830730270991,0.2
6,69,52.65751827232965,57.132066316544886,27.509369087617433,48.800956582724424,32.832265961394185,0.2071428571428571
6,70,52.70572772790055,57.29407783141962,27.486201722338205,48.84998246672756,32.827146908435545,0.2142857142857142
6,71,52.73562852497698,57.31602704201461,27.4593024204071,48.75128849164927,32.78229893821764,0.2214285714285714
6,72,52.781934133287294,57.44702505219207,27.505412888178498,48.76878710529749,32.82125644245825,0.2285714285714285
6,73,52.82730058701657,57.579629599425886,27.496937793580376,48.78527653640397,32.819022479286275,0.2357142857142857
6,74,52.8903275351059,57.66495955114823,27.50602247520877,48.758652466075155,32.81917997292537,0.2428571428571428
6,75,52.944854972375694,57.753608592119,27.51138745270094,48.72526177583507,32.814856033484475,0.25
6,76,53.00084491540055,57.9219810151357,27.453186162578287,48.77869340422756,32.78456297299061,0.2571428571428571
6,77,53.03814618583103,57.96530654684238,27.49079503196764,48.70899049125783,32.795343896790186,0.2642857142857143
6,78,53.08412717253683,58.1116461704071,27.556514222338205,48.73616298603862,32.85142641326331,0.2714285714285714
6,79,53.12425723699356,58.19851538034969,27.45473255643267,48.71205269767745,32.76906259174386,0.2785714285714286
6,80,53.17584527509208,58.27061178888309,27.463164837225992,48.66436831289144,32.763465706142355,0.2857142857142857
6,81,53.23421673572744,58.361403558846554,27.417765894115345,48.63712446176931,32.72260553602884,0.2928571428571428
6,82,53.29045162868324,58.42771602622651,27.335269808520355,48.59439628457724,32.65005142753458,0.3
6,83,53.31207988029466,58.564575450156575,27.427007559694676,48.61401112343424,32.72375845062957,0.3071428571428571
6,84,53.38705290343002,58.605531951330896,27.36677974947808,48.54286477361691,32.66080100551279,0.3142857142857143
6,85,53.459388308586554,58.81206982319937,27.40769547560021,48.62058202309499,32.71091711247391,0.3214285714285714
6,86,53.51568758632597,58.85022711704071,27.39858021268267,48.54894841140397,32.686172262362994,0.3285714285714285
6,87,53.56392383891575,58.954437956680586,27.380174354123177,48.54171287839248,32.6705589851905,0.3357142857142857
6,88,53.61470275092081,59.078461394180586,27.390763635177453,48.542679247129435,32.67874253816545,0.3428571428571428
6,89,53.67836851116483,59.13505308911795,27.352385136677977,48.48712731602296,32.63607068151422,0.35
6,90,53.74361979166667,59.26325800822025,27.45999559629436,48.4987685934238,32.71968884557672,0.3571428571428571
6,91,53.79840260992173,59.31819831354384,27.368697196307412,48.43662741388309,32.63567975070133,0.3642857142857142
6,92,53.85392980979512,59.49559017810543,27.4624451575548,48.49766358950939,32.72124976554345,0.3714285714285714
6,93,53.94461002244475,59.53695850730689,27.34515775867693,48.4238077374739,32.61482025337617,0.3785714285714285
6,94,54.01988698492173,59.72857067132046,27.382458776422233,48.500960252479125,32.66208414543646,0.3857142857142857
6,95,54.073063420810314,59.756699341075155,27.402695434825155,48.4139136710595,32.655499993883744,0.3928571428571428
6,96,54.12481116194751,59.86620685999478,27.297678268528184,48.40459045537578,32.57440631524008,0.4
6,97,54.178448362684165,59.90619291492693,27.30280980884655,48.32967037447808,32.559524950254435,0.4071428571428571
6,98,54.20282789479742,60.073584697938415,27.309471432998436,48.38182166623173,32.57755899130676,0.4142857142857143
6,99,54.30753445844844,60.17625424060543,27.388069423603863,48.36866763439457,32.633218976301535,0.4214285714285714
6,100,54.36127740849447,60.21696201396138,27.35403754566806,48.29642239692067,32.58963375848121,0.4285714285714285
6,101,54.413443111187846,60.3676115605428,27.29240605427975,48.32752764548539,32.551186452081154,0.4357142857142857
6,102,54.461665875345304,60.449055649791234,27.309482646137788,48.29815533663883,32.556650818763046,0.4428571428571428
6,103,54.53802191240792,60.53477296450939,27.294869886808456,48.26382682019833,32.537109120155925,0.45
6,104,54.60134848354051,60.67879044885177,27.333961948721296,48.294028901356995,32.573978686880224,0.4571428571428571
6,105,54.66553076081952,60.80046932085073,27.408087935477557,48.2991461704071,32.63085249420995,0.4642857142857143
6,106,54.74608080110497,60.89007861430063,27.27636922625261,48.27122545341858,32.5250832830441,0.4714285714285714
6,107,54.809344066528546,60.9711699993476,27.279890152009393,48.234564603992695,32.518558765005224,0.4785714285714286
6,108,54.89525566873849,61.05899946176931,27.283300985125265,48.20887020485386,32.51469329005741,0.4857142857142857
6,109,54.950819377302025,61.214707153575155,27.293727165970772,48.24671353079332,32.53197375717641,0.4928571428571429
6,110,55.02780883114641,61.27567808911795,27.216995653379435,48.1971371835856,32.46203103593098,0.5
6,111,55.06254711959024,61.36776650574113,27.289592575678498,48.16482091597077,32.508399660751564,0.5071428571428571
6,112,55.14367842138582,61.46409960529749,27.287153208181103,48.15408280597599,32.503885607629826,0.5142857142857142
6,113,55.19235691470995,61.57736658402923,27.29660282652662,48.14498996933716,32.50869961222925,0.5214285714285715
6,114,55.28331211153315,61.72229335203549,27.28166590553236,48.17495147768789,32.504987298571244,0.5285714285714286
6,115,55.34298493611878,61.77236715487996,27.267716760177453,48.108681824112736,32.477958026161275,0.5357142857142857
6,116,55.44020128337937,61.96735549321503,27.340070051539666,48.187051474425886,32.551815407261216,0.5428571428571428
6,117,55.480732044198895,61.969033386612736,27.170784267353863,48.07172127805324,32.396018520028704,0.55
6,118,55.535245813190606,62.14251696242171,27.242282301996347,48.12968301474426,32.46413248018332,0.5571428571428572
6,119,55.62926126553867,62.173791427453025,27.249012224360648,48.0442857841858,32.447830614316935,0.5642857142857143
6,120,55.71067852209945,62.44380382306889,27.322580612278184,48.19189962813152,32.539910366241514,0.5714285714285714
6,121,55.805785997928176,62.4647377348643,27.348245449504176,48.10096514548539,32.53642537349948,0.5785714285714286
6,122,55.85902789767496,62.523103144572026,27.219376916427453,48.04985361756263,32.426996091711246,0.5857142857142857
6,123,55.93008388006446,62.63853935608038,27.29715328973121,48.040766897181626,32.483056691593816,0.5928571428571429
6,124,55.964506359346224,62.717783631263046,27.22311904684238,48.00884003131524,32.419549292960596,0.6
6,125,56.05506949240331,62.85333009851253,27.280811668188935,48.02599409577244,32.467107275084814,0.6071428571428571
6,126,56.124237094267954,62.93415440696764,27.230792911664928,47.99242807280793,32.42120170195068,0.6142857142857143
6,127,56.21154178176795,63.07200466466597,27.156244903118477,48.014511841075155,32.370811637607645,0.6214285714285714
6,128,56.31510776358195,63.26827741714509,27.28135193763048,48.09158688348121,32.48391067409317,0.6285714285714286
6,129,56.35330304730663,63.28503800234864,27.25107238387265,47.98926392875783,32.43562027009394,0.6357142857142857
6,130,56.44984892955801,63.399948215683715,27.26116420929019,47.999816512265134,32.44582728503393,0.6428571428571429
6,131,56.51160436809392,63.47687646790188,27.191848659316285,47.95161224556367,32.38178955587813,0.65
6,132,56.60101612856814,63.58712813152401,27.269865605427977,47.94978552322547,32.43984558487735,0.6571428571428571
6,133,56.64761812269798,63.780952342119,27.318774261156054,48.03379028575157,32.49752826730493,0.6642857142857143
6,134,56.73899631675875,63.90631727883612,27.265577089313673,48.038687369519835,32.458854659365215,0.6714285714285714
6,135,56.82558270027624,63.97245237473904,27.29763239659447,47.98249527009395,32.46884811496934,0.6785714285714286
6,136,56.90938938766114,64.02583099556368,27.219859081419624,47.925047299060545,32.396156135829855,0.6857142857142857
6,137,56.981612928752305,64.13204592901879,27.27606545211378,47.92100853014092,32.437301221620565,0.6928571428571428
6,138,57.03313586268416,64.24195508220251,27.18996077439979,47.91335913034969,32.370810363387264,0.7
6,139,57.11500057550644,64.35946470511482,27.3103348447286,47.91821543906576,32.46230499331289,0.7071428571428572
6,140,57.21419702463167,64.49555755806368,27.304705848773487,47.93916158337683,32.46331978242432,0.7142857142857143
6,141,57.288503179673114,64.57424321503132,27.21132180486691,47.91705946633612,32.38775622023421,0.7214285714285714
6,142,57.35614065377532,64.73498254827766,27.29372614659447,47.946470511482254,32.45691223781642,0.7285714285714285
6,143,57.419702822859115,64.7516126533142,27.117441324699897,47.84440647834029,32.29918261310999,0.7357142857142858
6,144,57.515413141689685,65.00887061260438,27.33034927909708,47.99372268071503,32.496192629501564,0.7428571428571429
6,145,57.60782149228822,64.95242774660751,27.22852581876305,47.8198028118476,32.37634506703419,0.75
6,146,57.69170011797882,65.22278673016702,27.204128066283925,47.97269090879436,32.39626877691153,0.7571428571428571
6,147,57.8102886164825,65.24846889679019,27.32810767060282,47.88640274334551,32.46768143878849,0.7642857142857142
6,148,57.8506287407919,65.34233102818372,27.190042324504176,47.872292536534445,32.36060487751175,0.7714285714285715
6,149,57.93739065377533,65.4808724230167,27.34097729645094,47.89111837813152,32.47851256687109,0.7785714285714286
6,150,58.03250316528545,65.5515661697547,27.204909927909707,47.84224132306889,32.3642427766995,0.7857142857142857
6,151,58.071695873618786,65.65708181106471,27.233460619454593,47.84087943632568,32.385315323672366,0.7928571428571428
6,152,58.15968685255525,65.73437092249478,27.256226350469728,47.80306669167537,32.392936435771134,0.8
6,153,58.21346001668969,65.82923815892484,27.158929940305324,47.77755781902401,32.31358690998499,0.8071428571428572
6,154,58.27574528084715,66.0106769474165,27.266553651813673,47.84684074895616,32.4116254260993,0.8142857142857143
6,155,58.41796479339319,66.11023127609603,27.28387183585595,47.83283451852818,32.42111250652401,0.8214285714285714
6,156,58.512351447398714,66.25554744585074,27.225463612343425,47.85845960007829,32.38371260927714,0.8285714285714286
6,157,58.560444722605894,66.320228911143,27.242674761873698,47.81520338596033,32.38580691789535,0.8357142857142857
6,158,58.63899559737569,66.41744071307411,27.17611050854645,47.79738876565762,32.33143007282424,0.8428571428571429
