PC1,PC2,Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
-1.358894678477898,-0.07108597984405157,N900_RS00270,aroE,-0.4271091333333334,-2.1854,3.4301,24h_SI9,24h,SI9,1h_SI1,1h,SI1,5.6155
3.033372854314046,-0.19714488955553144,N900_RS00275,VC_0057,1.4906737333333333,-0.011576,3.6762,1h_SI8,1h,SI8,3h_SI1,3h,SI1,3.687776
1.1355082391580744,-0.4888634057930953,N900_RS00280,yrdA,1.496199483333333,-0.36939,4.21,6h_SI4,6h,SI4,3h_SI3,3h,SI3,4.57939
2.9225830036403977,0.44056313199185626,N900_RS00320,crcB,1.7163328333333332,-0.22227,4.6735,1h_SI4,1h,SI4,6h_SI4,6h,SI4,4.89577
1.2686576920943295,0.12564267722113068,N900_RS00325,thiC,1.7294315,0.21289,5.8496,1h_SI5,1h,SI5,12h_st,12h,st,5.63671
-4.253531174563277,0.47856419537102934,N900_RS00330,thiE,0.19236300500000006,-1.3637,3.305,3h_SI1,3h,SI1,12h_st,12h,st,4.6687
-2.7698767032400378,-0.1463830006118686,N900_RS00335,thiF,-0.08667852000000001,-1.9753,2.4508,12h_SI1,12h,SI1,3h_SI4,3h,SI4,4.4261
1.3501561288928885,-0.45753080777549193,N900_RS00340,thiS,1.7268275833333335,-0.037845,4.8625,3h_ce,3h,ce,3h_st,3h,st,4.900345
-0.48058364856304125,1.3979403002474526,N900_RS00345,thiG,1.2719991,-0.76005,4.8816,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.641649999999999
2.714935002079905,-2.345176620058348,N900_RS00350,thiH,1.591140666666667,-0.12643,4.3913,1h_SI9,1h,SI9,6h_SI2,6h,SI2,4.51773
0.6443335542302648,-2.2914340656379775,N900_RS00355,aminopeptidase P,1.48602565,-0.048651,4.2556,3h_ce,3h,ce,3h_st,3h,st,4.304251000000001
-0.9090746135000596,-1.3029392152049095,N900_RS00360,LysR family transcriptional regulator_1,1.0657311433333334,-1.2061,4.6525,6h_SI1,6h,SI1,1h_st,1h,st,5.8586
-0.45348478913463985,-1.621838740292319,N900_RS00365,mdtL_1,1.440287,0.2639,6.1683,1h_SI7,1h,SI7,6h_ce,6h,ce,5.904400000000001
-3.156575059933434,-3.2017507894369723,N900_RS00370,VC_0070,0.9191276733333333,-1.2497,5.2072,12h_SI3,12h,SI3,6h_ce,6h,ce,6.4569
-3.6624096187218527,-0.308902975848103,N900_RS00375,asnC,0.4175280066666666,-0.98202,5.0777,12h_SI4,12h,SI4,3h_SI3,3h,SI3,6.05972
1.3171352285055224,-0.18055954966891408,N900_RS00380,VC_0072,1.3673203333333335,0.04101,4.5015,6h_st,6h,st,3h_SI2,3h,SI2,4.46049
2.4256195789755672,-0.08807444496662176,N900_RS00385,rsmJ,0.9234460949999999,-0.61044,3.6809,12h_st,12h,st,3h_SI4,3h,SI4,4.29134
-2.1819408735523806,-0.5469685623096657,N900_RS00390,VC_0074,-0.039616166666666675,-1.9855,3.2288,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.2143
0.3507430902994848,1.766210354901673,N900_RS00395,eamA_2,1.3076575333333333,-0.36745,4.8676,6h_SI4,6h,SI4,6h_st,6h,st,5.23505
-2.539458872751171,-2.882167185664328,N900_RS00400,uspA_1,0.6777416833333333,-1.0016,6.4547,1h_SI4,1h,SI4,6h_ce,6h,ce,7.4563
-1.9274901905045767,0.46072105305913,N900_RS00410,ftnA,0.5691082033333335,-0.83519,3.5502,24h_ce,24h,ce,6h_st,6h,st,4.38539
2.1120002156400144,2.0543101743816123,N900_RS00415,uspB,1.58307705,-0.5983,5.368,1h_SI6,1h,SI6,3h_st,3h,st,5.9663
-2.1275832149264167,0.06995237052883957,N900_RS00420,rdsA_BLAST,0.3981370333333334,-1.4084,3.71,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.1184
0.24921098133888941,-0.6866794414967059,N900_RS00425,eamA_1,1.3472523999999997,-0.015277,4.29,3h_st,3h,st,6h_SI3,6h,SI3,4.305277
-0.8280553297023121,0.5629515634764907,N900_RS00430,rmuC,0.5036677166666667,-1.0591,4.7668,24h_SI1,24h,SI1,3h_SI3,3h,SI3,5.8259
0.6210378195445609,-1.9976751878424737,N900_RS00440,ubiJ,1.5304535166666662,-0.060119,4.8463,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.9064190000000005
-0.8690503376560001,-0.7810774311750084,N900_RS00450,tatA,1.3249814333333334,-0.60989,7.068,1h_SI4,1h,SI4,3h_SI5,3h,SI5,7.67789
2.592916881546447,-2.017769188274045,N900_RS00455,tatB,1.6623136333333333,-0.048393,5.0921,24h_SI7,24h,SI7,12h_SI1,12h,SI1,5.140493
1.0504429331039935,-1.4646524552301514,N900_RS00460,tatC,1.4558110499999999,-0.33556,6.3457,1h_SI2,1h,SI2,3h_SI1,3h,SI1,6.68126
1.3638779850524223,-2.171166452705641,N900_RS00465,ccp,0.8202505083333335,-0.66306,4.3113,6h_st,6h,st,12h_SI2,12h,SI2,4.97436
1.2811850490225938,-0.15439204884373353,N900_RS00470,dinF,0.811699605,-0.80583,3.963,3h_SI7,3h,SI7,6h_st,6h,st,4.76883
-0.3160463111504028,1.733269594824575,N900_RS00475,class I SAM-dependent methyltransferase_2,1.5607054466666666,-1.2064,5.891,12h_SI4,12h,SI4,6h_SI3,6h,SI3,7.0974
0.06911916929859885,1.4310072315304991,N900_RS00480,lexA,0.63223435,-2.1795,6.2653,1h_SI4,1h,SI4,6h_SI2,6h,SI2,8.4448
0.01683834690730368,2.395878565286874,N900_RS00485,plsB,-0.34955572349999997,-2.5303,2.5991,12h_SI5,12h,SI5,12h_st,12h,st,5.1294
2.804954616997679,3.2893129941661083,N900_RS00490,ubiA,1.662903361666667,-0.25003,3.8569,6h_SI9,6h,SI9,12h_st,12h,st,4.10693
0.5895018724153487,-2.884702446069699,N900_RS00495,chorismate lyase,1.5326033333333333,0.35757,5.65,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.29243
-3.2655271190195996,-0.049052017525614056,N900_RS00505,fliL_2,0.62630315,-1.1791,4.6909,12h_SI1,12h,SI1,6h_ce,6h,ce,5.87
-1.6342421845817625,-0.6757053194657898,N900_RS00510,methyl-accepting chemotaxis protein_4,0.5143753383333334,-0.88686,4.4865,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.37336
2.2220368304499196,-0.8026738476743471,N900_RS00515,glpG,1.3559726438333333,-0.029649,4.2055,3h_SI6,3h,SI6,3h_SI2,3h,SI2,4.235149
-1.7547766616942424,0.6900751320495211,N900_RS00520,glpE,0.17198755000000002,-1.8139,3.3697,6h_ce,6h,ce,3h_SI3,3h,SI3,5.1836
-5.701615814379237,-0.3118236386840787,N900_RS00525,VC_0101,-0.5902245206666665,-2.5925,3.1908,24h_st,24h,st,1h_SI1,1h,SI1,5.7833
-6.75635542647596,0.31473770826891134,N900_RS00530,tatd,-0.7705138500000001,-2.6296,2.9959,24h_st,24h,st,3h_SI5,3h,SI5,5.6255
-0.7692913399351236,-0.11661146087649865,N900_RS00540,ypeA_1,0.1845046133333334,-1.1433,3.5878,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.7311
-1.1945529583720014,-2.366075919073349,N900_RS00555,cc4,1.3794895216666665,-0.6652,6.5821,1h_SI5,1h,SI5,6h_SI4,6h,SI4,7.247299999999999
1.954658276637887,1.0147886264989616,N900_RS00560,class I SAM-dependent methyltransferase_4,1.0447400999999998,-0.16738,3.3627,24h_SI9,24h,SI9,3h_SI2,3h,SI2,3.53008
-0.14814505829370317,-1.0647428852834746,N900_RS00565,yihI,1.6190095500000004,-0.56646,5.6083,1h_SI2,1h,SI2,1h_SI1,1h,SI1,6.17476
-1.1016448311226548,4.3716231243806245,N900_RS00570,VC_0115,0.9985721499999999,-1.6564,6.8361,6h_SI5,6h,SI5,3h_st,3h,st,8.4925
1.411775908119151,-2.691269811383953,N900_RS00575,hemN,2.4805226666666664,0.23374,6.1352,1h_SI1,1h,SI1,6h_ce,6h,ce,5.90146
-4.762079197604011,-1.0941284403074478,N900_RS00580,hemy,-0.1706919166666667,-1.6451,2.7528,12h_SI1,12h,SI1,3h_SI6,3h,SI6,4.3979
-0.812914992266069,0.5500984461646721,N900_RS00585,HemX,0.8413051166666666,-1.4146,4.5733,6h_SI1,6h,SI1,1h_st,1h,st,5.9879
-4.126117524094471,0.2858659696734211,N900_RS00600,VC_0121,0.11754571833333329,-2.9929,4.2155,12h_SI5,12h,SI5,1h_SI1,1h,SI1,7.208399999999999
2.5975502126846433,3.287427729643902,N900_RS00605,class I adenylate cyclase,0.983545725,-0.84265,2.9777,6h_SI9,6h,SI9,12h_st,12h,st,3.82035
2.1653869101394783,2.8420752326138503,N900_RS00610,cyaY,-0.07653811666666667,-2.1613,2.7422,12h_ce,12h,ce,12h_SI3,12h,SI3,4.9035
0.28429938054616466,-1.2751737910455925,N900_RS00615,lipoprotein,0.7600619500000002,-1.3587,4.3559,1h_SI1,1h,SI1,6h_SI4,6h,SI4,5.7146
-3.0170244950077447,4.37236482517968,N900_RS00620,lysA,-0.6041504833333333,-3.411,5.0984,6h_SI6,6h,SI6,1h_st,1h,st,8.5094
1.8058783853731901,-1.4634285690656115,N900_RS00630,VC_0127,0.6924454499999999,-0.96672,3.7161,3h_SI9,3h,SI9,3h_SI4,3h,SI4,4.6828199999999995
-3.727383374737888,-0.23070422483929331,N900_RS00635,xerC,-0.7535026816666667,-2.9001,2.0488,6h_co,6h,co,1h_SI1,1h,SI1,4.9489
-0.5107000993103408,-1.3903009668631747,N900_RS00640,yigB,0.86147158,-0.89298,3.8617,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.75468
1.6320158880601179,1.4334631787790424,N900_RS00645,cdpA,1.70551305,-0.034254,4.779,1h_SI8,1h,SI8,1h_st,1h,st,4.813254
-1.7433508581143238,-0.67212093782099,N900_RS00650,VC_0131,0.754079075,-0.87026,4.0816,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.95186
0.2918677213181953,-0.06122656062271503,N900_RS00655,membrane protein_2,0.7059646166666668,-0.90133,4.5236,3h_SI1,3h,SI1,6h_st,6h,st,5.42493
0.39824440371458847,-0.6766514463449456,N900_RS00660,VC_0133,0.7008000883333333,-0.63323,3.0587,3h_st,3h,st,3h_SI4,3h,SI4,3.69193
0.6421424129469813,0.3132689499287196,N900_RS00665,yigL,0.6587722983333334,-0.72221,4.1468,3h_SI5,3h,SI5,3h_SI1,3h,SI1,4.869009999999999
-0.13621108438423768,1.6202900149869066,N900_RS00670,ytpA,1.2163169666666667,-0.42223,4.4342,6h_SI4,6h,SI4,12h_st,12h,st,4.85643
1.2972790518027786,-0.4007295919670708,N900_RS00675,rhtB,1.5416369333333333,0.079106,4.1993,1h_SI7,1h,SI7,6h_st,6h,st,4.120194
0.3604308952188573,-0.9035441921188119,N900_RS00680,cdgJ_1,0.6302034833333334,-0.98312,3.9188,3h_co,3h,co,3h_SI1,3h,SI1,4.9019200000000005
-0.044294643388394395,-0.8488247760152645,N900_RS00685,DNA starvation/stationary phase protection protein,1.4176418333333336,-0.58104,4.0655,12h_SI2,12h,SI2,6h_SI4,6h,SI4,4.64654
-4.469433533279924,2.8990022158290936,N900_RS00690,VC_0140,-0.4742885166666667,-2.5567,4.7887,6h_SI6,6h,SI6,1h_ce,1h,ce,7.345400000000001
-0.6567020007111966,-0.4494140328235361,N900_RS00695,VC_0142,1.51118885,-0.13062,5.802,6h_ce,6h,ce,1h_ce,1h,ce,5.93262
-2.7190904169395465,1.636257021803782,N900_RS00705,Pseudogene_N900_RS00705,0.6146072500000002,-1.1903,5.5069,12h_SI4,12h,SI4,6h_st,6h,st,6.6972
2.6278216040922446,0.9298060745080988,N900_RS00710,lysoplasmalogenase_1,1.4763866666666665,0.18203,4.2859,6h_ce,6h,ce,6h_st,6h,st,4.10387
0.2677612825315512,-1.7782877811982298,N900_RS00715,VC_0145,0.6058417166666668,-0.87444,3.6763,12h_st,12h,st,3h_SI3,3h,SI3,4.55074
-0.7127070570446081,-3.1542800992096867,N900_RS00720,rsmD,0.5461251500000001,-1.1989,3.7187,6h_SI1,6h,SI1,12h_SI1,12h,SI1,4.9176
0.1732165196648472,2.5466912853748918,N900_RS00730,ftsE,0.008029538233333333,6.3514e-05,0.14335,6h_SI7,6h,SI7,6h_st,6h,st,0.14328648600000002
2.007719141459087,2.9673152082862826,N900_RS00735,ftsX,1.1239662949999998,-0.88995,4.8428,24h_ce,24h,ce,6h_st,6h,st,5.73275
1.410195108679793,-2.01547178279241,N900_RS00745,sthA,1.1094407333333336,-0.28939,3.4948,3h_co,3h,co,3h_SI5,3h,SI5,3.78419
2.7614887023771457,-0.4679965496578321,N900_RS00750,fabR,1.2588140316666667,-0.26161,3.877,3h_ce,3h,ce,3h_st,3h,st,4.13861
1.0970016792776587,1.26462397080431,N900_RS00755,yijd,0.9526409666666666,-0.63701,6.2139,1h_ce,1h,ce,6h_SI1,6h,SI1,6.85091
1.594245524153492,0.19327069778479528,N900_RS00760,trmA,1.3786812833333333,0.015237,4.1149,3h_st,3h,st,3h_SI3,3h,SI3,4.099663
0.25072333983814543,1.414039445536767,N900_RS00765,btuB,0.8134078183333333,-0.39857,3.9313,24h_SI8,24h,SI8,3h_st,3h,st,4.32987
1.4237224672670417,-0.6626614362995843,N900_RS00770,S8 family peptidase,0.9447001833333333,-0.42231,3.5087,1h_st,1h,st,3h_SI1,3h,SI1,3.93101
0.979399423252949,-1.5311042869063618,N900_RS00780,RNA-binding protein,0.9666030216666667,-0.8883,4.0206,12h_SI1,12h,SI1,3h_st,3h,st,4.9089
-0.27195581199607277,-0.32256270321755587,N900_RS00810,add,0.6931469433333333,-0.74171,4.4996,1h_SI1,1h,SI1,3h_SI1,3h,SI1,5.24131
1.6812731095633335,-0.5372077529352768,N900_RS00815,VC_2750,1.4899632666666662,-0.048524,4.7778,1h_st,1h,st,3h_SI2,3h,SI2,4.826324
-1.247357384786737,-2.471050957681737,N900_RS00820,ntrC,1.3368653666666666,-0.52513,4.7884,1h_SI8,1h,SI8,1h_co,1h,co,5.31353
1.5392702662334283,0.542647872896497,N900_RS00825,ntrB,0.7965356883333333,-0.76746,3.5315,3h_SI4,3h,SI4,6h_st,6h,st,4.29896
0.5772775331079281,0.07531669944190833,N900_RS00830,VC_2747,0.5607836883333334,-0.8329,3.6627,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.4956
-2.5784315321339553,3.8478186544210744,N900_RS00835,glnA,0.8209512333333334,-2.1525,4.3908,12h_ce,12h,ce,1h_ce,1h,ce,6.5432999999999995
1.027346318098326,-2.0014734037604165,N900_RS00840,VC_2745,1.4161308683333333,-0.877,5.6434,1h_co,1h,co,3h_SI1,3h,SI1,6.5203999999999995
2.485258065211487,-1.5132394030874878,N900_RS00845,typA,0.78737738,-0.89425,3.5806,1h_st,1h,st,3h_SI3,3h,SI3,4.47485
0.6054280616784644,-0.7431358707307494,N900_RS00850,ATPase,1.2699065,-0.42999,4.2667,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.69669
0.741216063829484,0.4771124150572459,N900_RS00855,VC0395_A2314_BLAST,0.678074905,-0.96636,3.8005,12h_st,12h,st,6h_SI2,6h,SI2,4.76686
1.0372507865953118,-1.214574392131295,N900_RS00860,dtd,1.215039201666667,-0.32542,4.8978,3h_SI3,3h,SI3,3h_SI5,3h,SI5,5.22322
1.3833862071236007,0.20983073505857452,N900_RS00865,GNAT family N-acetyltransferase_2,0.7499508216666666,-0.54857,4.1935,3h_st,3h,st,6h_st,6h,st,4.74207
1.177825048228363,1.0179487017098563,N900_RS00870,asma_2,1.1580553666666666,-0.20654,3.6105,12h_st,12h,st,12h_SI1,12h,SI1,3.81704
1.2469492541659521,-2.51027360649065,N900_RS00875,pckA,1.7890471666666667,-0.21375,5.4573,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.67105
-0.006372349395359134,3.328282767081264,N900_RS00880,hslo,-0.5956317333333333,-3.5484,3.2289,6h_SI7,6h,SI7,1h_st,1h,st,6.7773
0.6057843239175709,-0.10096470629496329,N900_RS00885,hslR,1.586963933333333,-0.24213,6.3869,1h_co,1h,co,3h_SI5,3h,SI5,6.62903
0.3956233677072354,-3.1802475626298676,N900_RS00890,gspC,0.7925288999999999,-0.90995,4.1697,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.07965
2.9778900042683016,3.132982316921334,N900_RS00895,gspD,1.7179854600000002,-0.15869,3.9483,6h_SI9,6h,SI9,12h_st,12h,st,4.10699
2.948210403601565,3.1801311674373594,N900_RS00900,gspE,1.7992057999999995,-0.10818,4.0041,6h_SI9,6h,SI9,12h_st,12h,st,4.11228
3.1363107999762914,2.7066798446959544,N900_RS00905,gspF,1.8910172000000003,-0.065448,4.0416,6h_SI9,6h,SI9,12h_st,12h,st,4.107048
2.284454626245357,3.2600438801395226,N900_RS00910,gspG,1.9260644333333337,-0.067187,5.3857,6h_SI9,6h,SI9,1h_co,1h,co,5.452887
0.942537115966041,0.44712632625154164,N900_RS00915,epsH,-0.012676316666666698,-4.0234,3.8558,1h_SI6,1h,SI6,12h_SI3,12h,SI3,7.879199999999999
2.9628146312929147,3.1973928468468933,N900_RS00920,gspI,1.8283991166666667,-0.061413,4.0456,6h_SI9,6h,SI9,12h_st,12h,st,4.107013
-1.0821596393951116,0.23698346982064503,N900_RS00925,gspJ,0.005504218653333334,-0.00016616,0.31094,12h_ce,12h,ce,6h_SI2,6h,SI2,0.31110616
2.8968284090685694,3.26075863298735,N900_RS00930,epsK,0.9858294983333333,-0.8007,3.0919,12h_SI9,12h,SI9,12h_st,12h,st,3.8926
2.504767160554051,2.8370723429200777,N900_RS00940,epsM,0.7762354333333334,-1.2819,2.7012,12h_SI7,12h,SI7,12h_st,12h,st,3.9831000000000003
2.436061711370792,-1.7646514064312302,N900_RS00945,epsN,0.8750885166666665,-0.65876,4.3504,1h_st,1h,st,6h_SI4,6h,SI4,5.00916
-3.4705150035252994,1.1574870838592166,N900_RS00950,cysQ,0.08073376333333333,-1.6257,2.6415,12h_SI1,12h,SI1,3h_SI3,3h,SI3,4.2672
-0.053117007554114526,-2.243723758743823,N900_RS00955,nudE,1.54856882,-0.51481,4.6003,6h_SI1,6h,SI1,6h_ce,6h,ce,5.11511
0.6007075358897409,3.046003464027962,N900_RS00960,nfua,-1.3659276666666662,-3.6879,0.95215,12h_ce,12h,ce,6h_SI1,6h,SI1,4.6400500000000005
-2.7008724252217853,-0.19429770848805716,N900_RS00970,bioH,-0.5623147283333334,-2.94,3.8849,12h_SI8,12h,SI8,6h_SI2,6h,SI2,6.8248999999999995
2.1121058269104056,-0.40752221745516426,N900_RS00975,VC_2717,0.98581255,-0.3205,4.1587,12h_st,12h,st,3h_SI3,3h,SI3,4.4792
2.7975366827617005,1.9090284265651216,N900_RS00980,yhgF,1.3155077999999998,-0.32711,4.873,3h_co,3h,co,3h_st,3h,st,5.2001100000000005
1.214001270959523,1.7955706054941318,N900_RS00985,greB,1.3064548999999999,0.031384,4.8293,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.797916
2.767875847742185,0.3942286685362571,N900_RS00990,ompR,1.5554377499999998,-0.15497,4.418,1h_SI4,1h,SI4,3h_SI4,3h,SI4,4.57297
1.5015421658496892,-1.4623924812598696,N900_RS00995,envZ,1.1194395499999998,-0.43255,3.3601,6h_st,6h,st,3h_SI3,3h,SI3,3.79265
0.9708192627686296,-0.8553823271079275,N900_RS01000,xanP_BLAST,1.540607833333333,0.29104,4.2086,3h_st,3h,st,3h_SI2,3h,SI2,3.9175599999999995
0.782924051292758,-1.245156226750752,N900_RS01005,recG,0.9813041833333335,-0.74057,4.7796,6h_SI2,6h,SI2,12h_SI2,12h,SI2,5.52017
-1.6900078474630333,-0.9937852697200429,N900_RS01015,rpoZ,1.6308918333333335,-0.04551,5.209,3h_ce,3h,ce,3h_SI5,3h,SI5,5.25451
0.29612141263112246,0.06510230805485956,N900_RS01025,yhhQ,1.2226435700000002,-0.51245,4.5734,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.085850000000001
2.413322874522951,-0.07349412382122306,N900_RS01030,actP,1.3509199833333332,-0.067191,3.7989,3h_ce,3h,ce,6h_st,6h,st,3.866091
-0.9795928094576558,-1.637394745528484,N900_RS01035,VC_2704,0.4485096366666666,-1.6395,3.4016,6h_SI3,6h,SI3,6h_SI4,6h,SI4,5.0411
1.8508018830784048,-3.6595036086117885,N900_RS01040,nhaP2,1.139512368333333,-0.49865,3.465,6h_st,6h,st,6h_SI4,6h,SI4,3.96365
-1.4187589176537414,-2.977059292541295,N900_RS01045,narL,1.3651410000000006,-1.2863,4.9004,1h_SI9,1h,SI9,3h_SI5,3h,SI5,6.1867
-0.522074395140184,-0.8773610636752853,N900_RS01050,dsbd,0.6178930349999999,-1.6209,4.5477,24h_SI5,24h,SI5,3h_SI4,3h,SI4,6.1686
