CPVAE_cluster,1h,3h,6h,12h,24h
0,0.26626924987580725,0.23348236462990563,0.2836562344759066,0.16741182314952807,0.04918032786885246
1,0.15495342929720576,0.15664690939881457,0.3471634208298052,0.2531752751905165,0.08806096528365792
