Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS05255,PTS fructose transporter subunit IIC_2,4.8834734,3.3289497,-2.2591054,-0.21056,0.101546496,-0.10147108,0.5988037,2.18345,1.0628955166666667,-0.44693,4.5239,12h_st,12h,st,3h_SI2,3h,SI2,4.97083,0
N900_RS05260,manP_2,1.2594247,0.58313435,-0.4180905,-2.0287437,-1.2134248,0.060796246,-0.08064963,0.5797136,-0.6287416833333334,-3.2796,2.6799,3h_SI7,3h,SI7,12h_SI1,12h,SI1,5.9595,1
N900_RS05265,ald1,5.1578174,3.3120294,-1.6961746,-0.321992,-0.8953301,-0.34667632,0.09644707,2.34651,1.0136811516666666,-0.49688,4.5058,6h_st,6h,st,6h_SI2,6h,SI2,5.00268,0
N900_RS05270,acoR,6.24445,3.2536297,-0.7979976,0.26022914,0.16721249,-0.8756298,0.18138531,1.3576936,1.0387383,-0.43867,3.705,1h_SI5,1h,SI5,3h_SI3,3h,SI3,4.14367,0
N900_RS05275,VF_0530_BLAST,4.771139,2.0064185,-1.7452974,-0.98881066,-0.14337288,0.6599272,1.0855362,2.5984108,0.5501155166666667,-1.0009,3.3786,3h_SI5,3h,SI5,6h_SI2,6h,SI2,4.3795,0
N900_RS05280,SDR family oxidoreductase,2.6761012,3.1103745,0.25507632,-0.8907146,-1.0002496,0.6348874,-0.89865476,-0.21606517,0.6303334123333334,-1.6131,5.2283,6h_co,6h,co,3h_SI3,3h,SI3,6.8414,1
N900_RS05285,cry1,3.9840658,3.5210006,-2.2334907,0.24638999,-0.57533413,-0.26311538,0.27669775,1.8352107,1.1814332500000002,-0.3861,3.8363,1h_SI8,1h,SI8,3h_SI3,3h,SI3,4.2224,0
N900_RS05290,VC_1812,3.5115867,3.8737497,-2.4648294,-1.8685973,-0.22922118,-2.0738945,0.9903979,2.618062,0.42985096666666667,-0.8797,3.3959,6h_st,6h,st,6h_SI4,6h,SI4,4.2756,0
N900_RS05295,VC_1811,2.9721427,3.0662723,-1.378099,-0.74711835,-1.7893163,-2.459546,-0.116624646,2.127838,0.9973708833333332,-0.59103,4.2838,3h_SI2,3h,SI2,3h_SI5,3h,SI5,4.87483,0
N900_RS05300,VC_1810,0.8833722,0.11636966,0.3105456,2.0148232,0.7027129,0.6151153,0.32158345,-0.16105208,0.5883225166666667,-2.1083,3.4432,6h_SI6,6h,SI6,6h_SI2,6h,SI2,5.5515,1
N900_RS05305,AlpA family transcriptional regulator_1,4.1437182,3.5395377,-1.8625335,-0.9438294,-0.067485705,-3.1189842,0.97076994,0.78079516,0.8732035333333333,-0.61926,3.8888,12h_st,12h,st,6h_st,6h,st,4.5080599999999995,0
N900_RS05310,VC_1808,0.9925241,2.8960261,-1.0179582,-1.6090078,-1.6981821,-0.030833365,0.2104255,0.36110285,0.05666616,-1.1429,3.6727,12h_SI8,12h,SI8,6h_SI4,6h,SI4,4.8156,1
N900_RS05315,VC_1806,-1.17709,2.181205,-1.0136224,-2.442521,-0.69878936,-0.96839166,1.8550338,-0.15666988,-0.10634576666666665,-1.4705,2.7471,3h_SI1,3h,SI1,1h_ce,1h,ce,4.2176,1
N900_RS05320,VC_1805,4.6395526,1.9750838,-0.87064713,0.51746297,-1.2942408,0.92841065,0.8032221,1.8422738,0.6445155499999999,-1.1691,3.8596,1h_SI2,1h,SI2,3h_SI3,3h,SI3,5.0287,0
N900_RS05330,VC_1802,6.723156,1.6848907,0.11365083,0.09834834,0.40213615,-0.4905392,0.059159502,-0.23611328,1.8303856333333333,-0.061552,4.0455,6h_SI9,6h,SI9,12h_st,12h,st,4.1070519999999995,0
N900_RS05340,IclR family transcriptional regulator,4.2865834,0.35750934,-0.7662831,1.5382951,-0.8897569,-0.86864275,-0.6448185,1.5238621,0.09195315,-2.1203,3.9457,1h_SI5,1h,SI5,3h_SI1,3h,SI1,6.066,0
N900_RS05345,marR,3.9729564,4.323426,-0.7821681,-0.96377194,-0.5807431,-1.4190894,0.4768105,2.6877882,0.80952545,-0.6794,4.0923,6h_st,6h,st,3h_st,3h,st,4.7717,0
N900_RS05350,DDE-type integrase/transposase/recombinase,2.783988,4.401898,-1.8580633,-1.6154468,-1.205315,-0.45043352,0.55687535,1.9766126,0.37342490166666664,-0.94342,3.2289,6h_st,6h,st,3h_SI4,3h,SI4,4.17232,0
N900_RS05355,ATPase AAA,3.209926,1.3381691,1.2181456,-0.45406437,0.5600623,-2.9052777,-0.30780017,1.0502462,0.009900648,0.00048811,0.15721,1h_SI7,1h,SI7,3h_st,3h,st,0.15672188999999997,0
N900_RS05360,VC_1797,3.828803,-0.37787572,-1.8921798,-0.24537146,-1.102767,-0.3319573,0.27389985,1.1108277,0.22612868333333333,-1.301,3.4917,24h_co,24h,co,3h_SI1,3h,SI1,4.7927,0
N900_RS05365,glgC2,3.168695,3.67419,-3.1527424,-0.49928787,0.44098094,-2.2989562,0.5940542,2.3209875,1.3667623499999997,-0.75363,4.7078,12h_SI3,12h,SI3,3h_SI4,3h,SI4,5.46143,0
N900_RS05370,middle operon regulator,5.1232033,2.8434398,-1.3527561,-0.34164754,0.051299483,-1.1293757,0.50774175,1.922268,1.2383351,-0.12582,3.3951,1h_SI8,1h,SI8,6h_SI3,6h,SI3,3.52092,0
N900_RS05375,transcriptional regulator_2,4.6061006,2.7482986,-0.8834676,0.14199057,0.0007339716,-2.1212304,0.5536718,0.6169493,1.25064307,-0.22889,5.009,1h_SI8,1h,SI8,12h_SI2,12h,SI2,5.23789,0
N900_RS05380,VC_1794,3.2139652,2.16652,-3.0250733,0.96238023,-0.38818127,-2.2498784,1.3516113,2.7570298,1.0733446166666667,-0.60278,4.6585,1h_co,1h,co,12h_SI2,12h,SI2,5.26128,0
N900_RS05385,VC_1793,4.2053866,2.9591758,-3.4480536,0.57570606,0.21205413,-1.4772583,0.69196045,2.4023676,1.4264952666666668,-0.20862,5.1047,1h_st,1h,st,3h_SI2,3h,SI2,5.31332,0
N900_RS05390,VC_1792,4.9881268,2.9193482,-1.5669996,-0.3561632,-0.6933855,0.46109697,0.35599235,1.397427,1.3942658333333333,-0.28709,4.3761,3h_st,3h,st,12h_st,12h,st,4.66319,0
N900_RS05395,tape measure protein,4.7078757,1.3060794,-0.57066125,0.3988915,-1.0334167,0.0856741,-0.79410046,2.2218065,1.4957915000000004,-0.30252,5.0542,1h_SI9,1h,SI9,3h_st,3h,st,5.35672,0
N900_RS05415,radC_2,1.4802831,1.4055613,-2.9387612,1.1581814,1.2760202,-2.861905,1.8312695,3.0945752,3.1933400000000005,1.4121,7.1581,1h_co,1h,co,6h_SI2,6h,SI2,5.746,0
N900_RS05420,AlpA family transcriptional regulator_2,4.172871,3.5615897,-2.0154886,0.20724803,-0.65321815,-1.2852155,0.32113403,0.30475315,1.6873482999999998,0.041178,4.5865,1h_SI8,1h,SI8,6h_st,6h,st,4.545322,0
N900_RS05425,sialidase,3.666269,3.1802032,-2.5641363,-0.7955676,0.41116747,-1.9381061,0.80543846,1.3437512,0.8378160416666667,-0.64229,3.5704,3h_st,3h,st,6h_ce,6h,ce,4.21269,0
N900_RS05430,nagA_2,3.8107295,3.559275,-2.538656,-0.28763127,-0.25648135,-1.9999312,0.89418364,1.8172022,0.5475090216666666,-0.9519,3.0012,12h_st,12h,st,6h_SI4,6h,SI4,3.9531,0
N900_RS05435,nanK,4.660166,2.907653,-1.4802647,-0.8872374,-1.1220803,-0.28048763,0.4014715,2.3702617,0.7366270166666666,-0.34553,3.915,6h_st,6h,st,6h_SI2,6h,SI2,4.26053,0
N900_RS05440,N-acetylmannosamine-6-phosphate 2-epimerase,6.642349,1.6269274,0.17296168,0.15228274,0.42174932,-0.4397646,0.053301156,-0.28814203,0.6842123666666668,-1.238,2.8738,6h_SI9,6h,SI9,12h_st,12h,st,4.111800000000001,0
N900_RS05445,VC_1780,2.0588636,2.54884,-1.0670407,-1.5804198,-0.51450914,-0.6872359,1.1146098,1.3943554,0.6905230666666667,-1.4196,5.3843,3h_SI8,3h,SI8,1h_st,1h,st,6.8039,1
N900_RS05450,siaP,4.3668017,2.6629639,-1.1902715,0.29332104,0.159417,-2.5165992,-0.0834471,1.0302067,1.4123102166666668,-0.39459,4.603,1h_SI3,1h,SI3,12h_st,12h,st,4.99759,0
N900_RS05455,siaQ,1.6961823,2.3168483,-2.4615996,-0.49916762,1.5301459,-2.1815908,1.770294,1.2796963,0.8079806500000001,-1.1326,4.7764,12h_SI2,12h,SI2,6h_SI4,6h,SI4,5.909,0
N900_RS05460,siaM,0.52383536,1.5072486,0.31010824,-2.364911,-1.5938818,1.4248804,0.047882333,0.1684621,-0.16962076666666667,-1.8663,3.6921,6h_SI5,6h,SI5,1h_co,1h,co,5.5584,1
N900_RS05465,nanA,4.054794,2.985259,-2.70351,0.24158049,-0.53825605,-1.4286697,0.5032296,1.9822645,1.0245334833333333,-0.33739,3.9809,1h_SI1,1h,SI1,6h_SI1,6h,SI1,4.31829,0
N900_RS05470,ybbH,4.597081,1.137268,0.21590975,-2.4528532,-0.8436998,-0.4333723,-0.27236912,-0.70058113,-0.8069805000000001,-3.5466,2.5086,6h_SI7,6h,SI7,12h_st,12h,st,6.0552,1
N900_RS05475,nanM_1,3.5059817,4.070546,-1.3556108,0.48301554,0.5313263,-2.2534995,0.43440148,2.167304,1.2559163433333334,-0.69143,4.2818,3h_co,3h,co,6h_SI4,6h,SI4,4.973229999999999,0
N900_RS05480,nanM_2,-0.02190556,2.2568612,-0.9344881,-2.9230711,-0.4346033,-0.6301109,1.3553327,1.602584,-0.22444844500000005,-2.0285,2.5945,24h_SI1,24h,SI1,3h_SI5,3h,SI5,4.623,1
N900_RS05485,YafY family transcriptional regulator,-0.17718346,1.7013324,-2.4038641,-2.3716068,1.0331877,-1.9826533,0.084413014,1.4994997,-0.19919461666666663,-1.5953,3.0573,12h_SI9,12h,SI9,1h_SI1,1h,SI1,4.6526,1
N900_RS05490,VC_1771,5.3290143,2.910522,-1.9601659,0.16448218,0.30181062,-0.10669554,0.677013,1.8104368,1.1188048650000002,-0.65037,3.9243,12h_SI8,12h,SI8,3h_SI2,3h,SI2,4.57467,0
N900_RS05495,VC_1770,4.0908685,2.177873,-2.8696983,0.070515886,-1.2539291,-1.2275306,0.8562777,2.9031184,1.2176793500000003,-0.26547,4.1682,3h_SI2,3h,SI2,6h_SI2,6h,SI2,4.433669999999999,0
N900_RS05500,SAM-dependent DNA methyltransferase,5.247081,2.938188,-1.8394419,0.08633784,-1.3173186,-0.65946794,-0.03764393,0.42618757,0.9780412333333334,-0.53156,3.6298,1h_SI8,1h,SI8,12h_st,12h,st,4.16136,0
N900_RS05505,restriction endonuclease subunit S,3.198642,2.8084774,-2.121757,-1.2856355,-2.3285532,-2.7499301,-0.17897046,1.7113273,0.4764261483333333,-0.89346,3.7628,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.65626,0
N900_RS05510,VC_1767,-0.84063756,1.8808649,0.24391884,-1.3748071,-0.29660827,-0.20851293,-0.222132,-0.18370241,0.43867336666666656,-0.80415,6.3422,6h_SI1,6h,SI1,6h_ce,6h,ce,7.14635,1
N900_RS05515,VC_1766,5.209162,3.332678,-1.7866611,0.1421395,0.077463716,-2.2893932,0.45733163,1.803073,1.0418312,-0.29566,3.7044,1h_st,1h,st,6h_SI1,6h,SI1,4.00006,0
N900_RS05520,type I restriction endonuclease subunit R,5.383312,3.411846,-1.8395426,-0.4728446,-0.96607757,-1.5059425,0.4211607,1.8043185,1.3436920333333333,-0.14669,3.9066,1h_SI7,1h,SI7,6h_SI4,6h,SI4,4.0532900000000005,0
N900_RS05525,ZorA,4.329125,2.3970954,-0.6194224,0.18199912,0.31607404,-0.8589362,0.14567813,2.1296499,1.35461179,-0.17831,4.1278,1h_SI4,1h,SI4,3h_st,3h,st,4.306109999999999,0
N900_RS05530,MotB,0.56219435,2.5775805,-0.64194673,-0.32572684,0.3482071,-1.5915211,0.40696326,-0.7746698,0.7457825166666667,-0.9498,4.9522,12h_SI3,12h,SI3,3h_SI2,3h,SI2,5.902,1
N900_RS05535,zorC,2.903484,3.4938939,-0.46779004,-0.04577402,-1.2234366,1.1494908,0.41537195,0.9488501,1.342458463333333,-0.015462,4.087,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.102462,1
N900_RS05540,helicase,1.6367071,1.3599421,-1.6337605,-1.41792,-1.6700628,-3.0817363,-0.066607356,2.7788606,0.09156693479499999,-1.6726,3.0416,6h_SI2,6h,SI2,3h_st,3h,st,4.7142,0
N900_RS05545,intA_1,-1.0038475,1.8726262,-0.9945089,-1.6759337,-0.37595388,-0.6122853,-0.6634483,-0.31573611,-0.3095441166666667,-2.0942,3.2093,3h_SI6,3h,SI6,3h_SI4,3h,SI4,5.3035,1
N900_RS05550,intA_2,3.2880912,3.1560574,-3.3927312,-0.83356214,-0.7945062,-2.6917558,1.1086003,1.0470191,0.49721800000000005,-1.0012,3.4145,24h_st,24h,st,6h_SI1,6h,SI1,4.4157,0
N900_RS05560,vexD,2.96853,2.5186124,-1.4376233,-0.1950244,-0.05296346,0.34606865,0.2074269,1.7570002,0.21175280000000002,-1.2217,4.5557,12h_SI9,12h,SI9,6h_ce,6h,ce,5.7774,0
N900_RS05565,vexC,4.918348,3.4489825,-1.7438004,0.6135119,-0.81470466,-2.8070738,0.52108157,2.1572225,1.2179690166666668,-0.43687,4.1091,1h_SI6,1h,SI6,3h_st,3h,st,4.54597,0
N900_RS05570,pqic,4.039959,3.8005686,-1.6331489,-0.73120326,-0.38502827,-1.8561243,0.13319784,0.75075483,1.12838816,-0.28906,4.7755,1h_st,1h,st,3h_SI4,3h,SI4,5.06456,0
N900_RS05575,pqiB,4.71312,3.8086786,-3.5402482,-1.0600275,-1.0382233,-2.4281962,0.9911577,1.7309593,0.5611877716666667,-1.1285,4.0344,12h_SI7,12h,SI7,6h_SI4,6h,SI4,5.1629,0
N900_RS05580,pqiA,2.5985413,0.69462585,-1.4657326,-0.42523417,-0.5209114,-1.0764302,-0.2935732,0.79325986,1.1031466833333334,-0.091994,5.1871,6h_co,6h,co,1h_st,1h,st,5.279094,1
N900_RS05585,mechanosensitive ion channel protein MscS,2.9559808,1.1163101,-0.384866,-1.2663784,0.7266432,0.64414674,-0.7398408,1.6263981,0.37348226650000005,-1.0232,4.4858,12h_SI2,12h,SI2,3h_SI2,3h,SI2,5.509,1
N900_RS05590,VC_1750,4.1199675,2.708436,-0.2533262,0.1757153,-1.7011254,0.6504494,0.48250064,0.64266413,1.1086025233333332,-0.43008,4.7171,3h_SI6,3h,SI6,6h_SI2,6h,SI2,5.1471800000000005,0
N900_RS05595,BamA/TamA family outer membrane protein,1.972749,1.7004651,-1.7858714,-0.071555786,0.39193964,-0.873782,0.4740983,1.7416284,0.93692325,-0.74077,4.723,1h_SI2,1h,SI2,1h_st,1h,st,5.46377,0
N900_RS05600,VC_1748,2.984825,3.2407591,-3.0580375,-1.3383269,-0.18552795,-3.8081489,0.6950978,0.687343,0.5512599499999999,-1.2309,3.7353,6h_SI1,6h,SI1,6h_st,6h,st,4.966200000000001,0
N900_RS05610,breR,5.0012646,3.2455597,-2.6954308,-0.3174398,-0.48526058,-0.24826896,0.64195424,2.6152153,0.5076679616666666,-0.88861,3.6377,12h_st,12h,st,3h_SI2,3h,SI2,4.5263100000000005,0
N900_RS05615,NAD-dependent succinate-semialdehyde dehydrogenase,4.1712546,4.3704085,-1.1351461,-0.7436633,-1.1127799,0.21456715,0.5765427,0.6500719,0.68964878,-0.78139,3.575,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.35639,0
N900_RS05620,VC_1744,-0.033786837,2.0880308,0.6047562,-3.3278024,-0.6143029,1.3502061,-0.43299165,0.7166869,-0.9343289833333334,-2.5455,2.9569,6h_ce,6h,ce,3h_SI3,3h,SI3,5.5024,1
N900_RS05625,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,2.6510432,1.902632,-1.7680309,-0.4526401,0.046833694,-0.73621505,-1.1380898,0.77619916,0.9335631533333334,-0.8539,5.5624,6h_SI6,6h,SI6,3h_SI2,3h,SI2,6.416300000000001,0
N900_RS05630,TetR/AcrR family transcriptional regulator_2,5.227734,2.073794,-1.1790956,1.1706933,-0.14703302,-1.2172539,0.17900825,0.9187732,1.2765062833333336,-0.42314,4.5633,1h_SI1,1h,SI1,3h_SI3,3h,SI3,4.98644,0
N900_RS05635,fadE_2,1.1385386,1.5241086,1.2175127,0.47081614,-1.3267831,2.593239,-0.61692107,-1.4792408,1.4796755000000001,-1.6797,4.7912,1h_SI9,1h,SI9,6h_SI3,6h,SI3,6.4709,1
N900_RS05650,bpt,4.2663684,2.1177073,-1.1559166,-1.3925844,0.20503685,0.6812629,-0.090265825,0.5815533,0.11467718833333335,-1.3304,4.3637,3h_SI5,3h,SI5,3h_SI4,3h,SI4,5.6941,0
N900_RS05655,aat,3.5945697,1.8831145,-2.6186132,0.08177821,0.4247283,-2.1163323,0.9532462,1.4595397,0.9172137100000001,-0.32737,4.396,1h_SI6,1h,SI6,3h_SI1,3h,SI1,4.72337,0
N900_RS05660,VC_1733,3.9316788,1.756834,-0.57965076,0.027718157,-0.7473111,-0.019643152,0.78982955,0.9422532,0.9774939,-1.6706,5.7905,6h_co,6h,co,12h_st,12h,st,7.4611,0
N900_RS05665,aroA,4.0199447,1.5325298,-0.172676,-2.6446457,-0.14191276,-0.009782936,0.53578085,0.084474206,-0.8801770999999998,-2.721,2.9676,6h_ce,6h,ce,6h_SI1,6h,SI1,5.6886,1
N900_RS05670,yciN,2.7979767,4.1795597,-3.668077,-1.36347,-1.3920509,-4.1019473,0.7737619,1.8016386,0.5632271833333333,-0.88868,3.2856,3h_ce,3h,ce,1h_SI1,1h,SI1,4.17428,0
N900_RS05680,glgC_1,0.42868125,1.0736287,2.1142943,0.8483231,0.027197711,2.0179896,-0.5186611,0.45873892,0.6073159,-0.71219,4.344,1h_SI7,1h,SI7,3h_SI3,3h,SI3,5.05619,1
N900_RS05685,glgA,3.4681842,3.0840638,-3.7130027,0.34796992,-1.1666497,-3.9637985,0.885953,1.6084831,0.6251260166666667,-1.2541,4.6736,1h_SI5,1h,SI5,6h_SI1,6h,SI1,5.927700000000001,0
N900_RS05690,menH_3,4.0594606,2.5596278,-2.1767254,0.73330945,-0.9147427,-1.1520687,0.033648856,1.5600121,1.443667316666667,-0.35003,4.2084,1h_SI8,1h,SI8,6h_SI3,6h,SI3,4.55843,0
N900_RS05695,VC_1724,2.8899443,2.4236991,-3.6118336,2.0970242,-0.42729306,-4.413971,0.6917301,1.7315298,1.489815185,-0.58484,5.1739,1h_SI2,1h,SI2,3h_SI1,3h,SI1,5.7587399999999995,0
N900_RS05700,VC_1723,4.920652,3.8641975,-0.4860159,-0.7204447,-0.23592165,-2.0656776,1.0283543,1.6538188,0.6437962166666668,-0.71937,3.6429,12h_st,12h,st,6h_SI4,6h,SI4,4.36227,0
N900_RS05705,tfoY,0.9421349,3.6517196,-2.4949288,-0.29913318,-1.7616284,-1.2840555,0.84278464,1.811799,0.7767359749999999,-0.65726,3.9442,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.601459999999999,0
N900_RS05710,purR,3.879418,2.9874663,-2.605823,1.727785,-0.060176823,-1.6025847,0.6956752,1.0561947,0.8874876833333333,-1.3984,3.6322,1h_SI5,1h,SI5,6h_SI1,6h,SI1,5.0306,0
N900_RS05715,torD,1.7475436,2.1723166,0.39461723,-2.2396348,-1.2554313,0.25244534,-0.30379713,-1.0870287,0.2555719895,-0.95296,3.0819,6h_SI6,6h,SI6,1h_st,1h,st,4.03486,1
N900_RS05720,torR,3.737055,2.6884341,-0.83800906,-0.81019896,-0.0039425045,-1.4727923,0.9770246,0.2011264,1.04572515,-0.52223,4.7229,12h_st,12h,st,6h_SI1,6h,SI1,5.24513,0
N900_RS05725,elyC,3.4259388,1.6067309,-2.5036323,-1.2224514,0.05190313,-1.5714667,-0.08336335,1.5758228,-0.5202854,-2.9234,4.3301,6h_co,6h,co,3h_SI1,3h,SI1,7.2535,0
N900_RS05730,cmoM,3.5453913,3.1569483,-2.3951278,-0.56311107,-0.95783544,-0.46099675,0.26949632,1.9358832,0.7845786999999999,-0.459,4.6263,3h_st,3h,st,12h_SI1,12h,SI1,5.085299999999999,0
N900_RS05735,mukF,5.70787,1.3732572,0.5289997,-0.83379376,-0.4242578,0.83603036,0.15184593,-0.14330587,-2.0276826666666663,-4.538,2.5254,6h_SI7,6h,SI7,12h_st,12h,st,7.0634,0
N900_RS05740,mukE,5.033449,0.101616226,1.0385214,-0.56196165,0.8266144,0.023146842,-0.25772327,-0.7098455,-2.2753801666666664,-4.6947,0.5594,6h_SI6,6h,SI6,24h_SI3,24h,SI3,5.2541,1
N900_RS05745,mukB,4.964781,0.6817623,1.850777,-1.3654814,0.1535255,0.036998622,0.20003304,-1.2328008,-2.1942355,-4.7923,2.163,6h_SI6,6h,SI6,3h_st,3h,st,6.955299999999999,1
N900_RS05750,lrp_2,4.456565,2.6320758,-1.4059781,-1.1061753,-0.6146245,-1.2523663,-0.53935695,-0.41021737,1.2007473333333332,-0.18531,3.9356,6h_SI4,6h,SI4,3h_SI1,3h,SI1,4.12091,0
N900_RS05755,LysE family translocator_1,5.157952,3.7820158,-2.2711937,-0.15676968,-0.57196665,-1.2928215,0.18816242,2.0014892,1.2093361108333334,-0.25687,3.66,1h_st,1h,st,3h_SI2,3h,SI2,3.9168700000000003,0
N900_RS05760,VC_1711_BLAST,2.4021235,3.0613122,-1.0358784,-0.9801918,-0.12603915,0.8325962,1.1803821,2.7360022,0.3070039500000001,-1.0657,3.3551,12h_st,12h,st,6h_ce,6h,ce,4.4208,1
N900_RS05765,VC_1710,3.1844923,3.1365855,-1.9301205,-1.9259982,-0.93060005,-1.3179085,-0.18564588,1.2580293,0.64749701,-0.58537,3.4424,6h_st,6h,st,1h_st,1h,st,4.02777,0
N900_RS05770,"zinc protease, insulinase family",3.9314835,3.3546472,-3.3967755,-1.6148959,-1.5158557,-1.8445991,-0.19336408,1.9908507,0.5245967833333334,-0.98908,3.5283,24h_co,24h,co,3h_SI1,3h,SI1,4.51738,0
N900_RS05775,VC_1708,2.085266,2.9914424,0.36913607,-0.33728567,-0.7798724,-0.6223024,-1.3454957,0.49998486,0.8143961166666664,-0.77835,6.0086,6h_SI2,6h,SI2,3h_SI4,3h,SI4,6.78695,1
N900_RS05780,VC_1707,0.23523556,2.7983756,-1.5898485,-1.1433413,-0.5441928,-1.4104035,1.4803965,1.8282695,1.1074448916666666,-1.1077,5.1733,24h_st,24h,st,6h_ce,6h,ce,6.281000000000001,1
N900_RS05785,metR,3.215636,1.6006209,-0.080869414,0.7576718,0.3725726,1.2655582,0.94778436,1.1716307,0.9204015000000001,-0.83336,5.3147,1h_SI1,1h,SI1,6h_SI2,6h,SI2,6.14806,1
N900_RS05790,metE,1.5576214,3.8004513,-0.87637854,-1.9548569,-0.5831378,-3.7899086,1.3107917,1.0540227,0.40654108000000005,-1.3461,3.9769,3h_SI9,3h,SI9,3h_SI4,3h,SI4,5.323,0
N900_RS05795,VC_1703,2.921735,2.285199,-1.822319,0.89921635,-0.1819105,-0.93928164,1.2531297,2.2677977,0.9473481833333334,-1.5741,4.0236,1h_SI4,1h,SI4,6h_SI4,6h,SI4,5.5977,0
N900_RS05800,ycii,0.1886674,0.72574127,-3.2043505,-1.9677742,0.70146775,-3.8439846,-0.17048626,1.352067,-0.19724176666666665,-2.495,4.8932,6h_SI5,6h,SI5,3h_SI1,3h,SI1,7.3882,1
N900_RS05805,yciA_1,1.7570373,1.4486488,-1.8588852,-0.5135515,-0.8449862,-1.5509425,0.7686162,1.5277386,0.31494208833333326,-1.0869,3.7849,6h_SI3,6h,SI3,6h_SI2,6h,SI2,4.8718,0
N900_RS05810,yciB,3.7798762,3.931177,-2.4109385,-1.2792354,-0.39249042,-0.74487966,0.21079409,1.6182841,1.0449707683333334,-0.21984,3.7696,3h_st,3h,st,3h_SI4,3h,SI4,3.98944,0
N900_RS05815,VC_1699,1.3129926,0.4415067,-0.60560054,-0.66368467,-0.29248384,1.5567753,-0.16430539,1.1750835,-0.04247970166666664,-1.1022,3.5485,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.6507000000000005,1
N900_RS05820,ydcf,0.6266265,3.3139193,-1.6930684,-1.2017204,-2.5300574,0.1137203,0.9271422,2.9317212,-0.12795770333333334,-1.8573,2.7716,6h_st,6h,st,6h_SI4,6h,SI4,4.6289,1
N900_RS05825,yeeZ,2.4123008,2.5694716,-3.79615,0.30346245,0.45071444,-2.0142217,0.9239899,2.8553371,1.0266075133333332,-0.64169,4.3243,3h_ce,3h,ce,3h_SI1,3h,SI1,4.96599,0
N900_RS05830,DNA-binding protein inhibitor Id-2-related protein,2.46709,3.9871414,-0.7260232,0.90025735,-1.0179564,0.7387423,0.8351637,-0.18066865,0.9703058916666666,-0.50861,2.8377,3h_SI1,3h,SI1,6h_st,6h,st,3.34631,1
N900_RS05835,focA_1,4.5676737,2.0077345,-1.8247283,-1.3744038,-0.23719124,-0.8388316,0.76807886,1.5665634,0.37486334666666665,-0.92932,2.8902,6h_st,6h,st,1h_st,1h,st,3.8195200000000002,0
N900_RS05840,VC_1211,4.243149,2.7371542,-2.013464,-0.9163781,0.9353069,-0.44364586,1.031089,2.599089,0.8170477166666665,-0.64383,4.6861,24h_co,24h,co,3h_SI2,3h,SI2,5.32993,0
N900_RS05845,torE,4.2838097,3.3698967,-2.318082,0.17568082,-0.13477647,-1.2556067,0.60230356,0.62875587,1.2039759966666668,-0.27026,3.5288,1h_SI6,1h,SI6,6h_SI3,6h,SI3,3.79906,0
N900_RS05850,torC,2.7857056,0.3576554,-2.2906363,-0.6125797,-1.2397692,-0.49028504,-0.2541215,1.4933898,1.0276815166666666,-0.79525,4.1319,12h_SI8,12h,SI8,3h_SI1,3h,SI1,4.92715,1
N900_RS05855,torA,3.4602563,1.6746186,-1.8030552,0.32308415,-0.14954533,-0.04550036,0.25605235,1.5125203,1.2798256483333335,-0.32536,5.7638,1h_SI8,1h,SI8,12h_SI1,12h,SI1,6.08916,0
N900_RS05860,alpha-galactosidase,5.1524587,2.8683922,-0.7492592,-0.8757848,-0.26681024,0.44442767,0.09065234,1.0711693,0.7244041733333333,-0.98298,4.4041,3h_SI6,3h,SI6,6h_SI1,6h,SI1,5.387079999999999,0
N900_RS05865,VC_1689,3.667253,2.4665277,-1.0037615,-0.46835905,-0.9664266,1.3102129,0.58138096,1.8078251,1.0707480983333333,-0.30003,3.4813,6h_co,6h,co,6h_SI1,6h,SI1,3.78133,0
N900_RS05870,VC_1688,1.9033306,2.0036924,-2.6501238,-2.5523515,0.5222119,-2.2509174,0.7725512,1.7352693,-0.17895541666666667,-1.929,2.4462,24h_SI1,24h,SI1,3h_SI1,3h,SI1,4.3752,0
N900_RS05875,ppaC,3.8043056,3.5166366,-1.1703664,-0.5159867,-0.40676162,-0.721864,0.7999215,0.24869493,1.3158249833333335,-0.12533,3.5107,3h_st,3h,st,6h_ce,6h,ce,3.63603,0
N900_RS05880,VC_1686,4.8234215,3.3792937,-0.45864812,-0.23930374,-0.7371162,-1.6381112,0.33894995,2.4394987,1.1245002833333333,-0.17929,5.4803,1h_SI6,1h,SI6,3h_st,3h,st,5.65959,0
