CP_cluster,1h,3h,6h,12h,24h
0,0.2594202898550725,0.24106280193236715,0.28357487922705316,0.1671497584541063,0.048792270531400964
1,0.1619217081850534,0.1387900355871886,0.3505338078291815,0.2580071174377224,0.09074733096085409
