Model,Program,Component,Direction,Gene,Gene_display,Loading,Abs_loading,Driver_category
CP,CP5,5,Positive,N900_RS06360,VC_1593,1.3566017804957844,1.3566017804957844,Uncategorized
CP,CP5,5,Positive,N900_RS14220,gltS,1.3502768815934274,1.3502768815934274,Uncategorized
CP,CP5,5,Negative,N900_RS01805,mpl,-3.050683311206506,3.050683311206506,Uncategorized
CP,CP5,5,Negative,N900_RS12715,TIGR04219 family outer membrane beta-barrel protein,-2.99492684781744,2.99492684781744,Envelope / LPS / O-antigen genes
CP,CP5,5,Negative,N900_RS18525,nhad,-2.93095193412724,2.93095193412724,Transporters / nutrient uptake systems
CP,CP5,5,Negative,N900_RS03970,sdhC,-2.7922798230003214,2.7922798230003214,Uncategorized
CP,CP5,5,Negative,N900_RS07230,tssI_1,-2.6953457857483123,2.6953457857483123,Secretion systems / interbacterial competition genes
CP,CP5,5,Negative,N900_RS14040,VC_A0003,-2.6849592515540848,2.6849592515540848,Uncategorized
CP,CP5,5,Negative,N900_RS05085,prepilin peptidase_2,-2.6589131463869813,2.6589131463869813,Uncategorized
CP,CP5,5,Negative,N900_RS09620,low molecular weight phosphotyrosine protein phosphatase_1,-2.65288887593467,2.65288887593467,Metabolic bottleneck enzymes
CP,CP5,5,Negative,N900_RS04950,pilz_2,-2.589327317205601,2.589327317205601,Uncategorized
CP,CP5,5,Negative,N900_RS06835,VC_1493,-2.5851913681945144,2.5851913681945144,Uncategorized
CP,CP6,6,Positive,N900_RS18085,TetR/AcrR family transcriptional regulator_5,3.579327503680762,3.579327503680762,Transcription factors / DNA-binding regulators
CP,CP6,6,Positive,N900_RS02115,long-chain fatty acid--CoA ligase,3.57850323438049,3.57850323438049,Metabolic bottleneck enzymes
CP,CP6,6,Positive,N900_RS09970,acfa,3.5521030940225526,3.5521030940225526,Virulence master regulators / virulence structural genes
CP,CP6,6,Positive,N900_RS15025,VC_A0216,3.5372797452912472,3.5372797452912472,Uncategorized
CP,CP6,6,Positive,N900_RS10080,membrane protein_1,3.502903595383478,3.502903595383478,Envelope / LPS / O-antigen genes
CP,CP6,6,Positive,N900_RS01690,eamA_6,3.494350394408371,3.494350394408371,Transporters / nutrient uptake systems
CP,CP6,6,Positive,N900_RS04265,SulP family inorganic anion transporter_1,3.4933449130960073,3.4933449130960073,Transporters / nutrient uptake systems
CP,CP6,6,Positive,N900_RS06275,HlyD family secretion protein,3.4005090223962635,3.4005090223962635,Uncategorized
CP,CP6,6,Positive,N900_RS04180,fabG_1,3.3412087665483345,3.3412087665483345,Metabolic bottleneck enzymes
CP,CP6,6,Positive,N900_RS07140,uspE,3.2345620110976583,3.2345620110976583,Uncategorized
CP,CP6,6,Negative,N900_RS14675,VC_A0139,-5.103868010695589,5.103868010695589,Uncategorized
CP,CP6,6,Negative,N900_RS15395,catB9,-5.040080620680318,5.040080620680318,Metabolic bottleneck enzymes
CP,CP6,6,Negative,N900_RS14065,pctC_2,-4.979149959470079,4.979149959470079,Chemotaxis / motility regulators
CP,CP6,6,Negative,N900_RS12070,intA_4,-4.758212517203857,4.758212517203857,Uncategorized
CP,CP6,6,Negative,N900_RS19875,VC_2547,-4.623129519590662,4.623129519590662,Uncategorized
CP,CP6,6,Negative,N900_RS01885,kdsC,-4.58083883994529,4.58083883994529,Uncategorized
CP,CP6,6,Negative,N900_RS01250,frdD,-4.549996291823973,4.549996291823973,Uncategorized
CP,CP6,6,Negative,N900_RS14885,arfA,-4.527660041703888,4.527660041703888,Uncategorized
CP,CP6,6,Negative,N900_RS12985,TetR/AcrR family transcriptional regulator_1,-4.50990456796463,4.50990456796463,Transcription factors / DNA-binding regulators
CP,CP6,6,Negative,N900_RS06780,VC_1505,-4.4658269570161835,4.4658269570161835,Uncategorized
CP,CP7,7,Positive,N900_RS18705,VC_A1052,2.057421731135332,2.057421731135332,Uncategorized
CP,CP7,7,Positive,N900_RS17405,pctC_3,1.9409225189589603,1.9409225189589603,Chemotaxis / motility regulators
CP,CP7,7,Positive,N900_RS15140,ulaE,1.9083088433895619,1.9083088433895619,Uncategorized
CP,CP7,7,Positive,N900_RS03390,ompA_1,1.9076259229970634,1.9076259229970634,Uncategorized
CP,CP7,7,Positive,N900_RS11295,umuC,1.8990886576045742,1.8990886576045742,Uncategorized
CP,CP7,7,Positive,N900_RS14620,rbsA,1.8749803351235812,1.8749803351235812,Uncategorized
CP,CP7,7,Positive,N900_RS16660,moeA,1.8541691582499804,1.8541691582499804,Uncategorized
CP,CP7,7,Positive,N900_RS07080,rcsC_3,1.8269168123565072,1.8269168123565072,Response regulators
CP,CP7,7,Positive,N900_RS10925,luxP,1.826418451508134,1.826418451508134,Uncategorized
CP,CP7,7,Positive,N900_RS15400,ygfF,1.77670953999832,1.77670953999832,Metabolic bottleneck enzymes
CP,CP7,7,Negative,N900_RS00180,yihD,-1.5216670299154635,1.5216670299154635,Uncategorized
CP,CP7,7,Negative,N900_RS18140,rlmC,-1.2540291457733552,1.2540291457733552,Uncategorized
CP,CP7,7,Negative,N900_RS18125,AraC family transcriptional regulator_4,-1.2167871448816912,1.2167871448816912,Transcription factors / DNA-binding regulators
CP,CP7,7,Negative,N900_RS12840,fkpA,-1.1644160758366047,1.1644160758366047,Uncategorized
CP,CP7,7,Negative,N900_RS06515,bglA,-1.159495491739415,1.159495491739415,Uncategorized
CP,CP7,7,Negative,N900_RS11275,IS91 family transposase_1,-1.1080222150515475,1.1080222150515475,Uncategorized
CP,CP7,7,Negative,N900_RS10975,hutI,-1.1069389155350695,1.1069389155350695,Uncategorized
CP,CP7,7,Negative,N900_RS01690,eamA_6,-1.1050394433784965,1.1050394433784965,Transporters / nutrient uptake systems
CP,CP7,7,Negative,N900_RS05775,VC_1708,-1.08672447636178,1.08672447636178,Uncategorized
CP,CP7,7,Negative,N900_RS03720,flaE,-1.0807523713879497,1.0807523713879497,Chemotaxis / motility regulators
CP,CP8,8,Positive,N900_RS10885,flhD,3.6100056494910646,3.6100056494910646,Uncategorized
CP,CP8,8,Positive,N900_RS13730,VC_0183,3.454129551335474,3.454129551335474,Uncategorized
CP,CP8,8,Positive,N900_RS13360,rjg,3.4388644463107134,3.4388644463107134,Metabolic bottleneck enzymes
CP,CP8,8,Positive,N900_RS16375,VC_A0556,3.438122409259522,3.438122409259522,Uncategorized
CP,CP8,8,Positive,N900_RS11160,brxL,3.418691738358962,3.418691738358962,Uncategorized
CP,CP8,8,Positive,N900_RS08765,oppC,3.3967280728542355,3.3967280728542355,Uncategorized
CP,CP8,8,Positive,N900_RS01040,nhaP2,3.3685701023527046,3.3685701023527046,Transporters / nutrient uptake systems
CP,CP8,8,Positive,N900_RS14860,pepT,3.348539869213694,3.348539869213694,Uncategorized
CP,CP8,8,Positive,N900_RS11075,dsbC_2,3.305521959192114,3.305521959192114,Uncategorized
CP,CP8,8,Positive,N900_RS12655,nhaP,3.302492550603551,3.302492550603551,Transporters / nutrient uptake systems
CP,CP8,8,Negative,N900_RS15685,parE1,-2.255701237995201,2.255701237995201,Virulence master regulators / virulence structural genes
CP,CP8,8,Negative,N900_RS00705,Pseudogene_N900_RS00705,-2.167137427549933,2.167137427549933,Uncategorized
CP,CP8,8,Negative,N900_RS16125,VC_A0497,-1.935353536780427,1.935353536780427,Uncategorized
CP,CP8,8,Negative,N900_RS14530,tssF,-1.801737846507948,1.801737846507948,Uncategorized
CP,CP8,8,Negative,N900_RS15720,restriction endonuclease,-1.7260372216545992,1.7260372216545992,Uncategorized
CP,CP8,8,Negative,N900_RS03790,fliI,-1.7026306282880008,1.7026306282880008,Uncategorized
CP,CP8,8,Negative,N900_RS01720,cysD,-1.6706932148683407,1.6706932148683407,Uncategorized
CP,CP8,8,Negative,N900_RS05245,manP_1,-1.6054260216063432,1.6054260216063432,Transporters / nutrient uptake systems
CP,CP8,8,Negative,N900_RS16675,sseA,-1.6021225922007711,1.6021225922007711,Uncategorized
CP,CP8,8,Negative,N900_RS18040,hutZ,-1.5991984600628864,1.5991984600628864,Uncategorized
VAE,VAE1,1,Positive,N900_RS11710,rsmI,4.9238080978393555,4.9238080978393555,Uncategorized
VAE,VAE1,1,Positive,N900_RS19305,malK,4.839314937591553,4.839314937591553,Uncategorized
VAE,VAE1,1,Positive,N900_RS19685,VC_A0838,4.478085994720459,4.478085994720459,Uncategorized
VAE,VAE1,1,Positive,N900_RS04065,sixA,4.082775115966797,4.082775115966797,Uncategorized
VAE,VAE1,1,Positive,N900_RS11625,VC_0603,3.870694160461426,3.870694160461426,Uncategorized
VAE,VAE1,1,Positive,N900_RS20000,Pseudogene_N900_RS20000,3.8582441806793213,3.8582441806793213,Uncategorized
VAE,VAE1,1,Positive,N900_RS02600,RNA-directed DNA polymerase,3.38360857963562,3.38360857963562,Uncategorized
VAE,VAE1,1,Positive,N900_RS16750,antibiotic biosynthesis monooxygenase,3.0973172187805176,3.0973172187805176,Uncategorized
VAE,VAE1,1,Positive,N900_RS08590,gsk_1,3.073230028152466,3.073230028152466,Metabolic bottleneck enzymes
VAE,VAE1,1,Positive,N900_RS14760,VC_A0158,3.0359551906585693,3.0359551906585693,Uncategorized
VAE,VAE1,1,Negative,N900_RS05110,VC0395_A1443_BLAST,-9.079696655273438,9.079696655273438,Uncategorized
VAE,VAE1,1,Negative,N900_RS11045,tran,-8.48102855682373,8.48102855682373,Uncategorized
VAE,VAE1,1,Negative,N900_RS02130,serA,-8.476851463317871,8.476851463317871,Uncategorized
VAE,VAE1,1,Negative,N900_RS11490,vexF,-8.42582893371582,8.42582893371582,Uncategorized
VAE,VAE1,1,Negative,N900_RS08765,oppC,-8.340954780578613,8.340954780578613,Uncategorized
VAE,VAE1,1,Negative,N900_RS01745,ABC transporter permease_2,-8.293744087219238,8.293744087219238,Transporters / nutrient uptake systems
VAE,VAE1,1,Negative,N900_RS18730,ydfG,-8.247186660766602,8.247186660766602,Metabolic bottleneck enzymes
VAE,VAE1,1,Negative,N900_RS01965,argF,-8.232574462890625,8.232574462890625,Uncategorized
VAE,VAE1,1,Negative,N900_RS17785,VC_A0856,-8.215997695922852,8.215997695922852,Uncategorized
VAE,VAE1,1,Negative,N900_RS11090,VC_0914,-8.212151527404785,8.212151527404785,Uncategorized
VAE,VAE2,2,Positive,N900_RS10060,tcpP,7.728315830230713,7.728315830230713,Virulence master regulators / virulence structural genes
VAE,VAE2,2,Positive,N900_RS09995,tcpJ,7.360982418060303,7.360982418060303,Virulence master regulators / virulence structural genes
VAE,VAE2,2,Positive,N900_RS10045,tcpB,7.340734481811523,7.340734481811523,Virulence master regulators / virulence structural genes
VAE,VAE2,2,Positive,N900_RS10335,guaA,7.31282377243042,7.31282377243042,Uncategorized
VAE,VAE2,2,Positive,N900_RS00255,purE,7.088130950927734,7.088130950927734,Uncategorized
VAE,VAE2,2,Positive,N900_RS19270,tcpR,6.983126640319824,6.983126640319824,Virulence master regulators / virulence structural genes
VAE,VAE2,2,Positive,N900_RS09295,toxR_BLAST,6.611260414123535,6.611260414123535,Virulence master regulators / virulence structural genes
VAE,VAE2,2,Positive,N900_RS19250,VC_0729,6.493566989898682,6.493566989898682,Uncategorized
VAE,VAE2,2,Positive,N900_RS13300,purH,6.424596309661865,6.424596309661865,Uncategorized
VAE,VAE2,2,Positive,N900_RS15850,VC_A0441,6.366164207458496,6.366164207458496,Uncategorized
VAE,VAE2,2,Negative,N900_RS18755,speF,-6.285578727722168,6.285578727722168,Uncategorized
VAE,VAE2,2,Negative,N900_RS06470,appB,-5.776401042938232,5.776401042938232,Metabolic bottleneck enzymes
VAE,VAE2,2,Negative,N900_RS00370,VC_0070,-5.717187881469727,5.717187881469727,Uncategorized
VAE,VAE2,2,Negative,N900_RS06580,exbd,-5.709532737731934,5.709532737731934,Transporters / nutrient uptake systems
VAE,VAE2,2,Negative,N900_RS00575,hemN,-5.631744384765625,5.631744384765625,Uncategorized
VAE,VAE2,2,Negative,N900_RS17625,groL_2,-5.606276512145996,5.606276512145996,Uncategorized
VAE,VAE2,2,Negative,N900_RS03335,upp,-5.357813835144043,5.357813835144043,Metabolic bottleneck enzymes
VAE,VAE2,2,Negative,N900_RS12445,mdh,-5.352089881896973,5.352089881896973,Uncategorized
VAE,VAE2,2,Negative,N900_RS11265,floR,-5.32988977432251,5.32988977432251,Uncategorized
VAE,VAE2,2,Negative,N900_RS00400,uspA_1,-5.295870780944824,5.295870780944824,Uncategorized
VAE,VAE3,3,Positive,N900_RS03470,flgE,4.080818176269531,4.080818176269531,Uncategorized
VAE,VAE3,3,Positive,N900_RS17215,flagellar brake protein,3.4875593185424805,3.4875593185424805,Chemotaxis / motility regulators
VAE,VAE3,3,Positive,N900_RS03840,flhB,3.4337058067321777,3.4337058067321777,Uncategorized
VAE,VAE3,3,Positive,N900_RS19760,VC_A1061,3.3398730754852295,3.3398730754852295,Uncategorized
VAE,VAE3,3,Positive,N900_RS03815,fliN,3.2599616050720215,3.2599616050720215,Uncategorized
VAE,VAE3,3,Positive,N900_RS03440,flgA,3.1296238899230957,3.1296238899230957,Uncategorized
VAE,VAE3,3,Positive,N900_RS03755,flrA,2.6964244842529297,2.6964244842529297,Chemotaxis / motility regulators
VAE,VAE3,3,Positive,N900_RS01755,VC_2552,2.5760157108306885,2.5760157108306885,Uncategorized
VAE,VAE3,3,Positive,N900_RS12260,pilT_2,2.440784215927124,2.440784215927124,Virulence master regulators / virulence structural genes
VAE,VAE3,3,Positive,N900_RS05315,VC_1806,2.353229284286499,2.353229284286499,Uncategorized
VAE,VAE3,3,Negative,N900_RS12125,GNAT family N-acetyltransferase_1,-9.215497016906738,9.215497016906738,Metabolic bottleneck enzymes
VAE,VAE3,3,Negative,N900_RS16965,VC_A0681_BLAST,-9.142989158630371,9.142989158630371,Biofilm / matrix regulators
VAE,VAE3,3,Negative,N900_RS00340,thiS,-8.971867561340332,8.971867561340332,Uncategorized
VAE,VAE3,3,Negative,N900_RS01435,aruC,-8.812891006469727,8.812891006469727,Metabolic bottleneck enzymes
VAE,VAE3,3,Negative,N900_RS19280,Pseudogene_N900_RS19280,-8.774450302124023,8.774450302124023,Uncategorized
VAE,VAE3,3,Negative,N900_RS09800,mtrF,-8.588322639465332,8.588322639465332,Transporters / nutrient uptake systems
VAE,VAE3,3,Negative,N900_RS10455,secF_1,-8.582270622253418,8.582270622253418,Uncategorized
VAE,VAE3,3,Negative,N900_RS13370,galE,-8.567180633544922,8.567180633544922,Metabolic bottleneck enzymes
VAE,VAE3,3,Negative,N900_RS11000,bet,-8.409828186035156,8.409828186035156,Uncategorized
VAE,VAE3,3,Negative,N900_RS02605,yfcA_1,-8.401097297668457,8.401097297668457,Transporters / nutrient uptake systems
VAE,VAE4,4,Positive,N900_RS18695,VC_A1050,8.883176803588867,8.883176803588867,Uncategorized
VAE,VAE4,4,Positive,N900_RS09090,moaD,8.303263664245605,8.303263664245605,Uncategorized
VAE,VAE4,4,Positive,N900_RS02440,recJ,8.284980773925781,8.284980773925781,Uncategorized
VAE,VAE4,4,Positive,N900_RS18310,VC_A0966,8.170599937438965,8.170599937438965,Uncategorized
VAE,VAE4,4,Positive,N900_RS04095,cheZ,7.943451881408691,7.943451881408691,Metabolic bottleneck enzymes
VAE,VAE4,4,Positive,N900_RS01195,norM_1,7.905221462249756,7.905221462249756,Transporters / nutrient uptake systems
VAE,VAE4,4,Positive,N900_RS18620,VC_A1035,7.829439640045166,7.829439640045166,Uncategorized
VAE,VAE4,4,Positive,N900_RS18085,TetR/AcrR family transcriptional regulator_5,7.821200847625732,7.821200847625732,Transcription factors / DNA-binding regulators
VAE,VAE4,4,Positive,N900_RS08470,DNA transformation protein,7.731667518615723,7.731667518615723,Uncategorized
VAE,VAE4,4,Positive,N900_RS04055,yecM,7.6729888916015625,7.6729888916015625,Uncategorized
VAE,VAE4,4,Negative,N900_RS16275,tata,-5.207744121551514,5.207744121551514,Uncategorized
VAE,VAE4,4,Negative,N900_RS15500,VC_A0322,-5.103012561798096,5.103012561798096,Uncategorized
VAE,VAE4,4,Negative,N900_RS03430,flgN,-4.93630313873291,4.93630313873291,Stress-response regulators
VAE,VAE4,4,Negative,N900_RS06650,VC_1531,-4.708098888397217,4.708098888397217,Uncategorized
VAE,VAE4,4,Negative,N900_RS11735,sspB,-4.679966926574707,4.679966926574707,Uncategorized
VAE,VAE4,4,Negative,N900_RS12285,VC_0457,-4.590640544891357,4.590640544891357,Uncategorized
VAE,VAE4,4,Negative,N900_RS18445,vcaM,-4.4498748779296875,4.4498748779296875,Uncategorized
VAE,VAE4,4,Negative,N900_RS10195,citE,-4.368937015533447,4.368937015533447,Uncategorized
VAE,VAE4,4,Negative,N900_RS08150,VC_1216,-4.229750156402588,4.229750156402588,Biofilm / matrix regulators
VAE,VAE4,4,Negative,N900_RS12700,assimilatory sulfite reductase (NADPH) flavoprotein subunit,-4.180397987365723,4.180397987365723,Metabolic bottleneck enzymes
VAE,VAE5,5,Positive,N900_RS14490,HAD family phosphatase,6.184446811676025,6.184446811676025,Metabolic bottleneck enzymes
VAE,VAE5,5,Positive,N900_RS17945,LuxR family transcriptional regulator,5.98229455947876,5.98229455947876,Transcription factors / DNA-binding regulators
VAE,VAE5,5,Positive,N900_RS14990,VC_A0209,5.525423049926758,5.525423049926758,Uncategorized
VAE,VAE5,5,Positive,N900_RS18920,Pseudogene_N900_RS18920,5.429484844207764,5.429484844207764,Transporters / nutrient uptake systems
VAE,VAE5,5,Positive,N900_RS13645,fhuD,5.379036903381348,5.379036903381348,Transporters / nutrient uptake systems
VAE,VAE5,5,Positive,N900_RS11290,Pseudogene_N900_RS11290,5.373398780822754,5.373398780822754,Uncategorized
VAE,VAE5,5,Positive,N900_RS09815,tsaA,5.333769798278809,5.333769798278809,Uncategorized
VAE,VAE5,5,Positive,N900_RS06240,rlmF,5.329076766967773,5.329076766967773,Uncategorized
VAE,VAE5,5,Positive,N900_RS14915,ldhA,5.294511318206787,5.294511318206787,Metabolic bottleneck enzymes
VAE,VAE5,5,Positive,N900_RS18930,ABC transporter ATP-binding protein_4,5.270763397216797,5.270763397216797,Transporters / nutrient uptake systems
VAE,VAE5,5,Negative,N900_RS18385,L-lactate permease,-5.7639336585998535,5.7639336585998535,Transporters / nutrient uptake systems
VAE,VAE5,5,Negative,N900_RS17205,VC_A0733,-5.550279140472412,5.550279140472412,Uncategorized
VAE,VAE5,5,Negative,N900_RS04930,rimL,-5.080116271972656,5.080116271972656,Metabolic bottleneck enzymes
VAE,VAE5,5,Negative,N900_RS00045,patM,-5.047478675842285,5.047478675842285,Transporters / nutrient uptake systems
VAE,VAE5,5,Negative,N900_RS03100,crl,-5.008767127990723,5.008767127990723,Transcription factors / DNA-binding regulators
VAE,VAE5,5,Negative,N900_RS15935,VC_A0458,-4.962267875671387,4.962267875671387,Uncategorized
VAE,VAE5,5,Negative,N900_RS18105,araC_2,-4.777500629425049,4.777500629425049,Transcription factors / DNA-binding regulators
VAE,VAE5,5,Negative,N900_RS15780,VC_A0381,-4.75211238861084,4.75211238861084,Uncategorized
VAE,VAE5,5,Negative,N900_RS12260,pilT_2,-4.591775417327881,4.591775417327881,Virulence master regulators / virulence structural genes
VAE,VAE5,5,Negative,N900_RS11110,traE,-4.4556684494018555,4.4556684494018555,Uncategorized
VAE,VAE6,6,Positive,N900_RS03905,fur,5.427561283111572,5.427561283111572,Transcription factors / DNA-binding regulators
VAE,VAE6,6,Positive,N900_RS02675,arcA_2,5.397672176361084,5.397672176361084,Uncategorized
VAE,VAE6,6,Positive,N900_RS13985,atpH,5.33506441116333,5.33506441116333,Uncategorized
VAE,VAE6,6,Positive,N900_RS03995,odhB,5.313974380493164,5.313974380493164,Uncategorized
VAE,VAE6,6,Positive,N900_RS01115,pfkA,5.311703681945801,5.311703681945801,Metabolic bottleneck enzymes
VAE,VAE6,6,Positive,N900_RS13530,waaC,5.266924858093262,5.266924858093262,Metabolic bottleneck enzymes
VAE,VAE6,6,Positive,N900_RS14005,F0F1 ATP synthase subunit I,5.259510517120361,5.259510517120361,Metabolic bottleneck enzymes
VAE,VAE6,6,Positive,N900_RS03020,apbE,5.256222724914551,5.256222724914551,Metabolic bottleneck enzymes
VAE,VAE6,6,Positive,N900_RS00900,gspE,5.243849754333496,5.243849754333496,Uncategorized
VAE,VAE6,6,Positive,N900_RS01285,gpsA,5.239049434661865,5.239049434661865,Uncategorized
VAE,VAE6,6,Negative,N900_RS03495,flgJ,-9.518964767456055,9.518964767456055,Uncategorized
VAE,VAE6,6,Negative,N900_RS03485,flgH,-8.542799949645996,8.542799949645996,Uncategorized
VAE,VAE6,6,Negative,N900_RS03760,flrB,-8.34572982788086,8.34572982788086,Chemotaxis / motility regulators
VAE,VAE6,6,Negative,N900_RS09185,motY,-8.229646682739258,8.229646682739258,Chemotaxis / motility regulators
VAE,VAE6,6,Negative,N900_RS03745,flaI,-8.216409683227539,8.216409683227539,Chemotaxis / motility regulators
VAE,VAE6,6,Negative,N900_RS03500,flgK,-7.910778999328613,7.910778999328613,Uncategorized
VAE,VAE6,6,Negative,N900_RS03785,fliH,-7.891393661499023,7.891393661499023,Uncategorized
VAE,VAE6,6,Negative,N900_RS16335,terc,-7.856132507324219,7.856132507324219,Envelope / LPS / O-antigen genes
VAE,VAE6,6,Negative,N900_RS03470,flgE,-7.792062759399414,7.792062759399414,Uncategorized
VAE,VAE6,6,Negative,N900_RS00525,VC_0101,-7.790646553039551,7.790646553039551,Uncategorized
VAE,VAE7,7,Positive,N900_RS17305,lipase,5.737447261810303,5.737447261810303,Uncategorized
VAE,VAE7,7,Positive,N900_RS01795,fbp,5.424167156219482,5.424167156219482,Metabolic bottleneck enzymes
VAE,VAE7,7,Positive,N900_RS03490,flgi,5.353738307952881,5.353738307952881,Chemotaxis / motility regulators
VAE,VAE7,7,Positive,N900_RS16360,fatty acid cis/trans isomerase,5.340554237365723,5.340554237365723,Metabolic bottleneck enzymes
VAE,VAE7,7,Positive,N900_RS16240,clcA,5.275501728057861,5.275501728057861,Uncategorized
VAE,VAE7,7,Positive,N900_RS18605,VC_A1032,5.092068195343018,5.092068195343018,Uncategorized
VAE,VAE7,7,Positive,N900_RS03480,flgG,4.6989850997924805,4.6989850997924805,Uncategorized
VAE,VAE7,7,Positive,N900_RS03810,fliM,4.566709995269775,4.566709995269775,Uncategorized
VAE,VAE7,7,Positive,N900_RS01895,calcium/sodium antiporter,4.3923516273498535,4.3923516273498535,Transporters / nutrient uptake systems
VAE,VAE7,7,Positive,N900_RS03865,UPF0126 membrane protein HI_1240_BLAST,4.328848361968994,4.328848361968994,Envelope / LPS / O-antigen genes
VAE,VAE7,7,Negative,N900_RS13240,gntK,-8.37923526763916,8.37923526763916,Metabolic bottleneck enzymes
VAE,VAE7,7,Negative,N900_RS11175,brxC,-7.482387065887451,7.482387065887451,Secretion systems / interbacterial competition genes
VAE,VAE7,7,Negative,N900_RS01775,outer membrane protein assembly factor,-7.219684600830078,7.219684600830078,Envelope / LPS / O-antigen genes
VAE,VAE7,7,Negative,N900_RS10695,yehT_1,-7.205043792724609,7.205043792724609,Uncategorized
VAE,VAE7,7,Negative,N900_RS11590,phnT,-7.196765422821045,7.196765422821045,Transporters / nutrient uptake systems
VAE,VAE7,7,Negative,N900_RS11865,oadG_2,-6.741551399230957,6.741551399230957,Metabolic bottleneck enzymes
VAE,VAE7,7,Negative,N900_RS15115,VC_A0236,-6.643250942230225,6.643250942230225,Uncategorized
VAE,VAE7,7,Negative,N900_RS16255,kup,-6.5823516845703125,6.5823516845703125,Transporters / nutrient uptake systems
VAE,VAE7,7,Negative,N900_RS17930,kbl,-6.395785808563232,6.395785808563232,Metabolic bottleneck enzymes
VAE,VAE7,7,Negative,N900_RS18415,norM_3,-6.350635528564453,6.350635528564453,Transporters / nutrient uptake systems
VAE,VAE8,8,Positive,N900_RS11150,abortive infection protein,7.066267967224121,7.066267967224121,Uncategorized
VAE,VAE8,8,Positive,N900_RS11280,VC_0618,6.251614570617676,6.251614570617676,Uncategorized
VAE,VAE8,8,Positive,N900_RS07175,potC,6.138974666595459,6.138974666595459,Uncategorized
VAE,VAE8,8,Positive,N900_RS16445,VC0395_0503_BLAST,5.833909511566162,5.833909511566162,Uncategorized
VAE,VAE8,8,Positive,N900_RS01715,cobA,5.810517311096191,5.810517311096191,Uncategorized
VAE,VAE8,8,Positive,N900_RS01180,hslU,5.663952350616455,5.663952350616455,Uncategorized
VAE,VAE8,8,Positive,N900_RS11605,amtB,5.623836517333984,5.623836517333984,Transporters / nutrient uptake systems
VAE,VAE8,8,Positive,N900_RS18410,aer_2,5.407393455505371,5.407393455505371,Chemotaxis / motility regulators
VAE,VAE8,8,Positive,N900_RS19435,VC_A0325,5.337866306304932,5.337866306304932,Uncategorized
VAE,VAE8,8,Positive,N900_RS11315,intS,5.327713489532471,5.327713489532471,Uncategorized
VAE,VAE8,8,Negative,N900_RS10000,toxT,-6.645917892456055,6.645917892456055,Virulence master regulators / virulence structural genes
VAE,VAE8,8,Negative,N900_RS14055,yeeN,-6.440691947937012,6.440691947937012,Transcription factors / DNA-binding regulators
VAE,VAE8,8,Negative,N900_RS10020,tcpS,-6.311121463775635,6.311121463775635,Virulence master regulators / virulence structural genes
VAE,VAE8,8,Negative,N900_RS01295,PadR family transcriptional regulator,-6.3110504150390625,6.3110504150390625,Transcription factors / DNA-binding regulators
VAE,VAE8,8,Negative,N900_RS02575,carB,-6.300136566162109,6.300136566162109,Uncategorized
VAE,VAE8,8,Negative,N900_RS11475,dacB,-6.1297101974487305,6.1297101974487305,Uncategorized
VAE,VAE8,8,Negative,N900_RS05745,mukB,-6.0239691734313965,6.0239691734313965,Uncategorized
VAE,VAE8,8,Negative,N900_RS02570,carA,-6.000561237335205,6.000561237335205,Metabolic bottleneck enzymes
VAE,VAE8,8,Negative,N900_RS02705,thrC,-5.8962016105651855,5.8962016105651855,Uncategorized
VAE,VAE8,8,Negative,N900_RS08760,oppD_1,-5.866885662078857,5.866885662078857,Transporters / nutrient uptake systems
CPVAE,CPVAE1,1,Positive,N900_RS00490,ubiA,6.737317085266113,6.737317085266113,Metabolic bottleneck enzymes
CPVAE,CPVAE1,1,Positive,N900_RS02135,rpiA,6.730844974517822,6.730844974517822,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS01155,rpmE,6.73041296005249,6.73041296005249,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS13425,wzt,6.727700233459473,6.727700233459473,Transporters / nutrient uptake systems
CPVAE,CPVAE1,1,Positive,N900_RS13970,atpD,6.724911212921143,6.724911212921143,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS05330,VC_1802,6.723155975341797,6.723155975341797,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS13430,wzm,6.717454433441162,6.717454433441162,Transporters / nutrient uptake systems
CPVAE,CPVAE1,1,Positive,N900_RS00895,gspD,6.716792106628418,6.716792106628418,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS13985,atpH,6.716017723083496,6.716017723083496,Uncategorized
CPVAE,CPVAE1,1,Positive,N900_RS13540,wavA,6.7142333984375,6.7142333984375,Metabolic bottleneck enzymes
CPVAE,CPVAE1,1,Negative,N900_RS18745,ribB,-4.542950630187988,4.542950630187988,Metabolic bottleneck enzymes
CPVAE,CPVAE1,1,Negative,N900_RS03470,flgE,-4.40964937210083,4.40964937210083,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS03500,flgK,-3.994201898574829,3.994201898574829,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS03455,flgB,-3.9579601287841797,3.9579601287841797,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS17340,artI_1,-3.8905041217803955,3.8905041217803955,Transporters / nutrient uptake systems
