Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8
N900_RS01330,VC_2640,0.8340767,1.0643619,-0.40769103,-0.18885374,0.1710341,-0.6557291,0.18254635,-0.061212502
N900_RS01335,lpd,4.9122972,2.505409,-1.3955007,-0.34426415,0.058800265,-0.5642478,0.7477692,0.12588614
N900_RS01340,glutathione peroxidase,3.2201123,3.5633667,-1.1570284,-1.8136168,-1.2465719,1.2781115,1.2525171,2.2807093
N900_RS01345,oxyR,3.331032,2.8928988,-0.39925647,0.33239684,-0.9645244,1.8713785,0.17759967,2.3840392
N900_RS01355,pilM,5.451189,3.2875485,0.068139315,-0.08939488,-0.16211501,-1.1150404,0.15892908,0.7800772
N900_RS01360,pilus assembly protein PilN,5.0327854,3.7631385,-3.6057827,-0.2957511,-1.2069755,-2.755898,0.8896184,1.8967761
N900_RS01370,PilP,2.3102152,2.0000794,-2.6980393,0.3731895,-0.92801356,-3.359533,0.42656794,2.4757538
N900_RS01375,fimbrial assembly protein,3.7152162,3.082861,-1.6727395,-1.4673619,-0.6923661,-2.087607,-0.074572586,-0.2701389
N900_RS01380,aroK,5.0356593,1.4238973,-0.10335902,-1.988768,0.15863904,-0.72238034,0.1264027,-0.1763731
N900_RS01385,aroB,2.8631976,2.3453333,-0.57516474,-2.9457724,0.30965897,1.1711324,0.84439266,0.94013745
N900_RS01390,damX_1,1.878275,2.826808,-0.84348744,-1.8928614,-1.2014583,0.36123326,0.4132955,-1.1331232
N900_RS01400,ribulose-phosphate 3-epimerase,6.347813,1.4021153,0.18576238,0.017090134,0.5179231,-0.3878665,0.054521814,-0.3532439
N900_RS01405,gph,4.0705295,4.012946,-3.0893593,-0.67351997,-0.71588826,-1.5356286,0.6453167,2.2903528
N900_RS01415,ABC transporter substrate-binding protein_8,3.2728684,2.6684873,-1.3003114,-0.7925932,-1.2057936,1.4259602,0.7640448,2.5205243
N900_RS01420,xds_1,4.3561316,2.5918639,-2.5751069,-0.34453136,-0.010139309,-1.454018,0.6131876,1.7388797
N900_RS01425,rimO,1.0899758,1.9319241,-1.5752354,-2.0897841,-2.3979063,-0.7820296,0.23896489,0.3742603
N900_RS01430,trpG_1,3.06472,2.4954367,-1.293935,-1.06551,1.2383227,0.03485471,0.50985265,1.5489684
N900_RS01435,aruC,2.8184884,3.2811148,-3.1795893,-1.7089468,-1.2393943,-3.9221,0.23040071,3.1361823
N900_RS01440,astA,4.792227,4.1452413,-1.3239352,-0.40495828,-0.5579488,-2.9523175,0.725196,1.503264
N900_RS01445,astD,3.8200657,3.9822176,-1.6548585,-0.65996027,-0.26551658,-3.0192327,0.51995504,1.4680597
N900_RS01450,VC_2615,2.78872,0.29661834,-2.0983915,0.59173995,-0.0991035,-0.8392386,0.42895544,1.890188
N900_RS01455,crp,6.347718,1.4318048,0.18861446,0.040002964,0.28886393,-0.22963592,0.028865442,-0.3684498
N900_RS01460,cfxP,3.4061975,4.6824875,-2.8900247,-1.4245124,-1.304716,-1.9391401,0.0446062,1.643293
N900_RS01465,VC_2612_BLAST,1.0485617,1.7202125,0.31642666,-0.41902688,0.47578934,0.9557096,-0.4934284,-0.017377838
N900_RS01470,hydrolase,2.4129403,3.0445194,-0.107281454,-2.622867,-2.4198444,1.1959488,-0.5816336,0.048076846
N900_RS01475,VC_2609,1.459643,3.5566084,-0.5838888,-2.0687408,-1.4655278,-0.99440014,-0.17574662,0.4465544
N900_RS01480,yheS,3.0290446,2.7046869,-1.1203756,-0.5153614,-1.3507148,-0.307291,0.76315576,1.9936726
N900_RS01485,kefG,4.910242,3.287688,-2.5607977,0.4162418,-0.47195238,-1.5673513,0.79985934,1.3159822
N900_RS01490,kefB,2.445595,1.847787,-0.4765416,-1.9850745,-1.5187305,0.18760562,0.09976024,0.45162073
N900_RS01495,metal-binding protein,3.4969544,1.0593603,-0.0072125345,0.6129106,-0.9611436,1.359376,0.50252783,0.83608276
N900_RS01500,slyD,3.4421296,2.5768163,-1.1333776,0.2896998,0.21124911,-0.72162336,-0.7563397,0.5926814
N900_RS01505,iaaA,4.9271636,3.0361836,-1.3325158,-0.6410389,-0.3320107,-2.2140124,0.14840463,2.210381
N900_RS01515,motX_BLAST,-0.33895522,1.1225574,-0.16211274,-3.374865,-0.35598868,0.022112135,-0.5684242,-1.7023944
N900_RS01520,VC_2600,5.0110164,3.1657898,-1.8533075,-0.26723012,-1.2329254,0.08660305,-0.17090365,1.4057622
N900_RS01525,rnr,3.8047736,4.2873745,-2.6376472,0.5141115,-1.2172657,-1.7244815,0.6126991,1.7371958
N900_RS01530,rlmB,-0.13923138,1.9287002,0.39555347,-0.5091839,0.3879243,0.7324954,-0.6404148,-1.7549798
N900_RS01675,VC_2569,0.8576918,3.815781,-0.82380366,-0.900557,-0.8070688,-1.1705053,0.11786368,-1.3546946
N900_RS01680,fklB,0.16765705,2.642238,-0.2468602,-0.87241507,-0.14243168,1.7673382,0.47065815,0.48567817
N900_RS01685,LysM,2.2324212,2.8577726,0.11122646,-0.76757514,-0.7569555,1.735978,-0.92013144,0.3744703
N900_RS01690,eamA_6,2.0209048,0.10790809,0.46973795,-1.4393533,-1.459725,2.8225315,-1.2680278,-0.5005226
N900_RS01695,elaA,2.8072948,3.3033555,-2.3884275,-0.05194784,-0.6579461,-2.912232,0.8257159,0.9813104
N900_RS01700,dbpA,2.1096013,2.527728,0.15493146,-1.50517,-0.983701,0.5542388,-0.19171506,2.6651452
N900_RS01705,Crp/Fnr family transcriptional regulator_1,1.3941873,0.85273516,-1.0849061,-1.4947985,-0.99809754,1.5595375,0.23687121,0.4705273
N900_RS01710,cpdB,3.3830307,3.1781096,-2.747969,-1.362985,-1.8234565,-3.952232,0.31858698,2.5375795
N900_RS01715,cobA,2.066555,2.8650398,-2.5623746,0.3245555,-2.293698,-1.4839764,1.5434712,2.8939526
N900_RS01720,cysD,1.6370044,2.4968538,0.92498755,-0.8226796,-0.80729556,0.2727702,0.14955792,-1.6083972
N900_RS01725,cysN,5.047422,2.4820154,-2.2324429,0.95495,0.23900974,-1.0099941,0.7839773,1.9930516
N900_RS01730,cysC,-1.6088679,1.4280766,-1.9631442,-0.56595576,-1.6123078,0.070040226,-0.5411464,0.6595035
N900_RS01735,VC_2557,1.7708143,2.5682383,-1.829738,0.8192735,-1.1029706,-0.5167214,1.0052766,1.8134493
N900_RS01740,VC_2555,-2.721641,-0.9121219,0.10765655,-0.50718266,0.48367742,-0.5817277,0.29728603,-0.37458768
N900_RS01745,ABC transporter permease_2,2.398525,1.9629159,-2.8508327,-0.6748112,1.1881843,-3.5722325,1.7910696,1.5533159
N900_RS01750,yknY_1,1.2253597,2.3800066,-0.5801947,-0.9697391,-0.7474774,0.24245459,1.5176628,1.8995522
N900_RS01755,VC_2552,0.22434281,-0.15725377,0.4034241,-0.6120792,-0.105515994,0.68946373,0.7441444,-0.019077055
N900_RS01760,VC_2551,3.3375201,2.978572,-0.25914064,0.8347303,-1.3147835,1.118897,-0.6576015,-1.2480737
N900_RS01765,ytfj,0.12555686,2.501578,-2.7726252,-0.0022504441,-1.0182616,-2.891727,0.68213403,0.77561486
N900_RS01770,msrA,1.1820582,1.7229341,-0.15660706,0.17542544,1.3081672,-2.934407,-0.12677841,0.047679357
N900_RS01775,outer membrane protein assembly factor,0.07249874,3.698169,-0.93965596,-1.757016,-0.21712229,0.4290712,0.5026327,1.7399719
N900_RS01780,tamb,0.06859628,3.753027,-0.77720976,-1.7186239,-0.49343234,0.8182805,-0.15667018,1.0621672
N900_RS01785,ytfP,4.694867,2.8032887,-1.8236723,-0.3697167,-0.35177827,-2.6911516,-0.2263982,2.4119291
N900_RS01795,fbp,0.792526,1.4319104,0.13755155,-0.118402414,-0.8243892,-2.2085776,0.35411048,-1.5208201
N900_RS01800,VC_2543,0.9618326,0.4180942,-0.72194374,-0.3281348,-1.644042,0.10630619,-0.36458927,-0.2380724
N900_RS01805,mpl,1.410967,2.8013015,-1.8667859,-0.9944169,-3.5792003,-1.1830751,-0.6866354,0.43164346
N900_RS01815,thiB,4.561957,1.1906002,0.89430976,-0.77160037,-0.45878524,-1.0701188,0.7757342,0.44650537
N900_RS01820,thiP,4.4605217,2.5972948,-3.3686087,1.0251076,-1.5300767,-2.0298524,0.81945443,2.1808636
N900_RS01825,thiQ,3.7134783,1.4456803,0.348381,-0.42156792,-0.01565855,1.4142036,0.48971328,-1.1545438
N900_RS01830,darP,4.034074,0.6582583,-0.48448572,-0.7004118,-1.6280026,0.045708563,-0.4348337,-0.29762337
N900_RS01835,pmbA,2.0982366,1.3455968,-0.5982552,-0.17594683,0.33486062,-0.12929283,0.716871,2.2385163
N900_RS01840,mgtE_1,3.8909822,1.6390877,-2.4490795,0.8031739,-1.4940509,-1.862723,0.84719783,0.07813283
N900_RS01845,ptsO,4.6432242,3.3585634,-1.4368516,0.19114071,-0.5325886,-2.4870584,0.49319538,1.4992956
N900_RS01850,rapZ,0.7810189,0.7345239,-3.957964,0.5466512,0.1650115,-3.5090322,0.9149122,3.4321487
N900_RS01855,ptsN,4.5804853,1.980964,1.1651312,-0.16634497,-1.1834826,1.9496616,-0.75420487,-0.35006267
N900_RS01860,hpf,4.09264,3.9152973,-3.1484387,0.24230692,-1.0833745,-1.5585446,0.08467213,2.4257715
N900_RS01865,rpoN,2.016315,0.15074009,0.42985648,-3.2252052,-0.6260873,0.1973398,-0.03540548,-1.5867269
N900_RS01885,kdsC,1.3449825,1.7094768,-3.305035,-1.5206157,0.108523995,-4.8283095,1.4755464,0.3087398
N900_RS01895,calcium/sodium antiporter,1.2285124,1.5181111,-2.6178656,-1.9869865,-0.88343585,-4.11205,0.30154878,1.2608844
N900_RS01900,VC_2521,1.1100514,1.1474897,-3.4969144,-1.2789817,-0.3751267,-2.9517338,0.71163,2.7694097
N900_RS01905,mlaF,-0.26898348,1.8838062,-0.39720276,-0.107232526,-2.4703147,-0.15082823,-0.9635958,-0.83369297
N900_RS01910,mlaE,2.028916,1.002322,0.04533328,0.6396023,-0.9275104,1.0627207,0.73440284,0.21194392
N900_RS01915,mlaD,1.8366548,2.9944546,-1.8373259,0.7291445,0.13493595,-1.6836408,0.767345,1.6463791
N900_RS01920,mlaC,3.895387,2.8968542,-3.347437,0.3008897,-0.77461255,-2.3742816,0.74512464,2.486002
N900_RS01925,"anti-sigma B factor antagonist, putative",1.4417123,2.0425699,-1.8302529,0.36439085,-0.2522148,-1.136482,-0.081863835,-0.44893983
N900_RS01930,ibaG,0.5916813,2.6147974,1.770658,-0.54321903,-0.2526831,-0.30353093,-0.030844871,0.494503
N900_RS01945,rida,3.5436258,0.6724224,0.3572669,-2.3290105,-0.37830663,1.3285094,0.73837435,0.60233825
N900_RS01950,pyrI,4.3102927,3.969782,-1.7157623,-0.014789451,-0.79533064,-2.6193917,0.2867418,3.148591
N900_RS01955,pyrB,3.1902514,0.24558207,-2.1436188,-2.1331518,-0.89475524,-1.4475307,-0.01723288,0.7919628
N900_RS01965,argF,3.824126,3.2273717,-2.3416831,-0.47523546,0.61310554,-1.7541249,0.76460546,0.55819196
N900_RS01970,VC_2507,4.9821916,3.6980038,-1.5170248,0.7340474,-0.07006286,-3.3547676,0.582883,1.9438471
N900_RS01975,rapA,2.5174038,3.9337237,-1.4137237,-2.7927139,-2.1475308,-0.4782983,0.82502145,1.5569139
N900_RS01980,rapA,2.6767263,3.4579203,-1.118104,0.048754476,-0.8623338,-1.9499995,0.74306667,2.935188
N900_RS01985,rluA,0.6636465,0.5084776,-2.054817,-0.19728047,-1.0566754,0.17823228,-0.7145701,0.92750347
N900_RS01990,hepA,2.9365106,3.2049913,-4.1909003,0.4974727,-0.8428389,-4.180744,0.7383504,2.8596344
N900_RS02000,holC,0.0153620355,2.5236883,-1.479599,-0.5055113,-3.0995927,-0.8693733,-0.64636195,-0.04867602
N900_RS02005,pepA,1.0645947,0.10192106,0.90092695,-1.0684865,-0.27063057,0.5623726,0.030351073,-0.7106026
N900_RS02020,VC_2498,4.5258503,2.180614,-1.574221,-0.53666365,-1.6109825,-0.65418285,0.7533456,2.9668355
N900_RS02030,rpfG,3.2284112,4.1002965,-3.7287636,0.01584423,-0.9261427,-3.6231627,0.73187536,1.7560996
N900_RS02070,VC_2494,3.668072,1.2620598,-1.8811888,-0.96660477,-1.3115802,-0.07557477,-0.33205408,1.6180241
N900_RS02075,leuD,2.4087546,3.6405733,-2.4043238,-0.6141886,-2.367713,-1.7840468,0.7405169,2.0981479
N900_RS02080,leuC,5.6244564,3.867642,-1.7869388,-0.6580921,-0.6347487,-0.6621594,0.13839746,0.72622705
N900_RS02085,leuB,4.6354294,2.3228953,-0.19548452,0.34885925,-0.029475838,0.21322806,-0.8417918,1.3520101
N900_RS02090,leuA,3.6687427,3.2797923,-2.77839,-0.7504468,-0.03550628,-0.8917534,0.00024101138,1.9300135
N900_RS02095,tetr_1,4.928558,4.1525416,-2.404746,-0.38528097,-0.6666877,-1.7369381,0.53347164,1.1366537
N900_RS02100,VC_2488,5.7941184,1.9841926,-0.9376796,-1.2436278,-0.78152955,0.48899344,-0.05477458,1.4029194
N900_RS02105,glycosyl transferase_1,4.936617,3.4070365,-1.9565691,-0.7400831,-0.35136142,-3.2579014,0.5940573,1.5744362
N900_RS02110,leuO,2.9350593,2.3681047,-0.21576211,-1.4293876,-1.9224064,1.7294037,0.1541163,0.35170913
N900_RS02115,long-chain fatty acid--CoA ligase,4.1963286,1.7350408,0.89379257,-1.0421745,-1.8177836,3.3845491,0.15860036,0.5093632
N900_RS02120,ilvI,3.7575622,2.7666996,-2.0552702,-0.55839986,0.2254338,-2.2800708,0.46712062,0.3621294
N900_RS02125,ilvN,4.5663567,3.6598783,-1.8269663,0.433252,-0.28708658,-3.6320112,0.07198916,1.3744129
N900_RS02130,serA,2.9499059,4.09936,-3.5737534,-0.32222342,-0.59780145,-3.077512,0.72691983,1.6023325
N900_RS02135,rpiA,6.730845,1.734433,0.09247315,0.13025284,0.40726224,-0.5639362,0.07093681,-0.22479463
N900_RS02140,ygfA,2.838581,1.1191541,1.2871058,1.0285995,-0.20113838,1.9363462,-0.31809857,-1.0565689
N900_RS02145,zapa,0.2526753,0.50351644,0.092445344,-2.567193,-1.8164381,1.2928246,-0.7893022,0.95391077
N900_RS02150,VC0395_A2053_BLAST,2.645867,0.6719983,0.23541746,0.9106755,1.1513009,-1.0952874,-0.41261226,1.5025291
N900_RS02175,sdhE,0.29169327,2.9559882,-0.93474436,-0.13918275,-0.4123668,-0.62665683,0.59511113,1.1170584
N900_RS02180,cptA,0.47823888,3.0074801,-1.7431593,0.06062016,-0.43871123,-0.8268057,0.8081081,1.3657945
N900_RS02185,nadB,5.081347,2.8363197,0.0011027269,1.3895552,-0.30016056,-0.8388344,-0.052002188,1.0518148
N900_RS02190,VC_2468,3.5732148,3.4405324,0.2658774,-0.47091916,0.35582054,-1.0420476,1.4384093,1.0644047
N900_RS02200,rsea,6.6034584,1.6076597,0.19242665,-0.0748736,0.45016178,-0.5051054,0.062093206,-0.27711356
N900_RS02205,rseB,6.692124,1.6544956,0.13712761,0.17534068,0.4281352,-0.48387128,0.06338348,-0.27570182
N900_RS02215,lepA,3.4713998,1.7730631,-1.8766614,-2.891387,-0.1698728,-1.7853881,-0.31091547,1.3097123
N900_RS02225,ribonuclease III,6.4062448,1.3615587,0.29153553,0.17366698,0.31353965,-0.030553011,-0.012741901,-0.46056858
N900_RS02235,recO,3.7543702,2.8290439,-0.751522,0.56855947,0.53346014,0.87211245,0.9962452,1.9489095
N900_RS02250,VC_2456,2.0129488,0.38827875,0.9197593,-0.61305714,0.7560271,1.476221,0.24520221,-0.7995668
N900_RS02255,VC_2455,4.3697534,3.52569,-3.1298482,-1.0853513,-0.897035,-2.8831966,0.5281503,1.4552412
N900_RS02260,sensor domain-containing diguanylate cyclase_2,4.838238,3.3689923,-1.9961547,0.1652084,-0.648705,-1.5733719,0.6078155,0.65827256
N900_RS02265,barA,-0.85528463,1.2819529,0.8381553,-2.8583195,-0.6365237,1.5208668,-0.26462466,-0.727347
N900_RS02270,rlmD,3.7855127,3.408267,-2.8708282,-1.6024497,-1.1668922,-2.3723955,0.7453037,0.7393204
N900_RS02275,relA,3.3946593,2.7122664,-3.6066184,0.21433386,-0.03590122,-2.1035175,0.6472213,1.77259
N900_RS02280,mazG,4.557279,2.5318716,-0.8775836,-1.0561134,-0.29539764,-1.065143,-0.04667522,2.358325
N900_RS02295,cca,3.8318684,1.7246364,-1.970189,-1.4905522,-0.748821,-2.1314528,0.08180631,3.8070965
N900_RS02300,exeA,3.3751862,3.157092,-3.74992,-1.2795495,-0.66416204,-1.8001617,-0.37977007,2.2140296
N900_RS02305,gspb,0.09041376,2.8379042,-0.95826334,-0.6747469,-0.6640167,-0.43538687,1.3611618,2.0575812
N900_RS02310,VC_2443,0.89048153,2.9636543,-2.7194803,-1.4829259,-0.43012702,-3.8151662,0.76936,-0.0062488467
N900_RS02315,inorganic phosphate transporter,3.9480476,2.1742802,-1.0411495,2.0017402,-1.3380401,-0.6993524,0.48904178,0.7672118
N900_RS02320,HI_1603_BLAST,3.954939,1.6142465,-0.52053034,-1.9722059,-1.7526876,-1.3341086,-0.23112679,-1.1081104
N900_RS02325,ygiF,1.9139462,2.665321,-3.3287926,-0.7088527,-0.75250995,-1.7250713,-0.3051456,2.7983088
N900_RS02330,methyl-accepting chemotaxis protein_15,4.604861,3.0448048,-1.4987657,-1.0647302,0.15103725,-0.57810414,0.42287412,2.7038774
N900_RS02335,glnE,4.4070454,3.7955844,-1.5201299,1.1379141,-0.92209697,-3.2003944,0.38028976,1.7889559
N900_RS02340,hldE,6.539043,1.7499211,0.07231155,0.16938847,0.4619933,-0.6190855,0.07889024,-0.1731044
N900_RS02345,tolC,3.0796146,2.2026024,-1.0017405,0.4271508,-0.5549507,-1.2287904,0.24930802,0.7186064
N900_RS02350,nudF_1,4.139171,3.2307527,-1.1681665,-1.4961287,-0.008846119,-0.81245583,0.4537942,2.2806637
N900_RS02355,VC_2434,1.4507693,3.2009494,-2.3647747,-2.4480848,-0.41881463,-1.2573223,0.40371442,1.1553797
N900_RS02360,cpdA,4.1092176,0.3742832,0.15671775,-1.6438131,-2.0827825,1.4194516,-0.015851978,0.27759403
N900_RS02365,yqiA,2.0955708,0.7954223,-2.353346,-1.1014034,0.37232596,-1.3191748,0.67879695,1.860674
N900_RS02380,yacG,3.4555025,2.9930465,-3.6895952,0.4665867,-1.6391665,-3.0906107,0.57590616,2.5804172
N900_RS02385,zapD,2.1776934,2.3181279,-1.2622787,-1.3394005,-1.7889615,1.6129591,0.10905769,2.228256
N900_RS02395,pilD,6.567527,1.7318434,0.08006737,0.17465493,0.42882195,-0.5902272,0.078314714,-0.2145279
N900_RS02400,pilC,5.109975,3.503672,-2.1513042,1.2078009,-0.39729494,-2.0939415,0.18821225,2.94163
N900_RS02405,pilB,-0.74317425,2.7919226,-2.2539864,-2.8722057,-1.1887544,-2.72893,0.6391079,2.5351024
N900_RS02410,pilA,4.0563445,3.541779,-0.19769692,-0.44562063,0.25350574,-2.2432551,1.060893,1.7097275
N900_RS02415,nadC_1,2.4328263,4.0942497,-1.2981,-0.5901453,-0.7706133,0.5730207,1.0554972,2.2610943
N900_RS02420,ampD,1.4438612,1.4924027,1.6134021,-2.0466862,0.4632717,2.9069293,-0.22451231,-0.49331358
N900_RS02425,fldB,3.9951103,1.8287876,-0.78644025,-0.39261594,-0.6068051,-2.1170142,-0.16593973,-0.77055293
N900_RS02430,xerd,4.8206058,2.0365093,1.0332857,-1.4731776,-0.24093528,0.02641258,0.02248308,0.42716733
N900_RS02435,dsbC,3.333435,3.1452553,-3.040177,-3.3167577,-1.3604661,-2.3341746,0.4775813,2.0315552
N900_RS02440,recJ,2.5300143,2.859394,-0.48111585,-1.0267608,-2.4944358,0.6522747,0.43072855,-0.44686964
N900_RS02445,yfkN,5.321205,2.4471858,-0.36293405,-0.64799076,-1.7470689,2.35163,-0.18042038,1.3579901
N900_RS02450,pdhR,1.7708327,-0.24768093,0.0014183335,-0.37429467,0.117538825,1.9750189,-0.32019117,0.90715694
N900_RS02455,aceE,6.0495634,1.0705235,0.43516982,-1.3646917,0.5563303,-0.2797127,0.13482869,-0.5397256
N900_RS02460,aceF,6.2899647,1.760688,0.077472344,-0.82235783,0.4477004,-0.1444487,0.3141831,0.0025077239
N900_RS02470,rsmH,0.71991503,1.9266107,-0.5353978,0.5269204,0.30336314,-0.31179804,0.30162558,0.5091153
N900_RS02555,mutT,2.8630638,3.199334,-3.4770503,-0.9428982,-1.9429291,-4.157324,0.7404609,1.0637776
N900_RS02570,carA,3.9732049,0.27185196,1.796446,-1.9086611,-0.6293987,0.8315636,-0.47938976,-0.07352532
N900_RS02575,carB,5.247987,1.1681536,0.7049821,-1.8451363,-0.35775986,1.0329398,-1.0593725,-0.18530273
N900_RS02580,nlpE_2,3.7497902,2.720962,-2.1954882,-1.7702558,-0.25328848,-1.4028658,1.022063,0.4006067
N900_RS02595,Ga0059260_01848_BLAST,0.26858157,0.09294332,0.6696885,-0.20068717,0.6142118,-0.32005605,0.34333,-0.36002314
N900_RS02600,RNA-directed DNA polymerase,4.0684958,1.3092054,1.3141083,1.2508967,-1.208079,2.9488719,-0.38222495,-0.5554877
N900_RS02605,yfcA_1,3.8580031,3.1137054,-3.3770196,-0.68984395,-0.47253925,-3.19418,0.4369867,2.6830292
N900_RS02610,hdfR_1,4.1156855,3.9314654,-2.8134096,0.8671506,-0.3576878,-2.256043,1.1642227,2.2386835
N900_RS02615,yadS,0.52823544,2.1639342,-0.96137565,-1.3055992,-0.70597386,0.39046416,0.55215234,1.3046391
N900_RS02620,btuF,1.2371866,1.0019785,1.0763705,-1.2745892,0.3107289,3.4435723,-0.736412,-0.61841226
N900_RS02625,cbiB,5.137536,3.5121946,-1.5881858,-0.45032218,-0.51052177,-2.015533,0.42870894,1.0357407
N900_RS02630,mtnN,5.656173,1.8396004,-0.18317986,-0.29895473,0.13862868,-0.75327826,0.1640439,-0.06719565
N900_RS02635,VC_2378,-0.36518532,1.6033893,-1.6339376,-0.15019704,-2.1784606,-1.2482104,-0.22559294,1.3630857
N900_RS02640,gltD_1,3.3959515,3.3344746,-2.7117996,0.4086562,-0.90868163,-0.6998466,0.24210763,1.6148083
N900_RS02645,gltB_2,3.2012746,3.7709086,-2.4486396,-1.0010691,-0.91499984,-0.8360613,0.26066285,2.630839
N900_RS02650,gltD_2,1.4103665,3.1479354,-1.3238902,-2.0119746,-0.9378034,-1.4732774,1.7652711,0.89963657
N900_RS02655,gltB_1,3.385763,3.9961646,-3.5742707,-0.91332793,-1.2836647,-1.5945615,0.308868,2.8987453
N900_RS02660,yhcC_BLAST,3.3151376,3.3409498,-3.2982495,-1.5868862,-0.62553215,-3.5764318,0.5581802,0.23785305
N900_RS02665,diguanylate cyclase,3.0209298,4.091528,-1.0505956,-0.8342586,-0.95144224,-0.6801649,-0.11134589,1.1756717
N900_RS02670,arcB,3.0380816,3.7356386,-1.5973655,-1.155377,0.43283048,-2.056037,1.0372359,1.6606363
N900_RS02675,arcA_2,6.1625614,1.2739445,0.5016748,0.28089508,0.5032414,-0.08441246,0.028799392,-0.53597456
N900_RS02680,VC_2367,4.5476713,3.944029,-2.8151977,0.20018047,0.026931316,-3.839889,0.8178152,1.7666069
N900_RS02685,putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,4.50204,2.606432,-0.9750326,-0.6878794,-0.14245471,-0.8494871,0.26453444,3.1168473
N900_RS02690,VC_2365,4.971736,3.553959,-1.7014949,-0.22355244,-0.6693318,-3.2044892,0.36454257,1.7278321
N900_RS02695,thrA,4.942875,3.204727,-2.0019472,-0.018343654,-0.09257474,-2.6813724,0.35750505,1.6926374
N900_RS02700,thrB,-0.028581858,2.6980972,-1.994538,-1.371075,-2.6393905,-2.1820357,-0.6092251,0.6791282
N900_RS02705,thrC,2.175146,0.4129441,-0.59638315,-1.1396635,0.45761767,-3.226276,-0.7948316,1.4772692
N900_RS02715,nfo,4.8620386,3.5658553,-2.3167074,-0.9580667,-0.48363087,-0.4562894,0.73627114,1.314537
N900_RS02720,ung,4.9612775,3.8063366,-2.3770733,1.1481627,-0.8618897,-1.0919017,0.24575654,1.398388
N900_RS02725,VC_2358,4.7711854,3.106082,-4.226105,1.1092407,-0.8608017,-2.8750012,0.07491393,2.8541336
N900_RS02730,VC_2357,2.7781205,0.7649353,-0.11485184,-0.39074975,-0.9439106,0.7641858,1.037347,0.9160306
N900_RS02735,alsT_1,4.745251,0.83735776,-0.47169378,-1.3231504,-0.3308224,0.24741818,-0.21179211,0.1120969
N900_RS02740,yaaA,3.8983133,3.0751412,-2.857466,-2.2247477,-1.6038703,-3.0348785,0.0028728768,1.1495497
N900_RS02745,TatD family deoxyribonuclease,3.7536178,3.828675,-2.2650554,-0.86662996,-0.99293685,-0.3323116,-0.30012625,1.9075055
N900_RS02750,nupc,2.2035017,4.371643,-2.0878103,-1.2417183,-2.2181842,-1.4006037,0.78021586,2.6284635
N900_RS02755,VC_2351,-0.31650645,0.76085234,-1.4280938,1.7271887,1.0099221,-2.050868,1.4485872,1.4734675
N900_RS02760,deoC,1.8566374,2.6425474,0.06930419,0.6052362,-2.2001812,0.7647892,-1.0557584,-0.2934901
N900_RS02765,deoA,1.9227829,1.4279838,-0.36485964,0.14110199,-0.8926331,-1.5052701,-0.93845963,2.0380225
N900_RS02770,deoB,0.13059089,0.54187965,-1.7278547,-0.7412523,-0.44786337,-1.2651007,-0.5342967,1.0026731
N900_RS02775,deoD_1,1.7966554,4.138518,-3.9350004,-0.4795737,-1.1362702,-3.144924,0.89941543,2.8854527
N900_RS02780,SMP protein,4.1816087,3.9344933,-3.0631514,-1.9296049,-0.40586823,-1.0921756,0.95932347,2.5422893
N900_RS02785,phosphoserine phosphatase,3.3396692,1.2942976,-1.7794892,-1.1837527,-1.463212,0.95339257,0.11274833,1.6751808
N900_RS02790,pilz_1,0.48948896,0.40332338,-1.9258024,-2.6416378,0.31099334,-1.9463195,0.58988273,1.3601571
N900_RS02795,radA,2.8408043,3.129877,-0.32030672,-0.14775048,0.28903615,0.65454584,1.4896206,0.025382705
N900_RS02805,AMP-binding protein,2.4548113,2.0628426,-3.5238347,-1.4411167,-0.1501143,-4.02392,0.37259898,1.2341624
N900_RS02810,VC_2340,1.9692,1.7349296,-1.1500049,0.7569393,-1.5613849,0.571264,1.2747304,1.6714823
N900_RS02815,chrA,5.014867,3.3232548,-0.86173296,-1.5393128,0.069710076,0.06264982,0.986363,0.88197464
