Model,Rank,Program,Time,Space,Value,Requested_rank
PCA,10,PC1,1h,st,0.0014188885755935,10
PCA,10,PC1,1h,SI1,0.6352595715396835,10
PCA,10,PC1,1h,SI2,-0.1499479198212338,10
PCA,10,PC1,1h,SI3,-0.7051152524446802,10
PCA,10,PC1,1h,SI4,-0.8505379156377997,10
PCA,10,PC1,1h,SI5,-0.9249141140593282,10
PCA,10,PC1,1h,SI6,-0.9660468893425526,10
PCA,10,PC1,1h,SI7,-0.8938967439015617,10
PCA,10,PC1,1h,SI8,-0.8633925737000834,10
PCA,10,PC1,1h,SI9,-0.6954921881402194,10
PCA,10,PC1,1h,ce,0.0372157832271869,10
PCA,10,PC1,1h,co,0.1427549978715273,10
PCA,10,PC1,3h,st,0.3583928077866459,10
PCA,10,PC1,3h,SI1,1.413369777184731,10
PCA,10,PC1,3h,SI2,1.3822606098079246,10
PCA,10,PC1,3h,SI3,1.3632421176407474,10
PCA,10,PC1,3h,SI4,1.1358973266459376,10
PCA,10,PC1,3h,SI5,1.1798689824679416,10
PCA,10,PC1,3h,SI6,0.1246091232133697,10
PCA,10,PC1,3h,SI7,0.2425411902491444,10
PCA,10,PC1,3h,SI8,0.0936049503062583,10
PCA,10,PC1,3h,SI9,-0.0530293080862068,10
PCA,10,PC1,3h,ce,-0.7237235816434522,10
PCA,10,PC1,3h,co,-0.810990899794297,10
PCA,10,PC1,6h,st,0.4999326085572768,10
PCA,10,PC1,6h,SI1,1.1169829077599474,10
PCA,10,PC1,6h,SI2,1.4033571210670317,10
PCA,10,PC1,6h,SI3,1.4016330241761226,10
PCA,10,PC1,6h,SI4,1.346742126233821,10
PCA,10,PC1,6h,SI5,0.4867973050942246,10
PCA,10,PC1,6h,SI6,-0.6253955239407365,10
PCA,10,PC1,6h,SI7,-0.7148684485051171,10
PCA,10,PC1,6h,SI8,-0.6393840059842055,10
PCA,10,PC1,6h,SI9,-0.6968989724321479,10
PCA,10,PC1,6h,ce,-0.2507666038030498,10
PCA,10,PC1,6h,co,-0.5137431824669247,10
PCA,10,PC1,12h,st,0.2844938293761437,10
PCA,10,PC1,12h,SI1,1.395599762428187,10
PCA,10,PC1,12h,SI2,1.3432675509484269,10
PCA,10,PC1,12h,SI3,1.113667575046009,10
PCA,10,PC1,12h,SI4,0.4032377791037874,10
PCA,10,PC1,12h,SI5,-0.4295880833868826,10
PCA,10,PC1,12h,SI6,-0.7272644914412737,10
PCA,10,PC1,12h,SI7,-0.8131624449004536,10
PCA,10,PC1,12h,SI8,-0.5837612241026043,10
PCA,10,PC1,12h,SI9,-0.6459003426072047,10
PCA,10,PC1,12h,ce,-0.4568201330949941,10
PCA,10,PC1,12h,co,-0.5374444264777755,10
PCA,10,PC1,24h,st,0.1585200267073536,10
PCA,10,PC1,24h,SI1,0.2625032942592638,10
PCA,10,PC1,24h,SI2,-0.0357143429165126,10
PCA,10,PC1,24h,SI3,-0.1368841281790396,10
PCA,10,PC1,24h,SI4,-0.339045179275614,10
PCA,10,PC1,24h,SI5,-0.4241859336250472,10
PCA,10,PC1,24h,SI6,-0.5146821539828991,10
PCA,10,PC1,24h,SI7,-0.5646686136400146,10
PCA,10,PC1,24h,SI8,-0.5719128770057188,10
PCA,10,PC1,24h,SI9,-0.4858492281659724,10
PCA,10,PC1,24h,ce,-0.532043458564394,10
PCA,10,PC1,24h,co,-0.4500998522042895,10
CP,10,CP1,1h,st,0.0156884299029289,10
CP,10,CP1,1h,SI1,0.0148233990977139,10
CP,10,CP1,1h,SI2,0.0118443733274861,10
CP,10,CP1,1h,SI3,0.0131104591083009,10
CP,10,CP1,1h,SI4,0.0030304884662523,10
CP,10,CP1,1h,SI5,-0.0046123482662561,10
CP,10,CP1,1h,SI6,-0.0114645451724564,10
CP,10,CP1,1h,SI7,-0.0112015155298874,10
CP,10,CP1,1h,SI8,-0.0091623435562882,10
CP,10,CP1,1h,SI9,-0.0084808158263834,10
CP,10,CP1,1h,ce,-0.0067259623253841,10
CP,10,CP1,1h,co,-0.0058949854112486,10
CP,10,CP1,3h,st,0.2646273887940125,10
CP,10,CP1,3h,SI1,0.2500363274432725,10
CP,10,CP1,3h,SI2,0.199787079073409,10
CP,10,CP1,3h,SI3,0.2211430067372539,10
CP,10,CP1,3h,SI4,0.0511173045713782,10
CP,10,CP1,3h,SI5,-0.0777996068096064,10
CP,10,CP1,3h,SI6,-0.19338025994123,10
CP,10,CP1,3h,SI7,-0.1889435605443397,10
CP,10,CP1,3h,SI8,-0.1545474636745867,10
CP,10,CP1,3h,SI9,-0.1430516731671018,10
CP,10,CP1,3h,ce,-0.1134513688307984,10
CP,10,CP1,3h,co,-0.0994347175599952,10
CP,10,CP1,6h,st,0.2576756147839071,10
CP,10,CP1,6h,SI1,0.2434678613044354,10
CP,10,CP1,6h,SI2,0.194538663064065,10
CP,10,CP1,6h,SI3,0.2153335694988838,10
CP,10,CP1,6h,SI4,0.0497744505644463,10
CP,10,CP1,6h,SI5,-0.0757558074618509,10
CP,10,CP1,6h,SI6,-0.1883001513732794,10
CP,10,CP1,6h,SI7,-0.1839800042792271,10
CP,10,CP1,6h,SI8,-0.1504874944998275,10
CP,10,CP1,6h,SI9,-0.1392936989522739,10
CP,10,CP1,6h,ce,-0.1104709960098175,10
CP,10,CP1,6h,co,-0.0968225628303356,10
CP,10,CP1,12h,st,0.1876010990609545,10
CP,10,CP1,12h,SI1,0.1772571238649653,10
CP,10,CP1,12h,SI2,0.1416341512613579,10
CP,10,CP1,12h,SI3,0.1567739125667236,10
CP,10,CP1,12h,SI4,0.0362383597643732,10
CP,10,CP1,12h,SI5,-0.0551541237303797,10
CP,10,CP1,12h,SI6,-0.137092193922176,10
CP,10,CP1,12h,SI7,-0.1339469046652594,10
CP,10,CP1,12h,SI8,-0.1095626351246806,10
CP,10,CP1,12h,SI9,-0.1014129763021111,10
CP,10,CP1,12h,ce,-0.0804285662932448,10
CP,10,CP1,12h,co,-0.0704918050398446,10
CP,10,CP1,24h,st,0.0610546307448886,10
CP,10,CP1,24h,SI1,0.0576881921195999,10
CP,10,CP1,24h,SI2,0.0460947235885768,10
CP,10,CP1,24h,SI3,0.0510219470467108,10
CP,10,CP1,24h,SI4,0.0117937458004729,10
CP,10,CP1,24h,SI5,-0.0179498663668388,10
CP,10,CP1,24h,SI6,-0.0446165471301719,10
CP,10,CP1,24h,SI7,-0.0435929152051557,10
CP,10,CP1,24h,SI8,-0.0356570737829253,10
CP,10,CP1,24h,SI9,-0.0330047737025983,10
CP,10,CP1,24h,ce,-0.0261754139019161,10
CP,10,CP1,24h,co,-0.0229415027352798,10
VAE,10,VAE1,1h,st,-0.0866248235106468,10
VAE,10,VAE1,1h,SI1,0.006779134273529,10
VAE,10,VAE1,1h,SI2,-0.0238719768822193,10
VAE,10,VAE1,1h,SI3,-0.0275807976722717,10
VAE,10,VAE1,1h,SI4,-0.0145439505577087,10
VAE,10,VAE1,1h,SI5,-0.0305772423744201,10
VAE,10,VAE1,1h,SI6,-0.0386187434196472,10
VAE,10,VAE1,1h,SI7,-0.0131158828735351,10
VAE,10,VAE1,1h,SI8,-0.0522310137748718,10
VAE,10,VAE1,1h,SI9,-0.0487549602985382,10
VAE,10,VAE1,1h,ce,-0.0262136459350585,10
VAE,10,VAE1,1h,co,-0.0223386883735656,10
VAE,10,VAE1,3h,st,-0.1137933582067489,10
VAE,10,VAE1,3h,SI1,0.091382086277008,10
VAE,10,VAE1,3h,SI2,0.0152189135551452,10
VAE,10,VAE1,3h,SI3,-0.0359326601028442,10
VAE,10,VAE1,3h,SI4,0.0362125635147094,10
VAE,10,VAE1,3h,SI5,0.0609353780746459,10
VAE,10,VAE1,3h,SI6,0.0389963686466217,10
VAE,10,VAE1,3h,SI7,0.0337461233139038,10
VAE,10,VAE1,3h,SI8,-0.000204399228096,10
VAE,10,VAE1,3h,SI9,-0.0406164601445198,10
VAE,10,VAE1,3h,ce,-0.0207009613513946,10
VAE,10,VAE1,3h,co,-0.0422625839710235,10
VAE,10,VAE1,6h,st,-0.0577945858240127,10
VAE,10,VAE1,6h,SI1,0.0153931379318237,10
VAE,10,VAE1,6h,SI2,0.0040894746780395,10
VAE,10,VAE1,6h,SI3,-0.0015455484390258,10
VAE,10,VAE1,6h,SI4,0.0798786878585815,10
VAE,10,VAE1,6h,SI5,0.0745840966701507,10
VAE,10,VAE1,6h,SI6,0.0298443138599395,10
VAE,10,VAE1,6h,SI7,0.0269343256950378,10
VAE,10,VAE1,6h,SI8,0.00625541806221,10
VAE,10,VAE1,6h,SI9,0.0205958485603332,10
VAE,10,VAE1,6h,ce,0.0667992681264877,10
VAE,10,VAE1,6h,co,0.0277512520551681,10
VAE,10,VAE1,12h,st,-0.0854242891073226,10
VAE,10,VAE1,12h,SI1,0.0065711736679077,10
VAE,10,VAE1,12h,SI2,0.0381177067756652,10
VAE,10,VAE1,12h,SI3,0.0118666887283325,10
VAE,10,VAE1,12h,SI4,0.0406217128038406,10
VAE,10,VAE1,12h,SI5,0.0266030430793762,10
VAE,10,VAE1,12h,SI6,0.0175963640213012,10
VAE,10,VAE1,12h,SI7,0.0005058050155639,10
VAE,10,VAE1,12h,SI8,0.0269337892532348,10
VAE,10,VAE1,12h,SI9,0.028369128704071,10
VAE,10,VAE1,12h,ce,0.0141260027885437,10
VAE,10,VAE1,12h,co,0.0031193196773529,10
VAE,10,VAE1,24h,st,-0.008195161819458,10
VAE,10,VAE1,24h,SI1,0.002468891441822,10
VAE,10,VAE1,24h,SI2,-0.0012495517730712,10
VAE,10,VAE1,24h,SI3,0.0016501545906066,10
VAE,10,VAE1,24h,SI4,-0.0049097537994384,10
VAE,10,VAE1,24h,SI5,0.0034508407115936,10
VAE,10,VAE1,24h,SI6,0.0077490210533142,10
VAE,10,VAE1,24h,SI7,0.0011890232563018,10
VAE,10,VAE1,24h,SI8,-0.0161422789096832,10
VAE,10,VAE1,24h,SI9,0.0014634728431701,10
VAE,10,VAE1,24h,ce,-0.0163569450378417,10
VAE,10,VAE1,24h,co,-0.0012235939502716,10
weighted_CPVAE,10,CPVAE1,1h,st,-0.0705973953008651,10
weighted_CPVAE,10,CPVAE1,1h,SI1,-0.0957277342677116,10
weighted_CPVAE,10,CPVAE1,1h,SI2,-0.0728497430682182,10
weighted_CPVAE,10,CPVAE1,1h,SI3,-0.0342803969979286,10
weighted_CPVAE,10,CPVAE1,1h,SI4,-0.0617671534419059,10
weighted_CPVAE,10,CPVAE1,1h,SI5,-0.0575726926326751,10
weighted_CPVAE,10,CPVAE1,1h,SI6,-0.038183569908142,10
weighted_CPVAE,10,CPVAE1,1h,SI7,-0.0455694086849689,10
weighted_CPVAE,10,CPVAE1,1h,SI8,-0.0293011255562305,10
weighted_CPVAE,10,CPVAE1,1h,SI9,-0.0357569195330143,10
weighted_CPVAE,10,CPVAE1,1h,ce,-0.0556652285158634,10
weighted_CPVAE,10,CPVAE1,1h,co,-0.0394787974655628,10
weighted_CPVAE,10,CPVAE1,3h,st,-0.0587570518255233,10
weighted_CPVAE,10,CPVAE1,3h,SI1,-0.0796726197004318,10
weighted_CPVAE,10,CPVAE1,3h,SI2,-0.0606316439807415,10
weighted_CPVAE,10,CPVAE1,3h,SI3,-0.0285310111939907,10
weighted_CPVAE,10,CPVAE1,3h,SI4,-0.0514077842235565,10
weighted_CPVAE,10,CPVAE1,3h,SI5,-0.0479168072342872,10
weighted_CPVAE,10,CPVAE1,3h,SI6,-0.0317795574665069,10
weighted_CPVAE,10,CPVAE1,3h,SI7,-0.0379266664385795,10
weighted_CPVAE,10,CPVAE1,3h,SI8,-0.0243868436664342,10
weighted_CPVAE,10,CPVAE1,3h,SI9,-0.0297598969191312,10
weighted_CPVAE,10,CPVAE1,3h,ce,-0.0463292524218559,10
weighted_CPVAE,10,CPVAE1,3h,co,-0.0328575521707534,10
weighted_CPVAE,10,CPVAE1,6h,st,0.0116925630718469,10
weighted_CPVAE,10,CPVAE1,6h,SI1,0.0158547293394804,10
weighted_CPVAE,10,CPVAE1,6h,SI2,0.0120656043291091,10
weighted_CPVAE,10,CPVAE1,6h,SI3,0.0056776273995637,10
weighted_CPVAE,10,CPVAE1,6h,SI4,0.0102300709113478,10
weighted_CPVAE,10,CPVAE1,6h,SI5,0.00953537132591,10
weighted_CPVAE,10,CPVAE1,6h,SI6,0.0063240830786526,10
weighted_CPVAE,10,CPVAE1,6h,SI7,0.0075473487377166,10
weighted_CPVAE,10,CPVAE1,6h,SI8,0.0048529445193707,10
weighted_CPVAE,10,CPVAE1,6h,SI9,0.0059221740812063,10
weighted_CPVAE,10,CPVAE1,6h,ce,0.0092194499447941,10
weighted_CPVAE,10,CPVAE1,6h,co,0.0065386029891669,10
weighted_CPVAE,10,CPVAE1,12h,st,0.0583492368459701,10
weighted_CPVAE,10,CPVAE1,12h,SI1,0.0791196376085281,10
weighted_CPVAE,10,CPVAE1,12h,SI2,0.0602108165621757,10
weighted_CPVAE,10,CPVAE1,12h,SI3,0.0283329859375953,10
weighted_CPVAE,10,CPVAE1,12h,SI4,0.0510509796440601,10
weighted_CPVAE,10,CPVAE1,12h,SI5,0.047584231942892,10
weighted_CPVAE,10,CPVAE1,12h,SI6,0.031558983027935,10
weighted_CPVAE,10,CPVAE1,12h,SI7,0.0376634299755096,10
weighted_CPVAE,10,CPVAE1,12h,SI8,0.0242175832390785,10
weighted_CPVAE,10,CPVAE1,12h,SI9,0.0295533426105976,10
weighted_CPVAE,10,CPVAE1,12h,ce,0.0460076965391635,10
weighted_CPVAE,10,CPVAE1,12h,co,0.0326295010745525,10
weighted_CPVAE,10,CPVAE1,24h,st,0.0516540519893169,10
weighted_CPVAE,10,CPVAE1,24h,SI1,0.070041187107563,10
weighted_CPVAE,10,CPVAE1,24h,SI2,0.0533020310103893,10
weighted_CPVAE,10,CPVAE1,24h,SI3,0.0250819660723209,10
weighted_CPVAE,10,CPVAE1,24h,SI4,0.0451932214200496,10
weighted_CPVAE,10,CPVAE1,24h,SI5,0.0421242602169513,10
weighted_CPVAE,10,CPVAE1,24h,SI6,0.0279378034174442,10
weighted_CPVAE,10,CPVAE1,24h,SI7,0.0333418063819408,10
weighted_CPVAE,10,CPVAE1,24h,SI8,0.0214387774467468,10
weighted_CPVAE,10,CPVAE1,24h,SI9,0.0261622946709394,10
weighted_CPVAE,10,CPVAE1,24h,ce,0.0407286211848259,10
weighted_CPVAE,10,CPVAE1,24h,co,0.0288854837417602,10
PCA,10,PC2,1h,st,0.4951475184979731,10
PCA,10,PC2,1h,SI1,0.8250354400737413,10
PCA,10,PC2,1h,SI2,0.1898519488907101,10
PCA,10,PC2,1h,SI3,-0.2698718364259952,10
PCA,10,PC2,1h,SI4,-0.3992267220469103,10
PCA,10,PC2,1h,SI5,-0.4227895670685397,10
PCA,10,PC2,1h,SI6,-0.4482353382953596,10
PCA,10,PC2,1h,SI7,-0.3920453002568268,10
PCA,10,PC2,1h,SI8,-0.3187889401963728,10
PCA,10,PC2,1h,SI9,-0.16294779340384,10
PCA,10,PC2,1h,ce,0.5883942479878246,10
PCA,10,PC2,1h,co,0.6368633325666503,10
