Model,Rank,Program,Time,Space,Value,Requested_rank
VAE,10,VAE1,1h,co,-0.0223386883735656,9
VAE,10,VAE1,3h,st,-0.1137933582067489,9
VAE,10,VAE1,3h,SI1,0.091382086277008,9
VAE,10,VAE1,3h,SI2,0.0152189135551452,9
VAE,10,VAE1,3h,SI3,-0.0359326601028442,9
VAE,10,VAE1,3h,SI4,0.0362125635147094,9
VAE,10,VAE1,3h,SI5,0.0609353780746459,9
VAE,10,VAE1,3h,SI6,0.0389963686466217,9
VAE,10,VAE1,3h,SI7,0.0337461233139038,9
VAE,10,VAE1,3h,SI8,-0.000204399228096,9
VAE,10,VAE1,3h,SI9,-0.0406164601445198,9
VAE,10,VAE1,3h,ce,-0.0207009613513946,9
VAE,10,VAE1,3h,co,-0.0422625839710235,9
VAE,10,VAE1,6h,st,-0.0577945858240127,9
VAE,10,VAE1,6h,SI1,0.0153931379318237,9
VAE,10,VAE1,6h,SI2,0.0040894746780395,9
VAE,10,VAE1,6h,SI3,-0.0015455484390258,9
VAE,10,VAE1,6h,SI4,0.0798786878585815,9
VAE,10,VAE1,6h,SI5,0.0745840966701507,9
VAE,10,VAE1,6h,SI6,0.0298443138599395,9
VAE,10,VAE1,6h,SI7,0.0269343256950378,9
VAE,10,VAE1,6h,SI8,0.00625541806221,9
VAE,10,VAE1,6h,SI9,0.0205958485603332,9
VAE,10,VAE1,6h,ce,0.0667992681264877,9
VAE,10,VAE1,6h,co,0.0277512520551681,9
VAE,10,VAE1,12h,st,-0.0854242891073226,9
VAE,10,VAE1,12h,SI1,0.0065711736679077,9
VAE,10,VAE1,12h,SI2,0.0381177067756652,9
VAE,10,VAE1,12h,SI3,0.0118666887283325,9
VAE,10,VAE1,12h,SI4,0.0406217128038406,9
VAE,10,VAE1,12h,SI5,0.0266030430793762,9
VAE,10,VAE1,12h,SI6,0.0175963640213012,9
VAE,10,VAE1,12h,SI7,0.0005058050155639,9
VAE,10,VAE1,12h,SI8,0.0269337892532348,9
VAE,10,VAE1,12h,SI9,0.028369128704071,9
VAE,10,VAE1,12h,ce,0.0141260027885437,9
VAE,10,VAE1,12h,co,0.0031193196773529,9
VAE,10,VAE1,24h,st,-0.008195161819458,9
VAE,10,VAE1,24h,SI1,0.002468891441822,9
VAE,10,VAE1,24h,SI2,-0.0012495517730712,9
VAE,10,VAE1,24h,SI3,0.0016501545906066,9
VAE,10,VAE1,24h,SI4,-0.0049097537994384,9
VAE,10,VAE1,24h,SI5,0.0034508407115936,9
VAE,10,VAE1,24h,SI6,0.0077490210533142,9
VAE,10,VAE1,24h,SI7,0.0011890232563018,9
VAE,10,VAE1,24h,SI8,-0.0161422789096832,9
VAE,10,VAE1,24h,SI9,0.0014634728431701,9
VAE,10,VAE1,24h,ce,-0.0163569450378417,9
VAE,10,VAE1,24h,co,-0.0012235939502716,9
weighted_CPVAE,10,CPVAE1,1h,st,-0.0705973953008651,9
weighted_CPVAE,10,CPVAE1,1h,SI1,-0.0957277342677116,9
weighted_CPVAE,10,CPVAE1,1h,SI2,-0.0728497430682182,9
weighted_CPVAE,10,CPVAE1,1h,SI3,-0.0342803969979286,9
weighted_CPVAE,10,CPVAE1,1h,SI4,-0.0617671534419059,9
weighted_CPVAE,10,CPVAE1,1h,SI5,-0.0575726926326751,9
weighted_CPVAE,10,CPVAE1,1h,SI6,-0.038183569908142,9
weighted_CPVAE,10,CPVAE1,1h,SI7,-0.0455694086849689,9
weighted_CPVAE,10,CPVAE1,1h,SI8,-0.0293011255562305,9
weighted_CPVAE,10,CPVAE1,1h,SI9,-0.0357569195330143,9
weighted_CPVAE,10,CPVAE1,1h,ce,-0.0556652285158634,9
weighted_CPVAE,10,CPVAE1,1h,co,-0.0394787974655628,9
weighted_CPVAE,10,CPVAE1,3h,st,-0.0587570518255233,9
weighted_CPVAE,10,CPVAE1,3h,SI1,-0.0796726197004318,9
weighted_CPVAE,10,CPVAE1,3h,SI2,-0.0606316439807415,9
weighted_CPVAE,10,CPVAE1,3h,SI3,-0.0285310111939907,9
weighted_CPVAE,10,CPVAE1,3h,SI4,-0.0514077842235565,9
weighted_CPVAE,10,CPVAE1,3h,SI5,-0.0479168072342872,9
weighted_CPVAE,10,CPVAE1,3h,SI6,-0.0317795574665069,9
weighted_CPVAE,10,CPVAE1,3h,SI7,-0.0379266664385795,9
weighted_CPVAE,10,CPVAE1,3h,SI8,-0.0243868436664342,9
weighted_CPVAE,10,CPVAE1,3h,SI9,-0.0297598969191312,9
weighted_CPVAE,10,CPVAE1,3h,ce,-0.0463292524218559,9
weighted_CPVAE,10,CPVAE1,3h,co,-0.0328575521707534,9
weighted_CPVAE,10,CPVAE1,6h,st,0.0116925630718469,9
weighted_CPVAE,10,CPVAE1,6h,SI1,0.0158547293394804,9
weighted_CPVAE,10,CPVAE1,6h,SI2,0.0120656043291091,9
weighted_CPVAE,10,CPVAE1,6h,SI3,0.0056776273995637,9
weighted_CPVAE,10,CPVAE1,6h,SI4,0.0102300709113478,9
weighted_CPVAE,10,CPVAE1,6h,SI5,0.00953537132591,9
weighted_CPVAE,10,CPVAE1,6h,SI6,0.0063240830786526,9
weighted_CPVAE,10,CPVAE1,6h,SI7,0.0075473487377166,9
weighted_CPVAE,10,CPVAE1,6h,SI8,0.0048529445193707,9
weighted_CPVAE,10,CPVAE1,6h,SI9,0.0059221740812063,9
weighted_CPVAE,10,CPVAE1,6h,ce,0.0092194499447941,9
weighted_CPVAE,10,CPVAE1,6h,co,0.0065386029891669,9
weighted_CPVAE,10,CPVAE1,12h,st,0.0583492368459701,9
weighted_CPVAE,10,CPVAE1,12h,SI1,0.0791196376085281,9
weighted_CPVAE,10,CPVAE1,12h,SI2,0.0602108165621757,9
weighted_CPVAE,10,CPVAE1,12h,SI3,0.0283329859375953,9
weighted_CPVAE,10,CPVAE1,12h,SI4,0.0510509796440601,9
weighted_CPVAE,10,CPVAE1,12h,SI5,0.047584231942892,9
weighted_CPVAE,10,CPVAE1,12h,SI6,0.031558983027935,9
weighted_CPVAE,10,CPVAE1,12h,SI7,0.0376634299755096,9
weighted_CPVAE,10,CPVAE1,12h,SI8,0.0242175832390785,9
weighted_CPVAE,10,CPVAE1,12h,SI9,0.0295533426105976,9
weighted_CPVAE,10,CPVAE1,12h,ce,0.0460076965391635,9
weighted_CPVAE,10,CPVAE1,12h,co,0.0326295010745525,9
weighted_CPVAE,10,CPVAE1,24h,st,0.0516540519893169,9
weighted_CPVAE,10,CPVAE1,24h,SI1,0.070041187107563,9
weighted_CPVAE,10,CPVAE1,24h,SI2,0.0533020310103893,9
weighted_CPVAE,10,CPVAE1,24h,SI3,0.0250819660723209,9
weighted_CPVAE,10,CPVAE1,24h,SI4,0.0451932214200496,9
weighted_CPVAE,10,CPVAE1,24h,SI5,0.0421242602169513,9
weighted_CPVAE,10,CPVAE1,24h,SI6,0.0279378034174442,9
weighted_CPVAE,10,CPVAE1,24h,SI7,0.0333418063819408,9
weighted_CPVAE,10,CPVAE1,24h,SI8,0.0214387774467468,9
weighted_CPVAE,10,CPVAE1,24h,SI9,0.0261622946709394,9
weighted_CPVAE,10,CPVAE1,24h,ce,0.0407286211848259,9
weighted_CPVAE,10,CPVAE1,24h,co,0.0288854837417602,9
PCA,10,PC2,1h,st,0.4951475184979731,9
PCA,10,PC2,1h,SI1,0.8250354400737413,9
PCA,10,PC2,1h,SI2,0.1898519488907101,9
PCA,10,PC2,1h,SI3,-0.2698718364259952,9
PCA,10,PC2,1h,SI4,-0.3992267220469103,9
PCA,10,PC2,1h,SI5,-0.4227895670685397,9
PCA,10,PC2,1h,SI6,-0.4482353382953596,9
PCA,10,PC2,1h,SI7,-0.3920453002568268,9
PCA,10,PC2,1h,SI8,-0.3187889401963728,9
PCA,10,PC2,1h,SI9,-0.16294779340384,9
PCA,10,PC2,1h,ce,0.5883942479878246,9
PCA,10,PC2,1h,co,0.6368633325666503,9
PCA,10,PC2,3h,st,0.7834782874186179,9
PCA,10,PC2,3h,SI1,0.931904025770906,9
PCA,10,PC2,3h,SI2,0.97604508969946,9
PCA,10,PC2,3h,SI3,0.9945669398609788,9
PCA,10,PC2,3h,SI4,0.7539508223067829,9
PCA,10,PC2,3h,SI5,0.7425224016942766,9
PCA,10,PC2,3h,SI6,-0.0969504428370855,9
PCA,10,PC2,3h,SI7,0.1228217353607131,9
PCA,10,PC2,3h,SI8,0.201582175716674,9
PCA,10,PC2,3h,SI9,0.165480130825586,9
PCA,10,PC2,3h,ce,-0.33724275012602,9
PCA,10,PC2,3h,co,-0.3787215565144853,9
PCA,10,PC2,6h,st,0.7707440970640805,9
PCA,10,PC2,6h,SI1,0.7783501981040047,9
PCA,10,PC2,6h,SI2,0.8728669379701515,9
PCA,10,PC2,6h,SI3,0.9865431675860202,9
PCA,10,PC2,6h,SI4,0.4670271953294521,9
PCA,10,PC2,6h,SI5,-0.0024238338156503,9
PCA,10,PC2,6h,SI6,-0.7189196697944442,9
PCA,10,PC2,6h,SI7,-0.7342509186461316,9
PCA,10,PC2,6h,SI8,-0.6049250795752761,9
PCA,10,PC2,6h,SI9,-0.6359192823180037,9
PCA,10,PC2,6h,ce,-0.4757069984958709,9
PCA,10,PC2,6h,co,-0.3892739999258756,9
PCA,10,PC2,12h,st,0.6329521928122493,9
PCA,10,PC2,12h,SI1,0.8925803769598076,9
PCA,10,PC2,12h,SI2,0.7949989780696849,9
PCA,10,PC2,12h,SI3,0.7535909467920683,9
PCA,10,PC2,12h,SI4,-0.0612158750145618,9
PCA,10,PC2,12h,SI5,-0.5640460043723025,9
PCA,10,PC2,12h,SI6,-0.7692531974491796,9
PCA,10,PC2,12h,SI7,-0.7705129809708575,9
PCA,10,PC2,12h,SI8,-0.7009817246629041,9
PCA,10,PC2,12h,SI9,-0.7279875478897979,9
PCA,10,PC2,12h,ce,-0.5149150589731302,9
PCA,10,PC2,12h,co,-0.41917979753565,9
PCA,10,PC2,24h,st,-0.0162358949223881,9
PCA,10,PC2,24h,SI1,0.0339658304815233,9
PCA,10,PC2,24h,SI2,-0.1317389098137207,9
PCA,10,PC2,24h,SI3,-0.2384930584912948,9
PCA,10,PC2,24h,SI4,-0.3989455363254383,9
PCA,10,PC2,24h,SI5,-0.4445316855354437,9
PCA,10,PC2,24h,SI6,-0.473181404274159,9
PCA,10,PC2,24h,SI7,-0.4922198057196654,9
PCA,10,PC2,24h,SI8,-0.4883202781279961,9
PCA,10,PC2,24h,SI9,-0.4521746350973626,9
PCA,10,PC2,24h,ce,-0.4603970427152728,9
PCA,10,PC2,24h,co,-0.4786935502061272,9
CP,10,CP2,1h,st,0.2803687842384806,9
CP,10,CP2,1h,SI1,-0.0372537156988409,9
CP,10,CP2,1h,SI2,-0.2174863355315048,9
CP,10,CP2,1h,SI3,-0.3856586549860338,9
CP,10,CP2,1h,SI4,-0.4713907476329451,9
CP,10,CP2,1h,SI5,-0.4984604780739014,9
CP,10,CP2,1h,SI6,-0.395154731267016,9
CP,10,CP2,1h,SI7,-0.3969057456933902,9
CP,10,CP2,1h,SI8,-0.3757889630868522,9
CP,10,CP2,1h,SI9,-0.3155294864565888,9
CP,10,CP2,1h,ce,-0.1085372567508707,9
CP,10,CP2,1h,co,-0.0136112764870023,9
CP,10,CP2,3h,st,-0.3354150825068615,9
CP,10,CP2,3h,SI1,0.0445679363298352,9
CP,10,CP2,3h,SI2,0.2601865873711717,9
CP,10,CP2,3h,SI3,0.4613770749585169,9
CP,10,CP2,3h,SI4,0.5639414064576684,9
CP,10,CP2,3h,SI5,0.5963258814053817,9
CP,10,CP2,3h,SI6,0.4727375665265363,9
CP,10,CP2,3h,SI7,0.4748323669512278,9
CP,10,CP2,3h,SI8,0.4495696138259486,9
CP,10,CP2,3h,SI9,0.3774790728598477,9
CP,10,CP2,3h,ce,0.1298469550632845,9
CP,10,CP2,3h,co,0.0162836509717439,9
CP,10,CP2,6h,st,-0.027239992937323,9
CP,10,CP2,6h,SI1,0.0036194862251936,9
CP,10,CP2,6h,SI2,0.0211304773458775,9
CP,10,CP2,6h,SI3,0.0374697171319231,9
CP,10,CP2,6h,SI4,0.0457992521211584,9
CP,10,CP2,6h,SI5,0.0484292855181705,9
CP,10,CP2,6h,SI6,0.0383923342896385,9
CP,10,CP2,6h,SI7,0.0385624588658717,9
CP,10,CP2,6h,SI8,0.0365108003311191,9
CP,10,CP2,6h,SI9,0.0306561267365761,9
CP,10,CP2,6h,ce,0.010545232827401,9
CP,10,CP2,6h,co,0.001322440643244,9
CP,10,CP2,12h,st,0.0358537475638335,9
CP,10,CP2,12h,SI1,-0.0047640300688572,9
CP,10,CP2,12h,SI2,-0.0278122979842758,9
CP,10,CP2,12h,SI3,-0.0493182866246456,9
CP,10,CP2,12h,SI4,-0.0602817639469532,9
CP,10,CP2,12h,SI5,-0.0637434591727153,9
CP,10,CP2,12h,SI6,-0.0505326512078855,9
CP,10,CP2,12h,SI7,-0.0507565721033389,9
CP,10,CP2,12h,SI8,-0.0480561438263765,9
CP,10,CP2,12h,SI9,-0.0403501216695287,9
CP,10,CP2,12h,ce,-0.0138798169538968,9
CP,10,CP2,12h,co,-0.0017406191367275,9
CP,10,CP2,24h,st,0.0488990178791133,9
CP,10,CP2,24h,SI1,-0.0064974070311319,9
CP,10,CP2,24h,SI2,-0.0379317128278158,9
CP,10,CP2,24h,SI3,-0.0672625860136985,9
CP,10,CP2,24h,SI4,-0.0822150891696462,9
CP,10,CP2,24h,SI5,-0.086936311028957,9
CP,10,CP2,24h,SI6,-0.0689187932305839,9
CP,10,CP2,24h,SI7,-0.0692241870210318,9
CP,10,CP2,24h,SI8,-0.0655412166324734,9
CP,10,CP2,24h,SI9,-0.0550313831888798,9
CP,10,CP2,24h,ce,-0.0189299435485525,9
CP,10,CP2,24h,co,-0.0023739377909109,9
VAE,10,VAE2,1h,st,0.009868249297142,9
VAE,10,VAE2,1h,SI1,0.0188605189323425,9
VAE,10,VAE2,1h,SI2,0.007754698395729,9
VAE,10,VAE2,1h,SI3,-9.41753387451172e-06,9
VAE,10,VAE2,1h,SI4,-0.0038520395755767,9
VAE,10,VAE2,1h,SI5,0.0105617940425872,9
VAE,10,VAE2,1h,SI6,0.009713590145111,9
VAE,10,VAE2,1h,SI7,0.0061953961849212,9
VAE,10,VAE2,1h,SI8,0.0136939287185668,9
VAE,10,VAE2,1h,SI9,0.0170827507972717,9
VAE,10,VAE2,1h,ce,0.0072250962257385,9
VAE,10,VAE2,1h,co,0.0070619136095047,9
VAE,10,VAE2,3h,st,-0.0344791859388351,9
VAE,10,VAE2,3h,SI1,0.0140526890754699,9
VAE,10,VAE2,3h,SI2,-0.0140638351440429,9
VAE,10,VAE2,3h,SI3,0.0220263004302978,9
VAE,10,VAE2,3h,SI4,0.0162920951843261,9
VAE,10,VAE2,3h,SI5,-0.0106628537178039,9
VAE,10,VAE2,3h,SI6,0.0003949999809265,9
VAE,10,VAE2,3h,SI7,0.0025016963481903,9
VAE,10,VAE2,3h,SI8,0.0027565956115722,9
VAE,10,VAE2,3h,SI9,-0.0048138424754142,9
VAE,10,VAE2,3h,ce,0.0072678625583648,9
VAE,10,VAE2,3h,co,0.0012709200382232,9
VAE,10,VAE2,6h,st,-0.0505772531032562,9
VAE,10,VAE2,6h,SI1,-0.0005401372909545,9
VAE,10,VAE2,6h,SI2,-0.0093714594841003,9
VAE,10,VAE2,6h,SI3,-0.001253068447113,9
VAE,10,VAE2,6h,SI4,0.0123841166496276,9
VAE,10,VAE2,6h,SI5,-0.0023659765720367,9
VAE,10,VAE2,6h,SI6,0.0043188631534576,9
VAE,10,VAE2,6h,SI7,0.0055631697177886,9
VAE,10,VAE2,6h,SI8,-6.908178329467773e-05,9
VAE,10,VAE2,6h,SI9,0.0082583427429199,9
VAE,10,VAE2,6h,ce,0.0036432892084121,9
VAE,10,VAE2,6h,co,0.0110127925872802,9
VAE,10,VAE2,12h,st,0.0017502009868621,9
VAE,10,VAE2,12h,SI1,0.0157447457313537,9
VAE,10,VAE2,12h,SI2,0.0136739611625671,9
VAE,10,VAE2,12h,SI3,-0.0001507401466369,9
VAE,10,VAE2,12h,SI4,-0.0069154575467109,9
VAE,10,VAE2,12h,SI5,-0.0047037750482559,9
VAE,10,VAE2,12h,SI6,0.0044472813606262,9
VAE,10,VAE2,12h,SI7,0.0014520287513732,9
VAE,10,VAE2,12h,SI8,0.0024691820144653,9
VAE,10,VAE2,12h,SI9,-0.0041788220405578,9
VAE,10,VAE2,12h,ce,-0.0014115273952484,9
VAE,10,VAE2,12h,co,0.0027341246604919,9
VAE,10,VAE2,24h,st,-0.0061164051294326,9
VAE,10,VAE2,24h,SI1,-0.002041608095169,9
VAE,10,VAE2,24h,SI2,-0.0011449009180068,9
VAE,10,VAE2,24h,SI3,-0.002993568778038,9
VAE,10,VAE2,24h,SI4,0.0044309198856353,9
VAE,10,VAE2,24h,SI5,-0.0015471279621124,9
VAE,10,VAE2,24h,SI6,-0.0103794932365417,9
VAE,10,VAE2,24h,SI7,-0.010568767786026,9
VAE,10,VAE2,24h,SI8,-0.0004045367240905,9
VAE,10,VAE2,24h,SI9,-0.0077293813228607,9
VAE,10,VAE2,24h,ce,-0.002099871635437,9
VAE,10,VAE2,24h,co,-0.0078292191028594,9
weighted_CPVAE,10,CPVAE2,1h,st,0.0255354307591915,9
weighted_CPVAE,10,CPVAE2,1h,SI1,0.0223474502563476,9
weighted_CPVAE,10,CPVAE2,1h,SI2,-0.0025085003580898,9
weighted_CPVAE,10,CPVAE2,1h,SI3,-0.0973152667284011,9
weighted_CPVAE,10,CPVAE2,1h,SI4,-0.0073685864917933,9
weighted_CPVAE,10,CPVAE2,1h,SI5,-0.0090175382792949,9
weighted_CPVAE,10,CPVAE2,1h,SI6,-0.0375016182661056,9
weighted_CPVAE,10,CPVAE2,1h,SI7,-0.0423862673342227,9
weighted_CPVAE,10,CPVAE2,1h,SI8,-0.0581794902682304,9
weighted_CPVAE,10,CPVAE2,1h,SI9,-0.0773010700941085,9
weighted_CPVAE,10,CPVAE2,1h,ce,-0.128511443734169,9
weighted_CPVAE,10,CPVAE2,1h,co,-0.1116163283586502,9
weighted_CPVAE,10,CPVAE2,3h,st,0.0150129739195108,9
weighted_CPVAE,10,CPVAE2,3h,SI1,0.0131386732682585,9
weighted_CPVAE,10,CPVAE2,3h,SI2,-0.001474815653637,9
weighted_CPVAE,10,CPVAE2,3h,SI3,-0.057214293628931,9
weighted_CPVAE,10,CPVAE2,3h,SI4,-0.0043321922421455,9
weighted_CPVAE,10,CPVAE2,3h,SI5,-0.0053016557358205,9
weighted_CPVAE,10,CPVAE2,3h,SI6,-0.0220482219010591,9
weighted_CPVAE,10,CPVAE2,3h,SI7,-0.0249200388789176,9
weighted_CPVAE,10,CPVAE2,3h,SI8,-0.0342053063213825,9
weighted_CPVAE,10,CPVAE2,3h,SI9,-0.045447401702404,9
weighted_CPVAE,10,CPVAE2,3h,ce,-0.0755553767085075,9
weighted_CPVAE,10,CPVAE2,3h,co,-0.0656222701072692,9
weighted_CPVAE,10,CPVAE2,6h,st,0.0088489111512899,9
weighted_CPVAE,10,CPVAE2,6h,SI1,0.0077441656030714,9
weighted_CPVAE,10,CPVAE2,6h,SI2,-0.0008692823466844,9
weighted_CPVAE,10,CPVAE2,6h,SI3,-0.0337231121957302,9
weighted_CPVAE,10,CPVAE2,6h,SI4,-0.0025534706655889,9
weighted_CPVAE,10,CPVAE2,6h,SI5,-0.0031248894520103,9
weighted_CPVAE,10,CPVAE2,6h,SI6,-0.0129956100136041,9
weighted_CPVAE,10,CPVAE2,6h,SI7,-0.014688310213387,9
weighted_CPVAE,10,CPVAE2,6h,SI8,-0.0201612096279859,9
weighted_CPVAE,10,CPVAE2,6h,SI9,-0.0267875008285045,9
weighted_CPVAE,10,CPVAE2,6h,ce,-0.0445336699485778,9
weighted_CPVAE,10,CPVAE2,6h,co,-0.0386789254844188,9
weighted_CPVAE,10,CPVAE2,12h,st,-0.0010952715529128,9
weighted_CPVAE,10,CPVAE2,12h,SI1,-0.0009585319785401,9
weighted_CPVAE,10,CPVAE2,12h,SI2,0.0001075951804523,9
weighted_CPVAE,10,CPVAE2,12h,SI3,0.0041740690357983,9
weighted_CPVAE,10,CPVAE2,12h,SI4,0.0003160551132168,9
weighted_CPVAE,10,CPVAE2,12h,SI5,0.000386782339774,9
weighted_CPVAE,10,CPVAE2,12h,SI6,0.0016085280803963,9
weighted_CPVAE,10,CPVAE2,12h,SI7,0.0018180416664108,9
