Model,Rank,Program,Time,Space,Value,Requested_rank
CP,10,CP1,6h,SI6,-0.1883001513732794,2
CP,10,CP1,6h,SI7,-0.1839800042792271,2
CP,10,CP1,6h,SI8,-0.1504874944998275,2
CP,10,CP1,6h,SI9,-0.1392936989522739,2
CP,10,CP1,6h,ce,-0.1104709960098175,2
CP,10,CP1,6h,co,-0.0968225628303356,2
CP,10,CP1,12h,st,0.1876010990609545,2
CP,10,CP1,12h,SI1,0.1772571238649653,2
CP,10,CP1,12h,SI2,0.1416341512613579,2
CP,10,CP1,12h,SI3,0.1567739125667236,2
CP,10,CP1,12h,SI4,0.0362383597643732,2
CP,10,CP1,12h,SI5,-0.0551541237303797,2
CP,10,CP1,12h,SI6,-0.137092193922176,2
CP,10,CP1,12h,SI7,-0.1339469046652594,2
CP,10,CP1,12h,SI8,-0.1095626351246806,2
CP,10,CP1,12h,SI9,-0.1014129763021111,2
CP,10,CP1,12h,ce,-0.0804285662932448,2
CP,10,CP1,12h,co,-0.0704918050398446,2
CP,10,CP1,24h,st,0.0610546307448886,2
CP,10,CP1,24h,SI1,0.0576881921195999,2
CP,10,CP1,24h,SI2,0.0460947235885768,2
CP,10,CP1,24h,SI3,0.0510219470467108,2
CP,10,CP1,24h,SI4,0.0117937458004729,2
CP,10,CP1,24h,SI5,-0.0179498663668388,2
CP,10,CP1,24h,SI6,-0.0446165471301719,2
CP,10,CP1,24h,SI7,-0.0435929152051557,2
CP,10,CP1,24h,SI8,-0.0356570737829253,2
CP,10,CP1,24h,SI9,-0.0330047737025983,2
CP,10,CP1,24h,ce,-0.0261754139019161,2
CP,10,CP1,24h,co,-0.0229415027352798,2
VAE,10,VAE1,1h,st,-0.0866248235106468,2
VAE,10,VAE1,1h,SI1,0.006779134273529,2
VAE,10,VAE1,1h,SI2,-0.0238719768822193,2
VAE,10,VAE1,1h,SI3,-0.0275807976722717,2
VAE,10,VAE1,1h,SI4,-0.0145439505577087,2
VAE,10,VAE1,1h,SI5,-0.0305772423744201,2
VAE,10,VAE1,1h,SI6,-0.0386187434196472,2
VAE,10,VAE1,1h,SI7,-0.0131158828735351,2
VAE,10,VAE1,1h,SI8,-0.0522310137748718,2
VAE,10,VAE1,1h,SI9,-0.0487549602985382,2
VAE,10,VAE1,1h,ce,-0.0262136459350585,2
VAE,10,VAE1,1h,co,-0.0223386883735656,2
VAE,10,VAE1,3h,st,-0.1137933582067489,2
VAE,10,VAE1,3h,SI1,0.091382086277008,2
VAE,10,VAE1,3h,SI2,0.0152189135551452,2
VAE,10,VAE1,3h,SI3,-0.0359326601028442,2
VAE,10,VAE1,3h,SI4,0.0362125635147094,2
VAE,10,VAE1,3h,SI5,0.0609353780746459,2
VAE,10,VAE1,3h,SI6,0.0389963686466217,2
VAE,10,VAE1,3h,SI7,0.0337461233139038,2
VAE,10,VAE1,3h,SI8,-0.000204399228096,2
VAE,10,VAE1,3h,SI9,-0.0406164601445198,2
VAE,10,VAE1,3h,ce,-0.0207009613513946,2
VAE,10,VAE1,3h,co,-0.0422625839710235,2
VAE,10,VAE1,6h,st,-0.0577945858240127,2
VAE,10,VAE1,6h,SI1,0.0153931379318237,2
VAE,10,VAE1,6h,SI2,0.0040894746780395,2
VAE,10,VAE1,6h,SI3,-0.0015455484390258,2
VAE,10,VAE1,6h,SI4,0.0798786878585815,2
VAE,10,VAE1,6h,SI5,0.0745840966701507,2
VAE,10,VAE1,6h,SI6,0.0298443138599395,2
VAE,10,VAE1,6h,SI7,0.0269343256950378,2
VAE,10,VAE1,6h,SI8,0.00625541806221,2
VAE,10,VAE1,6h,SI9,0.0205958485603332,2
VAE,10,VAE1,6h,ce,0.0667992681264877,2
VAE,10,VAE1,6h,co,0.0277512520551681,2
VAE,10,VAE1,12h,st,-0.0854242891073226,2
VAE,10,VAE1,12h,SI1,0.0065711736679077,2
VAE,10,VAE1,12h,SI2,0.0381177067756652,2
VAE,10,VAE1,12h,SI3,0.0118666887283325,2
VAE,10,VAE1,12h,SI4,0.0406217128038406,2
VAE,10,VAE1,12h,SI5,0.0266030430793762,2
VAE,10,VAE1,12h,SI6,0.0175963640213012,2
VAE,10,VAE1,12h,SI7,0.0005058050155639,2
VAE,10,VAE1,12h,SI8,0.0269337892532348,2
VAE,10,VAE1,12h,SI9,0.028369128704071,2
VAE,10,VAE1,12h,ce,0.0141260027885437,2
VAE,10,VAE1,12h,co,0.0031193196773529,2
VAE,10,VAE1,24h,st,-0.008195161819458,2
VAE,10,VAE1,24h,SI1,0.002468891441822,2
VAE,10,VAE1,24h,SI2,-0.0012495517730712,2
VAE,10,VAE1,24h,SI3,0.0016501545906066,2
VAE,10,VAE1,24h,SI4,-0.0049097537994384,2
VAE,10,VAE1,24h,SI5,0.0034508407115936,2
VAE,10,VAE1,24h,SI6,0.0077490210533142,2
VAE,10,VAE1,24h,SI7,0.0011890232563018,2
VAE,10,VAE1,24h,SI8,-0.0161422789096832,2
VAE,10,VAE1,24h,SI9,0.0014634728431701,2
VAE,10,VAE1,24h,ce,-0.0163569450378417,2
VAE,10,VAE1,24h,co,-0.0012235939502716,2
weighted_CPVAE,10,CPVAE1,1h,st,-0.0705973953008651,2
weighted_CPVAE,10,CPVAE1,1h,SI1,-0.0957277342677116,2
weighted_CPVAE,10,CPVAE1,1h,SI2,-0.0728497430682182,2
weighted_CPVAE,10,CPVAE1,1h,SI3,-0.0342803969979286,2
weighted_CPVAE,10,CPVAE1,1h,SI4,-0.0617671534419059,2
weighted_CPVAE,10,CPVAE1,1h,SI5,-0.0575726926326751,2
weighted_CPVAE,10,CPVAE1,1h,SI6,-0.038183569908142,2
weighted_CPVAE,10,CPVAE1,1h,SI7,-0.0455694086849689,2
weighted_CPVAE,10,CPVAE1,1h,SI8,-0.0293011255562305,2
weighted_CPVAE,10,CPVAE1,1h,SI9,-0.0357569195330143,2
weighted_CPVAE,10,CPVAE1,1h,ce,-0.0556652285158634,2
weighted_CPVAE,10,CPVAE1,1h,co,-0.0394787974655628,2
weighted_CPVAE,10,CPVAE1,3h,st,-0.0587570518255233,2
weighted_CPVAE,10,CPVAE1,3h,SI1,-0.0796726197004318,2
weighted_CPVAE,10,CPVAE1,3h,SI2,-0.0606316439807415,2
weighted_CPVAE,10,CPVAE1,3h,SI3,-0.0285310111939907,2
weighted_CPVAE,10,CPVAE1,3h,SI4,-0.0514077842235565,2
weighted_CPVAE,10,CPVAE1,3h,SI5,-0.0479168072342872,2
weighted_CPVAE,10,CPVAE1,3h,SI6,-0.0317795574665069,2
weighted_CPVAE,10,CPVAE1,3h,SI7,-0.0379266664385795,2
weighted_CPVAE,10,CPVAE1,3h,SI8,-0.0243868436664342,2
weighted_CPVAE,10,CPVAE1,3h,SI9,-0.0297598969191312,2
weighted_CPVAE,10,CPVAE1,3h,ce,-0.0463292524218559,2
weighted_CPVAE,10,CPVAE1,3h,co,-0.0328575521707534,2
weighted_CPVAE,10,CPVAE1,6h,st,0.0116925630718469,2
weighted_CPVAE,10,CPVAE1,6h,SI1,0.0158547293394804,2
weighted_CPVAE,10,CPVAE1,6h,SI2,0.0120656043291091,2
weighted_CPVAE,10,CPVAE1,6h,SI3,0.0056776273995637,2
weighted_CPVAE,10,CPVAE1,6h,SI4,0.0102300709113478,2
weighted_CPVAE,10,CPVAE1,6h,SI5,0.00953537132591,2
weighted_CPVAE,10,CPVAE1,6h,SI6,0.0063240830786526,2
weighted_CPVAE,10,CPVAE1,6h,SI7,0.0075473487377166,2
weighted_CPVAE,10,CPVAE1,6h,SI8,0.0048529445193707,2
weighted_CPVAE,10,CPVAE1,6h,SI9,0.0059221740812063,2
weighted_CPVAE,10,CPVAE1,6h,ce,0.0092194499447941,2
weighted_CPVAE,10,CPVAE1,6h,co,0.0065386029891669,2
weighted_CPVAE,10,CPVAE1,12h,st,0.0583492368459701,2
weighted_CPVAE,10,CPVAE1,12h,SI1,0.0791196376085281,2
weighted_CPVAE,10,CPVAE1,12h,SI2,0.0602108165621757,2
weighted_CPVAE,10,CPVAE1,12h,SI3,0.0283329859375953,2
weighted_CPVAE,10,CPVAE1,12h,SI4,0.0510509796440601,2
weighted_CPVAE,10,CPVAE1,12h,SI5,0.047584231942892,2
weighted_CPVAE,10,CPVAE1,12h,SI6,0.031558983027935,2
weighted_CPVAE,10,CPVAE1,12h,SI7,0.0376634299755096,2
weighted_CPVAE,10,CPVAE1,12h,SI8,0.0242175832390785,2
weighted_CPVAE,10,CPVAE1,12h,SI9,0.0295533426105976,2
weighted_CPVAE,10,CPVAE1,12h,ce,0.0460076965391635,2
weighted_CPVAE,10,CPVAE1,12h,co,0.0326295010745525,2
weighted_CPVAE,10,CPVAE1,24h,st,0.0516540519893169,2
weighted_CPVAE,10,CPVAE1,24h,SI1,0.070041187107563,2
weighted_CPVAE,10,CPVAE1,24h,SI2,0.0533020310103893,2
weighted_CPVAE,10,CPVAE1,24h,SI3,0.0250819660723209,2
weighted_CPVAE,10,CPVAE1,24h,SI4,0.0451932214200496,2
weighted_CPVAE,10,CPVAE1,24h,SI5,0.0421242602169513,2
weighted_CPVAE,10,CPVAE1,24h,SI6,0.0279378034174442,2
weighted_CPVAE,10,CPVAE1,24h,SI7,0.0333418063819408,2
weighted_CPVAE,10,CPVAE1,24h,SI8,0.0214387774467468,2
weighted_CPVAE,10,CPVAE1,24h,SI9,0.0261622946709394,2
weighted_CPVAE,10,CPVAE1,24h,ce,0.0407286211848259,2
weighted_CPVAE,10,CPVAE1,24h,co,0.0288854837417602,2
PCA,10,PC2,1h,st,0.4951475184979731,2
PCA,10,PC2,1h,SI1,0.8250354400737413,2
PCA,10,PC2,1h,SI2,0.1898519488907101,2
PCA,10,PC2,1h,SI3,-0.2698718364259952,2
PCA,10,PC2,1h,SI4,-0.3992267220469103,2
PCA,10,PC2,1h,SI5,-0.4227895670685397,2
PCA,10,PC2,1h,SI6,-0.4482353382953596,2
PCA,10,PC2,1h,SI7,-0.3920453002568268,2
PCA,10,PC2,1h,SI8,-0.3187889401963728,2
PCA,10,PC2,1h,SI9,-0.16294779340384,2
PCA,10,PC2,1h,ce,0.5883942479878246,2
PCA,10,PC2,1h,co,0.6368633325666503,2
PCA,10,PC2,3h,st,0.7834782874186179,2
PCA,10,PC2,3h,SI1,0.931904025770906,2
PCA,10,PC2,3h,SI2,0.97604508969946,2
PCA,10,PC2,3h,SI3,0.9945669398609788,2
PCA,10,PC2,3h,SI4,0.7539508223067829,2
PCA,10,PC2,3h,SI5,0.7425224016942766,2
PCA,10,PC2,3h,SI6,-0.0969504428370855,2
PCA,10,PC2,3h,SI7,0.1228217353607131,2
PCA,10,PC2,3h,SI8,0.201582175716674,2
PCA,10,PC2,3h,SI9,0.165480130825586,2
PCA,10,PC2,3h,ce,-0.33724275012602,2
PCA,10,PC2,3h,co,-0.3787215565144853,2
PCA,10,PC2,6h,st,0.7707440970640805,2
PCA,10,PC2,6h,SI1,0.7783501981040047,2
PCA,10,PC2,6h,SI2,0.8728669379701515,2
PCA,10,PC2,6h,SI3,0.9865431675860202,2
PCA,10,PC2,6h,SI4,0.4670271953294521,2
PCA,10,PC2,6h,SI5,-0.0024238338156503,2
PCA,10,PC2,6h,SI6,-0.7189196697944442,2
PCA,10,PC2,6h,SI7,-0.7342509186461316,2
PCA,10,PC2,6h,SI8,-0.6049250795752761,2
PCA,10,PC2,6h,SI9,-0.6359192823180037,2
PCA,10,PC2,6h,ce,-0.4757069984958709,2
PCA,10,PC2,6h,co,-0.3892739999258756,2
PCA,10,PC2,12h,st,0.6329521928122493,2
PCA,10,PC2,12h,SI1,0.8925803769598076,2
PCA,10,PC2,12h,SI2,0.7949989780696849,2
PCA,10,PC2,12h,SI3,0.7535909467920683,2
PCA,10,PC2,12h,SI4,-0.0612158750145618,2
PCA,10,PC2,12h,SI5,-0.5640460043723025,2
PCA,10,PC2,12h,SI6,-0.7692531974491796,2
PCA,10,PC2,12h,SI7,-0.7705129809708575,2
PCA,10,PC2,12h,SI8,-0.7009817246629041,2
PCA,10,PC2,12h,SI9,-0.7279875478897979,2
PCA,10,PC2,12h,ce,-0.5149150589731302,2
PCA,10,PC2,12h,co,-0.41917979753565,2
PCA,10,PC2,24h,st,-0.0162358949223881,2
PCA,10,PC2,24h,SI1,0.0339658304815233,2
PCA,10,PC2,24h,SI2,-0.1317389098137207,2
PCA,10,PC2,24h,SI3,-0.2384930584912948,2
PCA,10,PC2,24h,SI4,-0.3989455363254383,2
PCA,10,PC2,24h,SI5,-0.4445316855354437,2
PCA,10,PC2,24h,SI6,-0.473181404274159,2
PCA,10,PC2,24h,SI7,-0.4922198057196654,2
PCA,10,PC2,24h,SI8,-0.4883202781279961,2
PCA,10,PC2,24h,SI9,-0.4521746350973626,2
PCA,10,PC2,24h,ce,-0.4603970427152728,2
PCA,10,PC2,24h,co,-0.4786935502061272,2
CP,10,CP2,1h,st,0.2803687842384806,2
CP,10,CP2,1h,SI1,-0.0372537156988409,2
CP,10,CP2,1h,SI2,-0.2174863355315048,2
CP,10,CP2,1h,SI3,-0.3856586549860338,2
CP,10,CP2,1h,SI4,-0.4713907476329451,2
CP,10,CP2,1h,SI5,-0.4984604780739014,2
CP,10,CP2,1h,SI6,-0.395154731267016,2
CP,10,CP2,1h,SI7,-0.3969057456933902,2
CP,10,CP2,1h,SI8,-0.3757889630868522,2
CP,10,CP2,1h,SI9,-0.3155294864565888,2
CP,10,CP2,1h,ce,-0.1085372567508707,2
CP,10,CP2,1h,co,-0.0136112764870023,2
CP,10,CP2,3h,st,-0.3354150825068615,2
CP,10,CP2,3h,SI1,0.0445679363298352,2
CP,10,CP2,3h,SI2,0.2601865873711717,2
CP,10,CP2,3h,SI3,0.4613770749585169,2
CP,10,CP2,3h,SI4,0.5639414064576684,2
CP,10,CP2,3h,SI5,0.5963258814053817,2
CP,10,CP2,3h,SI6,0.4727375665265363,2
CP,10,CP2,3h,SI7,0.4748323669512278,2
CP,10,CP2,3h,SI8,0.4495696138259486,2
CP,10,CP2,3h,SI9,0.3774790728598477,2
CP,10,CP2,3h,ce,0.1298469550632845,2
CP,10,CP2,3h,co,0.0162836509717439,2
CP,10,CP2,6h,st,-0.027239992937323,2
CP,10,CP2,6h,SI1,0.0036194862251936,2
CP,10,CP2,6h,SI2,0.0211304773458775,2
CP,10,CP2,6h,SI3,0.0374697171319231,2
CP,10,CP2,6h,SI4,0.0457992521211584,2
CP,10,CP2,6h,SI5,0.0484292855181705,2
CP,10,CP2,6h,SI6,0.0383923342896385,2
CP,10,CP2,6h,SI7,0.0385624588658717,2
CP,10,CP2,6h,SI8,0.0365108003311191,2
CP,10,CP2,6h,SI9,0.0306561267365761,2
CP,10,CP2,6h,ce,0.010545232827401,2
CP,10,CP2,6h,co,0.001322440643244,2
CP,10,CP2,12h,st,0.0358537475638335,2
CP,10,CP2,12h,SI1,-0.0047640300688572,2
CP,10,CP2,12h,SI2,-0.0278122979842758,2
CP,10,CP2,12h,SI3,-0.0493182866246456,2
CP,10,CP2,12h,SI4,-0.0602817639469532,2
CP,10,CP2,12h,SI5,-0.0637434591727153,2
CP,10,CP2,12h,SI6,-0.0505326512078855,2
CP,10,CP2,12h,SI7,-0.0507565721033389,2
CP,10,CP2,12h,SI8,-0.0480561438263765,2
CP,10,CP2,12h,SI9,-0.0403501216695287,2
CP,10,CP2,12h,ce,-0.0138798169538968,2
CP,10,CP2,12h,co,-0.0017406191367275,2
CP,10,CP2,24h,st,0.0488990178791133,2
CP,10,CP2,24h,SI1,-0.0064974070311319,2
CP,10,CP2,24h,SI2,-0.0379317128278158,2
CP,10,CP2,24h,SI3,-0.0672625860136985,2
CP,10,CP2,24h,SI4,-0.0822150891696462,2
CP,10,CP2,24h,SI5,-0.086936311028957,2
CP,10,CP2,24h,SI6,-0.0689187932305839,2
CP,10,CP2,24h,SI7,-0.0692241870210318,2
CP,10,CP2,24h,SI8,-0.0655412166324734,2
CP,10,CP2,24h,SI9,-0.0550313831888798,2
CP,10,CP2,24h,ce,-0.0189299435485525,2
CP,10,CP2,24h,co,-0.0023739377909109,2
VAE,10,VAE2,1h,st,0.009868249297142,2
VAE,10,VAE2,1h,SI1,0.0188605189323425,2
VAE,10,VAE2,1h,SI2,0.007754698395729,2
VAE,10,VAE2,1h,SI3,-9.41753387451172e-06,2
VAE,10,VAE2,1h,SI4,-0.0038520395755767,2
VAE,10,VAE2,1h,SI5,0.0105617940425872,2
VAE,10,VAE2,1h,SI6,0.009713590145111,2
VAE,10,VAE2,1h,SI7,0.0061953961849212,2
VAE,10,VAE2,1h,SI8,0.0136939287185668,2
VAE,10,VAE2,1h,SI9,0.0170827507972717,2
VAE,10,VAE2,1h,ce,0.0072250962257385,2
VAE,10,VAE2,1h,co,0.0070619136095047,2
VAE,10,VAE2,3h,st,-0.0344791859388351,2
VAE,10,VAE2,3h,SI1,0.0140526890754699,2
VAE,10,VAE2,3h,SI2,-0.0140638351440429,2
VAE,10,VAE2,3h,SI3,0.0220263004302978,2
VAE,10,VAE2,3h,SI4,0.0162920951843261,2
VAE,10,VAE2,3h,SI5,-0.0106628537178039,2
VAE,10,VAE2,3h,SI6,0.0003949999809265,2
VAE,10,VAE2,3h,SI7,0.0025016963481903,2
VAE,10,VAE2,3h,SI8,0.0027565956115722,2
VAE,10,VAE2,3h,SI9,-0.0048138424754142,2
VAE,10,VAE2,3h,ce,0.0072678625583648,2
VAE,10,VAE2,3h,co,0.0012709200382232,2
VAE,10,VAE2,6h,st,-0.0505772531032562,2
VAE,10,VAE2,6h,SI1,-0.0005401372909545,2
VAE,10,VAE2,6h,SI2,-0.0093714594841003,2
VAE,10,VAE2,6h,SI3,-0.001253068447113,2
VAE,10,VAE2,6h,SI4,0.0123841166496276,2
VAE,10,VAE2,6h,SI5,-0.0023659765720367,2
VAE,10,VAE2,6h,SI6,0.0043188631534576,2
VAE,10,VAE2,6h,SI7,0.0055631697177886,2
VAE,10,VAE2,6h,SI8,-6.908178329467773e-05,2
VAE,10,VAE2,6h,SI9,0.0082583427429199,2
VAE,10,VAE2,6h,ce,0.0036432892084121,2
VAE,10,VAE2,6h,co,0.0110127925872802,2
VAE,10,VAE2,12h,st,0.0017502009868621,2
VAE,10,VAE2,12h,SI1,0.0157447457313537,2
VAE,10,VAE2,12h,SI2,0.0136739611625671,2
VAE,10,VAE2,12h,SI3,-0.0001507401466369,2
VAE,10,VAE2,12h,SI4,-0.0069154575467109,2
VAE,10,VAE2,12h,SI5,-0.0047037750482559,2
VAE,10,VAE2,12h,SI6,0.0044472813606262,2
VAE,10,VAE2,12h,SI7,0.0014520287513732,2
VAE,10,VAE2,12h,SI8,0.0024691820144653,2
VAE,10,VAE2,12h,SI9,-0.0041788220405578,2
VAE,10,VAE2,12h,ce,-0.0014115273952484,2
VAE,10,VAE2,12h,co,0.0027341246604919,2
VAE,10,VAE2,24h,st,-0.0061164051294326,2
VAE,10,VAE2,24h,SI1,-0.002041608095169,2
VAE,10,VAE2,24h,SI2,-0.0011449009180068,2
VAE,10,VAE2,24h,SI3,-0.002993568778038,2
VAE,10,VAE2,24h,SI4,0.0044309198856353,2
VAE,10,VAE2,24h,SI5,-0.0015471279621124,2
VAE,10,VAE2,24h,SI6,-0.0103794932365417,2
VAE,10,VAE2,24h,SI7,-0.010568767786026,2
VAE,10,VAE2,24h,SI8,-0.0004045367240905,2
VAE,10,VAE2,24h,SI9,-0.0077293813228607,2
VAE,10,VAE2,24h,ce,-0.002099871635437,2
VAE,10,VAE2,24h,co,-0.0078292191028594,2
weighted_CPVAE,10,CPVAE2,1h,st,0.0255354307591915,2
weighted_CPVAE,10,CPVAE2,1h,SI1,0.0223474502563476,2
weighted_CPVAE,10,CPVAE2,1h,SI2,-0.0025085003580898,2
weighted_CPVAE,10,CPVAE2,1h,SI3,-0.0973152667284011,2
weighted_CPVAE,10,CPVAE2,1h,SI4,-0.0073685864917933,2
weighted_CPVAE,10,CPVAE2,1h,SI5,-0.0090175382792949,2
weighted_CPVAE,10,CPVAE2,1h,SI6,-0.0375016182661056,2
weighted_CPVAE,10,CPVAE2,1h,SI7,-0.0423862673342227,2
weighted_CPVAE,10,CPVAE2,1h,SI8,-0.0581794902682304,2
weighted_CPVAE,10,CPVAE2,1h,SI9,-0.0773010700941085,2
weighted_CPVAE,10,CPVAE2,1h,ce,-0.128511443734169,2
weighted_CPVAE,10,CPVAE2,1h,co,-0.1116163283586502,2
weighted_CPVAE,10,CPVAE2,3h,st,0.0150129739195108,2
weighted_CPVAE,10,CPVAE2,3h,SI1,0.0131386732682585,2
weighted_CPVAE,10,CPVAE2,3h,SI2,-0.001474815653637,2
weighted_CPVAE,10,CPVAE2,3h,SI3,-0.057214293628931,2
weighted_CPVAE,10,CPVAE2,3h,SI4,-0.0043321922421455,2
weighted_CPVAE,10,CPVAE2,3h,SI5,-0.0053016557358205,2
weighted_CPVAE,10,CPVAE2,3h,SI6,-0.0220482219010591,2
weighted_CPVAE,10,CPVAE2,3h,SI7,-0.0249200388789176,2
weighted_CPVAE,10,CPVAE2,3h,SI8,-0.0342053063213825,2
weighted_CPVAE,10,CPVAE2,3h,SI9,-0.045447401702404,2
weighted_CPVAE,10,CPVAE2,3h,ce,-0.0755553767085075,2
weighted_CPVAE,10,CPVAE2,3h,co,-0.0656222701072692,2
weighted_CPVAE,10,CPVAE2,6h,st,0.0088489111512899,2
weighted_CPVAE,10,CPVAE2,6h,SI1,0.0077441656030714,2
weighted_CPVAE,10,CPVAE2,6h,SI2,-0.0008692823466844,2
weighted_CPVAE,10,CPVAE2,6h,SI3,-0.0337231121957302,2
weighted_CPVAE,10,CPVAE2,6h,SI4,-0.0025534706655889,2
weighted_CPVAE,10,CPVAE2,6h,SI5,-0.0031248894520103,2
weighted_CPVAE,10,CPVAE2,6h,SI6,-0.0129956100136041,2
weighted_CPVAE,10,CPVAE2,6h,SI7,-0.014688310213387,2
weighted_CPVAE,10,CPVAE2,6h,SI8,-0.0201612096279859,2
weighted_CPVAE,10,CPVAE2,6h,SI9,-0.0267875008285045,2
weighted_CPVAE,10,CPVAE2,6h,ce,-0.0445336699485778,2
weighted_CPVAE,10,CPVAE2,6h,co,-0.0386789254844188,2
weighted_CPVAE,10,CPVAE2,12h,st,-0.0010952715529128,2
weighted_CPVAE,10,CPVAE2,12h,SI1,-0.0009585319785401,2
weighted_CPVAE,10,CPVAE2,12h,SI2,0.0001075951804523,2
weighted_CPVAE,10,CPVAE2,12h,SI3,0.0041740690357983,2
weighted_CPVAE,10,CPVAE2,12h,SI4,0.0003160551132168,2
weighted_CPVAE,10,CPVAE2,12h,SI5,0.000386782339774,2
weighted_CPVAE,10,CPVAE2,12h,SI6,0.0016085280803963,2
weighted_CPVAE,10,CPVAE2,12h,SI7,0.0018180416664108,2
