PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
2.804954616997679,3.2893129941661083,0.6806792352039887,-0.6380836973568784,0.5861998062615713,-0.6928881310089401,0.1937703484828493,0.8040584419215877,0.699538049586385,-0.8783158857204766,N900_RS00490,ubiA,1.662903361666667,-0.25003,3.8569,6h_SI9,6h,SI9,12h_st,12h,st,4.10693
0.5895018724153487,-2.884702446069699,1.2449551246676083,1.4557346756155365,0.9712316959987263,-0.364135060252714,0.6117336661142576,1.4653466165835518,-1.524567944996364,-1.431952265342729,N900_RS00495,chorismate lyase,1.5326033333333333,0.35757,5.65,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.29243
-3.2655271190195996,-0.049052017525614056,0.8054240848320537,-0.5826291552302938,-2.5357264424816552,0.4911073045902438,2.066348278147674,-0.41465185737571325,2.417907961209664,1.7368479366751177,N900_RS00505,fliL_2,0.62630315,-1.1791,4.6909,12h_SI1,12h,SI1,6h_ce,6h,ce,5.87
-1.6342421845817625,-0.6757053194657898,-1.560940479297077,0.264602566662699,-2.4359144455486694,0.013366982558837393,-2.0004239901092156,-0.4158564883483667,0.7319684752911388,1.3300456349718874,N900_RS00510,methyl-accepting chemotaxis protein_4,0.5143753383333334,-0.88686,4.4865,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.37336
2.2220368304499196,-0.8026738476743471,1.8163485767432679,0.5851914818660569,-0.9248823818123154,-0.17768347823634079,-0.06848868304075517,-0.9365544948513722,-0.5990459979032591,-1.117513578784425,N900_RS00515,glpG,1.3559726438333333,-0.029649,4.2055,3h_SI6,3h,SI6,3h_SI2,3h,SI2,4.235149
-1.7547766616942424,0.6900751320495211,-1.7578421187145248,0.05577219128853472,-1.3257112268849442,-1.0909265459144293,-2.5990905628290024,-1.1281867413323587,1.8208976499229856,-1.2105958761413946,N900_RS00520,glpE,0.17198755000000002,-1.8139,3.3697,6h_ce,6h,ce,3h_SI3,3h,SI3,5.1836
-5.701615814379237,-0.3118236386840787,-0.9154152715401009,1.454087296015933,-0.45105229411264347,-0.2953421631208508,-0.9428545879044707,0.4986313406980574,-2.247293567678188,1.5687297636641986,N900_RS00525,N900_RS00525,-0.5902245206666665,-2.5925,3.1908,24h_st,24h,st,1h_SI1,1h,SI1,5.7833
-6.75635542647596,0.31473770826891134,1.1896678108077967,-0.07166545844226735,0.5977388738298115,-0.3767041210517146,0.8604763233522367,0.1598596831292815,0.16729271113652772,0.513660871412672,N900_RS00530,tatd,-0.7705138500000001,-2.6296,2.9959,24h_st,24h,st,3h_SI5,3h,SI5,5.6255
-0.7692913399351236,-0.11661146087649865,-0.9253643341960818,0.9919949645070187,3.8900879754139637,-0.8537562799722114,-0.06972274737008133,-0.43180412414073616,-0.8566212459718306,1.5403808828031609,N900_RS00540,ypeA_1,0.1845046133333334,-1.1433,3.5878,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.7311
-1.1945529583720014,-2.366075919073349,-0.23153853411420938,-1.04009614101663,-0.23053520322869056,-0.8476885236829403,-1.3343973849303936,-1.1569836480117417,-0.07193413950428651,1.5065510352935416,N900_RS00555,cc4,1.3794895216666665,-0.6652,6.5821,1h_SI5,1h,SI5,6h_SI4,6h,SI4,7.247299999999999
