latent_dim,epoch,train_loss,val_loss
5,12,40.25134794400322,41.116818485777664
5,13,39.896805219843465,40.9386885927714
5,14,39.750162220879375,40.644500668710855
5,15,39.54827833649862,40.39748948003653
5,16,39.42523272041897,40.360009052061585
5,17,39.251222591505524,40.18697604057933
5,18,39.147087397847606,40.069319627479125
5,19,39.07307565032228,39.91934490801148
5,20,38.99538030185313,39.865862310803756
5,21,38.74373633172191,39.51995123303758
5,22,38.45814035882827,38.93574463400313
5,23,38.00133481526243,38.56749290514092
5,24,37.61139071132597,38.06178847533925
5,25,37.26443082412523,37.8038373401618
5,26,36.962462771926795,37.56276707659186
5,27,36.566185759093,37.42370376109081
5,28,36.31111932406768,36.99410188870042
5,29,36.02576524372698,36.739268006263046
5,30,35.8844152854512,36.402998189587684
5,31,35.65332966447974,36.527062402139876
5,32,35.61578542242173,36.35160633318111
5,33,35.48894398164134,36.355926449960855
5,34,35.345705462994935,36.358932590683715
5,35,35.311646272157,36.02700022018528
5,36,35.15959171414595,36.19353980460595
5,37,35.17867209081492,36.24637203973121
5,38,35.12670943398941,36.17858657359081
5,39,35.10802004201197,35.8807747667667
5,40,34.98582599562615,36.019953271790186
5,41,35.00785961959024,36.00102753131524
5,42,34.93945654206952,35.946940443958766
5,43,35.01170490187615,35.985480003914404
5,44,34.93378492604742,35.70058267549582
5,45,34.86470778660221,35.70708018006263
5,46,34.847158436924495,35.77907668971816
5,47,34.838426745223295,35.77829176996347
5,48,34.75146880035681,35.73795199145355
5,49,34.77221922479282,35.92807586606211
5,50,34.676848634610955,35.737723651161275
5,51,34.62720023308011,35.78114602361691
5,52,34.61250071938306,35.75540983004958
6,1,60.488675471915286,57.806624314979125
6,2,55.259660235382135,52.262770746346554
6,3,49.19689891948665,46.83332381915449
6,4,44.90397243324125,44.38959339117954
6,5,42.94440751611418,43.31061415383612
6,6,42.02742611936004,42.69761221294363
6,7,41.50202578268877,42.248581028183715
6,8,41.23641265250921,42.23805494846033
6,9,40.98416619906768,42.079391065370565
6,10,40.8508039105663,41.8296112506524
6,11,40.716305716217775,41.67631744193633
6,12,40.518523933874306,41.11140152009395
6,13,40.25618165860958,40.89182786403967
6,14,39.986349706491715,40.755663654749476
6,15,39.699324139617865,40.41111446372651
6,16,39.37394700305018,39.96309246150835
6,17,39.065947283609574,39.74798978992693
6,18,38.66633233339088,39.20790791362213
6,19,38.28793468721225,38.78643862539144
6,20,38.04812456837016,38.7428235908142
6,21,37.85250722979973,38.54282399856472
6,22,37.716838779063075,38.32241649269311
6,23,37.593225030214086,38.370698231993735
6,24,37.427992273825964,38.117576901748436
6,25,37.30294245654926,37.966095544102295
6,26,37.170775782688764,37.710350339248436
6,27,37.106322657688764,37.62326094402401
6,28,36.898726512143185,37.58111992758351
6,29,36.737404142207644,37.37238428040188
6,30,36.592191096915286,37.2495331256524
6,31,36.36011776300644,37.284149106210855
6,32,36.2309444420465,37.07689155467119
6,33,36.101616273883515,37.013940990344466
6,34,35.91955319118324,36.89267598512526
6,35,35.969931766517035,36.75545977948852
6,36,35.77420382280157,36.78022246868476
6,37,35.72308823952578,36.748960236169104
6,38,35.718539400610034,36.694764075548015
6,39,35.60400192794659,36.63121819545929
6,40,35.53053906969383,36.60496110060021
6,41,35.45651185543278,36.59707928301148
6,42,35.42740094095304,36.484658386612736
6,43,35.360182687327345,36.26487473903967
6,44,35.29403415630755,36.44200564326722
6,45,35.21552752359577,36.2788300006524
6,46,35.14761686377762,36.244371004044886
6,47,35.147185054097605,36.013549549843425
6,48,34.942492878107736,36.15749160033925
6,49,34.86412418709715,36.01678708898747
6,50,34.82743906825507,36.09668172625261
6,51,34.70676489842311,35.82170904553758
6,52,34.65595595217541,35.766349776552715
6,53,34.509810226749536,35.69642769767745
6,54,34.52775865417818,35.725457496085596
6,55,34.44417731353591,35.65537129762526
6,56,34.35301295608886,35.46566944480689
6,57,34.35383341246547,35.72942694741649
6,58,34.20583707412523,35.49877369030532
6,59,34.1502803795465,35.40942026030793
6,60,34.11666558759208,35.41714815207463
7,1,57.729006244244935,54.79374347599165
7,2,51.69152027221455,48.81203924191023
7,3,46.01461750402854,44.922223626696244
7,4,43.31304906911832,43.85808446959812
7,5,42.522237209369244,43.20123303757829
7,6,42.06661523077808,42.78226733755219
7,7,41.581155401127994,42.54177811847599
7,8,41.28602922133978,42.2666219500261
7,9,40.948484439744476,41.97481121150835
7,10,40.732011826657455,41.77772703549061
7,11,40.49414134438306,41.36971963074113
7,12,40.20482436262661,41.16177705832463
7,13,40.01253758776473,40.944193224817326
7,14,39.73327146639043,40.61639034772965
7,15,39.587051104972375,40.42600755153967
7,16,39.39365270344153,40.34683259394572
7,17,39.127344469383054,39.9324051572286
7,18,38.84295706002532,39.67032147051148
7,19,38.52194909645488,39.35675724164927
7,20,38.24995629747928,39.130310950548015
7,21,37.93995849159761,38.7361160947286
7,22,37.80867234259899,38.55590463530793
7,23,37.59072175702118,38.58668979971294
7,24,37.439335865561695,38.391817670276616
7,25,37.246777883287294,38.24700507241649
7,26,37.214196485094384,38.05493418906576
7,27,36.990696578614184,38.161581338074114
7,28,36.937547299436005,37.95561431693633
7,29,36.75224537436694,37.693163654749476
7,30,36.59954121345534,37.50278289731211
7,31,36.509294249251845,37.462056775182674
7,32,36.39402174694982,37.36639850274008
7,33,36.273121331146406,37.12392557737474
7,34,36.19035631042818,37.17307174778184
7,35,36.086177594095304,36.95712299386743
7,36,35.939157458563535,36.89838041492693
7,37,35.77130075247468,36.70289258220251
7,38,35.64743971569982,36.55982923408142
7,39,35.5791292587477,36.50011009264092
7,40,35.49613007884438,36.371216075156575
7,41,35.31116932119015,36.3477418776096
7,42,35.32083693024862,36.40137942001566
7,43,35.283529185370625,36.2722264809499
7,44,35.06237698549724,36.097449316610124
7,45,34.97958516776013,36.235556457137264
7,46,34.98770052802716,35.96849719467641
7,47,34.882303356641344,36.08320557150313
7,48,34.83929989640884,35.825929263439455
7,49,34.702259222490795,35.8937891440501
7,50,34.62661357619705,35.71652877903184
7,51,34.5200572988605,35.80825633644311
7,52,34.60148570585866,35.68400048114562
7,53,34.44560331060083,35.46878262004175
7,54,34.41247895804558,35.53344981406576
7,55,34.4290814197744,35.40046096196503
7,56,34.290285091505524,35.45839415611952
7,57,34.23371820326888,35.4021317197286
7,58,34.20052299148251,35.53005834909969
7,59,34.19769689514273,35.47269702505219
7,60,34.217885301565374,35.13593586899791
8,1,57.8804712678407,54.89961589900835
8,2,52.05844771523941,48.93663556889353
8,3,46.51727130812615,45.29388618867432
8,4,43.4643705757942,43.41304720120042
8,5,42.32456225540976,43.19178953549061
8,6,41.76332351375461,42.71312304279749
8,7,41.37515718519798,42.174058504044886
8,8,41.14228425702118,42.09080196372651
8,9,40.94116633575046,41.69749192653967
8,10,40.617540717081035,41.46524130675887
8,11,40.40812633085866,41.19743076396138
8,12,40.08482155703269,40.947449112734866
8,13,39.81707545608886,40.84970927387787
8,14,39.59609249107965,40.51232425952505
8,15,39.389622180018414,40.375542308194156
8,16,39.291366863777625,40.22830971098643
8,17,39.03902617115562,39.722646056236954
8,18,38.79350576945212,39.482179263439455
8,19,38.47707056428407,39.28758848186326
8,20,38.209772998676335,38.87228438152401
8,21,37.98680831319061,38.67509622912317
8,22,37.851318269452115,38.41062924060543
8,23,37.563441852267495,38.0383203940501
8,24,37.4206804644337,38.10494275182672
8,25,37.22490198405847,37.90019286599687
8,26,36.99390286889963,37.67293922886221
8,27,36.7585061651128,37.45808732385177
8,28,36.600891675299266,37.47862367888831
8,29,36.51367133546271,37.34957675495825
8,30,36.38101386251151,37.13718970185282
8,31,36.14746075765424,36.973045651748436
8,32,35.984384531825505,36.98601619585073
8,33,35.888135754776705,36.66082088335073
8,34,35.744120302428634,36.49512942001566
8,35,35.61045281566528,36.54637550561065
8,36,35.597182176565376,36.46292528379436
8,37,35.455618921213166,36.36817221751044
8,38,35.36323089318601,36.34557060608038
8,39,35.26651253884668,36.08508428203288
8,40,35.21774987770488,36.110085505284445
8,41,35.180631330570904,35.97680307280793
8,42,35.053951750978364,36.156857548277664
8,43,35.03546702348066,36.00801025900313
8,44,34.87953912724448,35.87885630056106
8,45,34.803546918162986,35.7216796875
8,46,34.737264042357275,35.86921911697547
8,47,34.70185259121777,35.56307085073069
8,48,34.69342286055479,35.47948810999478
8,49,34.5276946290861,35.57690684531576
8,50,34.51550126611418,35.56693020942067
8,51,34.4433971426105,35.417131842053756
8,52,34.44308798774171,35.37563812956681
8,53,34.48257582297422,35.438042308194156
8,54,34.352090167472376,35.40449973088466
8,55,34.29403847260589,35.2758992937761
8,56,34.33896916004834,35.18687308357255
8,57,34.270389833678635,35.17811867986691
8,58,34.13914828642956,35.19798530467119
8,59,34.0996773566989,35.24696735549322
8,60,33.990206858598064,34.92628380251827
9,1,58.14792529926335,55.50182876109081
9,2,52.805040537235264,49.672264401748436
9,3,46.77335333218232,46.05495253783925
9,4,43.99230853619935,44.266153036925886
9,5,42.80476555306169,43.27157815762004
9,6,42.15032767898251,42.98868696176931
9,7,41.73569668652164,42.51276055258351
9,8,41.44243460808011,42.26991861299582
9,9,41.14603062413674,42.15903493606472
9,10,40.97409267811924,41.84382135634134
9,11,40.78588066873849,41.71424435673278
9,12,40.72260013812155,41.55560493867432
9,13,40.505657588052486,41.39514899204071
9,14,40.27739194866483,41.14129167210334
9,15,39.9866835002302,40.63796850534969
9,16,39.711595195959944,40.405715846816285
9,17,39.50905793191759,40.44923098251566
9,18,39.30867324182781,40.13953630610647
9,19,39.18398401530847,39.81974368802192
9,20,38.99662609346225,39.462095511482254
9,21,38.665694780156535,39.30084852883612
9,22,38.448374553982504,39.14971375913361
9,23,38.21373967685313,38.80767427257307
9,24,38.036774142495396,38.764505724817326
9,25,37.89867291810543,38.55756417993215
9,26,37.81610626726519,38.60283264287578
9,27,37.61550684133287,38.2992746118215
9,28,37.457356051450276,38.14530189848643
9,29,37.33316733569291,37.99482564587683
9,30,37.179147243324124,37.74942099425887
9,31,37.01682565032228,37.61080824308455
9,32,36.87224764042357,37.669693534707726
9,33,36.80113518646409,37.57163361169102
9,34,36.643510805133516,37.224984505480165
9,35,36.47905156537753,37.27155777009395
9,36,36.36921472145488,37.16847436064718
9,37,36.246421069290975,36.83995180388831
9,38,36.12357310370626,36.82319733494259
9,39,35.86773602958103,36.643956321764094
9,40,35.74345703125,36.789849458507305
9,41,35.55312086354742,36.352981471816285
9,42,35.47922781422652,36.45134313021921
9,43,35.3609873172767,36.31147858494259
9,44,35.235381596742634,36.163161371346554
9,45,35.12243647847606,36.056565191153446
9,46,34.90890955916206,36.1460175006524
9,47,34.71902264617864,35.655839191349166
9,48,34.55563115072514,35.64291553855689
9,49,34.46899243209024,35.50023751467902
9,50,34.34947808759208,35.5782514026618
9,51,34.23145646293739,35.317564261482254
9,52,34.13511506531998,35.334265722860124
9,53,34.183970706721915,35.36040966694937
9,54,34.15888150322284,35.028480354579855
9,55,33.99106939888352,35.21590186260438
9,56,33.97577639416436,35.10828630610647
9,57,33.92526850972606,34.84728213889614
9,58,33.87760272790055,34.95901903379436
9,59,33.830365878222835,35.07745017288622
9,60,33.705024351116485,34.93644494552453
10,1,59.7652318571593,56.187716107776616
10,2,52.9804385359116,49.337348316805844
10,3,46.226481029868786,45.028077700939455
10,4,43.31242320585866,43.75154537447808
10,5,42.31494770085175,43.04645705571503
10,6,41.73241809823895,42.4865625815501
10,7,41.44045522559853,42.43959379893006
10,8,41.20291332153545,42.116121232385176
10,9,41.09046457757827,42.086379909316285
10,10,40.99821682924724,41.86141986886743
10,11,40.901818780214086,41.915528363126306
10,12,40.81635751179788,41.80037553823069
10,13,40.722061320211786,41.774901324373694
10,14,40.65389527940838,41.637652498695196
10,15,40.51328412753223,41.38135683063674
10,16,40.40398646121086,41.46654406967641
10,17,40.09889340901243,41.173020778966595
10,18,40.032791997582876,40.77391660686326
10,19,39.703881071593,40.395842167927974
10,20,39.483401494877995,40.16829902792276
10,21,39.04496629690377,39.807288948329855
10,22,38.92989720016114,39.4918470283142
10,23,38.657078549436,39.39230697090292
10,24,38.48070614640884,39.24124355754175
10,25,38.28378204851519,39.217192393006265
10,26,38.140693341390424,38.80653257111169
10,27,38.0155852540861,38.814277792275576
10,28,37.99349623762661,38.809242073329855
10,29,37.81496118928407,38.45268462943633
10,30,37.69992518416206,38.4028106243476
10,31,37.5204801162523,38.20171826069937
10,32,37.292454391114184,37.81321356341336
10,33,37.143277005639966,37.87920798538622
10,34,36.92761747525322,37.90928774138831
10,35,36.77833470016114,37.5161550756785
10,36,36.673457103188305,37.56013708572547
10,37,36.55027912062615,37.35013129566806
10,38,36.424998561233885,37.30621044819937
10,39,36.360625467598986,37.074508252870565
10,40,36.28235802975368,36.87618655401879
10,41,36.06862410796501,36.87157897312109
10,42,36.00298849706492,36.822867057019835
10,43,35.916975281998155,36.72390396659708
10,44,35.74228983223987,36.79319301278706
10,45,35.57671950535221,36.59252674843424
10,46,35.577828074643186,36.5313560151357
10,47,35.51173277796961,36.40164038034969
10,48,35.43870838369015,36.190034169493735
10,49,35.239876481929095,36.25232927485647
10,50,35.16728407717542,36.01040681269572
10,51,35.06416123532458,36.244368965292274
10,52,35.02646520344153,35.91111446372651
10,53,34.96345156393877,35.98812426604906
10,54,34.938667199010126,35.87501732939718
10,55,34.84452945154236,35.79220931465292
10,56,34.78554345793048,35.84381524008351
10,57,34.75534213858195,35.81256218195459
10,58,34.733997323895025,35.65326424680324
10,59,34.63145862108656,35.63427224686848
10,60,34.56824894970074,35.5607385177453
