Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS09685,N900_RS09685,1.28851735,-0.54312,6.0967,1h_SI8,1h,SI8,3h_SI1,3h,SI1,6.63982
N900_RS09690,SecY-interacting protein,0.976250178333333,-0.44318,4.0839,3h_SI4,3h,SI4,1h_ce,1h,ce,4.52708
N900_RS09695,queF,0.40873805833333327,-0.67576,3.79,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.46576
N900_RS09700,tetratricopeptide repeat protein_2,0.8577340766666667,-0.89103,4.7344,3h_SI3,3h,SI3,6h_st,6h,st,5.62543
N900_RS09705,N900_RS09705,1.1162479500000004,-0.4692,4.265,6h_st,6h,st,12h_SI1,12h,SI1,4.7341999999999995
N900_RS09710,ppnN_BLAST,0.74193055,-1.1005,3.2516,1h_SI5,1h,SI5,12h_SI1,12h,SI1,4.3521
N900_RS09715,xni,0.8651689833333334,-0.81353,5.0527,6h_SI6,6h,SI6,12h_SI2,12h,SI2,5.86623
N900_RS09720,UPF0382 membrane protein SAB0533_BLAST,0.7154458376666668,-0.86039,3.1601,12h_st,12h,st,3h_SI2,3h,SI2,4.02049
N900_RS09725,lysR,-0.06401438333333334,-1.3765,3.0713,3h_SI1,3h,SI1,3h_SI4,3h,SI4,4.4478
N900_RS09735,thiI,1.9904512166666666,-0.66714,4.5002,1h_SI6,1h,SI6,1h_co,1h,co,5.16734
N900_RS09740,motb,-1.347178383333333,-3.6124,0.51511,24h_SI4,24h,SI4,3h_SI7,3h,SI7,4.12751
N900_RS09745,pomA,-1.32040805,-3.2211,1.8577,24h_SI2,24h,SI2,1h_SI1,1h,SI1,5.078799999999999
N900_RS09750,xseB,0.7615611972666667,-0.4148,5.1177,12h_ce,12h,ce,6h_SI1,6h,SI1,5.5325
N900_RS09765,truC,1.0008887833333333,-0.55522,4.878,3h_SI5,3h,SI5,3h_SI3,3h,SI3,5.43322
N900_RS09770,yqcC,-0.6568258666666668,-2.2874,3.6543,3h_SI6,3h,SI6,6h_SI1,6h,SI1,5.9417
N900_RS09775,N900_RS09775,0.7278684333333333,-0.60604,3.9951,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.60114
N900_RS09780,N900_RS09780,-0.9735595,-3.4517,4.1385,3h_SI7,3h,SI7,1h_st,1h,st,7.590199999999999
N900_RS09785,N-acetyltransferase_1,1.332696923333333,-0.37698,4.7178,3h_SI3,3h,SI3,3h_SI5,3h,SI5,5.09478
N900_RS09790,kfrA_2,0.42086465,-1.0575,3.0034,12h_SI4,12h,SI4,6h_SI3,6h,SI3,4.0609
N900_RS09795,VC_0881_BLAST,0.0009123000000000066,-1.7995,3.1849,24h_st,24h,st,1h_SI1,1h,SI1,4.9844
N900_RS09800,mtrF,1.01814806,-0.34777,3.988,6h_ce,6h,ce,3h_SI3,3h,SI3,4.33577
N900_RS09810,rpmE2,1.510024345,-0.41295,8.2299,1h_ce,1h,ce,3h_st,3h,st,8.642850000000001
N900_RS09815,tsaA,-0.3122503333333334,-2.0363,2.7022,24h_st,24h,st,3h_st,3h,st,4.7385
N900_RS09830,terB,1.415808983333333,-0.20847,5.1177,1h_SI9,1h,SI9,3h_SI1,3h,SI1,5.32617
N900_RS09835,VC_0872_BLAST,-0.27440475000000003,-1.5902,3.6997,12h_SI3,12h,SI3,3h_SI4,3h,SI4,5.2899
N900_RS09840,N900_RS09840,-0.14999045000000005,-2.7114,4.5322,24h_co,24h,co,3h_SI5,3h,SI5,7.243599999999999
N900_RS09850,purL,-1.7779450999999997,-4.8236,4.7371,12h_SI7,12h,SI7,1h_ce,1h,ce,9.5607
N900_RS09860,mltF,-0.8599122216666667,-3.8311,2.6324,6h_SI7,6h,SI7,3h_SI2,3h,SI2,6.4635
N900_RS09870,tadA,2.01246095,-0.073251,4.0338,6h_SI9,6h,SI9,12h_st,12h,st,4.107051
N900_RS09875,abgT_2,0.6168178333333333,-0.82415,4.01,3h_SI5,3h,SI5,3h_SI4,3h,SI4,4.83415
N900_RS09880,N900_RS09880,1.7027718833333334,-0.45476,4.744,1h_SI1,1h,SI1,24h_st,24h,st,5.19876
N900_RS09885,pilV,0.5686602999999999,-1.7772,4.182,1h_SI2,1h,SI2,6h_SI1,6h,SI1,5.9592
N900_RS09890,pilX,1.2406471433333335,-0.524,4.5042,1h_SI8,1h,SI8,12h_SI2,12h,SI2,5.0282
N900_RS09895,PilW,1.5432023450000003,-0.25193,5.4273,1h_SI8,1h,SI8,12h_SI1,12h,SI1,5.67923
N900_RS09900,"type IV pilin, putative",0.8063051783333334,-0.88846,3.6,3h_SI3,3h,SI3,6h_st,6h,st,4.48846
N900_RS09905,type IV pilin protein,1.4143810333333335,-0.17937,4.4726,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.6519699999999995
N900_RS09930,recN,-0.30863290000000004,-1.9175,2.5027,6h_ce,6h,ce,3h_SI2,3h,SI2,4.4201999999999995
N900_RS09935,bamE,0.11239936666666667,-2.6046,3.5908,6h_ce,6h,ce,6h_SI4,6h,SI4,6.1954
N900_RS09950,smpB,0.8094961333333333,-1.7584,5.2157,1h_SI4,1h,SI4,3h_st,3h,st,6.9741
N900_RS09955,intA_3,0.21375174833333332,-1.15,3.0928,12h_SI1,12h,SI1,3h_SI2,3h,SI2,4.2428
N900_RS09965,acfd,0.4379049333333333,-0.86546,4.2622,3h_SI1,3h,SI1,1h_st,1h,st,5.12766
N900_RS09970,acfa,-1.0684260666666667,-2.9294,1.7891,6h_ce,6h,ce,3h_SI3,3h,SI3,4.7185
N900_RS09975,M23 family peptidase,0.747536035,-2.2553,5.8018,6h_SI6,6h,SI6,6h_st,6h,st,8.0571
N900_RS09980,N900_RS09980,0.56283865,-1.0553,4.4292,12h_SI5,12h,SI5,6h_SI3,6h,SI3,5.4845
N900_RS09985,acfC,0.5852106399999999,-1.1974,4.3299,24h_SI2,24h,SI2,6h_st,6h,st,5.5273
N900_RS09990,Pseudogene_N900_RS09990,0.7508161999999999,-2.5347,4.0233,6h_SI6,6h,SI6,3h_SI7,3h,SI7,6.558
N900_RS09995,tcpJ,-2.3957258,-5.3424,1.6028,12h_SI6,12h,SI6,1h_ce,1h,ce,6.9452
N900_RS10000,toxT,-1.90126865,-4.5366,5.4509,12h_SI6,12h,SI6,3h_st,3h,st,9.9875
N900_RS10005,tcpF,-1.1926756833333334,-4.1516,2.9029,12h_SI7,12h,SI7,3h_SI3,3h,SI3,7.0545
N900_RS10010,tcpE,-1.4925149333333334,-4.2571,4.007,6h_SI7,6h,SI7,3h_SI3,3h,SI3,8.2641
N900_RS10015,tcpT,-0.8828706666666668,-4.081,4.4176,12h_SI9,12h,SI9,1h_st,1h,st,8.4986
N900_RS10020,tcpS,-1.7026167883333334,-4.7837,2.9108,12h_SI5,12h,SI5,3h_st,3h,st,7.6945
N900_RS10025,tcpD,-1.010262035,-4.7999,3.6369,6h_SI8,6h,SI8,3h_SI1,3h,SI1,8.4368
N900_RS10035,tcpC,-0.9827866,-3.9376,4.404,6h_SI6,6h,SI6,1h_SI1,1h,SI1,8.3416
N900_RS10040,tcpQ,-1.8950163000000002,-4.8122,2.9601,12h_SI9,12h,SI9,3h_SI4,3h,SI4,7.7722999999999995
N900_RS10045,tcpB,-2.552958083333333,-5.5097,2.9322,12h_SI7,12h,SI7,1h_SI1,1h,SI1,8.4419
N900_RS10050,tcpA,-0.8561711899999999,-3.4617,4.0052,12h_SI7,12h,SI7,1h_SI1,1h,SI1,7.466900000000001
N900_RS10055,tcpH,-1.4907641500000002,-4.6173,3.7387,6h_SI9,6h,SI9,3h_SI1,3h,SI1,8.356
N900_RS10060,tcpP,-2.09559695,-5.2195,0.57672,12h_SI6,12h,SI6,1h_SI3,1h,SI3,5.79622
N900_RS10065,tcpI,0.9045537753499999,-0.82336,3.4943,6h_st,6h,st,3h_st,3h,st,4.31766
N900_RS10075,N900_RS10075,0.9983363833333334,-0.55561,4.8773,3h_SI8,3h,SI8,3h_st,3h,st,5.43291
N900_RS10080,membrane protein_1,-0.20051415,-1.7273,2.919,24h_SI1,24h,SI1,6h_SI3,6h,SI3,4.6463
N900_RS10085,Pseudogene_N900_RS10085,1.2374072200000001,-0.3157,4.4545,3h_SI4,3h,SI4,3h_SI1,3h,SI1,4.7702
N900_RS10090,adh,1.5575618166666663,-0.46136,5.7042,6h_SI6,6h,SI6,3h_SI2,3h,SI2,6.16556
N900_RS10105,IS481-like element ISVch1 family transposase,0.9596680333333334,-0.67947,3.7565,3h_SI3,3h,SI3,12h_SI2,12h,SI2,4.43597
N900_RS10110,N900_RS10110,0.6793568183333333,-2.1993,6.3783,6h_SI8,6h,SI8,6h_SI1,6h,SI1,8.5776
N900_RS10115,type II toxin-antitoxin system HipA family toxin,1.9682257,-0.085998,5.5043,1h_SI8,1h,SI8,6h_SI4,6h,SI4,5.590298
N900_RS10125,class I SAM-dependent methyltransferase_5,0.9989914833333333,-0.57546,3.7989,12h_ce,12h,ce,3h_st,3h,st,4.37436
N900_RS10130,uvrB_2,1.5001344000000003,0.076314,4.4841,1h_SI8,1h,SI8,6h_SI4,6h,SI4,4.407786
N900_RS10135,N900_RS10135,0.8423600166666666,-0.56276,3.1146,1h_ce,1h,ce,6h_co,6h,co,3.6773599999999997
N900_RS10140,N900_RS10140,1.3133116333333335,-0.8951,3.9297,1h_SI4,1h,SI4,12h_SI2,12h,SI2,4.8248
N900_RS10145,N900_RS10145,0.8870409566666667,-0.32543,3.3585,24h_co,24h,co,3h_SI2,3h,SI2,3.6839299999999997
N900_RS10150,N900_RS10150,0.7804892600000002,-0.61802,3.9305,3h_SI3,3h,SI3,6h_SI2,6h,SI2,4.54852
N900_RS10155,MFS transporter_1,1.210107171666667,-0.49048,3.8305,6h_SI4,6h,SI4,3h_st,3h,st,4.32098
N900_RS10160,NAD(P)/FAD-dependent oxidoreductase,0.9769456566666668,-0.64433,4.2472,3h_st,3h,st,6h_ce,6h,ce,4.89153
N900_RS10165,Ferredoxin 1_BLAST,0.5862844666666667,-0.71856,3.7083,24h_SI4,24h,SI4,3h_SI5,3h,SI5,4.42686
N900_RS10170,RNA methyltransferase,0.7491630416666666,-1.3601,5.002,6h_SI2,6h,SI2,12h_SI1,12h,SI1,6.3621
N900_RS10175,N900_RS10175,0.9844565000000001,-1.039,5.3296,6h_SI6,6h,SI6,6h_SI3,6h,SI3,6.3686
N900_RS10180,citG,1.1104298,-0.90375,5.2199,1h_co,1h,co,3h_SI5,3h,SI5,6.12365
N900_RS10185,citX,1.7653130833333335,0.067906,5.9009,1h_SI6,1h,SI6,12h_st,12h,st,5.832994
N900_RS10190,citF,0.9292020116666665,-0.2178,3.9796,1h_st,1h,st,6h_SI2,6h,SI2,4.1974
N900_RS10195,citE,0.003811014930833333,-9.0514e-06,0.1667,1h_SI5,1h,SI5,3h_st,3h,st,0.16670905139999997
N900_RS10200,citD,0.7445614516666665,-0.88296,4.6647,12h_st,12h,st,6h_ce,6h,ce,5.54766
N900_RS10205,citC,-0.24613621666666669,-1.6077,3.4178,6h_SI1,6h,SI1,6h_SI3,6h,SI3,5.0255
N900_RS10210,citS,0.48332815500000004,-0.98223,3.7122,3h_SI4,3h,SI4,1h_co,1h,co,4.6944300000000005
N900_RS10215,sodium pump decarboxylase,1.00029385,-0.59927,3.4684,6h_st,6h,st,6h_ce,6h,ce,4.06767
N900_RS10220,oadA_1,0.7096458478333333,-0.50265,3.7897,3h_st,3h,st,3h_SI5,3h,SI5,4.29235
N900_RS10225,oadB,0.6906882616666667,-0.57554,3.6876,1h_st,1h,st,3h_SI2,3h,SI2,4.26314
N900_RS10230,citA,1.5451176666666666,-0.60655,4.5883,12h_SI1,12h,SI1,1h_ce,1h,ce,5.194850000000001
N900_RS10235,dpiA,1.2230958033333335,-1.0556,4.9234,1h_co,1h,co,3h_SI1,3h,SI1,5.979
N900_RS10245,"DOPA 4,5-dioxygenase",0.56065045,-1.0115,2.8397,3h_ce,3h,ce,6h_SI3,6h,SI3,3.8512000000000004
N900_RS10250,dsdC_1,0.7503687666666666,-0.5787,2.9453,6h_st,6h,st,6h_SI3,6h,SI3,3.524
N900_RS10255,dadA1,1.2735596233333333,-0.54835,6.0066,3h_SI5,3h,SI5,12h_st,12h,st,6.55495
N900_RS10260,acp,0.5481384933333333,-0.95632,4.2385,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.19482
N900_RS10265,yjcS,0.855433515,-0.62998,3.6278,3h_ce,3h,ce,3h_SI2,3h,SI2,4.25778
N900_RS10270,leuO_2,1.05003905,-0.69579,3.4211,3h_ce,3h,ce,3h_SI3,3h,SI3,4.11689
N900_RS10275,vibriobactin biosynthesis 4\'-phosphopantetheinyl transferase VibD,0.8554394166666667,-0.8837,3.8415,6h_SI1,6h,SI1,3h_SI5,3h,SI5,4.7252
N900_RS10280,fepC,0.21298124999999998,-2.4939,4.2221,6h_SI5,6h,SI5,12h_SI3,12h,SI3,6.716
N900_RS10285,fepG,0.5868479583333333,-0.76997,2.9517,1h_st,1h,st,1h_ce,1h,ce,3.7216700000000005
N900_RS10290,yfiZ,1.7708784166666667,-0.041706,5.573,1h_SI5,1h,SI5,6h_SI2,6h,SI2,5.614706
N900_RS10295,fepB,0.7231161448333333,-0.55209,4.3645,12h_SI7,12h,SI7,3h_st,3h,st,4.916589999999999
N900_RS10300,vibH,1.49211425,0.051757,4.5359,1h_SI6,1h,SI6,6h_SI4,6h,SI4,4.4841429999999995
N900_RS10305,dhbA,1.6468398833333333,0.059113,5.3491,1h_SI5,1h,SI5,6h_ce,6h,ce,5.289987
N900_RS10315,dhbE,0.7311756350000002,-1.3366,4.6188,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.9554
N900_RS10320,vibB,0.5342403033333334,-1.0229,4.3948,24h_SI2,24h,SI2,12h_SI1,12h,SI1,5.4177
N900_RS10325,satP,0.43157298333333327,-0.63783,2.842,3h_SI6,3h,SI6,6h_st,6h,st,3.47983
N900_RS10330,carbohydrate-binding protein,1.0459800333333333,-0.17328,3.6814,3h_st,3h,st,6h_st,6h,st,3.85468
N900_RS10335,guaA,-2.461274333333334,-5.1525,0.92829,12h_ce,12h,ce,1h_ce,1h,ce,6.0807899999999995
N900_RS10340,guaB,-2.5002714999999993,-5.2413,0.43624,12h_ce,12h,ce,1h_SI2,1h,SI2,5.67754
N900_RS10345,xseA,0.7193732866666667,-1.1213,3.7351,24h_co,24h,co,6h_st,6h,st,4.8564
N900_RS10350,N900_RS10350,0.5711706716666665,-0.93289,3.7913,1h_co,1h,co,6h_ce,6h,ce,4.72419
N900_RS10355,alanyl-tRNA editing protein,1.7071510000000003,0.20931,5.0487,3h_ce,3h,ce,3h_SI3,3h,SI3,4.83939
N900_RS10370,membrane protein_4,0.12622306666666663,-1.79,4.5876,1h_co,1h,co,12h_st,12h,st,6.3776
N900_RS10385,rodZ,1.8684183000000003,-0.052042,4.043,12h_SI7,12h,SI7,12h_st,12h,st,4.095042
N900_RS10390,rlmn,0.46516365,-1.0145,3.7412,12h_st,12h,st,1h_st,1h,st,4.7557
N900_RS10395,ndk,0.9319866666666666,-2.1215,5.3758,24h_SI3,24h,SI3,3h_st,3h,st,7.4973
N900_RS10400,pepB,0.8261458500000001,-0.60498,3.4387,3h_co,3h,co,3h_SI2,3h,SI2,4.04368
N900_RS10405,iscX,0.9174147883333336,-1.2759,4.0155,3h_ce,3h,ce,3h_SI5,3h,SI5,5.2914
N900_RS10440,iscR,0.33505437166666663,-1.9974,3.3333,3h_co,3h,co,3h_SI4,3h,SI4,5.3307
N900_RS10445,trmJ,0.6605657666666666,-0.90209,4.3351,12h_SI3,12h,SI3,6h_ce,6h,ce,5.23719
N900_RS10455,secF_1,0.6843437333333334,-0.71,3.9036,6h_st,6h,st,6h_ce,6h,ce,4.6136
N900_RS10460,secD_1,0.7243008999999999,-0.73449,3.6085,6h_SI2,6h,SI2,3h_SI5,3h,SI5,4.3429899999999995
N900_RS10465,yajC,0.7856455733333333,-0.56123,3.3773,6h_st,6h,st,3h_SI4,3h,SI4,3.93853
N900_RS10470,tgt,-0.6090895666666666,-2.1984,1.6215,3h_SI6,3h,SI6,6h_SI2,6h,SI2,3.8198999999999996
N900_RS10475,N900_RS10475,-0.3738963333333334,-2.4991,3.7558,6h_SI5,6h,SI5,12h_SI1,12h,SI1,6.254899999999999
N900_RS10480,queA,1.0673871283333332,-0.45188,3.864,3h_SI4,3h,SI4,3h_SI1,3h,SI1,4.31588
N900_RS10485,"acetoin utilization protein AcuB, putative",0.6086582933333334,-1.6829,4.3271,12h_SI1,12h,SI1,3h_SI5,3h,SI5,6.01
N900_RS10490,aceA,0.7124579333333333,-0.80089,4.0048,3h_SI2,3h,SI2,3h_SI1,3h,SI1,4.80569
N900_RS10495,malate synthase A,0.8153005333333333,-0.72766,4.1538,12h_st,12h,st,3h_SI1,3h,SI1,4.881460000000001
N900_RS10500,oxyR_2,0.6349551666666667,-0.60333,5.3903,6h_SI4,6h,SI4,6h_SI2,6h,SI2,5.99363
N900_RS10505,ahpC,1.4291768500000002,-1.364,5.3442,6h_co,6h,co,3h_SI2,3h,SI2,6.7082
N900_RS10510,cutc,0.25129931833333335,-2.1171,3.5805,6h_SI6,6h,SI6,3h_SI3,3h,SI3,5.6975999999999996
N900_RS10515,ppk2,0.7086226166666667,-1.0966,4.6843,6h_SI1,6h,SI1,6h_st,6h,st,5.780900000000001
N900_RS10520,phoU,0.5506144333333333,-1.8346,3.6372,12h_ce,12h,ce,12h_SI1,12h,SI1,5.4718
N900_RS10525,pstB,0.1757820833333333,-1.8783,2.3586,6h_SI8,6h,SI8,1h_co,1h,co,4.2369
N900_RS10530,pstA_1,-0.602148235,-2.6707,3.5502,6h_SI7,6h,SI7,6h_SI3,6h,SI3,6.2209
N900_RS10535,ABC transporter permease subunit,0.8301080166666668,-1.2529,3.6158,6h_SI6,6h,SI6,12h_SI2,12h,SI2,4.8687000000000005
N900_RS10540,ppk,0.9519073166666665,-0.59506,3.3621,12h_st,12h,st,3h_SI1,3h,SI1,3.95716
N900_RS10545,ppx,-0.7627546066666666,-2.6007,2.5628,6h_SI5,6h,SI5,1h_ce,1h,ce,5.1635
N900_RS10550,pstS_1,0.136041615,-1.5951,3.1004,1h_st,1h,st,3h_SI4,3h,SI4,4.6955
N900_RS10555,phoR,-0.37751305,-2.7717,5.157,12h_SI8,12h,SI8,6h_st,6h,st,7.9287
N900_RS10560,phoB,-1.8571527500000002,-5.4058,3.2188,12h_SI6,12h,SI6,3h_SI4,3h,SI4,8.624600000000001
N900_RS10565,rdgC,1.1877280799999999,-0.16884,4.4638,6h_st,6h,st,3h_SI2,3h,SI2,4.63264
N900_RS10570,rlhA,1.2561173116666668,-0.24587,4.5197,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.76557
N900_RS10575,yfhl,1.246023183333333,-0.57348,6.3936,24h_SI1,24h,SI1,6h_SI2,6h,SI2,6.96708
N900_RS10580,nfsA,1.6759806666666668,0.13171,4.5403,1h_SI6,1h,SI6,3h_SI1,3h,SI1,4.40859
N900_RS10585,N900_RS10585,0.8594733166666667,-0.5367,3.1927,12h_st,12h,st,3h_st,3h,st,3.7294
N900_RS10615,clpB,0.39848543333333336,-1.4682,4.0205,12h_st,12h,st,3h_SI2,3h,SI2,5.4887
N900_RS10620,pgeF,0.010234400833333332,0.00081172,0.15932,6h_st,6h,st,3h_st,3h,st,0.15850828
N900_RS10625,rluD,-0.10167664999999998,-1.9778,4.9014,6h_SI6,6h,SI6,12h_SI2,12h,SI2,6.8792
N900_RS10635,raiA,0.9942305166666665,-1.1243,6.038,1h_SI2,1h,SI2,6h_st,6h,st,7.1623
N900_RS10640,pheA,0.65419355,-0.98323,4.5567,6h_SI3,6h,SI3,12h_SI1,12h,SI1,5.53993
N900_RS10645,spuD,0.9756478036666666,-0.41492,3.874,3h_st,3h,st,3h_SI2,3h,SI2,4.28892
N900_RS10650,mbaA,1.4215278516666667,-0.20788,4.767,1h_SI9,1h,SI9,3h_st,3h,st,4.974880000000001
N900_RS10655,yjjX,1.2749081666666666,-0.18479,4.2971,3h_st,3h,st,3h_SI4,3h,SI4,4.48189
N900_RS10660,trpR,0.81690325,-0.46735,5.6671,1h_SI5,1h,SI5,6h_SI2,6h,SI2,6.134449999999999
N900_RS10665,sltY,1.2524905166666664,-0.26201,4.4344,1h_st,1h,st,3h_SI3,3h,SI3,4.69641
N900_RS10670,ettA,-0.15026375000000003,-1.9512,2.8951,12h_SI2,12h,SI2,6h_st,6h,st,4.846299999999999
N900_RS10675,N900_RS10675,1.0039942966666666,-0.4473,3.4993,3h_st,3h,st,6h_SI2,6h,SI2,3.9465999999999997
N900_RS10680,tyrA,1.0379978183333334,-1.1386,4.8395,1h_SI1,1h,SI1,1h_st,1h,st,5.9781
N900_RS10685,aroF,1.2231554433333331,-0.30978,4.4271,12h_st,12h,st,3h_SI1,3h,SI1,4.73688
N900_RS10690,btsS,1.9919808333333333,0.082042,5.3537,1h_SI7,1h,SI7,6h_st,6h,st,5.2716579999999995
N900_RS10695,yehT_1,0.48096748333333333,-1.0424,3.3784,6h_ce,6h,ce,3h_SI4,3h,SI4,4.4208
N900_RS10700,nagZ,0.09677443333333334,-1.5042,3.0174,6h_SI1,6h,SI1,1h_SI1,1h,SI1,4.521599999999999
N900_RS10705,anmK,0.8871709581666667,-0.79866,3.4368,6h_st,6h,st,1h_SI1,1h,SI1,4.23546
N900_RS10710,murQ_1,1.3019681,-0.69452,4.5835,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.27802
N900_RS10715,nhaP2_2,1.5082248333333332,-0.14598,4.9172,1h_SI7,1h,SI7,6h_SI1,6h,SI1,5.06318
N900_RS10720,N900_RS10720,1.461934133333333,-0.79743,4.4822,1h_ce,1h,ce,12h_SI1,12h,SI1,5.27963
N900_RS10725,carbon starvation protein A,1.2142237999999999,-0.12666,4.0181,3h_SI1,3h,SI1,1h_st,1h,st,4.14476
N900_RS10735,fkpB,1.2847738666666666,-0.17285,4.504,1h_SI3,1h,SI3,3h_SI2,3h,SI2,4.67685
N900_RS10765,winged helix-turn-helix transcriptional regulator,0.21679090166666662,-1.551,3.4278,6h_SI2,6h,SI2,6h_SI4,6h,SI4,4.9788
N900_RS10770,nhaR,0.8342503000000001,-0.72356,3.5447,3h_co,3h,co,3h_st,3h,st,4.26826
N900_RS10775,nptA protein,0.8653220833333334,-0.59151,4.5301,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.12161
N900_RS10790,Probable membrane transporter protein HI_0902_BLAST,2.112597333333333,0.48427,4.8625,1h_SI7,1h,SI7,12h_SI3,12h,SI3,4.37823
N900_RS10795,ptsP,1.174593205,-0.58965,4.3913,1h_st,1h,st,3h_SI1,3h,SI1,4.98095
N900_RS10800,rppH,-0.37369985000000006,-2.3278,2.4212,3h_SI9,3h,SI9,3h_SI5,3h,SI5,4.749
N900_RS10810,mutH,0.7047311666666667,-0.77214,4.4458,3h_ce,3h,ce,6h_st,6h,st,5.2179400000000005
N900_RS10815,NADP(H)-dependent aldo-keto reductase,-0.012081716666666641,-1.7543,3.1029,6h_SI2,6h,SI2,3h_SI2,3h,SI2,4.8572
N900_RS10820,N900_RS10820,0.28918889833333333,-1.0898,3.9031,6h_SI4,6h,SI4,12h_SI1,12h,SI1,4.9929
N900_RS10825,vpsR,1.4516895,0.13202,4.0584,1h_SI7,1h,SI7,3h_SI1,3h,SI1,3.92638
N900_RS10840,brnQ,0.6420281783333333,-1.4047,4.9276,6h_SI2,6h,SI2,1h_co,1h,co,6.3323
N900_RS10845,tRNA1(Val) (adenine(37)-N6)-methyltransferase,0.9199837166666668,-0.6749,3.8528,6h_SI4,6h,SI4,12h_SI3,12h,SI3,4.527699999999999
N900_RS10850,srmB,0.9298115916666668,-1.6446,6.8322,3h_SI6,3h,SI6,1h_st,1h,st,8.4768
N900_RS10855,prfC,1.3836478166666666,-0.62836,3.5572,1h_SI4,1h,SI4,12h_SI1,12h,SI1,4.18556
N900_RS10880,N900_RS10880,-0.6263952333333334,-2.7087,3.6446,1h_SI7,1h,SI7,6h_SI4,6h,SI4,6.3533
N900_RS10885,flhD,0.7052683333333333,-1.2331,2.7638,3h_SI9,3h,SI9,3h_SI5,3h,SI5,3.9969
N900_RS10890,flhC,0.35851321666666663,-1.0228,4.4179,6h_SI2,6h,SI2,3h_SI6,3h,SI6,5.4407000000000005
N900_RS10895,eexS,0.06437866666666668,-1.6187,3.1684,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.787100000000001
N900_RS10900,trag,0.3459135199999999,-1.6503,3.6511,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.3014
N900_RS10905,trah,-0.6339289333333334,-2.5796,1.8534,6h_SI5,6h,SI5,1h_co,1h,co,4.433
N900_RS10910,N900_RS10910,-0.5319431,-2.2409,2.2927,12h_SI1,12h,SI1,3h_SI5,3h,SI5,4.5336
N900_RS10915,xerC_2,0.8439150166666667,-1.1346,4.1703,3h_ce,3h,ce,3h_SI2,3h,SI2,5.3049
N900_RS10920,dfrA1,-0.07302023,-2.8517,3.1601,3h_SI9,3h,SI9,3h_SI1,3h,SI1,6.0118
N900_RS10925,N900_RS10925,0.5767669666666667,-1.5297,3.4293,3h_SI9,3h,SI9,6h_SI2,6h,SI2,4.959
N900_RS10930,XRE family transcriptional regulator_7,0.4640263666666666,-1.5717,2.7051,6h_SI3,6h,SI3,6h_SI2,6h,SI2,4.2768
N900_RS10935,N900_RS10935,1.2922906666666665,-0.55182,4.4046,3h_SI9,3h,SI9,3h_st,3h,st,4.9564200000000005
N900_RS10940,AraC family transcriptional regulator_3,1.0575942833333334,-1.0202,4.7962,3h_SI9,3h,SI9,3h_SI1,3h,SI1,5.8164
N900_RS10950,N900_RS10950,1.07201229,-1.2305,4.1432,3h_SI9,3h,SI9,12h_SI3,12h,SI3,5.3737
N900_RS10955,primase,0.19470681666666667,-1.3159,2.75,6h_st,6h,st,3h_SI2,3h,SI2,4.0659
N900_RS10960,N900_RS10960,-0.44036805833333337,-1.7118,2.7622,24h_SI8,24h,SI8,3h_SI1,3h,SI1,4.474
N900_RS10965,radC_1,1.139460383333333,-1.3263,4.0753,3h_SI9,3h,SI9,6h_ce,6h,ce,5.4016
N900_RS10970,N900_RS10970,1.1032199833333334,-0.88132,4.4139,3h_ce,3h,ce,3h_SI1,3h,SI1,5.29522
N900_RS10975,N900_RS10975,0.18297694666666672,-1.8268,3.721,6h_SI3,6h,SI3,1h_st,1h,st,5.5478000000000005
N900_RS10980,N900_RS10980,1.1212998833333332,-0.7815,3.3966,3h_SI9,3h,SI9,3h_SI1,3h,SI1,4.1781
N900_RS10985,N900_RS10985,0.1310744666666667,-1.4431,3.467,6h_SI3,6h,SI3,6h_SI4,6h,SI4,4.9101
N900_RS10990,cobS,0.8855663333333333,-0.85332,3.7089,3h_SI9,3h,SI9,3h_SI5,3h,SI5,4.56222
N900_RS10995,endonuclease,1.0048477166666667,-0.70668,3.9797,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.68638
N900_RS11000,bet,0.6475419501666668,-1.7325,4.0806,6h_SI3,6h,SI3,3h_SI4,3h,SI4,5.8130999999999995
N900_RS11005,ssb_2,0.08018663333333334,-2.0332,3.4911,1h_SI2,1h,SI2,6h_SI4,6h,SI4,5.5243
N900_RS11010,N900_RS11010,0.5432875566666666,-2.7821,5.2416,3h_SI8,3h,SI8,3h_SI2,3h,SI2,8.0237
N900_RS11015,N900_RS11015,0.19938179499999997,-1.9778,4.4795,3h_SI9,3h,SI9,3h_SI5,3h,SI5,6.4573
