Gene,Component,Gene_loading,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,abs_loading,abs_rank
N900_RS13265,TensorComp1,4.508448364039909,peptidase_3,0.9794817666666666,-0.43693,4.2,3h_SI1,3h,SI1,6h_SI4,6h,SI4,4.63693,4.508448364039909,1395.0
N900_RS13270,TensorComp1,0.9604672393839832,methyl-accepting chemotaxis protein_12,0.6166785999999999,-1.2795,3.9013,12h_SI1,12h,SI1,6h_SI4,6h,SI4,5.1808,0.9604672393839832,2981.0
N900_RS13275,TensorComp1,5.783618032507849,cada,1.5417896666666664,0.17593,4.6927,3h_st,3h,st,3h_SI3,3h,SI3,4.51677,5.783618032507849,341.0
N900_RS13280,TensorComp1,4.681796640328341,cadB,0.7475937666666667,-0.71471,3.1564,12h_st,12h,st,3h_st,3h,st,3.87111,4.681796640328341,1268.0
N900_RS13285,TensorComp1,2.7667695112284743,cadc,-0.05290516666666668,-2.0541,3.5423,6h_SI3,6h,SI3,3h_SI3,3h,SI3,5.5964,2.7667695112284743,2387.0
N900_RS13295,TensorComp1,0.6195804185967626,N900_RS13295,-0.7866732000000002,-2.8358,3.5119,12h_SI4,12h,SI4,3h_SI3,3h,SI3,6.3477,0.6195804185967626,3073.0
N900_RS13300,TensorComp1,3.1727725215715297,purH,-1.4036716999999999,-4.2012,3.4987,12h_SI9,12h,SI9,1h_st,1h,st,7.6998999999999995,3.1727725215715297,2195.0
N900_RS13305,TensorComp1,2.3399185039931254,purD,-1.9242205666666667,-5.3124,3.3529,12h_SI7,12h,SI7,1h_SI1,1h,SI1,8.6653,2.3399185039931254,2554.0
N900_RS13310,TensorComp1,5.340349161600227,N900_RS13310,0.439226475,-1.1918,3.122,6h_st,6h,st,3h_SI3,3h,SI3,4.3138,5.340349161600227,741.0
N900_RS13315,TensorComp1,2.3717439152122015,hupA,0.03839737666666665,-1.4145,2.6171,1h_co,1h,co,6h_SI2,6h,SI2,4.0316,2.3717439152122015,2543.0
N900_RS13325,TensorComp1,6.0804939463987475,HlyC/CorC family transporter_1,0.6092019666666667,-0.79984,3.5151,1h_st,1h,st,3h_SI3,3h,SI3,4.31494,6.0804939463987475,150.0
N900_RS13330,TensorComp1,2.9532462342865453,fructokinase,0.0024974700000000107,-1.5754,3.4263,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.0017,2.9532462342865453,2301.0
N900_RS13335,TensorComp1,4.49479819121621,manA,0.1571763,-1.8066,6.0578,24h_SI3,24h,SI3,12h_SI1,12h,SI1,7.8644,4.49479819121621,1412.0
N900_RS13340,TensorComp1,1.4102687180267388,VC_0268,0.8718629,-0.69016,6.0471,12h_SI1,12h,SI1,3h_SI1,3h,SI1,6.73726,1.4102687180267388,2863.0
N900_RS13345,TensorComp1,2.6238077689608392,VC_0267,0.6435394999999998,-0.95627,3.2452,6h_SI3,6h,SI3,1h_SI1,1h,SI1,4.2014700000000005,2.6238077689608392,2438.0
N900_RS13350,TensorComp1,3.615021636232653,VC_0266,1.1347738333333335,-0.47225,3.6972,6h_SI4,6h,SI4,12h_st,12h,st,4.16945,3.615021636232653,1972.0
N900_RS13355,TensorComp1,4.419604084069436,VC_0265,0.8346260033333334,-0.49904,3.5221,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.02114,4.419604084069436,1465.0
N900_RS13360,TensorComp1,5.2694391223854495,rjg,1.1376497833333332,-0.50269,4.0166,12h_st,12h,st,6h_SI4,6h,SI4,4.519290000000001,5.2694391223854495,783.0
N900_RS13365,TensorComp1,5.577460610845719,wbeW,-2.508584333333333,-4.6311,-0.64464,12h_ce,12h,ce,3h_SI2,3h,SI2,3.98646,5.577460610845719,519.0
N900_RS13370,TensorComp1,3.6322335203135747,galE,1.0748581166666669,-1.3077,4.2426,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.5503,3.6322335203135747,1960.0
N900_RS13375,TensorComp1,5.463500522178949,wbeV,-0.9897135666666668,-3.0407,0.94208,12h_SI7,12h,SI7,12h_st,12h,st,3.98278,5.463500522178949,614.0
N900_RS13380,TensorComp1,5.300002294750561,wbeU,-2.9383036666666658,-4.9696,-0.96388,12h_SI7,12h,SI7,3h_st,3h,st,4.00572,5.300002294750561,767.0
N900_RS13385,TensorComp1,2.777963234517272,wbeT,-0.24073883333333337,-3.1617,4.593,12h_SI8,12h,SI8,3h_SI3,3h,SI3,7.7547,2.777963234517272,2383.0
N900_RS13400,TensorComp1,5.35485704126924,wbeO,-2.7120946666666668,-4.8062,-0.5641,12h_SI9,12h,SI9,3h_st,3h,st,4.2421,5.35485704126924,721.0
N900_RS13405,TensorComp1,4.795947379628434,wbeN,-3.3459535,-5.3127,2.5039,6h_SI9,6h,SI9,1h_SI1,1h,SI1,7.8166,4.795947379628434,1168.0
N900_RS13410,TensorComp1,3.470024870939066,wbeM,-2.982940833333333,-5.7015,2.3756,12h_SI7,12h,SI7,1h_st,1h,st,8.0771,3.470024870939066,2039.0
N900_RS13415,TensorComp1,3.630661290958756,wbeL,-2.8704656666666666,-5.6369,2.8601,12h_SI7,12h,SI7,6h_SI2,6h,SI2,8.497,3.630661290958756,1962.0
N900_RS13420,TensorComp1,3.8775142398027707,wbeK,-2.5773265000000003,-5.442,4.5768,6h_SI9,6h,SI9,3h_SI3,3h,SI3,10.0188,3.8775142398027707,1815.0
N900_RS13425,TensorComp1,5.9394354579917055,wzt,0.6918762166666667,-1.1952,2.9109,6h_SI9,6h,SI9,12h_st,12h,st,4.1061,5.9394354579917055,224.0
N900_RS13430,TensorComp1,5.8989884356719795,wzm,1.0132459500000002,-0.88559,3.2263,6h_SI9,6h,SI9,12h_st,12h,st,4.11189,5.8989884356719795,257.0
N900_RS13435,TensorComp1,5.3830696702431915,wbeG,-1.9749488833333333,-4.2216,-0.051843,6h_SI9,6h,SI9,6h_st,6h,st,4.169757,5.3830696702431915,693.0
N900_RS13440,TensorComp1,4.29704578898096,wbeE,-3.0111183333333327,-5.4353,2.1526,12h_ce,12h,ce,3h_st,3h,st,7.587899999999999,4.29704578898096,1545.0
N900_RS13445,TensorComp1,3.4741529204592396,gmd,-3.0468003666666665,-5.5772,3.4367,12h_SI7,12h,SI7,1h_st,1h,st,9.0139,3.4741529204592396,2035.0
N900_RS13450,TensorComp1,3.736524933436759,manB,-4.000066333333334,-6.6305,0.07236,12h_ce,12h,ce,12h_SI3,12h,SI3,6.702859999999999,3.736524933436759,1898.0
N900_RS13455,TensorComp1,3.8510952111185657,manC,-3.6541778333333332,-6.1014,0.69433,12h_ce,12h,ce,1h_st,1h,st,6.79573,3.8510952111185657,1833.0
N900_RS13460,TensorComp1,5.911776551277364,hldD,-1.9650113500000002,-4.0009,0.11205,6h_SI9,6h,SI9,12h_st,12h,st,4.11295,5.911776551277364,249.0
N900_RS13465,TensorComp1,5.774077218405796,wavL,-1.9648646666666665,-3.9136,0.11049,6h_SI9,6h,SI9,3h_SI1,3h,SI1,4.02409,5.774077218405796,350.0
N900_RS13470,TensorComp1,6.106292698830466,wavK,0.9188825166666666,-0.46241,4.8291,6h_SI9,6h,SI9,6h_SI2,6h,SI2,5.291510000000001,6.106292698830466,132.0
N900_RS13475,TensorComp1,5.868695380504006,waaL,-1.3633785500000002,-3.3852,1.1643,6h_SI9,6h,SI9,1h_co,1h,co,4.5495,5.868695380504006,281.0
N900_RS13480,TensorComp1,5.830839830818745,waaF,1.9071714666666668,0.091034,4.0541,12h_ce,12h,ce,12h_st,12h,st,3.963066,5.830839830818745,313.0
N900_RS13485,TensorComp1,6.039510554628925,wavJ,1.6937460833333333,0.064504,4.5865,3h_SI2,3h,SI2,3h_SI1,3h,SI1,4.521996,6.039510554628925,169.0
N900_RS13490,TensorComp1,6.477792383723726,wavI,1.2794988166666668,-0.12819,4.0571,6h_ce,6h,ce,6h_SI3,6h,SI3,4.18529,6.477792383723726,27.0
N900_RS13500,TensorComp1,5.921861996661898,wavH,1.5190682666666668,-0.063664,5.2419,6h_st,6h,st,3h_SI1,3h,SI1,5.305564,5.921861996661898,238.0
N900_RS13505,TensorComp1,5.5096979237837695,wavG,1.8312406666666667,-0.11385,5.362,1h_SI8,1h,SI8,3h_SI2,3h,SI2,5.47585,5.5096979237837695,576.0
N900_RS13510,TensorComp1,5.689469187304904,wavF,0.8563987666666667,-0.74888,3.4956,3h_SI9,3h,SI9,1h_ce,1h,ce,4.24448,5.689469187304904,421.0
N900_RS13515,TensorComp1,3.4423997592189455,wavE,0.9671690551666665,-0.82605,3.3349,6h_SI1,6h,SI1,1h_SI1,1h,SI1,4.16095,3.4423997592189455,2057.0
N900_RS13520,TensorComp1,3.023694553134495,wavD,0.31474595,-1.1492,4.3506,1h_ce,1h,ce,12h_SI1,12h,SI1,5.4998000000000005,3.023694553134495,2266.0
N900_RS13530,TensorComp1,5.804691457631587,waaC,-0.7372904999999998,-2.6179,1.4041,12h_SI7,12h,SI7,12h_st,12h,st,4.022,5.804691457631587,329.0
N900_RS13535,TensorComp1,5.627286685250589,wavB,0.8346073950000001,-1.1964,2.9097,6h_SI9,6h,SI9,12h_st,12h,st,4.1061,5.627286685250589,466.0
N900_RS13540,TensorComp1,5.963662105975361,wavA,0.6049005,-1.2763,2.8374,6h_SI9,6h,SI9,12h_st,12h,st,4.1137,5.963662105975361,214.0
N900_RS13550,TensorComp1,4.996794506744279,mutM,0.9275039166666665,-0.66165,3.542,12h_st,12h,st,3h_SI5,3h,SI5,4.20365,4.996794506744279,1020.0
N900_RS13555,TensorComp1,2.4058168213123214,N900_RS13555,0.4422515766666667,-1.4544,3.5515,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.0059,2.4058168213123214,2526.0
N900_RS13570,TensorComp1,1.0190591880240512,VC0395_A2597_BLAST,-0.30100998333333334,-2.0492,2.6107,24h_SI1,24h,SI1,6h_SI4,6h,SI4,4.6599,1.0190591880240512,2966.0
N900_RS13575,TensorComp1,0.8747005214510024,methyl-accepting chemotaxis protein_10,0.4989637033333334,-1.3613,4.3723,6h_SI5,6h,SI5,3h_SI4,3h,SI4,5.7336,0.8747005214510024,3003.0
N900_RS13585,TensorComp1,-1.8018832241823186,slmA,-0.9162402166666667,-2.8701,2.0753,6h_co,6h,co,12h_SI2,12h,SI2,4.945399999999999,1.8018832241823186,2736.0
N900_RS13595,TensorComp1,2.557473711702935,lpxN,-0.2667497483333333,-2.0432,2.5435,12h_SI9,12h,SI9,1h_ce,1h,ce,4.5867,2.557473711702935,2462.0
N900_RS13600,TensorComp1,4.847239452388007,pyrE,0.1254596166666667,-3.2286,3.3121,6h_SI7,6h,SI7,3h_SI2,3h,SI2,6.5407,4.847239452388007,1120.0
N900_RS13605,TensorComp1,2.8913452580278127,rph,0.9659568850000001,-1.2992,6.2184,3h_SI8,3h,SI8,6h_SI3,6h,SI3,7.5176,2.8913452580278127,2335.0
N900_RS13610,TensorComp1,4.167664702711616,yicc,-0.15596675000000004,-2.5024,2.8169,6h_SI8,6h,SI8,1h_SI1,1h,SI1,5.3193,4.167664702711616,1623.0
N900_RS13615,TensorComp1,5.363767760181376,VC0395_A2587_BLAST,-0.08262953333333331,-1.5074,2.6238,24h_ce,24h,ce,3h_SI1,3h,SI1,4.1312,5.363767760181376,713.0
N900_RS13620,TensorComp1,4.657969184917477,murP,1.5936159666666667,-0.43165,4.4736,6h_st,6h,st,12h_SI2,12h,SI2,4.9052500000000006,4.657969184917477,1292.0
N900_RS13625,TensorComp1,3.2531644604008894,murQ_2,-0.002268183333333363,-1.1954,4.8644,3h_SI2,3h,SI2,1h_ce,1h,ce,6.0598,3.2531644604008894,2147.0
N900_RS13635,TensorComp1,5.095791446785294,murr,0.8977721333333334,-0.59486,3.9229,3h_SI3,3h,SI3,3h_SI4,3h,SI4,4.51776,5.095791446785294,940.0
N900_RS13640,TensorComp1,6.63628560471869,fhuB,1.4736744166666667,0.010116,4.3813,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.371184,6.63628560471869,9.0
N900_RS13645,TensorComp1,0.42599081534096805,fhuD,1.056607975,-0.90501,5.7558,6h_SI1,6h,SI1,1h_st,1h,st,6.66081,0.42599081534096805,3108.0
N900_RS13650,TensorComp1,6.290284173995863,fhuC,1.3391671833333334,-0.472,3.9063,1h_SI6,1h,SI6,6h_SI4,6h,SI4,4.378299999999999,6.290284173995863,61.0
N900_RS13655,TensorComp1,5.216955130357975,TonB-dependent siderophore receptor,1.1440190083333335,-0.35491,4.0015,12h_st,12h,st,6h_SI3,6h,SI3,4.35641,5.216955130357975,834.0
N900_RS13660,TensorComp1,5.321362279869945,ABC transporter ATP-binding protein_1,0.5573293500000002,-0.94227,2.9569,3h_st,3h,st,6h_SI4,6h,SI4,3.8991700000000002,5.321362279869945,756.0
N900_RS13665,TensorComp1,2.551884929340905,N900_RS13665,1.6182075499999997,-0.044267,5.3648,1h_co,1h,co,3h_SI2,3h,SI2,5.409066999999999,2.551884929340905,2465.0
N900_RS13670,TensorComp1,6.137896792441411,gene 3 protein-related protein,1.2588427150000001,-0.54236,5.1644,6h_co,6h,co,6h_SI2,6h,SI2,5.706759999999999,6.137896792441411,123.0
N900_RS13675,TensorComp1,5.658484659185728,recQ,0.610150245,-0.82932,3.6314,6h_ce,6h,ce,3h_SI3,3h,SI3,4.46072,5.658484659185728,447.0
N900_RS13680,TensorComp1,5.430780754514344,rarD,0.6831550666666665,-1.0584,3.3903,6h_st,6h,st,12h_SI2,12h,SI2,4.4487,5.430780754514344,643.0
N900_RS13685,TensorComp1,3.663872631376199,ggt,0.8709455399999999,-0.53061,4.3628,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.89341,3.663872631376199,1942.0
N900_RS13690,TensorComp1,5.129504832496257,rhaS_2,1.3383161166666668,-0.081784,3.945,1h_SI1,1h,SI1,3h_SI4,3h,SI4,4.026784,5.129504832496257,916.0
N900_RS13695,TensorComp1,5.724634789775413,rhtC,1.5411963166666665,0.075599,4.5505,12h_st,12h,st,6h_ce,6h,ce,4.474901,5.724634789775413,393.0
N900_RS13700,TensorComp1,5.348385418286467,uvrD,-0.15990124999999997,-2.1119,3.4907,6h_SI7,6h,SI7,3h_SI1,3h,SI1,5.6026,5.348385418286467,730.0
N900_RS13705,TensorComp1,5.58392609520909,prlC,0.6384195333333333,-0.89667,4.1254,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.02207,5.58392609520909,514.0
N900_RS13710,TensorComp1,4.945809240915648,rlmj,0.39350267666666666,-0.94093,3.945,12h_ce,12h,ce,1h_ce,1h,ce,4.88593,4.945809240915648,1054.0
N900_RS13715,TensorComp1,3.116688173028912,gorA,0.20930418333333337,-1.5688,3.9834,3h_SI8,3h,SI8,12h_SI2,12h,SI2,5.5522,3.116688173028912,2227.0
N900_RS13720,TensorComp1,2.6008166556865993,site-specific integrase,0.9551668966666664,-0.90028,3.9172,3h_ce,3h,ce,3h_SI3,3h,SI3,4.81748,2.6008166556865993,2449.0
N900_RS13725,TensorComp1,1.6535553025389085,N900_RS13725,-0.012123638333333294,-3.2666,5.2063,3h_SI9,3h,SI9,3h_st,3h,st,8.4729,1.6535553025389085,2791.0
N900_RS13730,TensorComp1,5.205583493333502,N900_RS13730,0.6004542133333335,-1.0513,3.8104,12h_st,12h,st,3h_SI1,3h,SI1,4.8617,5.205583493333502,845.0
N900_RS13735,TensorComp1,3.420364356170349,kfrA_1,1.3156960666666668,-0.90994,4.9703,3h_ce,3h,ce,6h_SI4,6h,SI4,5.88024,3.420364356170349,2068.0
N900_RS13740,TensorComp1,-3.5395209613978365,cap3_BLAST,-0.36628865000000005,-2.266,1.6321,6h_SI3,6h,SI3,3h_SI5,3h,SI5,3.8981000000000003,3.5395209613978365,2003.0
N900_RS13745,TensorComp1,2.210309799090461,cap2_BLAST,0.11527100000000004,-1.5725,2.6307,3h_SI1,3h,SI1,6h_st,6h,st,4.2032,2.210309799090461,2608.0
N900_RS13750,TensorComp1,0.2731817140179139,dncV,0.8405079333333334,-1.1486,6.1476,6h_SI2,6h,SI2,3h_SI5,3h,SI5,7.2962,0.2731817140179139,3133.0
N900_RS13755,TensorComp1,2.1387554265989213,capV,0.39281071666666667,-1.267,2.6241,12h_st,12h,st,3h_SI5,3h,SI5,3.8911,2.1387554265989213,2638.0
N900_RS13765,TensorComp1,-2.3676195856459907,vspR,-0.28234970000000004,-2.5439,3.4677,12h_SI2,12h,SI2,1h_SI1,1h,SI1,6.0116,2.3676195856459907,2545.0
N900_RS13770,TensorComp1,5.877790532494926,XRE family transcriptional regulator_8,1.3509474383333335,-0.62392,4.5366,1h_SI2,1h,SI2,3h_SI3,3h,SI3,5.16052,5.877790532494926,273.0
N900_RS13780,TensorComp1,3.094715885804232,tadA_2,1.1965509150000004,-2.5128,5.2304,3h_SI9,3h,SI9,3h_SI1,3h,SI1,7.7432,3.094715885804232,2234.0
N900_RS13785,TensorComp1,3.6321543254436746,sporulation protein,0.33894844999999996,-1.413,3.9865,12h_SI1,12h,SI1,6h_SI1,6h,SI1,5.3995,3.6321543254436746,1961.0
N900_RS13790,TensorComp1,4.319614105744381,dppC_2,0.6997656166666667,-0.77184,3.6663,3h_SI1,3h,SI1,6h_SI4,6h,SI4,4.43814,4.319614105744381,1529.0
N900_RS13795,TensorComp1,6.116820551337238,dppB_2,1.1110482033333333,-0.34943,3.9019,3h_SI4,3h,SI4,3h_st,3h,st,4.25133,6.116820551337238,130.0
N900_RS13800,TensorComp1,4.895640057391605,dppA,0.6043597154999999,-1.1705,4.5057,3h_SI2,3h,SI2,3h_SI1,3h,SI1,5.6762,4.895640057391605,1087.0
N900_RS13805,TensorComp1,5.977412421904417,nikE,0.7105366,-0.71176,4.2195,12h_SI6,12h,SI6,6h_st,6h,st,4.93126,5.977412421904417,204.0
N900_RS13810,TensorComp1,3.372924462577649,N900_RS13810,1.507156,-0.47938,4.8121,12h_co,12h,co,3h_SI3,3h,SI3,5.29148,3.372924462577649,2093.0
N900_RS13815,TensorComp1,2.1400011363149605,N900_RS13815,0.8224652833333335,-1.0476,4.8728,1h_SI2,1h,SI2,1h_ce,1h,ce,5.9204,2.1400011363149605,2637.0
N900_RS13845,TensorComp1,6.039817123817342,cytochrome c5,0.8224930666666666,-0.71261,3.8675,3h_SI9,3h,SI9,6h_SI3,6h,SI3,4.58011,6.039817123817342,168.0
N900_RS13855,TensorComp1,2.5220325541024304,TetR/AcrR family transcriptional regulator_3,1.7889829999999998,-0.3134,7.6653,1h_SI9,1h,SI9,12h_SI1,12h,SI1,7.9787,2.5220325541024304,2482.0
N900_RS13860,TensorComp1,5.221316381115313,vexA,0.42610364833333336,-1.029,4.4229,12h_co,12h,co,3h_SI3,3h,SI3,5.4519,5.221316381115313,830.0
N900_RS13865,TensorComp1,5.05055737121387,vexB,0.32584065,-1.3903,2.5249,12h_co,12h,co,3h_SI4,3h,SI4,3.9152000000000005,5.05055737121387,980.0
N900_RS13870,TensorComp1,1.9789496428992792,ubik,0.29924676999999994,-1.6261,3.0796,24h_SI4,24h,SI4,6h_SI4,6h,SI4,4.7057,1.9789496428992792,2688.0
N900_RS13875,TensorComp1,1.6855221475916564,ilvC,0.5447198899999999,-1.2646,3.183,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.4475999999999996,1.6855221475916564,2781.0
N900_RS13880,TensorComp1,3.059627082758593,ilvY,1.4249721666666668,-0.45434,4.9543,12h_SI1,12h,SI1,12h_SI2,12h,SI2,5.40864,3.059627082758593,2248.0
N900_RS13930,TensorComp1,2.757952885232145,trkh,0.7487742666666668,-0.61164,4.2678,3h_SI1,3h,SI1,6h_ce,6h,ce,4.879440000000001,2.757952885232145,2391.0
N900_RS13935,TensorComp1,4.925192205046267,yigz,1.08656755,-0.23302,4.1182,12h_SI6,12h,SI6,6h_SI1,6h,SI1,4.35122,4.925192205046267,1067.0
N900_RS13940,TensorComp1,5.663408748328374,fadB,1.3395911833333334,-0.20328,5.0256,1h_SI5,1h,SI5,12h_SI3,12h,SI3,5.22888,5.663408748328374,439.0
N900_RS13945,TensorComp1,5.378817638465731,fadA,1.1787979433333333,-0.73823,4.1966,1h_SI9,1h,SI9,3h_SI3,3h,SI3,4.93483,5.378817638465731,700.0
N900_RS13950,TensorComp1,5.896310015790932,lysr_4,0.9707766833333334,-0.46812,3.2365,6h_SI9,6h,SI9,3h_SI4,3h,SI4,3.70462,5.896310015790932,259.0
N900_RS13955,TensorComp1,1.4974126378747528,ydhC_1,0.5400709666666667,-1.3602,3.7433,6h_SI1,6h,SI1,1h_st,1h,st,5.1035,1.4974126378747528,2841.0
N900_RS13970,TensorComp1,5.966392455073809,atpD,1.8269213333333334,-0.049386,4.0457,12h_SI7,12h,SI7,12h_st,12h,st,4.095086,5.966392455073809,210.0
N900_RS13985,TensorComp1,5.874154980149286,atpH,1.852862533333333,-0.063004,4.044,6h_SI9,6h,SI9,12h_st,12h,st,4.107004,5.874154980149286,277.0
N900_RS14005,TensorComp1,5.708320583428699,F0F1 ATP synthase subunit I,1.5145904899999998,-0.40903,3.6977,6h_SI9,6h,SI9,12h_st,12h,st,4.106730000000001,5.708320583428699,403.0
N900_RS14010,TensorComp1,3.893008529310089,parb,0.30547388333333336,-1.2964,3.6641,1h_SI1,1h,SI1,3h_st,3h,st,4.9605,3.893008529310089,1804.0
N900_RS14015,TensorComp1,4.1366334107786225,soj_2,0.43645506666666667,-1.4499,3.359,6h_ce,6h,ce,6h_SI3,6h,SI3,4.8088999999999995,4.1366334107786225,1642.0
N900_RS14020,TensorComp1,4.83202930079921,rsmG,0.8653707,-1.0019,5.144,6h_SI5,6h,SI5,3h_st,3h,st,6.1459,4.83202930079921,1138.0
N900_RS14025,TensorComp1,5.562015681068689,mnmG,0.914949145,-1.1281,3.4867,12h_SI7,12h,SI7,1h_co,1h,co,4.6148,5.562015681068689,534.0
N900_RS14040,TensorComp1,2.2513873385472127,N900_RS14040,1.121831533333333,-1.4421,5.3405,3h_SI7,3h,SI7,12h_SI1,12h,SI1,6.7825999999999995,2.2513873385472127,2593.0
N900_RS14045,TensorComp1,3.7556568104616814,N900_RS14045,1.3447848000000002,-0.72047,3.5925,1h_SI1,1h,SI1,12h_SI2,12h,SI2,4.31297,3.7556568104616814,1891.0
N900_RS14050,TensorComp1,2.2030556491525566,N900_RS14050,1.1295556666666668,-0.42688,4.652,1h_SI5,1h,SI5,3h_SI4,3h,SI4,5.07888,2.2030556491525566,2613.0
N900_RS14055,TensorComp1,3.1302353738482487,yeeN,-0.21328253333333333,-2.0037,3.8804,12h_SI6,12h,SI6,3h_SI1,3h,SI1,5.8841,3.1302353738482487,2219.0
N900_RS14060,TensorComp1,4.371349573584512,garR,0.83350775,-0.46205,4.0271,24h_SI6,24h,SI6,3h_SI2,3h,SI2,4.4891499999999995,4.371349573584512,1501.0
N900_RS14065,TensorComp1,4.69591710123721,pctC_2,0.8414530233333333,-0.45933,4.2575,3h_SI3,3h,SI3,3h_SI1,3h,SI1,4.71683,4.69591710123721,1257.0
N900_RS14070,TensorComp1,4.457068495416925,N900_RS14070,0.75824424,-0.59925,3.5981,24h_ce,24h,ce,12h_st,12h,st,4.19735,4.457068495416925,1439.0
N900_RS14075,TensorComp1,4.095227965136467,yibl,1.0080855,-1.1669,5.9055,6h_SI5,6h,SI5,1h_SI1,1h,SI1,7.0724,4.095227965136467,1663.0
N900_RS14080,TensorComp1,5.553541699297459,malT,0.2650877533333333,-1.1062,3.4638,1h_st,1h,st,3h_SI1,3h,SI1,4.57,5.553541699297459,541.0
N900_RS14085,TensorComp1,3.6682201973241217,glgP,0.6286433583333334,-1.4369,4.3218,1h_SI1,1h,SI1,12h_SI2,12h,SI2,5.758699999999999,3.6682201973241217,1940.0
N900_RS14090,TensorComp1,3.7793899242198976,malQ,0.04984814999999995,-2.6767,3.5834,3h_ce,3h,ce,3h_SI4,3h,SI4,6.2600999999999996,3.7793899242198976,1877.0
N900_RS14095,TensorComp1,6.4317801733764535,glgB,0.15731536666666665,-1.5922,3.868,12h_SI8,12h,SI8,12h_SI1,12h,SI1,5.4602,6.4317801733764535,30.0
N900_RS14100,TensorComp1,2.7987572370885823,hcp-2_D2,1.4068073783333332,-0.68918,5.9445,1h_ce,1h,ce,3h_SI1,3h,SI1,6.63368,2.7987572370885823,2373.0
N900_RS14105,TensorComp1,0.35737559994488133,tssI_3,0.7351923199999999,-0.7347,3.9088,12h_SI3,12h,SI3,6h_SI5,6h,SI5,4.6434999999999995,0.35737559994488133,3120.0
N900_RS14110,TensorComp1,2.0337877834586724,vasW,0.36201496666666666,-1.1282,3.8115,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.9397,2.0337877834586724,2672.0
N900_RS14115,TensorComp1,5.4795986494446804,vasX,1.2359959883333334,-0.1635,4.3322,6h_SI6,6h,SI6,3h_st,3h,st,4.4957,5.4795986494446804,601.0
N900_RS14120,TensorComp1,2.851216928705829,tsiV2,4.096882,0.11084,8.2591,1h_SI6,1h,SI6,3h_SI1,3h,SI1,8.14826,2.851216928705829,2353.0
N900_RS14125,TensorComp1,4.859720132052077,yecN,1.00577391,-0.30655,4.4348,12h_SI6,12h,SI6,12h_st,12h,st,4.74135,4.859720132052077,1114.0
N900_RS14130,TensorComp1,5.978713004759848,acyltransferase_2,1.3314903550000001,-0.2348,4.4552,1h_SI7,1h,SI7,6h_SI4,6h,SI4,4.6899999999999995,5.978713004759848,203.0
N900_RS14135,TensorComp1,3.9707667105878395,AEC family transporter_2,0.9350201166666668,-0.34522,4.4249,3h_SI4,3h,SI4,6h_SI4,6h,SI4,4.77012,3.9707667105878395,1754.0
N900_RS14140,TensorComp1,3.7115137508913696,nadC_2,1.1104935833333334,-0.50588,4.9344,1h_co,1h,co,1h_ce,1h,ce,5.4402800000000004,3.7115137508913696,1911.0
N900_RS14145,TensorComp1,4.759892870278259,VC_A0026_BLAST,0.04201380000000001,-1.2912,3.3699,3h_SI3,3h,SI3,1h_ce,1h,ce,4.661099999999999,4.759892870278259,1190.0
N900_RS14150,TensorComp1,3.0219167306740706,chiA,1.3953386833333332,-2.0236,6.5227,1h_SI9,1h,SI9,6h_SI2,6h,SI2,8.5463,3.0219167306740706,2270.0
N900_RS14155,TensorComp1,2.3591806180096353,N900_RS14155,1.2130304,-1.4635,5.5767,3h_SI9,3h,SI9,3h_SI4,3h,SI4,7.0402,2.3591806180096353,2547.0
N900_RS14160,TensorComp1,2.1370899927315588,allR,0.5613676083333332,-0.77726,3.9757,6h_SI4,6h,SI4,1h_st,1h,st,4.75296,2.1370899927315588,2639.0
N900_RS14165,TensorComp1,5.586628700080118,arginase,1.130003333333333,-0.44062,4.7192,6h_st,6h,st,3h_st,3h,st,5.15982,5.586628700080118,506.0
N900_RS14170,TensorComp1,5.184554181176503,methyl-accepting chemotaxis protein_28,1.5216250500000001,-0.26404,5.5516,3h_SI5,3h,SI5,6h_SI2,6h,SI2,5.815639999999999,5.184554181176503,866.0
N900_RS14175,TensorComp1,5.752562577030739,N900_RS14175,1.3930639833333334,-1.0548,4.3846,1h_SI6,1h,SI6,6h_st,6h,st,5.4394,5.752562577030739,372.0
N900_RS14180,TensorComp1,3.808393537151841,PhoX family phosphatase,0.8199696833333333,-1.3546,3.0712,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.425800000000001,3.808393537151841,1857.0
N900_RS14185,TensorComp1,5.786808387250166,N900_RS14185,1.4348491833333332,-0.4149,4.1307,1h_SI9,1h,SI9,6h_SI4,6h,SI4,4.5456,5.786808387250166,339.0
