,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6
CPVAE1,1.0,0.7622043880710818,-0.43049010658238634,0.5435628297297227,-0.6795377741202525,0.3219846732884528
CPVAE2,0.7622043880710818,1.0,-0.12117567527704978,-0.024521994690321184,-0.39187711856996393,0.7254807374238306
CPVAE3,-0.4304901065823864,-0.12117567527704978,1.0,-0.383180310355328,0.18446499949527173,-0.2728986461868964
CPVAE4,0.5435628297297227,-0.024521994690321184,-0.383180310355328,0.9999999999999999,-0.7643126115235477,-0.3111261410587195
CPVAE5,-0.6795377741202525,-0.39187711856996393,0.1844649994952717,-0.7643126115235477,0.9999999999999999,0.01818423867188314
CPVAE6,0.32198467328845276,0.7254807374238306,-0.2728986461868964,-0.3111261410587195,0.01818423867188314,1.0
