Gene,PCA_MSE,CP_MSE,VAE_MSE,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS00960,0.7151639079331883,0.6694418229123682,0.6102265382321914,nfua,-1.3659276666666662,-3.6879,0.95215,12h_ce,12h,ce,6h_SI1,6h,SI1,4.6400500000000005
N900_RS00970,0.7007515604750094,0.6736402484880438,0.7142429522230616,bioH,-0.5623147283333334,-2.94,3.8849,12h_SI8,12h,SI8,6h_SI2,6h,SI2,6.8248999999999995
N900_RS00975,0.4130037501063926,0.4245671142355504,0.3504004442813851,N900_RS00975,0.98581255,-0.3205,4.1587,12h_st,12h,st,3h_SI3,3h,SI3,4.4792
N900_RS00980,0.2178573492631079,0.3166199371945388,0.21714537429786276,yhgF,1.3155077999999998,-0.32711,4.873,3h_co,3h,co,3h_st,3h,st,5.2001100000000005
N900_RS00985,0.43744009679968454,0.47312768489358964,0.370161714709216,greB,1.3064548999999999,0.031384,4.8293,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.797916
N900_RS00990,0.3014355229385383,0.28289637335621554,0.29242929244404764,ompR,1.5554377499999998,-0.15497,4.418,1h_SI4,1h,SI4,3h_SI4,3h,SI4,4.57297
N900_RS00995,0.21539310348521612,0.2870001007950357,0.18736146877134868,envZ,1.1194395499999998,-0.43255,3.3601,6h_st,6h,st,3h_SI3,3h,SI3,3.79265
N900_RS01000,0.40169954787501094,0.4349616798423767,0.3782440699478144,xanP_BLAST,1.540607833333333,0.29104,4.2086,3h_st,3h,st,3h_SI2,3h,SI2,3.9175599999999995
N900_RS01005,0.42464819378941937,0.4691204122555241,0.400575368658243,recG,0.9813041833333335,-0.74057,4.7796,6h_SI2,6h,SI2,12h_SI2,12h,SI2,5.52017
N900_RS01015,0.8248686395546988,0.7629744013156756,0.7934118101938109,rpoZ,1.6308918333333335,-0.04551,5.209,3h_ce,3h,ce,3h_SI5,3h,SI5,5.25451
N900_RS01025,0.6164526653774375,0.6287745633571833,0.6167859696136234,yhhQ,1.2226435700000002,-0.51245,4.5734,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.085850000000001
N900_RS01030,0.3210221495119573,0.33620732148133514,0.2579782074105223,actP,1.3509199833333332,-0.067191,3.7989,3h_ce,3h,ce,6h_st,6h,st,3.866091
N900_RS01035,0.8964328394641821,0.8497124021114525,0.8928640544753904,N900_RS01035,0.4485096366666666,-1.6395,3.4016,6h_SI3,6h,SI3,6h_SI4,6h,SI4,5.0411
N900_RS01040,0.16501557016618332,0.19330212169328126,0.20145086385911604,nhaP2,1.139512368333333,-0.49865,3.465,6h_st,6h,st,6h_SI4,6h,SI4,3.96365
N900_RS01045,0.6163135640743841,0.7344146442168245,0.5642002477038919,narL,1.3651410000000006,-1.2863,4.9004,1h_SI9,1h,SI9,3h_SI5,3h,SI5,6.1867
N900_RS01050,0.5532463399285726,0.5103575682997462,0.5497036181591067,dsbd,0.6178930349999999,-1.6209,4.5477,24h_SI5,24h,SI5,3h_SI4,3h,SI4,6.1686
N900_RS01065,0.5735023004944331,0.6049818532156804,0.5997114599042214,dcuA,1.1497961333333333,-1.2017,5.2623,6h_SI5,6h,SI5,6h_SI3,6h,SI3,6.4639999999999995
N900_RS01070,0.97933939083054,0.8824297670172243,1.0295816407885792,aspA,-0.3583605450000001,-3.2603,2.2554,6h_co,6h,co,6h_SI1,6h,SI1,5.5157
N900_RS01075,0.6163707586046842,0.62022034385922,0.5509593196800888,N900_RS01075,0.8340658133333334,-0.7754,3.6524,6h_SI1,6h,SI1,6h_st,6h,st,4.4278
N900_RS01080,0.5887122713190112,0.6158586573298243,0.6722683671316185,fxsA,1.4557199833333334,-0.64076,4.3479,1h_ce,1h,ce,3h_SI3,3h,SI3,4.98866
N900_RS01085,0.5860659640955065,0.5135649622348626,0.6108728145045521,trmL,1.53203315,0.063819,4.7439,3h_SI5,3h,SI5,3h_SI2,3h,SI2,4.680081
N900_RS01090,0.588411662765758,0.5401481717411959,0.6041649908840284,superoxide dismutase,0.7178741116666667,-0.77886,3.6767,12h_SI1,12h,SI1,1h_ce,1h,ce,4.45556
N900_RS01095,0.5465008968866149,0.5119980799910452,0.5139136907481474,cpxA,0.2404347733333333,-1.3497,2.8731,6h_st,6h,st,1h_SI1,1h,SI1,4.222799999999999
N900_RS01100,0.845796670005562,0.879255700166145,0.772238777806168,cpxR,0.2803164166666667,-1.7866,3.3916,12h_SI2,12h,SI2,3h_SI1,3h,SI1,5.1782
N900_RS01105,0.28634420511071973,0.3533776779710191,0.223510389287386,cpxp,1.6984868333333332,0.20187,5.296,1h_SI8,1h,SI8,3h_st,3h,st,5.09413
N900_RS01110,0.3098693468567357,0.31217644458395205,0.28050269666520156,fieF,0.7046117333333334,-0.79582,3.121,3h_st,3h,st,3h_SI4,3h,SI4,3.91682
N900_RS01115,0.2405998020208355,0.17225491588938494,0.16892257885854284,pfkA,2.268976666666666,0.11509,10.534,12h_SI6,12h,SI6,12h_st,12h,st,10.41891
N900_RS01120,0.5609791863105363,0.40758268350155885,0.396354559062244,glpX,0.9094033816666666,-0.39211,4.2111,6h_st,6h,st,3h_st,3h,st,4.60321
N900_RS01125,0.8537110306558543,0.78888045637883,0.9066749187960912,zapB,-0.41199565,-2.2644,3.0583,6h_SI9,6h,SI9,3h_SI3,3h,SI3,5.3227
N900_RS01130,0.46051947350702066,0.43075750174395894,0.3398769065037465,metF,0.9449273566666668,-0.58923,5.5767,1h_st,1h,st,6h_st,6h,st,6.1659299999999995
N900_RS01135,0.24219095612544594,0.24113628198767645,0.20925065594474604,metL,1.2615714999999998,-0.06249,3.2244,3h_ce,3h,ce,1h_ce,1h,ce,3.28689
N900_RS01140,0.6721811723366636,0.6619190043335136,0.647924863726639,metB,0.5978118666666667,-0.9966,3.5194,6h_SI2,6h,SI2,3h_st,3h,st,4.516
N900_RS01145,0.8836392461367277,0.8887256416225037,0.7436934316904861,metJ,1.2044465833333333,-2.2597,6.1641,12h_SI8,12h,SI8,6h_SI4,6h,SI4,8.4238
N900_RS01150,0.3667603137689027,0.4146537271786081,0.367108875291145,maeB,1.4276850666666665,-0.19026,5.0015,6h_SI1,6h,SI1,1h_ce,1h,ce,5.19176
N900_RS01155,0.13911634141534196,0.15014889561181882,0.017416853256819218,rpmE,1.1410749000000002,-0.78876,3.3251,6h_SI9,6h,SI9,12h_st,12h,st,4.11386
N900_RS01165,0.29935438432575995,0.2434214820523851,0.2559841245826281,cytR,1.2062650966666666,-0.61034,4.0942,1h_SI9,1h,SI9,3h_SI9,3h,SI9,4.70454
N900_RS01175,0.43949487861875264,0.46425864194272726,0.4841467851664846,hslV,1.3820201166666666,-0.065906,4.9458,1h_SI7,1h,SI7,3h_SI3,3h,SI3,5.011706
N900_RS01180,0.6067105016097083,0.6367914063007919,0.5604759518150038,hslU,0.4620350833333333,-1.1661,3.2565,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.4226
N900_RS01185,0.22660565797353135,0.17498145421926867,0.25804340517340413,menA,2.154915,-0.73883,5.2524,1h_SI5,1h,SI5,3h_st,3h,st,5.99123
N900_RS01190,0.4535496281766029,0.48084548415637707,0.49090905459706513,rraA,1.1823383666666665,-0.34668,3.5693,6h_st,6h,st,3h_SI6,3h,SI6,3.9159800000000002
N900_RS01195,0.5327239510048073,0.6477897540455374,0.5746092783553043,norM_1,0.6347305333333334,-0.64557,3.7499,24h_SI3,24h,SI3,12h_SI1,12h,SI1,4.3954699999999995
N900_RS01200,0.1761285854443256,0.19801236553532722,0.08323410974454724,tpiA,1.5451854000000003,-0.37273,3.5903,12h_ce,12h,ce,12h_st,12h,st,3.96303
N900_RS01205,0.4032274124953363,0.41677121513165777,0.411169988401891,5-carboxymethyl-2-hydroxymuconate Delta-isomerase,0.9432351833333333,-0.30939,3.8912,1h_st,1h,st,3h_SI1,3h,SI1,4.20059
N900_RS01210,0.5875591064084864,0.6312922107257248,0.5780645072613471,N900_RS01210,1.2921297166666668,-0.2177,5.089,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.3067
N900_RS01215,0.1815064239334054,0.21590246175694022,0.18135106047460844,N900_RS01215,1.5249075,-0.67812,4.9795,1h_ce,1h,ce,3h_SI5,3h,SI5,5.65762
N900_RS01220,0.5097709317031861,0.6398997763386396,0.4622489471117649,transcriptional regulator_1,1.3818629166666667,-0.27229,5.7235,3h_SI9,3h,SI9,3h_st,3h,st,5.9957899999999995
N900_RS01235,0.41466196362671887,0.5714525028736849,0.45265865902265107,N900_RS01235,0.6819741,-0.69568,4.122,12h_st,12h,st,3h_SI1,3h,SI1,4.81768
N900_RS01240,0.6284433008565675,0.7188164080387534,0.5420389628224579,epmB,0.4452101,-2.6499,3.3108,6h_SI7,6h,SI7,1h_co,1h,co,5.9607
N900_RS01245,0.6834769388321275,0.6910780296855624,0.5223373858484364,efp,-0.27422691666666665,-2.8885,3.1408,6h_SI7,6h,SI7,3h_SI9,3h,SI9,6.0293
N900_RS01250,0.7999162179369839,0.6925384695345639,0.8567289724942823,frdD,1.46398275,-0.63528,5.7864,1h_SI5,1h,SI5,3h_SI1,3h,SI1,6.42168
N900_RS01255,0.5854780205873915,0.5938065970182406,0.6828098714132006,frdC,1.4661603333333335,-0.48517,4.017,1h_SI3,1h,SI3,6h_ce,6h,ce,4.5021700000000004
N900_RS01260,0.649171020255876,0.5403415217962055,0.7014621107020717,frdB,1.9510957833333333,-1.3096,4.5376,1h_SI5,1h,SI5,3h_SI7,3h,SI7,5.847200000000001
N900_RS01265,0.6181785844459733,0.4666016962403637,0.5812713808320714,frdA,1.546157416666667,-0.69802,4.5877,1h_SI5,1h,SI5,3h_SI4,3h,SI4,5.2857199999999995
N900_RS01270,0.620748506257462,0.6530312003425122,0.5567751734170641,epmA,-0.8947543666666667,-3.5814,1.5267,12h_SI8,12h,SI8,3h_SI9,3h,SI9,5.1081
N900_RS01275,0.780210558552463,0.7370686541039146,0.7866885049210693,yibN,-0.10389638333333337,-2.6806,4.391,24h_SI5,24h,SI5,6h_ce,6h,ce,7.0716
N900_RS01280,0.6663913664112093,0.6645777200849905,0.6729937561794406,secB,-0.13036073833333334,-1.5787,3.3881,6h_SI4,6h,SI4,6h_SI3,6h,SI3,4.9668
N900_RS01285,0.13916445850936704,0.14695013726042147,0.019815228262901618,gpsA,0.8306441166666667,-1.063,3.039,12h_SI7,12h,SI7,12h_st,12h,st,4.102
N900_RS01290,0.19254100458620566,0.18569060125208753,0.10938222996695181,cysE,1.9786214666666666,-0.060292,6.2797,6h_SI9,6h,SI9,12h_SI1,12h,SI1,6.339992
N900_RS01295,0.40586367969829257,0.4566675812026232,0.3236581526852265,PadR family transcriptional regulator,-1.0386439,-4.3031,4.736,12h_SI7,12h,SI7,6h_st,6h,st,9.0391
N900_RS01300,0.4039816417567223,0.3886543125829258,0.3007617631052073,ppc,1.1711993333333335,-0.36707,4.2879,3h_SI3,3h,SI3,3h_st,3h,st,4.65497
N900_RS01305,0.47915528064227275,0.3390466870970119,0.3916388206350288,argE,1.6609314499999999,0.056167,5.2321,24h_SI9,24h,SI9,1h_SI1,1h,SI1,5.175933
N900_RS01310,0.2651705693124757,0.19225469855856703,0.2603238046035067,argC,0.7060048716666666,-0.93551,3.0984,3h_st,3h,st,6h_SI3,6h,SI3,4.03391
N900_RS01315,0.24103055636888673,0.32689697865157125,0.24491796396280568,argB,1.4612119833333337,-0.018999,5.2771,6h_st,6h,st,3h_SI1,3h,SI1,5.296099
N900_RS01320,0.6337359977616764,0.588158836998121,0.6617811988785501,argG,-0.29624398333333335,-2.1968,3.8365,12h_SI1,12h,SI1,6h_ce,6h,ce,6.0333000000000006
N900_RS01325,0.9414126901545713,0.9165649369561443,0.9122294813853717,argH,0.16767774833333335,-1.637,6.1234,24h_SI1,24h,SI1,3h_SI1,3h,SI1,7.760400000000001
N900_RS01330,0.990795632431041,0.9376012216451465,0.9195364753770673,N900_RS01330,0.6613357058333332,-1.4016,3.192,12h_SI8,12h,SI8,1h_co,1h,co,4.5936
N900_RS01335,0.3372518362916048,0.3049617594817691,0.2768475026128623,lpd,1.1815606333333335,-0.11837,4.3782,1h_SI5,1h,SI5,6h_SI2,6h,SI2,4.496569999999999
N900_RS01340,0.3989417869233158,0.3677732359433223,0.3945393042678418,glutathione peroxidase,1.0858882633333335,-0.40625,4.3226,6h_st,6h,st,3h_SI5,3h,SI5,4.72885
N900_RS01345,0.5721083993383115,0.5599606738242776,0.6254866922838698,oxyR,1.9078638333333335,0.25175,4.7487,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.49695
N900_RS01355,0.2179159865092557,0.24149644862337655,0.23846664971362574,pilM,1.5490316016666668,-0.097333,4.7508,6h_ce,6h,ce,3h_st,3h,st,4.848133
N900_RS01360,0.2337367459646901,0.22958523542543954,0.21076962719888373,pilus assembly protein PilN,1.1552278166666663,-0.41744,3.5303,1h_st,1h,st,6h_SI2,6h,SI2,3.94774
N900_RS01370,0.6916275917351117,0.6976058827411671,0.6812608049421429,PilP,1.2034335666666667,-0.52898,5.2909,6h_SI2,6h,SI2,3h_SI5,3h,SI5,5.8198799999999995
N900_RS01375,0.5439404938513787,0.5347456427369561,0.5308738088944226,fimbrial assembly protein,0.6893013833333335,-0.6847,3.9846,24h_st,24h,st,6h_SI3,6h,SI3,4.6693
N900_RS01380,0.3369630519457894,0.31456924220714305,0.2979058264236886,aroK,-0.6449199316666665,-3.2323,1.9277,12h_SI7,12h,SI7,1h_co,1h,co,5.16
N900_RS01385,0.549491200601437,0.5010095464481481,0.5235400037564828,aroB,-0.1931404333333333,-1.8431,3.6411,24h_SI8,24h,SI8,3h_SI2,3h,SI2,5.4841999999999995
N900_RS01390,0.5567207851491482,0.5885648470447667,0.6456793912045729,damX_1,0.6265573398333334,-0.64991,3.6435,6h_SI5,6h,SI5,1h_SI1,1h,SI1,4.29341
N900_RS01400,0.22937492980290666,0.25689353643191837,0.10657637175022493,ribulose-phosphate 3-epimerase,-0.11540333333333334,-2.2683,1.8892,12h_SI7,12h,SI7,6h_st,6h,st,4.1575
N900_RS01405,0.24139976606532432,0.2664246318649709,0.23735174439639348,gph,0.8096558,-0.85937,3.4672,12h_st,12h,st,6h_SI1,6h,SI1,4.32657
N900_RS01415,0.5138464117519812,0.5518178368450553,0.48616404324764023,ABC transporter substrate-binding protein_8,0.6515329,-0.98091,3.2782,3h_SI1,3h,SI1,6h_ce,6h,ce,4.25911
N900_RS01420,0.4094134550464382,0.44155775937594943,0.39622250726062763,xds_1,1.4499489833333332,-0.095118,4.6483,12h_st,12h,st,3h_SI1,3h,SI1,4.743418
N900_RS01425,0.7083534069517127,0.7748397258318644,0.7083695815052845,rimO,-0.1429793083333334,-1.6929,2.9461,6h_SI2,6h,SI2,6h_SI1,6h,SI1,4.639
N900_RS01430,0.547384542837031,0.483578448232376,0.4877833101973673,trpG_1,0.8003583166666667,-0.49309,3.3509,6h_st,6h,st,3h_SI3,3h,SI3,3.8439900000000002
N900_RS01435,0.5014670293980975,0.4995894865301554,0.5025224634738669,aruC,0.4680254133333333,-1.8054,3.8989,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.7043
N900_RS01440,0.23026404679301318,0.2687719049497402,0.16980990077001698,astA,1.3540975966666668,-0.0155,3.6926,1h_SI8,1h,SI8,3h_st,3h,st,3.7081
N900_RS01445,0.3984622165283667,0.4194420593636746,0.3493186016983797,astD,0.6391946166666665,-0.90441,3.2763,3h_SI8,3h,SI8,6h_ce,6h,ce,4.18071
N900_RS01450,0.9762416818029772,0.8356872209331184,1.0094840973408765,N900_RS01450,0.2730950993333333,-1.0232,3.4661,6h_ce,6h,ce,24h_SI1,24h,SI1,4.4893
N900_RS01455,0.21457455271550435,0.24272475594398993,0.13609051421623664,crp,2.0031703333333333,-0.060826,4.0342,12h_SI7,12h,SI7,12h_st,12h,st,4.095026
N900_RS01460,0.33245643274860204,0.3841524616466565,0.3231674133607177,cfxP,0.4226522921666666,-0.85141,4.3948,12h_co,12h,co,3h_SI5,3h,SI5,5.24621
N900_RS01465,0.8187067690548443,0.6854436545399645,0.7576357499838753,VC_2612_BLAST,1.404655783333333,-0.44854,5.4891,1h_ce,1h,ce,1h_st,1h,st,5.93764
N900_RS01470,0.5709820904330453,0.6722501381249292,0.4807573907043742,hydrolase,-0.142223,-1.5155,2.7689,24h_st,24h,st,3h_SI3,3h,SI3,4.2844
N900_RS01475,0.7988883581050291,0.7884403833925482,0.7815905741585814,N900_RS01475,0.205147665,-1.6491,3.5838,3h_SI8,3h,SI8,1h_st,1h,st,5.2329
N900_RS01480,0.5847339817282086,0.6332496352808732,0.571775758174361,yheS,1.0682956833333335,-0.69079,4.6208,6h_SI7,6h,SI7,12h_SI2,12h,SI2,5.31159
N900_RS01485,0.27823526418487354,0.31167975994001296,0.246765294879401,kefG,1.690265,-0.37017,4.6892,1h_ce,1h,ce,6h_SI4,6h,SI4,5.0593699999999995
N900_RS01490,0.6260153111113864,0.6649470719577691,0.6177939391438859,kefB,0.38382953966666666,-1.0072,3.742,3h_SI2,3h,SI2,1h_ce,1h,ce,4.7492
N900_RS01495,0.7393492283675851,0.7194349747200738,0.8052184861244298,metal-binding protein,0.9276407550000001,-2.0213,4.1724,6h_SI6,6h,SI6,12h_SI2,12h,SI2,6.1937
N900_RS01500,0.5737705406931046,0.49206872088374565,0.6053554769782087,slyD,1.5740337166666665,-0.57385,5.563,1h_SI2,1h,SI2,1h_st,1h,st,6.13685
N900_RS01505,0.3095749029900119,0.2712310557067292,0.2471700728393113,iaaA,0.9606517411666666,-0.39422,4.0355,3h_SI9,3h,SI9,3h_st,3h,st,4.42972
N900_RS01515,0.5861012284490775,0.5339717839763048,0.541420460060257,motX_BLAST,-1.1445433166666668,-3.4328,2.4798,24h_SI1,24h,SI1,3h_SI7,3h,SI7,5.912599999999999
N900_RS01520,0.2559151560671171,0.3226764250679361,0.26081577240342907,N900_RS01520,1.2998625183333332,-0.084017,3.9514,3h_st,3h,st,12h_SI1,12h,SI1,4.035417
N900_RS01525,0.2049779092324609,0.19994468587570294,0.20178525008462866,rnr,1.1761258999999997,-0.88717,5.649,1h_SI7,1h,SI7,3h_SI5,3h,SI5,6.53617
N900_RS01530,0.9229861317917524,0.7457397211066094,0.9725349178732025,rlmB,0.39274771666666664,-2.1073,5.1136,24h_st,24h,st,3h_SI3,3h,SI3,7.2209
N900_RS01675,0.7053627679391993,0.6130976997204607,0.7200112677703451,N900_RS01675,0.5745979616666667,-1.1414,4.2335,6h_SI1,6h,SI1,6h_st,6h,st,5.3749
N900_RS01680,0.7555507699621954,0.7746492989585133,0.8073169806016127,fklB,0.3204985916666666,-1.7713,3.0453,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.8166
N900_RS01685,0.7369197743235433,0.6601312569880621,0.7311500624638768,LysM,0.5728361166666667,-1.5682,3.3574,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.9256
N900_RS01690,0.7478829105606228,0.8272618060082658,0.6302512928576681,eamA_6,0.1730033466666667,-1.6463,2.727,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.3733
N900_RS01695,0.54490969902801,0.5233969039201758,0.5302177194844307,elaA,1.659048833333333,-0.22072,4.8627,3h_SI2,3h,SI2,6h_ce,6h,ce,5.08342
N900_RS01700,0.6605502146241815,0.5318367242138067,0.5941731851941996,dbpA,0.3822100499999999,-1.1716,3.6947,6h_st,6h,st,6h_ce,6h,ce,4.8663
N900_RS01705,0.801399674145789,0.7907576192994229,0.7852908914090807,Crp/Fnr family transcriptional regulator_1,-0.24528708300000002,-1.8673,2.8387,12h_SI1,12h,SI1,3h_SI2,3h,SI2,4.7059999999999995
N900_RS01710,0.5884222368433837,0.5569376978783095,0.5622663855687993,cpdB,0.8495862500000001,-0.86833,4.8285,6h_SI3,6h,SI3,12h_SI1,12h,SI1,5.69683
N900_RS01715,0.4640499761702355,0.4218918050271631,0.37516547062369343,cobA,0.93742956,-1.1059,4.125,3h_ce,3h,ce,6h_SI3,6h,SI3,5.2309
N900_RS01720,0.7678131866340013,0.6798915513393544,0.748812459085276,cysD,0.9076814383333335,-0.74315,4.4163,6h_SI1,6h,SI1,6h_st,6h,st,5.15945
N900_RS01725,0.33772063188627044,0.32963488996041007,0.406030221206569,cysN,1.5308276666666667,-0.024636,4.246,3h_SI4,3h,SI4,6h_SI1,6h,SI1,4.2706360000000005
N900_RS01730,0.8504650929199998,0.9028008554885526,0.7478689765791825,cysC,0.18312529499999994,-1.9734,3.2996,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.273
N900_RS01735,0.5638309388967851,0.6154084177376448,0.568211268941648,N900_RS01735,1.3290745333333334,-0.40895,5.3761,1h_co,1h,co,12h_SI1,12h,SI1,5.78505
N900_RS01740,0.901007657965047,0.9190423955332694,0.9314749697475092,N900_RS01740,-0.12270337666666667,-1.6046,2.5168,12h_SI2,12h,SI2,24h_SI2,24h,SI2,4.1213999999999995
N900_RS01745,0.7163285857245878,0.6638710978804572,0.6236793884356984,ABC transporter permease_2,1.6455948333333337,-0.26204,5.1766,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.4386399999999995
N900_RS01750,0.6879274175855099,0.7296396576214944,0.6465532665672711,yknY_1,1.3082669249999996,-0.3633,4.4329,12h_SI2,12h,SI2,6h_SI2,6h,SI2,4.7962
N900_RS01755,0.9602319714796506,0.9393453597242325,0.8418182160296116,N900_RS01755,1.1477850333333335,-1.2466,5.2535,3h_SI6,3h,SI6,6h_SI2,6h,SI2,6.5001
N900_RS01760,0.6263260714951789,0.5593154552499802,0.5843991312482185,N900_RS01760,1.2136865099999998,-1.0402,4.1842,6h_SI2,6h,SI2,3h_SI3,3h,SI3,5.224399999999999
N900_RS01765,0.5766435009851061,0.6876242273074242,0.6048621607902892,ytfj,0.5881292899999998,-0.62353,3.5889,3h_co,3h,co,6h_ce,6h,ce,4.21243
N900_RS01770,0.5874370851559151,0.6738316340050504,0.6171499593181189,msrA,0.9963558616666666,-0.73513,4.4062,12h_SI1,12h,SI1,3h_st,3h,st,5.14133
N900_RS01775,0.5743132803633827,0.6051638153761639,0.564713931994571,outer membrane protein assembly factor,-0.16344024166666665,-1.7044,3.2661,6h_SI2,6h,SI2,6h_SI4,6h,SI4,4.9704999999999995
N900_RS01780,0.5824915361561,0.5709295687330012,0.5308313278174255,tamb,0.0008717000000000086,-1.6244,2.611,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.2354
N900_RS01785,0.28823835089242134,0.28689657152771936,0.29304016274345707,ytfP,1.279173,-0.61645,4.9111,12h_st,12h,st,3h_SI1,3h,SI1,5.527550000000001
N900_RS01795,0.709410393171487,0.8498062736437516,0.6913380111687414,fbp,0.7153675499999999,-1.0405,4.9842,1h_SI3,1h,SI3,6h_st,6h,st,6.0247
N900_RS01800,0.8622137832529978,0.9695399241161085,0.7377587055923043,N900_RS01800,1.1475936666666666,-1.102,5.005,6h_ce,6h,ce,12h_SI2,12h,SI2,6.107
N900_RS01805,0.6748179698452411,0.7942968438526193,0.4801657704674388,mpl,0.5697061999999999,-0.79351,3.3147,12h_SI8,12h,SI8,12h_SI1,12h,SI1,4.108210000000001
N900_RS01815,0.4572282216680069,0.5139290536502451,0.4713750796262989,thiB,0.2382867166666666,-1.4292,4.6277,3h_SI4,3h,SI4,3h_st,3h,st,6.0569
N900_RS01820,0.4224247953002203,0.2951551636511093,0.3659749194420684,thiP,0.40782968666666675,-1.1774,3.6386,3h_ce,3h,ce,12h_SI2,12h,SI2,4.816
N900_RS01825,0.6205924164953167,0.6137642664904338,0.5503462670312197,thiQ,0.07086765,-1.6095,4.3423,6h_SI6,6h,SI6,6h_st,6h,st,5.9517999999999995
N900_RS01830,0.5874374393092406,0.6837812362628716,0.5648765536520426,darP,1.1473737,-1.5726,7.2863,6h_SI6,6h,SI6,12h_SI3,12h,SI3,8.8589
N900_RS01835,0.6895381516301863,0.7218812833345005,0.6127217133947667,pmbA,1.4174213883333335,-0.17424,5.1283,3h_SI4,3h,SI4,6h_ce,6h,ce,5.3025400000000005
N900_RS01840,0.5141197912311941,0.45152273676686855,0.3836702314121217,mgtE_1,2.059952,0.52181,5.6155,3h_SI5,3h,SI5,6h_st,6h,st,5.09369
N900_RS01845,0.2998877821726834,0.3756750201757064,0.33414445092540335,ptsO,1.2661607356666666,-0.36098,5.179,1h_SI5,1h,SI5,1h_st,1h,st,5.53998
N900_RS01850,0.8180526524211377,0.6782328070637289,0.7746431038787853,rapZ,1.0061030050000002,-0.9278,5.1428,3h_ce,3h,ce,3h_SI1,3h,SI1,6.070600000000001
N900_RS01855,0.5381998049646068,0.5816632352278092,0.5569971122767718,ptsN,1.7225652000000002,-0.22748,6.7157,1h_SI9,1h,SI9,3h_SI3,3h,SI3,6.94318
N900_RS01860,0.30743245744030023,0.3616873891661673,0.25568875269840663,hpf,0.93839135,-1.1183,4.0473,3h_SI9,3h,SI9,3h_SI5,3h,SI5,5.1655999999999995
N900_RS01865,0.3231055708980576,0.44482140938182063,0.29531388498732486,rpoN,-1.1769380166666665,-4.423,2.6889,12h_SI8,12h,SI8,1h_co,1h,co,7.1119
N900_RS01885,0.8265504012115329,0.689469833374643,0.7552557419185805,kdsC,-0.13604569999999996,-1.6525,4.1551,3h_ce,3h,ce,6h_st,6h,st,5.8076
N900_RS01895,0.7776405340866878,0.6925173980827186,0.8843772419067822,calcium/sodium antiporter,0.15401554966666667,-2.1356,3.1319,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.2675
N900_RS01900,0.7820973411899371,0.7355740956218626,0.738658066951819,N900_RS01900,0.24226955000000003,-1.1003,4.18,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.2802999999999995
N900_RS01905,0.7916066537151464,0.7441560562277264,0.6604474254708147,mlaF,1.3809361333333332,-0.067528,4.254,1h_SI5,1h,SI5,12h_SI2,12h,SI2,4.321528
N900_RS01910,0.7161336854696642,0.7798972905419085,0.6962747747283183,mlaE,1.182384416666667,-2.5822,5.7088,1h_SI4,1h,SI4,12h_SI3,12h,SI3,8.291
N900_RS01915,0.5651554181089068,0.4168936693746479,0.6091320852745958,mlaD,1.4501510999999998,-0.70372,4.4196,1h_SI2,1h,SI2,6h_SI2,6h,SI2,5.12332
N900_RS01920,0.4994391798818557,0.5210632286909657,0.5152247940248718,mlaC,1.1013689166666665,-1.3332,4.6713,1h_SI2,1h,SI2,6h_SI1,6h,SI1,6.004499999999999
N900_RS01925,0.7947704007374661,0.7195204091876976,0.7744983488245395,"anti-sigma B factor antagonist, putative",1.1570719833333334,-1.6651,4.988,1h_SI2,1h,SI2,6h_ce,6h,ce,6.6531
N900_RS01930,0.7500668080746604,0.651411229589441,0.653598120423122,ibaG,0.7019225083333331,-1.4005,5.089,6h_co,6h,co,3h_st,3h,st,6.4895000000000005
N900_RS01945,0.708243485688083,0.713168365197483,0.688338769308875,rida,-0.6163273966666666,-3.6314,5.0076,6h_SI8,6h,SI8,6h_SI2,6h,SI2,8.639
