Gene,Gene_label,Model,Time,Space,Raw_fitness
N900_RS02850,ypeA_2,VAE,6h,co,0.1895983134342798
N900_RS02850,ypeA_2,VAE,12h,st,0.0376270516667199
N900_RS02850,ypeA_2,VAE,12h,SI1,0.2807216550655729
N900_RS02850,ypeA_2,VAE,12h,SI2,0.3855119510843572
N900_RS02850,ypeA_2,VAE,12h,SI3,0.3943028834413243
N900_RS02850,ypeA_2,VAE,12h,SI4,0.0448483592984438
N900_RS02850,ypeA_2,VAE,12h,SI5,0.0186435954393686
N900_RS02850,ypeA_2,VAE,12h,SI6,-0.1431342458647952
N900_RS02850,ypeA_2,VAE,12h,SI7,-0.0738351942395658
N900_RS02850,ypeA_2,VAE,12h,SI8,0.0396208757023257
N900_RS02850,ypeA_2,VAE,12h,SI9,-0.1091317859662722
N900_RS02850,ypeA_2,VAE,12h,ce,0.1300704018883532
N900_RS02850,ypeA_2,VAE,12h,co,0.0108682137539259
N900_RS02850,ypeA_2,VAE,24h,st,0.0885652670542004
N900_RS02850,ypeA_2,VAE,24h,SI1,0.0437435512108986
N900_RS02850,ypeA_2,VAE,24h,SI2,-0.0176979357771119
N900_RS02850,ypeA_2,VAE,24h,SI3,0.0009734635665677
N900_RS02850,ypeA_2,VAE,24h,SI4,-0.0750426533907407
N900_RS02850,ypeA_2,VAE,24h,SI5,-0.1406556489922343
N900_RS02850,ypeA_2,VAE,24h,SI6,-0.1273685463394229
N900_RS02850,ypeA_2,VAE,24h,SI7,-0.0922591803509097
N900_RS02850,ypeA_2,VAE,24h,SI8,-0.0968829595474696
N900_RS02850,ypeA_2,VAE,24h,SI9,-0.1014616065154324
N900_RS02850,ypeA_2,VAE,24h,ce,-0.0317751461507162
N900_RS02850,ypeA_2,VAE,24h,co,-0.0410622812619588
N900_RS02850,ypeA_2,CPVAE,1h,st,-1.6321014181656013
N900_RS02850,ypeA_2,CPVAE,1h,SI1,-0.3559886112696248
N900_RS02850,ypeA_2,CPVAE,1h,SI2,-0.2645847205553794
N900_RS02850,ypeA_2,CPVAE,1h,SI3,-0.1138566385286232
N900_RS02850,ypeA_2,CPVAE,1h,SI4,-0.4071954800661945
N900_RS02850,ypeA_2,CPVAE,1h,SI5,-0.4075488843820524
N900_RS02850,ypeA_2,CPVAE,1h,SI6,-0.2508209181790213
N900_RS02850,ypeA_2,CPVAE,1h,SI7,-0.2075811884913688
N900_RS02850,ypeA_2,CPVAE,1h,SI8,-0.1051309624397058
N900_RS02850,ypeA_2,CPVAE,1h,SI9,0.1444244478805821
N900_RS02850,ypeA_2,CPVAE,1h,ce,1.4645785221023244
N900_RS02850,ypeA_2,CPVAE,1h,co,1.1033717183673175
N900_RS02850,ypeA_2,CPVAE,3h,st,-0.0158187969471604
N900_RS02850,ypeA_2,CPVAE,3h,SI1,0.3555156184625816
N900_RS02850,ypeA_2,CPVAE,3h,SI2,-0.356598878220831
N900_RS02850,ypeA_2,CPVAE,3h,SI3,0.3850340093433632
N900_RS02850,ypeA_2,CPVAE,3h,SI4,2.208855933356451
N900_RS02850,ypeA_2,CPVAE,3h,SI5,1.3222997169303694
N900_RS02850,ypeA_2,CPVAE,3h,SI6,0.8274173279056145
N900_RS02850,ypeA_2,CPVAE,3h,SI7,0.9162407763166084
N900_RS02850,ypeA_2,CPVAE,3h,SI8,0.5789656347116002
N900_RS02850,ypeA_2,CPVAE,3h,SI9,0.3143431764641495
N900_RS02850,ypeA_2,CPVAE,3h,ce,0.0759939860516087
N900_RS02850,ypeA_2,CPVAE,3h,co,-0.2096504902629365
N900_RS02850,ypeA_2,CPVAE,6h,st,0.7037949003798329
N900_RS02850,ypeA_2,CPVAE,6h,SI1,-0.8928834489037569
N900_RS02850,ypeA_2,CPVAE,6h,SI2,-0.9767387603888756
N900_RS02850,ypeA_2,CPVAE,6h,SI3,0.8251424890305135
N900_RS02850,ypeA_2,CPVAE,6h,SI4,1.525626163679347
N900_RS02850,ypeA_2,CPVAE,6h,SI5,1.1741682570017211
N900_RS02850,ypeA_2,CPVAE,6h,SI6,0.0184214757245099
N900_RS02850,ypeA_2,CPVAE,6h,SI7,0.0243061711745437
N900_RS02850,ypeA_2,CPVAE,6h,SI8,0.0318759150523358
N900_RS02850,ypeA_2,CPVAE,6h,SI9,-0.1707898119826377
N900_RS02850,ypeA_2,CPVAE,6h,ce,3.7874742076407992
N900_RS02850,ypeA_2,CPVAE,6h,co,0.0907035007941015
N900_RS02850,ypeA_2,CPVAE,12h,st,1.4759846732510715
N900_RS02850,ypeA_2,CPVAE,12h,SI1,1.2297956001659187
N900_RS02850,ypeA_2,CPVAE,12h,SI2,0.6280185431419409
N900_RS02850,ypeA_2,CPVAE,12h,SI3,0.8013432192468051
N900_RS02850,ypeA_2,CPVAE,12h,SI4,0.6395087486606454
N900_RS02850,ypeA_2,CPVAE,12h,SI5,0.0371957107560345
N900_RS02850,ypeA_2,CPVAE,12h,SI6,-0.0643097092665499
N900_RS02850,ypeA_2,CPVAE,12h,SI7,-0.088015659901504
N900_RS02850,ypeA_2,CPVAE,12h,SI8,0.1845045407789887
N900_RS02850,ypeA_2,CPVAE,12h,SI9,-0.0511939714534473
N900_RS02850,ypeA_2,CPVAE,12h,ce,0.1273670837779018
N900_RS02850,ypeA_2,CPVAE,12h,co,-0.1656610855576115
N900_RS02850,ypeA_2,CPVAE,24h,st,0.9349902045672228
N900_RS02850,ypeA_2,CPVAE,24h,SI1,0.3599967670609196
N900_RS02850,ypeA_2,CPVAE,24h,SI2,0.0197042447714511
N900_RS02850,ypeA_2,CPVAE,24h,SI3,-0.0592499987299548
N900_RS02850,ypeA_2,CPVAE,24h,SI4,-0.0644598591055347
N900_RS02850,ypeA_2,CPVAE,24h,SI5,-0.062542536631084
N900_RS02850,ypeA_2,CPVAE,24h,SI6,-0.1629924264475517
N900_RS02850,ypeA_2,CPVAE,24h,SI7,-0.2268360507070171
N900_RS02850,ypeA_2,CPVAE,24h,SI8,-0.5003917697973048
N900_RS02850,ypeA_2,CPVAE,24h,SI9,-0.2029205348038353
N900_RS02850,ypeA_2,CPVAE,24h,ce,-0.3548993284001728
N900_RS02850,ypeA_2,CPVAE,24h,co,-0.1270150077514085
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,st,6.7286
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI1,-0.4317799999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI2,2.4912
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI3,0.73181
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI4,0.30862
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI5,-0.0400509999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI6,0.14463
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI7,0.64994
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI8,0.64316
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,SI9,-1.1736999999999995
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,ce,0.29976
N900_RS02595,Ga0059260_01848_BLAST,Observed,1h,co,0.35809
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,st,1.187
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI1,0.0479889999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI2,0.39864
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI3,0.017989
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI4,0.095947
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI5,3.0313
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI6,-1.2252
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI7,2.7892
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI8,-0.3456199999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,SI9,0.19333
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,ce,-0.19099
N900_RS02595,Ga0059260_01848_BLAST,Observed,3h,co,0.57248
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,st,0.37779
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI1,0.2012899999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI2,2.6123
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI3,-0.39783
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI4,0.27309
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI5,-1.4449
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI6,1.1256
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI7,0.32788
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI8,-0.21325
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,SI9,-0.16048
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,ce,-0.8083999999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,6h,co,1.1003
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,st,0.69885
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI1,0.22824
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI2,-0.3317800000000001
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI3,-0.91329
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI4,1.2534
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI5,0.48606
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI6,0.5375
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI7,1.0296
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI8,0.61082
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,SI9,-0.0454259999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,ce,1.0413
N900_RS02595,Ga0059260_01848_BLAST,Observed,12h,co,-0.57868
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,st,0.74715
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI1,0.0821549999999999
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI2,0.66628
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI3,0.73008
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI4,0.40867
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI5,0.73923
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI6,0.72691
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI7,0.64014
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI8,0.33866
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,SI9,0.86823
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,ce,2.0135
N900_RS02595,Ga0059260_01848_BLAST,Observed,24h,co,0.92782
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,st,1.561911145499232
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI1,0.7387108167054987
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI2,0.5714551687573602
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI3,0.4558268766558927
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI4,0.2734804357825875
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI5,0.3398809279628805
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI6,0.332062035873974
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI7,0.3161277652809681
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI8,0.5740995557897784
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,SI9,0.6550125292895758
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,ce,0.9064486868847954
N900_RS02595,Ga0059260_01848_BLAST,PCA,1h,co,0.7899014649202785
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,st,2.592732769671987
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI1,-0.238190389238879
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI2,0.6188430231237471
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI3,-0.6291703419916567
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI4,0.6776536905259705
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI5,1.085498505501437
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI6,0.3933022942206326
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI7,0.8444013578663695
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI8,0.8038147828920619
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,SI9,0.4189643615144001
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,ce,0.3757101439814728
N900_RS02595,Ga0059260_01848_BLAST,PCA,3h,co,0.3927956623136251
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,st,1.2229985765259943
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI1,1.121824439226319
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI2,0.9494993036338836
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI3,0.5104147588588676
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI4,0.2910015914454627
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI5,0.6876274409409157
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI6,0.2813568342100876
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI7,0.3307640564634653
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI8,0.3735184455609658
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,SI9,0.2344046265598273
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,ce,-0.379430781074491
N900_RS02595,Ga0059260_01848_BLAST,PCA,6h,co,0.5132180553997715
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,st,1.2424354666955444
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI1,-0.3940352515170745
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI2,-0.0180227160003243
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI3,0.0888045014698307
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI4,-0.2885338248373572
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI5,0.1998403775439776
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI6,0.2026127363335023
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI7,0.2003167168447537
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI8,0.1334353186060078
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,SI9,0.0881222582623384
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,ce,0.1811947565539068
N900_RS02595,Ga0059260_01848_BLAST,PCA,12h,co,0.1612477080902842
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,st,1.224215641745495
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI1,1.0057005077802936
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI2,0.9706961696781792
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI3,0.9302531445561084
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI4,0.6878101230611927
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI5,0.6915884827545695
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI6,0.7351526055037103
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI7,0.7367662686049194
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI8,0.7119849582023491
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,SI9,0.9431598470621048
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,ce,0.94711311743092
N900_RS02595,Ga0059260_01848_BLAST,PCA,24h,co,0.8108234680397073
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,st,2.593974521586881
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI1,0.1593551113218004
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI2,0.3645150414719184
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI3,0.267549713027841
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI4,0.1304001725171116
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI5,0.0925311757557367
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI6,0.3265592958613322
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI7,0.3408496830653166
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI8,0.3630207280990218
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,SI9,0.4754575997717284
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,ce,0.633068239235321
N900_RS02595,Ga0059260_01848_BLAST,CP,1h,co,0.8561209754745216
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,st,1.9028348218671227
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI1,-0.2141201243201538
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI2,0.6129443865939742
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI3,-0.1768601759747315
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI4,0.6529874019438117
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI5,1.026040476844095
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI6,1.094699137661724
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI7,1.0338822155321674
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI8,1.3306490087433136
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,SI9,1.560167257960817
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,ce,1.26203181854116
N900_RS02595,Ga0059260_01848_BLAST,CP,3h,co,1.066607182002854
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,st,1.882445990931388
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI1,1.192933081251541
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI2,1.051620848818252
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI3,0.6828722242167167
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI4,-0.1808376177634812
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI5,-0.1747657401098997
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI6,0.4918413534567425
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI7,0.5540037126008039
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI8,0.5231654901243059
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,SI9,0.5867223461840922
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,ce,0.1773554825791164
N900_RS02595,Ga0059260_01848_BLAST,CP,6h,co,0.5094863870567965
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,st,1.633938322633019
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI1,-0.0574921081509349
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI2,-0.2141253439557763
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI3,-0.1298895605327588
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI4,-0.0054462174495564
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI5,0.2422629529372742
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI6,0.4499954670159639
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI7,0.4468575712744858
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI8,0.4048327997665629
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,SI9,0.4446169361887692
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,ce,0.3478252164805563
N900_RS02595,Ga0059260_01848_BLAST,CP,12h,co,0.5034172020234041
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,st,0.628618448284171
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI1,0.1268213028350166
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI2,0.3258054014809085
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI3,0.3628766444904688
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI4,0.3381236771499661
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI5,0.3529585004056677
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI6,0.4216721295778212
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI7,0.4083595388832162
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI8,0.4270862735515578
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,SI9,0.4266860769721368
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,ce,0.4081847163875707
N900_RS02595,Ga0059260_01848_BLAST,CP,24h,co,0.4452261210802438
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,st,0.8456670016296866
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI1,1.152789378996656
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI2,0.7936753995438758
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI3,0.5187537220143447
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI4,0.4585504038013445
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI5,0.5062716898216376
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI6,0.4409268190396941
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI7,0.4559269515552209
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI8,0.5098907725098407
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,SI9,0.5663862491390319
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,ce,1.0995948394977422
N900_RS02595,Ga0059260_01848_BLAST,VAE,1h,co,1.022663075323382
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,st,1.464292058471227
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI1,0.4549337689921524
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI2,0.8943032533833459
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI3,0.9657058974490488
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI4,0.6056869388997368
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI5,0.9521972239122266
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI6,0.6106881331016941
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI7,0.8443958961076039
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI8,0.8142878357087988
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,SI9,0.6551845336458194
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,ce,0.3648060034789875
N900_RS02595,Ga0059260_01848_BLAST,VAE,3h,co,0.3658279752278155
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,st,0.8146354167901035
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI1,0.6164979788134507
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI2,0.8540521757052713
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI3,0.9925382700130816
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI4,0.6943988192640975
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI5,0.6332001854630211
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI6,0.2410356531342152
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI7,0.2688979619229884
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI8,0.3763713626314091
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,SI9,0.2718649864050799
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,ce,0.2976050905208607
N900_RS02595,Ga0059260_01848_BLAST,VAE,6h,co,0.4916621979982787
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,st,0.8026363041198894
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI1,0.6987699950401688
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI2,0.7147901392274895
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI3,0.8542935933381651
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI4,0.298872275888875
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI5,0.2916086206418979
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI6,0.1997140363686744
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI7,0.2379539863184431
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI8,0.2590706323448658
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,SI9,0.1844884417794592
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,ce,0.3091958331143309
N900_RS02595,Ga0059260_01848_BLAST,VAE,12h,co,0.3402177328673922
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,st,0.5581172262573334
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI1,0.5404756438200198
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI2,0.407921578532752
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI3,0.4720235298777465
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI4,0.3628453765589731
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI5,0.2584438688885342
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI6,0.2644190351248
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI7,0.3389152306362558
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI8,0.2573682566605092
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,SI9,0.3453799726747165
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,ce,0.450894165523419
N900_RS02595,Ga0059260_01848_BLAST,VAE,24h,co,0.3492855458984721
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,st,5.94560046555476
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI1,1.1791652398633956
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI2,0.8976793042575684
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI3,0.4516714203241644
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI4,0.2338080597570157
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI5,-0.020543882018818
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI6,-0.1014606158405074
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI7,0.0837769165972733
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI8,0.2548151543285705
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,SI9,0.043726529521591
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,ce,0.0882891026211543
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,1h,co,0.6671641164987068
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,st,0.9175543080013088
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI1,-0.43222448452769
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI2,0.925814019408454
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI3,-0.0951044319147074
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI4,0.1075343274054335
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI5,2.097581347387053
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI6,0.8640306174666872
N900_RS02595,Ga0059260_01848_BLAST,CPVAE,3h,SI7,2.495596683055415
