Gene,PCA_MSE,CP_MSE,VAE_MSE,CPVAE_MSE,Best_non_CPVAE_MSE,Best_non_CPVAE_model,CPVAE_advantage_vs_best_other,CPVAE_advantage_vs_PCA,CPVAE_advantage_vs_CP,CPVAE_advantage_vs_VAE,CPVAE_rank_used,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,Gene_label
N900_RS11255,0.6887562967131701,0.7170806566529222,0.7997467181340966,0.7648946530253244,0.6887562967131701,PCA,-0.07613835631215438,-0.07613835631215438,-0.047813996372402245,0.034852065108772146,10,IS91 family transposase_2,0.7403684833333333,-3.4393,5.9474,6h_SI9,6h,SI9,6h_SI1,6h,SI1,9.3867,IS91 family transposase_2
N900_RS11260,0.4749097800556672,0.48411006822780805,0.7006754044369784,0.4686940520056383,0.4749097800556672,PCA,0.006215728050028901,0.006215728050028901,0.01541601622216976,0.2319813524313401,10,hdfR_2,0.7174962166666667,-1.5459,3.6684,3h_SI9,3h,SI9,6h_SI2,6h,SI2,5.2143,hdfR_2
N900_RS11265,0.30066627232588117,0.2682409254047188,0.5318201523127488,0.22439284093040174,0.2682409254047188,CP,0.04384808447431704,0.07627343139547943,0.04384808447431704,0.3074273113823471,10,floR,1.250525785,-0.82962,4.0416,3h_ce,3h,ce,6h_SI4,6h,SI4,4.87122,floR
N900_RS11270,0.44690115076245873,0.4525064350489227,0.6546321628671448,0.2572863908275914,0.44690115076245873,PCA,0.18961475993486732,0.18961475993486732,0.19522004422133127,0.39734577203955335,10,N900_RS11270,0.6969896833333333,-1.5257,5.4293,1h_ce,1h,ce,6h_ce,6h,ce,6.955,N900_RS11270
N900_RS11275,0.5520937791152128,0.39286535400815187,0.8044490679314609,0.46401478638213356,0.39286535400815187,CP,-0.07114943237398169,0.08807899273307929,-0.07114943237398169,0.3404342815493273,10,IS91 family transposase_1,-0.5008872333333334,-3.0995,3.0019,6h_SI3,6h,SI3,3h_SI6,3h,SI6,6.1014,IS91 family transposase_1
N900_RS11280,0.2786956879775572,0.3526678544407737,0.6360111734815754,0.32507606064333555,0.2786956879775572,PCA,-0.046380372665778324,-0.046380372665778324,0.027591793797438147,0.3109351128382399,10,N900_RS11280,0.7756658333333332,-2.7059,3.7369,1h_SI2,1h,SI2,6h_SI3,6h,SI3,6.4428,N900_RS11280
N900_RS11290,0.21768917696366782,0.2843478369493836,0.8260023863511947,0.3009115328388622,0.21768917696366782,PCA,-0.08322235587519436,-0.08322235587519436,-0.01656369588947859,0.5250908535123325,10,Pseudogene_N900_RS11290,-0.13219623333333338,-2.2336,3.5675,6h_SI3,6h,SI3,3h_st,3h,st,5.8011,Pseudogene_N900_RS11290
N900_RS11295,0.21935918130866922,0.2941921305201649,0.7585413930888599,0.26056015721863496,0.21935918130866922,PCA,-0.04120097590996574,-0.04120097590996574,0.03363197330152995,0.49798123587022497,10,umuC,0.9131930833333332,-1.6022,5.423,3h_SI9,3h,SI9,6h_SI4,6h,SI4,7.0252,umuC
N900_RS11300,0.4369116353842857,0.46166397635024425,0.9322581286522261,0.28557473001680583,0.4369116353842857,PCA,0.15133690536747985,0.15133690536747985,0.17608924633343842,0.6466833986354203,10,mobI,0.7857823283333333,-1.8584,5.2343,12h_SI2,12h,SI2,1h_st,1h,st,7.092700000000001,mobI
N900_RS11305,0.5406105274485872,0.5736959474474481,0.9230787373501557,0.5973682759408434,0.5406105274485872,PCA,-0.05675774849225623,-0.05675774849225623,-0.02367232849339529,0.32571046140931226,10,stba,-0.11495016166666666,-2.6781,3.8477,12h_SI3,12h,SI3,3h_SI4,3h,SI4,6.5258,stba
N900_RS11310,0.5443271116828718,0.5469466658044927,0.9258149494131405,0.5933272487591431,0.5443271116828718,PCA,-0.049000137076271266,-0.049000137076271266,-0.04638058295465042,0.33248770065399735,10,N900_RS11310,-0.21236947999999997,-3.1601,2.5978,12h_SI3,12h,SI3,3h_SI3,3h,SI3,5.757899999999999,N900_RS11310
N900_RS11315,0.5243147567038975,0.5314590398774338,0.9188179826950118,0.49216145230659947,0.5243147567038975,PCA,0.03215330439729802,0.03215330439729802,0.03929758757083435,0.42665653038841234,10,intS,0.7595861166666665,-2.2363,4.8359,3h_SI8,3h,SI8,3h_SI4,3h,SI4,7.0722,intS
N900_RS11320,0.5318641042559746,0.5979811067045684,0.7104538068012095,0.4332462196365252,0.5318641042559746,PCA,0.09861788461944943,0.09861788461944943,0.16473488706804318,0.2772075871646843,10,DNA mismatch repair protein,-0.2628999,-2.3588,2.6514,3h_SI9,3h,SI9,3h_SI1,3h,SI1,5.0102,DNA mismatch repair protein
N900_RS11325,0.7909497167197651,0.7921747313708388,1.0258194739374307,0.7953991443365952,0.7909497167197651,PCA,-0.004449427616830093,-0.004449427616830093,-0.0032244129657563736,0.23042032960083547,10,N900_RS11325,0.8329015333333334,-1.8112,3.0855,1h_SI3,1h,SI3,12h_ce,12h,ce,4.8967,N900_RS11325
N900_RS11335,0.20223892538335583,0.17947638062114432,0.32472120192792403,0.19921219113600291,0.17947638062114432,CP,-0.019735810514858593,0.003026734247352919,-0.019735810514858593,0.12550901079192112,10,rimI,0.7165899666666669,-0.92957,3.7404,12h_SI7,12h,SI7,6h_st,6h,st,4.66997,rimI
N900_RS11345,0.09453457753814729,0.10429771813289351,0.264393314449322,0.11436174146477933,0.09453457753814729,PCA,-0.019827163926632044,-0.019827163926632044,-0.010064023331885816,0.15003157298454267,10,N-acetyltransferase_2,0.6777983716666667,-0.76552,2.5645,3h_st,3h,st,6h_st,6h,st,3.3300199999999998,N-acetyltransferase_2
N900_RS11350,0.2212254576921952,0.22679890661305477,0.39974594654927814,0.24065339404684793,0.2212254576921952,PCA,-0.01942793635465273,-0.01942793635465273,-0.013854487433793167,0.1590925525024302,10,ubiT,0.7682211333333334,-0.79351,4.3221,24h_ce,24h,ce,12h_SI2,12h,SI2,5.11561,ubiT
N900_RS11355,0.3050547206730149,0.40152595942607927,0.5776700481346461,0.259302100182258,0.3050547206730149,PCA,0.0457526204907569,0.0457526204907569,0.14222385924382125,0.31836794795238804,10,bifunctional diguanylate cyclase/phosphodiesterase_1,1.0255627166666668,-1.0724,4.7961,12h_SI1,12h,SI1,6h_ce,6h,ce,5.8685,bifunctional diguanylate cyclase/phosphodiesterase_1
N900_RS11360,0.3990651905808251,0.4209788380282129,0.6462571799064618,0.3542417629772237,0.3990651905808251,PCA,0.04482342760360142,0.04482342760360142,0.06673707505098919,0.2920154169292381,10,ubiU,1.3526538499999998,-0.17479,5.0211,3h_SI7,3h,SI7,3h_SI1,3h,SI1,5.1958899999999995,ubiU
N900_RS11365,0.4617640933534692,0.490495606811546,0.6977258231354599,0.40880122286228426,0.4617640933534692,PCA,0.05296287049118492,0.05296287049118492,0.08169438394926176,0.2889246002731757,10,ubiV,0.5041685383333333,-0.6813,3.3282,24h_SI9,24h,SI9,12h_st,12h,st,4.0095,ubiV
N900_RS11370,0.2663051804786612,0.1997008036064474,0.42126790622278043,0.2288096982855649,0.1997008036064474,CP,-0.02910889467911751,0.037495482193096286,-0.02910889467911751,0.19245820793721552,10,vcrM,0.5481061,-0.82664,3.5557,6h_st,6h,st,1h_SI1,1h,SI1,4.38234,vcrM
N900_RS11375,0.5202879798025374,0.37156409839697724,0.689763890271556,0.2691003676680948,0.37156409839697724,CP,0.10246373072888243,0.2511876121344426,0.10246373072888243,0.42066352260346124,10,MarR family transcriptional regulator,0.18604213333333333,-1.167,3.8233,6h_SI2,6h,SI2,1h_st,1h,st,4.9903,MarR family transcriptional regulator
N900_RS11380,0.19552922553398946,0.16931500663580856,0.3338274356223862,0.20123233194047166,0.16931500663580856,CP,-0.0319173253046631,-0.005703106406482195,-0.0319173253046631,0.13259510368191454,10,nlpI,1.488447673333333,0.0061314,4.8711,1h_st,1h,st,3h_SI3,3h,SI3,4.8649686,nlpI
N900_RS11385,0.13547445033225497,0.18447908235215088,0.17843554622216168,0.06643387234159158,0.13547445033225497,PCA,0.06904057799066339,0.06904057799066339,0.1180452100105593,0.1120016738805701,10,pnp,-0.14163663333333334,-2.1293,1.9821,6h_SI9,6h,SI9,12h_st,12h,st,4.1114,pnp
N900_RS11395,0.5151819982442901,0.5697064986444531,0.6922903654963718,0.5274402431011277,0.5151819982442901,PCA,-0.012258244856837575,-0.012258244856837575,0.042266255543325415,0.1648501223952441,10,truB,0.04667620000000002,-1.7416,3.19,24h_st,24h,st,3h_SI5,3h,SI5,4.9315999999999995,truB
N900_RS11430,0.09394479637517565,0.14884332859636412,0.13299587816348743,0.01902059066205505,0.09394479637517565,PCA,0.0749242057131206,0.0749242057131206,0.12982273793430907,0.11397528750143238,10,secG,1.2341169166666668,-0.6641,3.4362,12h_SI7,12h,SI7,12h_st,12h,st,4.1003,secG
N900_RS11435,0.3669198477207718,0.3616314528145935,0.6521574730383237,0.36495956358086773,0.3616314528145935,CP,-0.003328110766274206,0.001960284139904067,-0.003328110766274206,0.287197909457456,10,N900_RS11435,0.32805064999999994,-2.0322,6.2006,12h_SI8,12h,SI8,3h_st,3h,st,8.2328,N900_RS11435
N900_RS11445,0.6239310353547581,0.7330023582664047,0.8514229965475203,0.6516753132853401,0.6239310353547581,PCA,-0.027744277930581984,-0.027744277930581984,0.08132704498106458,0.19974768326218018,10,folP,0.7216085,-1.9575,4.5381,3h_ce,3h,ce,3h_SI7,3h,SI7,6.4956,folP
N900_RS11455,0.30132921578024596,0.3133543549012623,0.5492233945630329,0.3181312897260248,0.30132921578024596,PCA,-0.016802073945778817,-0.016802073945778817,-0.004776934824762491,0.23109210483700815,10,rlmE,1.9470026833333336,-0.38865,6.8332,1h_SI9,1h,SI9,3h_SI3,3h,SI3,7.22185,rlmE
N900_RS11460,0.29170439418573124,0.3101443201833055,0.5875910322666081,0.2783927721408332,0.29170439418573124,PCA,0.013311622044898053,0.013311622044898053,0.03175154804247232,0.30919826012577495,10,yhbY,0.73854215,-1.0584,4.8511,24h_st,24h,st,3h_SI1,3h,SI1,5.9094999999999995,yhbY
N900_RS11465,0.30354178925718484,0.3441032543446703,0.4763513808336406,0.27068762364947135,0.30354178925718484,PCA,0.03285416560771348,0.03285416560771348,0.07341563069519896,0.20566375718416924,10,greA,-0.6119901666666666,-2.6665,3.2793,6h_SI6,6h,SI6,3h_st,3h,st,5.9458,greA
N900_RS11470,0.6860566970331042,0.8105249229147821,0.8759296965033007,0.5583466507938916,0.6860566970331042,PCA,0.12771004623921267,0.12771004623921267,0.2521782721208905,0.3175830457094091,10,ompU,0.24356096666666663,-1.8703,5.7852,6h_SI7,6h,SI7,6h_ce,6h,ce,7.6555,ompU
N900_RS11475,0.27067419736292153,0.32499607642226586,0.4735202123806182,0.22447273240057297,0.27067419736292153,PCA,0.04620146496234856,0.04620146496234856,0.10052334402169288,0.24904747998004523,10,dacB,0.1873114583333333,-1.2632,3.9761,6h_SI4,6h,SI4,3h_st,3h,st,5.2393,dacB
N900_RS11485,0.45243050554034514,0.32219359365788186,0.7191297158692695,0.44503519470671005,0.32219359365788186,CP,-0.12284160104882819,0.007395310833635094,-0.12284160104882819,0.2740945211625595,10,mepM_1,0.43393998333333333,-1.7377,4.0216,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.7593000000000005,mepM_1
N900_RS11490,0.1071336665250467,0.24817312881043435,0.362496401163011,0.1210508266490759,0.1071336665250467,PCA,-0.013917160124029201,-0.013917160124029201,0.12712230216135845,0.2414455745139351,10,vexF,0.8748146966666667,-0.27457,3.6229,3h_ce,3h,ce,6h_SI4,6h,SI4,3.89747,vexF
N900_RS11495,0.3143815048167738,0.30076005285644564,0.3998438859089995,0.3094345620286971,0.30076005285644564,CP,-0.008674509172251488,0.004946942788076669,-0.008674509172251488,0.09040932388030237,10,vexE,0.5318065166666667,-1.437,3.0889,6h_ce,6h,ce,6h_SI1,6h,SI1,4.5259,vexE
N900_RS11520,0.2152495537817581,0.2899521421104487,0.5886807929527501,0.296931929709635,0.2152495537817581,PCA,-0.08168237592787689,-0.08168237592787689,-0.006979787599186327,0.2917488632431151,10,ydiK,1.4365480666666668,-0.26938,6.1358,12h_co,12h,co,3h_st,3h,st,6.40518,ydiK
N900_RS11525,0.5510583680607742,0.5624557423478492,0.7666069244369832,0.45818682209682365,0.5510583680607742,PCA,0.09287154596395059,0.09287154596395059,0.10426892025102558,0.30842010234015954,10,rsmC,0.540483875,-1.1305,3.4687,12h_SI2,12h,SI2,6h_st,6h,st,4.5992,rsmC
N900_RS11530,0.13126242463538576,0.1367243433078664,0.30940547404490715,0.107110212116771,0.13126242463538576,PCA,0.024152212518614755,0.024152212518614755,0.02961413119109539,0.20229526192813613,10,chiS,1.7821418833333333,-0.28694,6.967,1h_SI9,1h,SI9,3h_st,3h,st,7.25394,chiS
N900_RS11540,0.20782455468349245,0.3235752890972534,0.46680097882043897,0.2075402856926845,0.20782455468349245,PCA,0.0002842689908079399,0.0002842689908079399,0.1160350034045689,0.25926069312775446,10,ABC transporter substrate-binding protein_1,1.7118004216666667,-0.070524,5.0378,1h_SI4,1h,SI4,3h_SI4,3h,SI4,5.108324,ABC transporter substrate-binding protein_1
N900_RS11545,0.19374359495522644,0.21895205203614718,0.4293602288539294,0.22889873421440834,0.19374359495522644,PCA,-0.0351551392591819,-0.0351551392591819,-0.009946682178261168,0.20046149463952104,10,dppB_1,0.9301993283333335,-0.29071,4.0113,24h_ce,24h,ce,1h_SI1,1h,SI1,4.30201,dppB_1
N900_RS11550,0.21050628350133424,0.1800644873743116,0.37775068494453107,0.1532981796817656,0.1800644873743116,CP,0.02676630769254601,0.057208103819568645,0.02676630769254601,0.22445250526276547,10,dppC_1,1.141398065,-0.14489,4.136,1h_st,1h,st,3h_SI3,3h,SI3,4.28089,dppC_1
N900_RS11555,0.37540483702360156,0.36786042280678627,0.4536671287297291,0.34595512961687397,0.36786042280678627,CP,0.0219052931899123,0.029449707406727588,0.0219052931899123,0.10771199911285512,10,oppD_2,0.729604515,-1.2926,3.4128,6h_SI1,6h,SI1,6h_SI2,6h,SI2,4.7054,oppD_2
N900_RS11560,0.2533501543867423,0.2484590819100811,0.3641503596055934,0.1319401937253094,0.2484590819100811,CP,0.11651888818477169,0.12140996066143289,0.11651888818477169,0.23221016588028398,10,oppF_2,1.0883238000000002,-0.51393,3.626,3h_st,3h,st,6h_ce,6h,ce,4.13993,oppF_2
N900_RS11565,0.21350957255344585,0.22274956547254227,0.5172771482981658,0.1440628491880502,0.21350957255344585,PCA,0.06944672336539565,0.06944672336539565,0.07868671628449206,0.3732142991101156,10,endoglucanase-related protein,1.0442921216666667,-0.35636,4.08,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.4363600000000005,endoglucanase-related protein
N900_RS11570,0.4756806955533432,0.5053287881187342,0.7210591050644286,0.5329350094841759,0.4756806955533432,PCA,-0.057254313930832745,-0.057254313930832745,-0.027606221365441774,0.18812409558025267,10,N-acetylglucosamine kinase,0.5660081333333333,-0.80606,3.7502,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.55626,N-acetylglucosamine kinase
N900_RS11575,0.3017859911691941,0.3521825562335511,0.5054382840827896,0.32076626324758767,0.3017859911691941,PCA,-0.01898027207839359,-0.01898027207839359,0.031416292985963434,0.1846720208352019,10,exoI,1.1304218678333335,-0.55596,4.2149,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.77086,exoI
N900_RS11580,0.2118598068797711,0.18809040965566967,0.3773777940020376,0.23499717339049847,0.18809040965566967,CP,-0.0469067637348288,-0.02313736651072737,-0.0469067637348288,0.1423806206115391,10,chbP,1.3268606500000002,0.016635,4.1511,1h_st,1h,st,3h_SI1,3h,SI1,4.134465,chbP
N900_RS11585,0.3569247257715126,0.4053042040972269,0.7310821114479132,0.35227870103477016,0.3569247257715126,PCA,0.004646024736742416,0.004646024736742416,0.053025503062456736,0.3788034104131431,10,pgm_2,0.4473405000000001,-1.023,3.6459,6h_SI2,6h,SI2,6h_st,6h,st,4.6689,pgm_2
N900_RS11590,0.31915758534421873,0.27358593962132044,0.593487007251482,0.3139629839093102,0.27358593962132044,CP,-0.04037704428798977,0.005194601434908519,-0.04037704428798977,0.27952402334217175,10,phnT,0.4768266499999999,-0.89281,3.835,1h_SI3,1h,SI3,3h_SI4,3h,SI4,4.72781,phnT
N900_RS11595,0.5283954961705053,0.47050091888017964,0.7261446072943027,0.36356281437746946,0.47050091888017964,CP,0.10693810450271019,0.16483268179303584,0.10693810450271019,0.3625817929168333,10,iron ABC transporter permease,1.1794793333333333,-0.4946,5.6789,6h_SI4,6h,SI4,6h_SI2,6h,SI2,6.1735,iron ABC transporter permease
N900_RS11600,0.2505197464686144,0.2308250358961438,0.40249620817033066,0.2851552770328772,0.2308250358961438,CP,-0.054330241136733376,-0.03463553056426277,-0.054330241136733376,0.11734093113745347,10,futA1,1.7091546666666666,-0.30385,4.5864,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.89025,futA1
N900_RS11605,0.23387855082943698,0.2680924684296224,0.7792872190659388,0.2640285242265392,0.23387855082943698,PCA,-0.030149973397102237,-0.030149973397102237,0.004063944203083203,0.5152586948393996,10,amtB,0.7412594666666664,-0.90026,4.4851,1h_co,1h,co,6h_st,6h,st,5.38536,amtB
N900_RS11610,0.5502166742693168,0.5051609469993524,0.7271651295445428,0.3564459074481215,0.5051609469993524,CP,0.14871503955123094,0.19377076682119526,0.14871503955123094,0.37071922209642133,10,glnK,0.5776848833333332,-1.415,3.4206,6h_SI3,6h,SI3,6h_SI4,6h,SI4,4.8355999999999995,glnK
N900_RS11615,0.7862573992932145,0.8318694968251823,0.912891593532582,0.5731595045523128,0.7862573992932145,PCA,0.21309789474090168,0.21309789474090168,0.2587099922728695,0.3397320889802692,10,VC_0605_BLAST,1.4353772,-0.14216,4.7614,1h_SI6,1h,SI6,1h_st,1h,st,4.90356,VC_0605_BLAST
N900_RS11625,0.6274870844040448,0.6342946864183862,1.1505342443652993,0.8467279199012324,0.6274870844040448,PCA,-0.21924083549718765,-0.21924083549718765,-0.21243323348284626,0.30380632446406686,10,N900_RS11625,0.50280315,-1.4968,2.8463,1h_SI1,1h,SI1,12h_SI4,12h,SI4,4.3431,N900_RS11625
N900_RS11630,0.6493239395801187,0.714780441071947,0.8986316441423278,0.4232082785523625,0.6493239395801187,PCA,0.2261156610277562,0.2261156610277562,0.29157216251958457,0.4754233655899653,10,mrcB,0.8189544150000002,-0.90433,6.8745,12h_SI5,12h,SI5,6h_ce,6h,ce,7.77883,mrcB
N900_RS11635,0.40217320451797955,0.34144054181130057,0.6589888613591721,0.43637234094187793,0.34144054181130057,CP,-0.09493179913057737,-0.03419913642389838,-0.09493179913057737,0.22261652041729418,10,hrpB,0.8737626166666667,-0.77577,4.1637,12h_SI1,12h,SI1,6h_st,6h,st,4.93947,hrpB
N900_RS11640,0.15522456048206387,0.2627401583806676,0.5310802045193526,0.15636924942199784,0.15522456048206387,PCA,-0.0011446889399339688,-0.0011446889399339688,0.10637090895866977,0.37471095509735475,10,alpha/beta fold hydrolase,1.3907387333333332,-0.095477,4.0934,1h_SI4,1h,SI4,6h_ce,6h,ce,4.188877,alpha/beta fold hydrolase
N900_RS11645,0.2512778260105939,0.25847201987497853,0.45577530806181876,0.20963227825206293,0.2512778260105939,PCA,0.041645547758530965,0.041645547758530965,0.0488397416229156,0.24614302980975583,10,sfsA,1.6287509999999998,-0.0844,4.7543,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.838699999999999,sfsA
N900_RS11650,0.25219203346194075,0.29238762237828525,0.47103901581715635,0.26576474570138203,0.25219203346194075,PCA,-0.013572712239441287,-0.013572712239441287,0.026622876676903218,0.20527427011577432,10,dksA,-0.6837417666666668,-3.3345,4.4346,12h_SI7,12h,SI7,3h_SI1,3h,SI1,7.7691,dksA
N900_RS11655,0.1758352846877322,0.2020421450550576,0.3723306630367022,0.15795460803974437,0.1758352846877322,PCA,0.017880676647987842,0.017880676647987842,0.04408753701531323,0.21437605499695783,10,gluQ,0.35454593333333334,-1.4418,3.3399,3h_ce,3h,ce,6h_SI4,6h,SI4,4.7817,gluQ
N900_RS11660,0.48964630319501273,0.5226473583644536,0.530161082508642,0.4620445181881223,0.48964630319501273,PCA,0.027601785006890422,0.027601785006890422,0.06060284017633133,0.06811656432051971,10,pcnB,-0.4751530666666667,-1.9861,3.5733,6h_SI9,6h,SI9,1h_SI1,1h,SI1,5.5594,pcnB
N900_RS11670,0.0980305342274501,0.1568199024436674,0.13946023009973596,0.02192538420795644,0.0980305342274501,PCA,0.07610515001949367,0.07610515001949367,0.13489451823571094,0.11753484589177952,10,panB,1.5657910245000002,-0.33155,3.7753,6h_SI9,6h,SI9,12h_st,12h,st,4.10685,panB
N900_RS11680,0.34210658333410493,0.19501031063443866,0.42020293724323043,0.1786755925153918,0.19501031063443866,CP,0.016334718119046854,0.16343099081871312,0.016334718119046854,0.24152734472783863,10,yadH,1.3435966833333337,-0.18037,5.3269,3h_st,3h,st,1h_st,1h,st,5.50727,yadH
N900_RS11685,0.3427181578079243,0.2983158975238907,0.6201207492152914,0.28578174813923174,0.2983158975238907,CP,0.012534149384658966,0.05693640966869257,0.012534149384658966,0.3343390010760596,10,yadG,0.14431200000000002,-2.3245,4.4436,24h_co,24h,co,1h_st,1h,st,6.7681000000000004,yadG
N900_RS11690,0.27658625204814874,0.25160627770364574,0.3719847512639133,0.28888708845647887,0.25160627770364574,CP,-0.03728081075283313,-0.01230083640833013,-0.03728081075283313,0.08309766280743441,10,bicA,1.1506193333333334,-0.56165,4.503,3h_co,3h,co,6h_SI3,6h,SI3,5.06465,bicA
N900_RS11695,0.2384151977408665,0.25845515534710733,0.664748682888831,0.1738415551638342,0.2384151977408665,PCA,0.0645736425770323,0.0645736425770323,0.08461360018327313,0.49090712772499684,10,can,1.3775162499999998,-0.06242,7.6722,1h_SI5,1h,SI5,6h_SI2,6h,SI2,7.7346200000000005,can
N900_RS11700,0.5975989087238917,0.545992337840438,0.7694565862599767,0.6211461699039866,0.545992337840438,CP,-0.07515383206354864,-0.02354726118009498,-0.07515383206354864,0.14831041635599007,10,hpt,1.5229344333333332,-0.86048,6.4038,1h_SI9,1h,SI9,3h_SI5,3h,SI5,7.26428,hpt
N900_RS11705,0.20241215097524662,0.20462358892570828,0.45603722894402393,0.2016733831907622,0.20241215097524662,PCA,0.0007387677844844232,0.0007387677844844232,0.0029502057349460875,0.25436384575326176,10,luxR_2,0.39888312666666664,-1.8961,2.5471,3h_co,3h,co,3h_st,3h,st,4.4432,luxR_2
N900_RS11710,0.5016539240037472,0.5546929731860185,1.0273057777337928,0.5773793655270445,0.5016539240037472,PCA,-0.0757254415232973,-0.0757254415232973,-0.022686392341025985,0.44992641220674834,10,rsmI,1.0247642666666663,-1.9176,4.733,1h_SI2,1h,SI2,12h_SI2,12h,SI2,6.6506,rsmI
N900_RS11720,0.26256820443018547,0.33080122837700876,0.40310241454517703,0.27909055765637286,0.26256820443018547,PCA,-0.016522353226187392,-0.016522353226187392,0.0517106707206359,0.12401185688880417,10,VC_0580_BLAST,0.6018302149999999,-0.72479,3.6509,3h_ce,3h,ce,3h_SI5,3h,SI5,4.3756900000000005,VC_0580_BLAST
N900_RS11730,0.6287843323823387,0.6710838511354773,0.8064672070075509,0.7019584814112628,0.6287843323823387,PCA,-0.07317414902892416,-0.07317414902892416,-0.03087463027578552,0.1045087255962881,10,"hemolysin, putative",0.34773906666666665,-1.3334,3.485,12h_SI3,12h,SI3,12h_SI1,12h,SI1,4.8184,"hemolysin, putative"
N900_RS11735,0.09346113655233174,0.053019862398748,0.7255915549010197,0.05646679902735433,0.053019862398748,CP,-0.0034469366286063313,0.036994337524977404,-0.0034469366286063313,0.6691247558736654,10,sspB,0.004116381,0.00015513,0.1701,6h_SI4,6h,SI4,3h_st,3h,st,0.16994487,sspB
N900_RS11740,0.168727243400331,0.2049155732757564,0.19979154977033123,0.11118528432348589,0.168727243400331,PCA,0.0575419590768451,0.0575419590768451,0.09373028895227052,0.08860626544684534,10,sspA,-0.18932468333333333,-2.2321,1.8793,6h_SI9,6h,SI9,12h_st,12h,st,4.1114,sspA
N900_RS11745,0.4145822660809041,0.4070142666167775,0.6916414105117095,0.44984205029168334,0.4070142666167775,CP,-0.04282778367490586,-0.035259784210779244,-0.04282778367490586,0.24179936022002613,10,petC,0.5367015500000001,-1.3614,4.7894,12h_SI4,12h,SI4,3h_SI5,3h,SI5,6.150799999999999,petC
N900_RS11750,0.33978217949441386,0.32806215744103256,0.7563131849628201,0.34807258378636724,0.32806215744103256,CP,-0.020010426345334675,-0.00829040429195338,-0.020010426345334675,0.40824060117645283,10,petB,0.6059557166666667,-0.77517,5.8614,3h_ce,3h,ce,3h_SI2,3h,SI2,6.63657,petB
N900_RS11755,0.3329484303648254,0.3866841397102057,0.4650653189817733,0.21560365218602592,0.3329484303648254,PCA,0.11734477817879949,0.11734477817879949,0.1710804875241798,0.24946166679574736,10,petA,1.9104570000000003,-0.21143,6.4559,1h_ce,1h,ce,3h_SI3,3h,SI3,6.66733,petA
N900_RS11775,0.435713356732102,0.3805857877692593,0.7561051601708513,0.4460565268250322,0.3805857877692593,CP,-0.06547073905577294,-0.010343170092930232,-0.06547073905577294,0.31004863334581906,10,zape,1.3833771116666667,-0.17811,4.9922,6h_SI1,6h,SI1,3h_SI6,3h,SI6,5.170310000000001,zape
N900_RS11780,0.37625579323447517,0.416614902376424,0.8703420171864107,0.43574983447620314,0.37625579323447517,PCA,-0.05949404124172797,-0.05949404124172797,-0.019134932099779123,0.43459218271020755,10,yhcB,1.2422961466666669,-0.8034,4.7086,12h_SI3,12h,SI3,3h_SI5,3h,SI5,5.512,yhcB
N900_RS11785,0.14590215984768184,0.16490466393850936,0.3465775889482607,0.1538704780071015,0.14590215984768184,PCA,-0.007968318159419646,-0.007968318159419646,0.01103418593140787,0.1927071109411592,10,degq,1.0294063833333333,-0.6589,4.9388,1h_SI8,1h,SI8,3h_st,3h,st,5.5977,degq
N900_RS11820,0.46119671493251846,0.4613569322163825,0.7267841256319615,0.5176602676931631,0.46119671493251846,PCA,-0.05646355276064463,-0.05646355276064463,-0.05630333547678057,0.2091238579387984,10,ypjd,1.3904863333333333,0.12162,5.9161,1h_SI3,1h,SI3,6h_SI2,6h,SI2,5.79448,ypjd
N900_RS11825,0.18431611988487606,0.17054552927053285,0.27000127723325484,0.17530199438306485,0.17054552927053285,CP,-0.004756465112531999,0.009014125501811215,-0.004756465112531999,0.09469928285019,10,yfjD,1.4441245,0.10797,4.3258,6h_SI9,6h,SI9,3h_st,3h,st,4.21783,yfjD
N900_RS11830,0.23913445516342258,0.20232353754508173,0.3566489764569564,0.20966094412321298,0.20232353754508173,CP,-0.007337406578131256,0.029473511040209593,-0.007337406578131256,0.14698803233374344,10,luxS,1.0175730666666667,-0.44166,3.6241,3h_ce,3h,ce,3h_SI2,3h,SI2,4.06576,luxS
N900_RS11835,0.27913485813535904,0.29184344017120395,0.39398807555203497,0.3011347978961915,0.27913485813535904,PCA,-0.021999939760832476,-0.021999939760832476,-0.00929135772498757,0.09285327765584345,10,gshA,-0.44144265833333335,-2.825,2.9004,12h_SI5,12h,SI5,3h_SI4,3h,SI4,5.7254000000000005,gshA
N900_RS11840,0.3850604593562424,0.3698318610439793,0.6799364651937551,0.4157186601066865,0.3698318610439793,CP,-0.045886799062707206,-0.03065820075044412,-0.045886799062707206,0.26421780508706855,10,"protease, insulinase family/protease, insulinase family",0.6065100966666667,-1.5355,5.5726,24h_st,24h,st,3h_SI1,3h,SI1,7.1081,"protease, insulinase family/protease, insulinase family"
