Model,Rank,Program,Time,Space,Value,Requested_rank,Program_number,Program_label,Abs_value
CP,10,CP3,12h,ce,7.17853441205592e-05,8,3,CP 3,7.17853441205592e-05
CP,10,CP3,12h,co,0.0068680860487636,8,3,CP 3,0.0068680860487636
CP,10,CP3,24h,st,0.1032601461739377,8,3,CP 3,0.1032601461739377
CP,10,CP3,24h,SI1,-0.0463821309644554,8,3,CP 3,0.0463821309644554
CP,10,CP3,24h,SI2,-0.0177838900317525,8,3,CP 3,0.0177838900317525
CP,10,CP3,24h,SI3,-0.0116830615813091,8,3,CP 3,0.0116830615813091
CP,10,CP3,24h,SI4,0.0002007066956789,8,3,CP 3,0.0002007066956789
CP,10,CP3,24h,SI5,-0.0037343015678085,8,3,CP 3,0.0037343015678085
CP,10,CP3,24h,SI6,-0.001720556206847,8,3,CP 3,0.001720556206847
CP,10,CP3,24h,SI7,-0.0033880011304321,8,3,CP 3,0.0033880011304321
CP,10,CP3,24h,SI8,-0.0015547353883888,8,3,CP 3,0.0015547353883888
CP,10,CP3,24h,SI9,0.0009133817875318,8,3,CP 3,0.0009133817875318
CP,10,CP3,24h,ce,6.127659870375426e-05,8,3,CP 3,6.127659870375426e-05
CP,10,CP3,24h,co,0.0058626584274102,8,3,CP 3,0.0058626584274102
VAE,10,VAE3,1h,st,-0.0222119092941284,8,3,VAE 3,0.0222119092941284
VAE,10,VAE3,1h,SI1,-0.0617318153381347,8,3,VAE 3,0.0617318153381347
VAE,10,VAE3,1h,SI2,-0.0604221485555172,8,3,VAE 3,0.0604221485555172
VAE,10,VAE3,1h,SI3,-0.0384909808635711,8,3,VAE 3,0.0384909808635711
VAE,10,VAE3,1h,SI4,-0.0445286333560943,8,3,VAE 3,0.0445286333560943
VAE,10,VAE3,1h,SI5,-0.0607081353664398,8,3,VAE 3,0.0607081353664398
VAE,10,VAE3,1h,SI6,-0.0335502028465271,8,3,VAE 3,0.0335502028465271
VAE,10,VAE3,1h,SI7,-0.0708370804786682,8,3,VAE 3,0.0708370804786682
VAE,10,VAE3,1h,SI8,-0.0626955032348632,8,3,VAE 3,0.0626955032348632
VAE,10,VAE3,1h,SI9,-0.0610029101371765,8,3,VAE 3,0.0610029101371765
VAE,10,VAE3,1h,ce,-0.0800022482872009,8,3,VAE 3,0.0800022482872009
VAE,10,VAE3,1h,co,-0.0426064282655715,8,3,VAE 3,0.0426064282655715
VAE,10,VAE3,3h,st,0.1708874404430389,8,3,VAE 3,0.1708874404430389
VAE,10,VAE3,3h,SI1,-0.1438503563404083,8,3,VAE 3,0.1438503563404083
VAE,10,VAE3,3h,SI2,0.0414046049118042,8,3,VAE 3,0.0414046049118042
VAE,10,VAE3,3h,SI3,0.0155527591705322,8,3,VAE 3,0.0155527591705322
VAE,10,VAE3,3h,SI4,-0.0438220500946044,8,3,VAE 3,0.0438220500946044
VAE,10,VAE3,3h,SI5,0.0379519462585449,8,3,VAE 3,0.0379519462585449
VAE,10,VAE3,3h,SI6,0.0270859226584434,8,3,VAE 3,0.0270859226584434
VAE,10,VAE3,3h,SI7,0.0241176784038543,8,3,VAE 3,0.0241176784038543
VAE,10,VAE3,3h,SI8,-0.0191929936408996,8,3,VAE 3,0.0191929936408996
VAE,10,VAE3,3h,SI9,-0.0256139561533927,8,3,VAE 3,0.0256139561533927
VAE,10,VAE3,3h,ce,-0.0283802151679992,8,3,VAE 3,0.0283802151679992
VAE,10,VAE3,3h,co,-0.0470082759857177,8,3,VAE 3,0.0470082759857177
VAE,10,VAE3,6h,st,-0.083770602941513,8,3,VAE 3,0.083770602941513
VAE,10,VAE3,6h,SI1,-0.0583837628364563,8,3,VAE 3,0.0583837628364563
VAE,10,VAE3,6h,SI2,0.0406804680824279,8,3,VAE 3,0.0406804680824279
VAE,10,VAE3,6h,SI3,0.0777286887168884,8,3,VAE 3,0.0777286887168884
VAE,10,VAE3,6h,SI4,0.0584567189216613,8,3,VAE 3,0.0584567189216613
VAE,10,VAE3,6h,SI5,0.063275933265686,8,3,VAE 3,0.063275933265686
VAE,10,VAE3,6h,SI6,0.0424503684043884,8,3,VAE 3,0.0424503684043884
VAE,10,VAE3,6h,SI7,0.0287395119667053,8,3,VAE 3,0.0287395119667053
VAE,10,VAE3,6h,SI8,0.0319075286388397,8,3,VAE 3,0.0319075286388397
VAE,10,VAE3,6h,SI9,0.0225964188575744,8,3,VAE 3,0.0225964188575744
VAE,10,VAE3,6h,ce,0.027262806892395,8,3,VAE 3,0.027262806892395
VAE,10,VAE3,6h,co,-4.249811172485352e-05,8,3,VAE 3,4.249811172485352e-05
VAE,10,VAE3,12h,st,-0.0825715065002441,8,3,VAE 3,0.0825715065002441
VAE,10,VAE3,12h,SI1,0.0247177481651306,8,3,VAE 3,0.0247177481651306
VAE,10,VAE3,12h,SI2,0.0133052468299865,8,3,VAE 3,0.0133052468299865
VAE,10,VAE3,12h,SI3,0.0373071432113647,8,3,VAE 3,0.0373071432113647
VAE,10,VAE3,12h,SI4,0.0612770467996597,8,3,VAE 3,0.0612770467996597
VAE,10,VAE3,12h,SI5,0.0395438969135284,8,3,VAE 3,0.0395438969135284
VAE,10,VAE3,12h,SI6,0.0460501611232757,8,3,VAE 3,0.0460501611232757
VAE,10,VAE3,12h,SI7,0.0275673866271972,8,3,VAE 3,0.0275673866271972
VAE,10,VAE3,12h,SI8,0.0744341313838958,8,3,VAE 3,0.0744341313838958
VAE,10,VAE3,12h,SI9,0.0433849692344665,8,3,VAE 3,0.0433849692344665
VAE,10,VAE3,12h,ce,0.042977750301361,8,3,VAE 3,0.042977750301361
VAE,10,VAE3,12h,co,0.0027936697006225,8,3,VAE 3,0.0027936697006225
VAE,10,VAE3,24h,st,0.0183693021535873,8,3,VAE 3,0.0183693021535873
VAE,10,VAE3,24h,SI1,0.0243737548589706,8,3,VAE 3,0.0243737548589706
VAE,10,VAE3,24h,SI2,0.0003676563501358,8,3,VAE 3,0.0003676563501358
VAE,10,VAE3,24h,SI3,0.0321800857782363,8,3,VAE 3,0.0321800857782363
VAE,10,VAE3,24h,SI4,-0.007803589105606,8,3,VAE 3,0.007803589105606
VAE,10,VAE3,24h,SI5,0.0229085683822631,8,3,VAE 3,0.0229085683822631
VAE,10,VAE3,24h,SI6,0.0208768248558044,8,3,VAE 3,0.0208768248558044
VAE,10,VAE3,24h,SI7,0.0118835866451263,8,3,VAE 3,0.0118835866451263
VAE,10,VAE3,24h,SI8,0.0131158530712127,8,3,VAE 3,0.0131158530712127
VAE,10,VAE3,24h,SI9,0.0237439274787902,8,3,VAE 3,0.0237439274787902
VAE,10,VAE3,24h,ce,0.013437807559967,8,3,VAE 3,0.013437807559967
VAE,10,VAE3,24h,co,0.022222876548767,8,3,VAE 3,0.022222876548767
weighted_CPVAE,10,CPVAE3,1h,st,0.0086484132334589,8,3,weighted CPVAE 3,0.0086484132334589
weighted_CPVAE,10,CPVAE3,1h,SI1,-0.0079304007813334,8,3,weighted CPVAE 3,0.0079304007813334
weighted_CPVAE,10,CPVAE3,1h,SI2,0.0090332552790641,8,3,weighted CPVAE 3,0.0090332552790641
weighted_CPVAE,10,CPVAE3,1h,SI3,-0.00179350504186,8,3,weighted CPVAE 3,0.00179350504186
weighted_CPVAE,10,CPVAE3,1h,SI4,-0.0039302064105868,8,3,weighted CPVAE 3,0.0039302064105868
weighted_CPVAE,10,CPVAE3,1h,SI5,-0.0040162210352718,8,3,weighted CPVAE 3,0.0040162210352718
weighted_CPVAE,10,CPVAE3,1h,SI6,-0.0038198095280677,8,3,weighted CPVAE 3,0.0038198095280677
weighted_CPVAE,10,CPVAE3,1h,SI7,-0.0035606648307293,8,3,weighted CPVAE 3,0.0035606648307293
weighted_CPVAE,10,CPVAE3,1h,SI8,-0.0014641671441495,8,3,weighted CPVAE 3,0.0014641671441495
weighted_CPVAE,10,CPVAE3,1h,SI9,-7.177684165071696e-05,8,3,weighted CPVAE 3,7.177684165071696e-05
weighted_CPVAE,10,CPVAE3,1h,ce,0.0001720374712022,8,3,weighted CPVAE 3,0.0001720374712022
weighted_CPVAE,10,CPVAE3,1h,co,0.0005889046005904,8,3,weighted CPVAE 3,0.0005889046005904
weighted_CPVAE,10,CPVAE3,3h,st,0.1365198940038681,8,3,weighted CPVAE 3,0.1365198940038681
weighted_CPVAE,10,CPVAE3,3h,SI1,-0.1251856684684753,8,3,weighted CPVAE 3,0.1251856684684753
weighted_CPVAE,10,CPVAE3,3h,SI2,0.1425948292016983,8,3,weighted CPVAE 3,0.1425948292016983
weighted_CPVAE,10,CPVAE3,3h,SI3,-0.0283114481717348,8,3,weighted CPVAE 3,0.0283114481717348
weighted_CPVAE,10,CPVAE3,3h,SI4,-0.0620404407382011,8,3,weighted CPVAE 3,0.0620404407382011
weighted_CPVAE,10,CPVAE3,3h,SI5,-0.0633982270956039,8,3,weighted CPVAE 3,0.0633982270956039
weighted_CPVAE,10,CPVAE3,3h,SI6,-0.0602977648377418,8,3,weighted CPVAE 3,0.0602977648377418
weighted_CPVAE,10,CPVAE3,3h,SI7,-0.0562070235610008,8,3,weighted CPVAE 3,0.0562070235610008
weighted_CPVAE,10,CPVAE3,3h,SI8,-0.0231126714497804,8,3,weighted CPVAE 3,0.0231126714497804
weighted_CPVAE,10,CPVAE3,3h,SI9,-0.0011330363340675,8,3,weighted CPVAE 3,0.0011330363340675
weighted_CPVAE,10,CPVAE3,3h,ce,0.0027157047297805,8,3,weighted CPVAE 3,0.0027157047297805
weighted_CPVAE,10,CPVAE3,3h,co,0.0092961778864264,8,3,weighted CPVAE 3,0.0092961778864264
weighted_CPVAE,10,CPVAE3,6h,st,0.0420810766518116,8,3,weighted CPVAE 3,0.0420810766518116
weighted_CPVAE,10,CPVAE3,6h,SI1,-0.0385873988270759,8,3,weighted CPVAE 3,0.0385873988270759
weighted_CPVAE,10,CPVAE3,6h,SI2,0.0439536236226558,8,3,weighted CPVAE 3,0.0439536236226558
weighted_CPVAE,10,CPVAE3,6h,SI3,-0.0087267598137259,8,3,weighted CPVAE 3,0.0087267598137259
weighted_CPVAE,10,CPVAE3,6h,SI4,-0.0191234294325113,8,3,weighted CPVAE 3,0.0191234294325113
weighted_CPVAE,10,CPVAE3,6h,SI5,-0.0195419564843177,8,3,weighted CPVAE 3,0.0195419564843177
weighted_CPVAE,10,CPVAE3,6h,SI6,-0.0185862649232149,8,3,weighted CPVAE 3,0.0185862649232149
weighted_CPVAE,10,CPVAE3,6h,SI7,-0.0173253286629915,8,3,weighted CPVAE 3,0.0173253286629915
weighted_CPVAE,10,CPVAE3,6h,SI8,-0.0071242814883589,8,3,weighted CPVAE 3,0.0071242814883589
weighted_CPVAE,10,CPVAE3,6h,SI9,-0.0003492486430332,8,3,weighted CPVAE 3,0.0003492486430332
weighted_CPVAE,10,CPVAE3,6h,ce,0.0008370925206691,8,3,weighted CPVAE 3,0.0008370925206691
weighted_CPVAE,10,CPVAE3,6h,co,0.0028654665220528,8,3,weighted CPVAE 3,0.0028654665220528
weighted_CPVAE,10,CPVAE3,12h,st,0.0311436168849468,8,3,weighted CPVAE 3,0.0311436168849468
weighted_CPVAE,10,CPVAE3,12h,SI1,-0.0285579971969127,8,3,weighted CPVAE 3,0.0285579971969127
weighted_CPVAE,10,CPVAE3,12h,SI2,0.0325294621288776,8,3,weighted CPVAE 3,0.0325294621288776
weighted_CPVAE,10,CPVAE3,12h,SI3,-0.006458553019911,8,3,weighted CPVAE 3,0.006458553019911
weighted_CPVAE,10,CPVAE3,12h,SI4,-0.0141529832035303,8,3,weighted CPVAE 3,0.0141529832035303
weighted_CPVAE,10,CPVAE3,12h,SI5,-0.0144627289846539,8,3,weighted CPVAE 3,0.0144627289846539
weighted_CPVAE,10,CPVAE3,12h,SI6,-0.0137554351240396,8,3,weighted CPVAE 3,0.0137554351240396
weighted_CPVAE,10,CPVAE3,12h,SI7,-0.0128222340717911,8,3,weighted CPVAE 3,0.0128222340717911
weighted_CPVAE,10,CPVAE3,12h,SI8,-0.0052725812420248,8,3,weighted CPVAE 3,0.0052725812420248
weighted_CPVAE,10,CPVAE3,12h,SI9,-0.0002584740577731,8,3,weighted CPVAE 3,0.0002584740577731
weighted_CPVAE,10,CPVAE3,12h,ce,0.0006195204914547,8,3,weighted CPVAE 3,0.0006195204914547
weighted_CPVAE,10,CPVAE3,12h,co,0.0021206918172538,8,3,weighted CPVAE 3,0.0021206918172538
weighted_CPVAE,10,CPVAE3,24h,st,-0.0003437708655837,8,3,weighted CPVAE 3,0.0003437708655837
weighted_CPVAE,10,CPVAE3,24h,SI1,0.0003152301651425,8,3,weighted CPVAE 3,0.0003152301651425
weighted_CPVAE,10,CPVAE3,24h,SI2,-0.0003590681881178,8,3,weighted CPVAE 3,0.0003590681881178
weighted_CPVAE,10,CPVAE3,24h,SI3,7.129109144443646e-05,8,3,weighted CPVAE 3,7.129109144443646e-05
weighted_CPVAE,10,CPVAE3,24h,SI4,0.0001562240940984,8,3,weighted CPVAE 3,0.0001562240940984
weighted_CPVAE,10,CPVAE3,24h,SI5,0.0001596431393409,8,3,weighted CPVAE 3,0.0001596431393409
weighted_CPVAE,10,CPVAE3,24h,SI6,0.0001518358621979,8,3,weighted CPVAE 3,0.0001518358621979
weighted_CPVAE,10,CPVAE3,24h,SI7,0.0001415349688613,8,3,weighted CPVAE 3,0.0001415349688613
weighted_CPVAE,10,CPVAE3,24h,SI8,5.820004298584536e-05,8,3,weighted CPVAE 3,5.820004298584536e-05
weighted_CPVAE,10,CPVAE3,24h,SI9,2.853099886124255e-06,8,3,weighted CPVAE 3,2.853099886124255e-06
weighted_CPVAE,10,CPVAE3,24h,ce,-6.838419267296558e-06,8,3,weighted CPVAE 3,6.838419267296558e-06
weighted_CPVAE,10,CPVAE3,24h,co,-2.34087146964157e-05,8,3,weighted CPVAE 3,2.34087146964157e-05
PCA,10,PC4,1h,st,-0.1028536694593913,8,4,PCA 4,0.1028536694593913
PCA,10,PC4,1h,SI1,1.2748760531494394,8,4,PCA 4,1.2748760531494394
PCA,10,PC4,1h,SI2,0.2682583842852238,8,4,PCA 4,0.2682583842852238
PCA,10,PC4,1h,SI3,-0.3058552614790017,8,4,PCA 4,0.3058552614790017
PCA,10,PC4,1h,SI4,-0.3372306714919965,8,4,PCA 4,0.3372306714919965
PCA,10,PC4,1h,SI5,-0.3994541031313702,8,4,PCA 4,0.3994541031313702
PCA,10,PC4,1h,SI6,-0.4494487221749311,8,4,PCA 4,0.4494487221749311
PCA,10,PC4,1h,SI7,-0.3755036633643178,8,4,PCA 4,0.3755036633643178
PCA,10,PC4,1h,SI8,-0.4085487620814524,8,4,PCA 4,0.4085487620814524
PCA,10,PC4,1h,SI9,-0.219924234357392,8,4,PCA 4,0.219924234357392
PCA,10,PC4,1h,ce,0.646735182515936,8,4,PCA 4,0.646735182515936
PCA,10,PC4,1h,co,0.6656846502764999,8,4,PCA 4,0.6656846502764999
PCA,10,PC4,3h,st,-0.2526876734668844,8,4,PCA 4,0.2526876734668844
PCA,10,PC4,3h,SI1,1.4729984571705148,8,4,PCA 4,1.4729984571705148
PCA,10,PC4,3h,SI2,1.2962570320214268,8,4,PCA 4,1.2962570320214268
PCA,10,PC4,3h,SI3,1.252233500483292,8,4,PCA 4,1.252233500483292
PCA,10,PC4,3h,SI4,1.1906409401047946,8,4,PCA 4,1.1906409401047946
PCA,10,PC4,3h,SI5,1.1868436556792694,8,4,PCA 4,1.1868436556792694
PCA,10,PC4,3h,SI6,0.204207443134826,8,4,PCA 4,0.204207443134826
PCA,10,PC4,3h,SI7,0.4301790001321052,8,4,PCA 4,0.4301790001321052
PCA,10,PC4,3h,SI8,0.1880672585510639,8,4,PCA 4,0.1880672585510639
PCA,10,PC4,3h,SI9,0.0312590161406558,8,4,PCA 4,0.0312590161406558
PCA,10,PC4,3h,ce,-0.4842046415724559,8,4,PCA 4,0.4842046415724559
PCA,10,PC4,3h,co,-0.5502435069411805,8,4,PCA 4,0.5502435069411805
PCA,10,PC4,6h,st,-0.1979801039827732,8,4,PCA 4,0.1979801039827732
PCA,10,PC4,6h,SI1,0.6763777445848183,8,4,PCA 4,0.6763777445848183
PCA,10,PC4,6h,SI2,0.8731531509444174,8,4,PCA 4,0.8731531509444174
PCA,10,PC4,6h,SI3,1.0265873628892124,8,4,PCA 4,1.0265873628892124
PCA,10,PC4,6h,SI4,0.8383384299963303,8,4,PCA 4,0.8383384299963303
PCA,10,PC4,6h,SI5,0.4056670349034212,8,4,PCA 4,0.4056670349034212
PCA,10,PC4,6h,SI6,-0.5722897014100962,8,4,PCA 4,0.5722897014100962
PCA,10,PC4,6h,SI7,-0.6138171783116647,8,4,PCA 4,0.6138171783116647
PCA,10,PC4,6h,SI8,-0.5126107426186379,8,4,PCA 4,0.5126107426186379
PCA,10,PC4,6h,SI9,-0.5796274953715288,8,4,PCA 4,0.5796274953715288
PCA,10,PC4,6h,ce,-0.1460981823076296,8,4,PCA 4,0.1460981823076296
PCA,10,PC4,6h,co,-0.3523246024950418,8,4,PCA 4,0.3523246024950418
PCA,10,PC4,12h,st,0.0409009637478186,8,4,PCA 4,0.0409009637478186
PCA,10,PC4,12h,SI1,0.9533579807979168,8,4,PCA 4,0.9533579807979168
PCA,10,PC4,12h,SI2,0.8904148165615224,8,4,PCA 4,0.8904148165615224
PCA,10,PC4,12h,SI3,0.8486863292340348,8,4,PCA 4,0.8486863292340348
PCA,10,PC4,12h,SI4,0.1255879180622459,8,4,PCA 4,0.1255879180622459
PCA,10,PC4,12h,SI5,-0.4863115225668839,8,4,PCA 4,0.4863115225668839
PCA,10,PC4,12h,SI6,-0.7179250292945066,8,4,PCA 4,0.7179250292945066
PCA,10,PC4,12h,SI7,-0.7489323477764123,8,4,PCA 4,0.7489323477764123
PCA,10,PC4,12h,SI8,-0.5405711032228042,8,4,PCA 4,0.5405711032228042
PCA,10,PC4,12h,SI9,-0.638455203095259,8,4,PCA 4,0.638455203095259
PCA,10,PC4,12h,ce,-0.3972554596611804,8,4,PCA 4,0.3972554596611804
PCA,10,PC4,12h,co,-0.4043353956745005,8,4,PCA 4,0.4043353956745005
PCA,10,PC4,24h,st,-0.155446654477718,8,4,PCA 4,0.155446654477718
PCA,10,PC4,24h,SI1,-0.1232946191475232,8,4,PCA 4,0.1232946191475232
PCA,10,PC4,24h,SI2,-0.3059346680090919,8,4,PCA 4,0.3059346680090919
PCA,10,PC4,24h,SI3,-0.3809794227935111,8,4,PCA 4,0.3809794227935111
PCA,10,PC4,24h,SI4,-0.5597969655863876,8,4,PCA 4,0.5597969655863876
PCA,10,PC4,24h,SI5,-0.5982012904476639,8,4,PCA 4,0.5982012904476639
PCA,10,PC4,24h,SI6,-0.6440019880379588,8,4,PCA 4,0.6440019880379588
PCA,10,PC4,24h,SI7,-0.680480434960225,8,4,PCA 4,0.680480434960225
PCA,10,PC4,24h,SI8,-0.6942018698386669,8,4,PCA 4,0.6942018698386669
PCA,10,PC4,24h,SI9,-0.6206140281658648,8,4,PCA 4,0.6206140281658648
PCA,10,PC4,24h,ce,-0.6373944548388752,8,4,PCA 4,0.6373944548388752
PCA,10,PC4,24h,co,-0.5924769317540062,8,4,PCA 4,0.5924769317540062
CP,10,CP4,1h,st,-0.2654247037747586,8,4,CP 4,0.2654247037747586
CP,10,CP4,1h,SI1,-0.552300976735156,8,4,CP 4,0.552300976735156
CP,10,CP4,1h,SI2,-0.404271625869732,8,4,CP 4,0.404271625869732
CP,10,CP4,1h,SI3,-0.3448646402246217,8,4,CP 4,0.3448646402246217
CP,10,CP4,1h,SI4,-0.4245353916433134,8,4,CP 4,0.4245353916433134
CP,10,CP4,1h,SI5,-0.4109017704526361,8,4,CP 4,0.4109017704526361
CP,10,CP4,1h,SI6,-0.3389220185415093,8,4,CP 4,0.3389220185415093
CP,10,CP4,1h,SI7,-0.3716690027707514,8,4,CP 4,0.3716690027707514
CP,10,CP4,1h,SI8,-0.3441019378566325,8,4,CP 4,0.3441019378566325
CP,10,CP4,1h,SI9,-0.3752100324976636,8,4,CP 4,0.3752100324976636
CP,10,CP4,1h,ce,-0.5131028185552423,8,4,CP 4,0.5131028185552423
CP,10,CP4,1h,co,-0.4652704092998677,8,4,CP 4,0.4652704092998677
CP,10,CP4,3h,st,-0.0304810752823161,8,4,CP 4,0.0304810752823161
CP,10,CP4,3h,SI1,-0.0634256247099257,8,4,CP 4,0.0634256247099257
CP,10,CP4,3h,SI2,-0.0464261000856075,8,4,CP 4,0.0464261000856075
CP,10,CP4,3h,SI3,-0.0396038684847361,8,4,CP 4,0.0396038684847361
CP,10,CP4,3h,SI4,-0.0487531682192952,8,4,CP 4,0.0487531682192952
CP,10,CP4,3h,SI5,-0.0471874984531672,8,4,CP 4,0.0471874984531672
CP,10,CP4,3h,SI6,-0.0389214244758657,8,4,CP 4,0.0389214244758657
CP,10,CP4,3h,SI7,-0.0426820514158788,8,4,CP 4,0.0426820514158788
CP,10,CP4,3h,SI8,-0.0395162806002398,8,4,CP 4,0.0395162806002398
CP,10,CP4,3h,SI9,-0.0430886992981141,8,4,CP 4,0.0430886992981141
CP,10,CP4,3h,ce,-0.0589241521890257,8,4,CP 4,0.0589241521890257
CP,10,CP4,3h,co,-0.0534311319587578,8,4,CP 4,0.0534311319587578
CP,10,CP4,6h,st,0.0562584200231056,8,4,CP 4,0.0562584200231056
CP,10,CP4,6h,SI1,0.1170636338157335,8,4,CP 4,0.1170636338157335
CP,10,CP4,6h,SI2,0.0856878904192115,8,4,CP 4,0.0856878904192115
CP,10,CP4,6h,SI3,0.0730962096027741,8,4,CP 4,0.0730962096027741
CP,10,CP4,6h,SI4,0.0899829218534649,8,4,CP 4,0.0899829218534649
CP,10,CP4,6h,SI5,0.0870931908809028,8,4,CP 4,0.0870931908809028
CP,10,CP4,6h,SI6,0.0718366339041584,8,4,CP 4,0.0718366339041584
CP,10,CP4,6h,SI7,0.078777561282275,8,4,CP 4,0.078777561282275
CP,10,CP4,6h,SI8,0.072934550082915,8,4,CP 4,0.072934550082915
CP,10,CP4,6h,SI9,0.0795281045996747,8,4,CP 4,0.0795281045996747
CP,10,CP4,6h,ce,0.108755339916726,8,4,CP 4,0.108755339916726
CP,10,CP4,6h,co,0.0986169626958568,8,4,CP 4,0.0986169626958568
CP,10,CP4,12h,st,0.0832535247438562,8,4,CP 4,0.0832535247438562
CP,10,CP4,12h,SI1,0.1732355819889927,8,4,CP 4,0.1732355819889927
CP,10,CP4,12h,SI2,0.1268044659330066,8,4,CP 4,0.1268044659330066
CP,10,CP4,12h,SI3,0.1081707785669648,8,4,CP 4,0.1081707785669648
CP,10,CP4,12h,SI4,0.1331604301716111,8,4,CP 4,0.1331604301716111
CP,10,CP4,12h,SI5,0.1288840873783283,8,4,CP 4,0.1288840873783283
CP,10,CP4,12h,SI6,0.1063068066219938,8,4,CP 4,0.1063068066219938
CP,10,CP4,12h,SI7,0.1165782765456428,8,4,CP 4,0.1165782765456428
CP,10,CP4,12h,SI8,0.1079315481578787,8,4,CP 4,0.1079315481578787
CP,10,CP4,12h,SI9,0.1176889614283823,8,4,CP 4,0.1176889614283823
CP,10,CP4,12h,ce,0.1609406268264379,8,4,CP 4,0.1609406268264379
CP,10,CP4,12h,co,0.1459374390640813,8,4,CP 4,0.1459374390640813
CP,10,CP4,24h,st,0.1485531836982734,8,4,CP 4,0.1485531836982734
CP,10,CP4,24h,SI1,0.3091124047115763,8,4,CP 4,0.3091124047115763
CP,10,CP4,24h,SI2,0.2262631783995124,8,4,CP 4,0.2262631783995124
CP,10,CP4,24h,SI3,0.1930142127757708,8,4,CP 4,0.1930142127757708
CP,10,CP4,24h,SI4,0.2376044246232857,8,4,CP 4,0.2376044246232857
CP,10,CP4,24h,SI5,0.2299739448510258,8,4,CP 4,0.2299739448510258
CP,10,CP4,24h,SI6,0.1896882398803092,8,4,CP 4,0.1896882398803092
CP,10,CP4,24h,SI7,0.2080161072362403,8,4,CP 4,0.2080161072362403
CP,10,CP4,24h,SI8,0.1925873426940953,8,4,CP 4,0.1925873426940953
CP,10,CP4,24h,SI9,0.2099979545625142,8,4,CP 4,0.2099979545625142
CP,10,CP4,24h,ce,0.2871739373800797,8,4,CP 4,0.2871739373800797
CP,10,CP4,24h,co,0.2604030431197076,8,4,CP 4,0.2604030431197076
VAE,10,VAE4,1h,st,-0.1120627149939537,8,4,VAE 4,0.1120627149939537
VAE,10,VAE4,1h,SI1,-0.0898500680923461,8,4,VAE 4,0.0898500680923461
VAE,10,VAE4,1h,SI2,-0.0743684247136116,8,4,VAE 4,0.0743684247136116
VAE,10,VAE4,1h,SI3,-0.045816421508789,8,4,VAE 4,0.045816421508789
VAE,10,VAE4,1h,SI4,-0.0548310577869415,8,4,VAE 4,0.0548310577869415
VAE,10,VAE4,1h,SI5,-0.0580057799816131,8,4,VAE 4,0.0580057799816131
VAE,10,VAE4,1h,SI6,-0.0495058298110961,8,4,VAE 4,0.0495058298110961
VAE,10,VAE4,1h,SI7,-0.0584896504878997,8,4,VAE 4,0.0584896504878997
VAE,10,VAE4,1h,SI8,-0.0651824474334716,8,4,VAE 4,0.0651824474334716
VAE,10,VAE4,1h,SI9,-0.0724058449268341,8,4,VAE 4,0.0724058449268341
VAE,10,VAE4,1h,ce,-0.0921481251716613,8,4,VAE 4,0.0921481251716613
VAE,10,VAE4,1h,co,-0.0954811125993728,8,4,VAE 4,0.0954811125993728
VAE,10,VAE4,3h,st,0.0838069170713424,8,4,VAE 4,0.0838069170713424
VAE,10,VAE4,3h,SI1,-0.1143986582756042,8,4,VAE 4,0.1143986582756042
VAE,10,VAE4,3h,SI2,0.0231536030769348,8,4,VAE 4,0.0231536030769348
VAE,10,VAE4,3h,SI3,-0.1253318786621093,8,4,VAE 4,0.1253318786621093
VAE,10,VAE4,3h,SI4,-0.0936040580272674,8,4,VAE 4,0.0936040580272674
VAE,10,VAE4,3h,SI5,0.0630465745925903,8,4,VAE 4,0.0630465745925903
VAE,10,VAE4,3h,SI6,0.0446017980575561,8,4,VAE 4,0.0446017980575561
VAE,10,VAE4,3h,SI7,0.0538365244865417,8,4,VAE 4,0.0538365244865417
VAE,10,VAE4,3h,SI8,-0.0117277950048446,8,4,VAE 4,0.0117277950048446
VAE,10,VAE4,3h,SI9,-0.0485834628343582,8,4,VAE 4,0.0485834628343582
VAE,10,VAE4,3h,ce,-0.034492939710617,8,4,VAE 4,0.034492939710617
VAE,10,VAE4,3h,co,-0.040842205286026,8,4,VAE 4,0.040842205286026
VAE,10,VAE4,6h,st,-0.0943193435668945,8,4,VAE 4,0.0943193435668945
VAE,10,VAE4,6h,SI1,-0.0587719976902008,8,4,VAE 4,0.0587719976902008
VAE,10,VAE4,6h,SI2,0.001836359500885,8,4,VAE 4,0.001836359500885
VAE,10,VAE4,6h,SI3,-0.0054589509963989,8,4,VAE 4,0.0054589509963989
VAE,10,VAE4,6h,SI4,0.085896611213684,8,4,VAE 4,0.085896611213684
VAE,10,VAE4,6h,SI5,0.1328962743282318,8,4,VAE 4,0.1328962743282318
VAE,10,VAE4,6h,SI6,0.0813056230545044,8,4,VAE 4,0.0813056230545044
VAE,10,VAE4,6h,SI7,0.0721940398216247,8,4,VAE 4,0.0721940398216247
VAE,10,VAE4,6h,SI8,0.0667071938514709,8,4,VAE 4,0.0667071938514709
VAE,10,VAE4,6h,SI9,0.0492495894432067,8,4,VAE 4,0.0492495894432067
VAE,10,VAE4,6h,ce,0.0709101036190986,8,4,VAE 4,0.0709101036190986
VAE,10,VAE4,6h,co,0.0280858129262924,8,4,VAE 4,0.0280858129262924
VAE,10,VAE4,12h,st,-0.1329777240753173,8,4,VAE 4,0.1329777240753173
VAE,10,VAE4,12h,SI1,-0.0297549962997436,8,4,VAE 4,0.0297549962997436
