Model,Rank,Program,Time,Space,Value,Requested_rank,Program_number,Program_label,Abs_value
PCA,10,PC2,24h,SI3,-0.2384930584912948,8,2,PCA 2,0.2384930584912948
PCA,10,PC2,24h,SI4,-0.3989455363254383,8,2,PCA 2,0.3989455363254383
PCA,10,PC2,24h,SI5,-0.4445316855354437,8,2,PCA 2,0.4445316855354437
PCA,10,PC2,24h,SI6,-0.473181404274159,8,2,PCA 2,0.473181404274159
PCA,10,PC2,24h,SI7,-0.4922198057196654,8,2,PCA 2,0.4922198057196654
PCA,10,PC2,24h,SI8,-0.4883202781279961,8,2,PCA 2,0.4883202781279961
PCA,10,PC2,24h,SI9,-0.4521746350973626,8,2,PCA 2,0.4521746350973626
PCA,10,PC2,24h,ce,-0.4603970427152728,8,2,PCA 2,0.4603970427152728
PCA,10,PC2,24h,co,-0.4786935502061272,8,2,PCA 2,0.4786935502061272
CP,10,CP2,1h,st,0.2803687842384806,8,2,CP 2,0.2803687842384806
CP,10,CP2,1h,SI1,-0.0372537156988409,8,2,CP 2,0.0372537156988409
CP,10,CP2,1h,SI2,-0.2174863355315048,8,2,CP 2,0.2174863355315048
CP,10,CP2,1h,SI3,-0.3856586549860338,8,2,CP 2,0.3856586549860338
CP,10,CP2,1h,SI4,-0.4713907476329451,8,2,CP 2,0.4713907476329451
CP,10,CP2,1h,SI5,-0.4984604780739014,8,2,CP 2,0.4984604780739014
CP,10,CP2,1h,SI6,-0.395154731267016,8,2,CP 2,0.395154731267016
CP,10,CP2,1h,SI7,-0.3969057456933902,8,2,CP 2,0.3969057456933902
CP,10,CP2,1h,SI8,-0.3757889630868522,8,2,CP 2,0.3757889630868522
CP,10,CP2,1h,SI9,-0.3155294864565888,8,2,CP 2,0.3155294864565888
CP,10,CP2,1h,ce,-0.1085372567508707,8,2,CP 2,0.1085372567508707
CP,10,CP2,1h,co,-0.0136112764870023,8,2,CP 2,0.0136112764870023
CP,10,CP2,3h,st,-0.3354150825068615,8,2,CP 2,0.3354150825068615
CP,10,CP2,3h,SI1,0.0445679363298352,8,2,CP 2,0.0445679363298352
CP,10,CP2,3h,SI2,0.2601865873711717,8,2,CP 2,0.2601865873711717
CP,10,CP2,3h,SI3,0.4613770749585169,8,2,CP 2,0.4613770749585169
CP,10,CP2,3h,SI4,0.5639414064576684,8,2,CP 2,0.5639414064576684
CP,10,CP2,3h,SI5,0.5963258814053817,8,2,CP 2,0.5963258814053817
CP,10,CP2,3h,SI6,0.4727375665265363,8,2,CP 2,0.4727375665265363
CP,10,CP2,3h,SI7,0.4748323669512278,8,2,CP 2,0.4748323669512278
CP,10,CP2,3h,SI8,0.4495696138259486,8,2,CP 2,0.4495696138259486
CP,10,CP2,3h,SI9,0.3774790728598477,8,2,CP 2,0.3774790728598477
CP,10,CP2,3h,ce,0.1298469550632845,8,2,CP 2,0.1298469550632845
CP,10,CP2,3h,co,0.0162836509717439,8,2,CP 2,0.0162836509717439
CP,10,CP2,6h,st,-0.027239992937323,8,2,CP 2,0.027239992937323
CP,10,CP2,6h,SI1,0.0036194862251936,8,2,CP 2,0.0036194862251936
CP,10,CP2,6h,SI2,0.0211304773458775,8,2,CP 2,0.0211304773458775
CP,10,CP2,6h,SI3,0.0374697171319231,8,2,CP 2,0.0374697171319231
CP,10,CP2,6h,SI4,0.0457992521211584,8,2,CP 2,0.0457992521211584
CP,10,CP2,6h,SI5,0.0484292855181705,8,2,CP 2,0.0484292855181705
CP,10,CP2,6h,SI6,0.0383923342896385,8,2,CP 2,0.0383923342896385
CP,10,CP2,6h,SI7,0.0385624588658717,8,2,CP 2,0.0385624588658717
CP,10,CP2,6h,SI8,0.0365108003311191,8,2,CP 2,0.0365108003311191
CP,10,CP2,6h,SI9,0.0306561267365761,8,2,CP 2,0.0306561267365761
CP,10,CP2,6h,ce,0.010545232827401,8,2,CP 2,0.010545232827401
CP,10,CP2,6h,co,0.001322440643244,8,2,CP 2,0.001322440643244
CP,10,CP2,12h,st,0.0358537475638335,8,2,CP 2,0.0358537475638335
CP,10,CP2,12h,SI1,-0.0047640300688572,8,2,CP 2,0.0047640300688572
CP,10,CP2,12h,SI2,-0.0278122979842758,8,2,CP 2,0.0278122979842758
CP,10,CP2,12h,SI3,-0.0493182866246456,8,2,CP 2,0.0493182866246456
CP,10,CP2,12h,SI4,-0.0602817639469532,8,2,CP 2,0.0602817639469532
CP,10,CP2,12h,SI5,-0.0637434591727153,8,2,CP 2,0.0637434591727153
CP,10,CP2,12h,SI6,-0.0505326512078855,8,2,CP 2,0.0505326512078855
CP,10,CP2,12h,SI7,-0.0507565721033389,8,2,CP 2,0.0507565721033389
CP,10,CP2,12h,SI8,-0.0480561438263765,8,2,CP 2,0.0480561438263765
CP,10,CP2,12h,SI9,-0.0403501216695287,8,2,CP 2,0.0403501216695287
CP,10,CP2,12h,ce,-0.0138798169538968,8,2,CP 2,0.0138798169538968
CP,10,CP2,12h,co,-0.0017406191367275,8,2,CP 2,0.0017406191367275
CP,10,CP2,24h,st,0.0488990178791133,8,2,CP 2,0.0488990178791133
CP,10,CP2,24h,SI1,-0.0064974070311319,8,2,CP 2,0.0064974070311319
CP,10,CP2,24h,SI2,-0.0379317128278158,8,2,CP 2,0.0379317128278158
CP,10,CP2,24h,SI3,-0.0672625860136985,8,2,CP 2,0.0672625860136985
CP,10,CP2,24h,SI4,-0.0822150891696462,8,2,CP 2,0.0822150891696462
CP,10,CP2,24h,SI5,-0.086936311028957,8,2,CP 2,0.086936311028957
CP,10,CP2,24h,SI6,-0.0689187932305839,8,2,CP 2,0.0689187932305839
CP,10,CP2,24h,SI7,-0.0692241870210318,8,2,CP 2,0.0692241870210318
CP,10,CP2,24h,SI8,-0.0655412166324734,8,2,CP 2,0.0655412166324734
CP,10,CP2,24h,SI9,-0.0550313831888798,8,2,CP 2,0.0550313831888798
CP,10,CP2,24h,ce,-0.0189299435485525,8,2,CP 2,0.0189299435485525
CP,10,CP2,24h,co,-0.0023739377909109,8,2,CP 2,0.0023739377909109
VAE,10,VAE2,1h,st,0.009868249297142,8,2,VAE 2,0.009868249297142
VAE,10,VAE2,1h,SI1,0.0188605189323425,8,2,VAE 2,0.0188605189323425
VAE,10,VAE2,1h,SI2,0.007754698395729,8,2,VAE 2,0.007754698395729
VAE,10,VAE2,1h,SI3,-9.41753387451172e-06,8,2,VAE 2,9.41753387451172e-06
VAE,10,VAE2,1h,SI4,-0.0038520395755767,8,2,VAE 2,0.0038520395755767
VAE,10,VAE2,1h,SI5,0.0105617940425872,8,2,VAE 2,0.0105617940425872
VAE,10,VAE2,1h,SI6,0.009713590145111,8,2,VAE 2,0.009713590145111
VAE,10,VAE2,1h,SI7,0.0061953961849212,8,2,VAE 2,0.0061953961849212
VAE,10,VAE2,1h,SI8,0.0136939287185668,8,2,VAE 2,0.0136939287185668
VAE,10,VAE2,1h,SI9,0.0170827507972717,8,2,VAE 2,0.0170827507972717
VAE,10,VAE2,1h,ce,0.0072250962257385,8,2,VAE 2,0.0072250962257385
VAE,10,VAE2,1h,co,0.0070619136095047,8,2,VAE 2,0.0070619136095047
VAE,10,VAE2,3h,st,-0.0344791859388351,8,2,VAE 2,0.0344791859388351
VAE,10,VAE2,3h,SI1,0.0140526890754699,8,2,VAE 2,0.0140526890754699
VAE,10,VAE2,3h,SI2,-0.0140638351440429,8,2,VAE 2,0.0140638351440429
VAE,10,VAE2,3h,SI3,0.0220263004302978,8,2,VAE 2,0.0220263004302978
VAE,10,VAE2,3h,SI4,0.0162920951843261,8,2,VAE 2,0.0162920951843261
VAE,10,VAE2,3h,SI5,-0.0106628537178039,8,2,VAE 2,0.0106628537178039
VAE,10,VAE2,3h,SI6,0.0003949999809265,8,2,VAE 2,0.0003949999809265
VAE,10,VAE2,3h,SI7,0.0025016963481903,8,2,VAE 2,0.0025016963481903
VAE,10,VAE2,3h,SI8,0.0027565956115722,8,2,VAE 2,0.0027565956115722
VAE,10,VAE2,3h,SI9,-0.0048138424754142,8,2,VAE 2,0.0048138424754142
VAE,10,VAE2,3h,ce,0.0072678625583648,8,2,VAE 2,0.0072678625583648
VAE,10,VAE2,3h,co,0.0012709200382232,8,2,VAE 2,0.0012709200382232
VAE,10,VAE2,6h,st,-0.0505772531032562,8,2,VAE 2,0.0505772531032562
VAE,10,VAE2,6h,SI1,-0.0005401372909545,8,2,VAE 2,0.0005401372909545
VAE,10,VAE2,6h,SI2,-0.0093714594841003,8,2,VAE 2,0.0093714594841003
VAE,10,VAE2,6h,SI3,-0.001253068447113,8,2,VAE 2,0.001253068447113
VAE,10,VAE2,6h,SI4,0.0123841166496276,8,2,VAE 2,0.0123841166496276
VAE,10,VAE2,6h,SI5,-0.0023659765720367,8,2,VAE 2,0.0023659765720367
VAE,10,VAE2,6h,SI6,0.0043188631534576,8,2,VAE 2,0.0043188631534576
VAE,10,VAE2,6h,SI7,0.0055631697177886,8,2,VAE 2,0.0055631697177886
VAE,10,VAE2,6h,SI8,-6.908178329467773e-05,8,2,VAE 2,6.908178329467773e-05
VAE,10,VAE2,6h,SI9,0.0082583427429199,8,2,VAE 2,0.0082583427429199
VAE,10,VAE2,6h,ce,0.0036432892084121,8,2,VAE 2,0.0036432892084121
VAE,10,VAE2,6h,co,0.0110127925872802,8,2,VAE 2,0.0110127925872802
VAE,10,VAE2,12h,st,0.0017502009868621,8,2,VAE 2,0.0017502009868621
VAE,10,VAE2,12h,SI1,0.0157447457313537,8,2,VAE 2,0.0157447457313537
VAE,10,VAE2,12h,SI2,0.0136739611625671,8,2,VAE 2,0.0136739611625671
VAE,10,VAE2,12h,SI3,-0.0001507401466369,8,2,VAE 2,0.0001507401466369
VAE,10,VAE2,12h,SI4,-0.0069154575467109,8,2,VAE 2,0.0069154575467109
VAE,10,VAE2,12h,SI5,-0.0047037750482559,8,2,VAE 2,0.0047037750482559
VAE,10,VAE2,12h,SI6,0.0044472813606262,8,2,VAE 2,0.0044472813606262
VAE,10,VAE2,12h,SI7,0.0014520287513732,8,2,VAE 2,0.0014520287513732
VAE,10,VAE2,12h,SI8,0.0024691820144653,8,2,VAE 2,0.0024691820144653
VAE,10,VAE2,12h,SI9,-0.0041788220405578,8,2,VAE 2,0.0041788220405578
VAE,10,VAE2,12h,ce,-0.0014115273952484,8,2,VAE 2,0.0014115273952484
VAE,10,VAE2,12h,co,0.0027341246604919,8,2,VAE 2,0.0027341246604919
VAE,10,VAE2,24h,st,-0.0061164051294326,8,2,VAE 2,0.0061164051294326
VAE,10,VAE2,24h,SI1,-0.002041608095169,8,2,VAE 2,0.002041608095169
VAE,10,VAE2,24h,SI2,-0.0011449009180068,8,2,VAE 2,0.0011449009180068
VAE,10,VAE2,24h,SI3,-0.002993568778038,8,2,VAE 2,0.002993568778038
VAE,10,VAE2,24h,SI4,0.0044309198856353,8,2,VAE 2,0.0044309198856353
VAE,10,VAE2,24h,SI5,-0.0015471279621124,8,2,VAE 2,0.0015471279621124
VAE,10,VAE2,24h,SI6,-0.0103794932365417,8,2,VAE 2,0.0103794932365417
VAE,10,VAE2,24h,SI7,-0.010568767786026,8,2,VAE 2,0.010568767786026
VAE,10,VAE2,24h,SI8,-0.0004045367240905,8,2,VAE 2,0.0004045367240905
VAE,10,VAE2,24h,SI9,-0.0077293813228607,8,2,VAE 2,0.0077293813228607
VAE,10,VAE2,24h,ce,-0.002099871635437,8,2,VAE 2,0.002099871635437
VAE,10,VAE2,24h,co,-0.0078292191028594,8,2,VAE 2,0.0078292191028594
weighted_CPVAE,10,CPVAE2,1h,st,0.0255354307591915,8,2,weighted CPVAE 2,0.0255354307591915
weighted_CPVAE,10,CPVAE2,1h,SI1,0.0223474502563476,8,2,weighted CPVAE 2,0.0223474502563476
weighted_CPVAE,10,CPVAE2,1h,SI2,-0.0025085003580898,8,2,weighted CPVAE 2,0.0025085003580898
weighted_CPVAE,10,CPVAE2,1h,SI3,-0.0973152667284011,8,2,weighted CPVAE 2,0.0973152667284011
weighted_CPVAE,10,CPVAE2,1h,SI4,-0.0073685864917933,8,2,weighted CPVAE 2,0.0073685864917933
weighted_CPVAE,10,CPVAE2,1h,SI5,-0.0090175382792949,8,2,weighted CPVAE 2,0.0090175382792949
weighted_CPVAE,10,CPVAE2,1h,SI6,-0.0375016182661056,8,2,weighted CPVAE 2,0.0375016182661056
weighted_CPVAE,10,CPVAE2,1h,SI7,-0.0423862673342227,8,2,weighted CPVAE 2,0.0423862673342227
weighted_CPVAE,10,CPVAE2,1h,SI8,-0.0581794902682304,8,2,weighted CPVAE 2,0.0581794902682304
weighted_CPVAE,10,CPVAE2,1h,SI9,-0.0773010700941085,8,2,weighted CPVAE 2,0.0773010700941085
weighted_CPVAE,10,CPVAE2,1h,ce,-0.128511443734169,8,2,weighted CPVAE 2,0.128511443734169
weighted_CPVAE,10,CPVAE2,1h,co,-0.1116163283586502,8,2,weighted CPVAE 2,0.1116163283586502
weighted_CPVAE,10,CPVAE2,3h,st,0.0150129739195108,8,2,weighted CPVAE 2,0.0150129739195108
weighted_CPVAE,10,CPVAE2,3h,SI1,0.0131386732682585,8,2,weighted CPVAE 2,0.0131386732682585
weighted_CPVAE,10,CPVAE2,3h,SI2,-0.001474815653637,8,2,weighted CPVAE 2,0.001474815653637
weighted_CPVAE,10,CPVAE2,3h,SI3,-0.057214293628931,8,2,weighted CPVAE 2,0.057214293628931
weighted_CPVAE,10,CPVAE2,3h,SI4,-0.0043321922421455,8,2,weighted CPVAE 2,0.0043321922421455
weighted_CPVAE,10,CPVAE2,3h,SI5,-0.0053016557358205,8,2,weighted CPVAE 2,0.0053016557358205
weighted_CPVAE,10,CPVAE2,3h,SI6,-0.0220482219010591,8,2,weighted CPVAE 2,0.0220482219010591
weighted_CPVAE,10,CPVAE2,3h,SI7,-0.0249200388789176,8,2,weighted CPVAE 2,0.0249200388789176
weighted_CPVAE,10,CPVAE2,3h,SI8,-0.0342053063213825,8,2,weighted CPVAE 2,0.0342053063213825
weighted_CPVAE,10,CPVAE2,3h,SI9,-0.045447401702404,8,2,weighted CPVAE 2,0.045447401702404
weighted_CPVAE,10,CPVAE2,3h,ce,-0.0755553767085075,8,2,weighted CPVAE 2,0.0755553767085075
weighted_CPVAE,10,CPVAE2,3h,co,-0.0656222701072692,8,2,weighted CPVAE 2,0.0656222701072692
weighted_CPVAE,10,CPVAE2,6h,st,0.0088489111512899,8,2,weighted CPVAE 2,0.0088489111512899
weighted_CPVAE,10,CPVAE2,6h,SI1,0.0077441656030714,8,2,weighted CPVAE 2,0.0077441656030714
weighted_CPVAE,10,CPVAE2,6h,SI2,-0.0008692823466844,8,2,weighted CPVAE 2,0.0008692823466844
weighted_CPVAE,10,CPVAE2,6h,SI3,-0.0337231121957302,8,2,weighted CPVAE 2,0.0337231121957302
weighted_CPVAE,10,CPVAE2,6h,SI4,-0.0025534706655889,8,2,weighted CPVAE 2,0.0025534706655889
weighted_CPVAE,10,CPVAE2,6h,SI5,-0.0031248894520103,8,2,weighted CPVAE 2,0.0031248894520103
weighted_CPVAE,10,CPVAE2,6h,SI6,-0.0129956100136041,8,2,weighted CPVAE 2,0.0129956100136041
weighted_CPVAE,10,CPVAE2,6h,SI7,-0.014688310213387,8,2,weighted CPVAE 2,0.014688310213387
weighted_CPVAE,10,CPVAE2,6h,SI8,-0.0201612096279859,8,2,weighted CPVAE 2,0.0201612096279859
weighted_CPVAE,10,CPVAE2,6h,SI9,-0.0267875008285045,8,2,weighted CPVAE 2,0.0267875008285045
weighted_CPVAE,10,CPVAE2,6h,ce,-0.0445336699485778,8,2,weighted CPVAE 2,0.0445336699485778
weighted_CPVAE,10,CPVAE2,6h,co,-0.0386789254844188,8,2,weighted CPVAE 2,0.0386789254844188
weighted_CPVAE,10,CPVAE2,12h,st,-0.0010952715529128,8,2,weighted CPVAE 2,0.0010952715529128
weighted_CPVAE,10,CPVAE2,12h,SI1,-0.0009585319785401,8,2,weighted CPVAE 2,0.0009585319785401
weighted_CPVAE,10,CPVAE2,12h,SI2,0.0001075951804523,8,2,weighted CPVAE 2,0.0001075951804523
weighted_CPVAE,10,CPVAE2,12h,SI3,0.0041740690357983,8,2,weighted CPVAE 2,0.0041740690357983
weighted_CPVAE,10,CPVAE2,12h,SI4,0.0003160551132168,8,2,weighted CPVAE 2,0.0003160551132168
weighted_CPVAE,10,CPVAE2,12h,SI5,0.000386782339774,8,2,weighted CPVAE 2,0.000386782339774
weighted_CPVAE,10,CPVAE2,12h,SI6,0.0016085280803963,8,2,weighted CPVAE 2,0.0016085280803963
weighted_CPVAE,10,CPVAE2,12h,SI7,0.0018180416664108,8,2,weighted CPVAE 2,0.0018180416664108
weighted_CPVAE,10,CPVAE2,12h,SI8,0.0024954483378678,8,2,weighted CPVAE 2,0.0024954483378678
weighted_CPVAE,10,CPVAE2,12h,SI9,0.0033156154677271,8,2,weighted CPVAE 2,0.0033156154677271
weighted_CPVAE,10,CPVAE2,12h,ce,0.0055121425539255,8,2,weighted CPVAE 2,0.0055121425539255
weighted_CPVAE,10,CPVAE2,12h,co,0.0047874734736979,8,2,weighted CPVAE 2,0.0047874734736979
weighted_CPVAE,10,CPVAE2,24h,st,-0.0055513735860586,8,2,weighted CPVAE 2,0.0055513735860586
weighted_CPVAE,10,CPVAE2,24h,SI1,-0.0048583098687231,8,2,weighted CPVAE 2,0.0048583098687231
weighted_CPVAE,10,CPVAE2,24h,SI2,0.0005453451303765,8,2,weighted CPVAE 2,0.0005453451303765
weighted_CPVAE,10,CPVAE2,24h,SI3,0.0211562290787696,8,2,weighted CPVAE 2,0.0211562290787696
weighted_CPVAE,10,CPVAE2,24h,SI4,0.0016019223257899,8,2,weighted CPVAE 2,0.0016019223257899
weighted_CPVAE,10,CPVAE2,24h,SI5,0.0019604025874286,8,2,weighted CPVAE 2,0.0019604025874286
weighted_CPVAE,10,CPVAE2,24h,SI6,0.0081528089940547,8,2,weighted CPVAE 2,0.0081528089940547
weighted_CPVAE,10,CPVAE2,24h,SI7,0.0092147262766957,8,2,weighted CPVAE 2,0.0092147262766957
weighted_CPVAE,10,CPVAE2,24h,SI8,0.0126481549814343,8,2,weighted CPVAE 2,0.0126481549814343
weighted_CPVAE,10,CPVAE2,24h,SI9,0.0168051645159721,8,2,weighted CPVAE 2,0.0168051645159721
weighted_CPVAE,10,CPVAE2,24h,ce,0.0279382411390543,8,2,weighted CPVAE 2,0.0279382411390543
weighted_CPVAE,10,CPVAE2,24h,co,0.0242652613669633,8,2,weighted CPVAE 2,0.0242652613669633
PCA,10,PC3,1h,st,0.1039347240092776,8,3,PCA 3,0.1039347240092776
PCA,10,PC3,1h,SI1,0.9802185860076884,8,3,PCA 3,0.9802185860076884
PCA,10,PC3,1h,SI2,-0.0108694729671507,8,3,PCA 3,0.0108694729671507
PCA,10,PC3,1h,SI3,-0.4553589116214393,8,3,PCA 3,0.4553589116214393
PCA,10,PC3,1h,SI4,-0.4970120289570834,8,3,PCA 3,0.4970120289570834
PCA,10,PC3,1h,SI5,-0.5375034151674929,8,3,PCA 3,0.5375034151674929
PCA,10,PC3,1h,SI6,-0.5905755340706572,8,3,PCA 3,0.5905755340706572
PCA,10,PC3,1h,SI7,-0.5352345012837427,8,3,PCA 3,0.5352345012837427
PCA,10,PC3,1h,SI8,-0.5182928790034456,8,3,PCA 3,0.5182928790034456
PCA,10,PC3,1h,SI9,-0.3615280739433608,8,3,PCA 3,0.3615280739433608
PCA,10,PC3,1h,ce,0.3029211250382546,8,3,PCA 3,0.3029211250382546
PCA,10,PC3,1h,co,0.2497306724539333,8,3,PCA 3,0.2497306724539333
PCA,10,PC3,3h,st,1.1120195237860524,8,3,PCA 3,1.1120195237860524
PCA,10,PC3,3h,SI1,1.3156484598850628,8,3,PCA 3,1.3156484598850628
PCA,10,PC3,3h,SI2,1.1369707174149282,8,3,PCA 3,1.1369707174149282
PCA,10,PC3,3h,SI3,0.9086134394360856,8,3,PCA 3,0.9086134394360856
PCA,10,PC3,3h,SI4,1.0210250299534074,8,3,PCA 3,1.0210250299534074
PCA,10,PC3,3h,SI5,1.3458055636656503,8,3,PCA 3,1.3458055636656503
PCA,10,PC3,3h,SI6,0.2989695191386283,8,3,PCA 3,0.2989695191386283
PCA,10,PC3,3h,SI7,0.4628656769938232,8,3,PCA 3,0.4628656769938232
PCA,10,PC3,3h,SI8,0.056938698184934,8,3,PCA 3,0.056938698184934
PCA,10,PC3,3h,SI9,-0.235870496675327,8,3,PCA 3,0.235870496675327
PCA,10,PC3,3h,ce,-0.6232365383676152,8,3,PCA 3,0.6232365383676152
PCA,10,PC3,3h,co,-0.6836718134970723,8,3,PCA 3,0.6836718134970723
PCA,10,PC3,6h,st,-0.0597489471264996,8,3,PCA 3,0.0597489471264996
PCA,10,PC3,6h,SI1,0.5613978846563086,8,3,PCA 3,0.5613978846563086
PCA,10,PC3,6h,SI2,0.7694653411700438,8,3,PCA 3,0.7694653411700438
PCA,10,PC3,6h,SI3,0.747081791298455,8,3,PCA 3,0.747081791298455
PCA,10,PC3,6h,SI4,1.049488387691971,8,3,PCA 3,1.049488387691971
PCA,10,PC3,6h,SI5,0.6017969464323152,8,3,PCA 3,0.6017969464323152
PCA,10,PC3,6h,SI6,-0.3852917222147036,8,3,PCA 3,0.3852917222147036
PCA,10,PC3,6h,SI7,-0.4346295194243445,8,3,PCA 3,0.4346295194243445
PCA,10,PC3,6h,SI8,-0.4191703533995675,8,3,PCA 3,0.4191703533995675
PCA,10,PC3,6h,SI9,-0.5394620496573238,8,3,PCA 3,0.5394620496573238
PCA,10,PC3,6h,ce,-0.0248879409383513,8,3,PCA 3,0.0248879409383513
PCA,10,PC3,6h,co,-0.3392036901119866,8,3,PCA 3,0.3392036901119866
PCA,10,PC3,12h,st,-0.144752750198669,8,3,PCA 3,0.144752750198669
PCA,10,PC3,12h,SI1,0.5632952348701648,8,3,PCA 3,0.5632952348701648
PCA,10,PC3,12h,SI2,0.5447199107743896,8,3,PCA 3,0.5447199107743896
PCA,10,PC3,12h,SI3,0.4722167454819997,8,3,PCA 3,0.4722167454819997
PCA,10,PC3,12h,SI4,0.0335353770112605,8,3,PCA 3,0.0335353770112605
PCA,10,PC3,12h,SI5,-0.3801162670794516,8,3,PCA 3,0.3801162670794516
PCA,10,PC3,12h,SI6,-0.5770970861879743,8,3,PCA 3,0.5770970861879743
PCA,10,PC3,12h,SI7,-0.6428785568056246,8,3,PCA 3,0.6428785568056246
PCA,10,PC3,12h,SI8,-0.3848681563383909,8,3,PCA 3,0.3848681563383909
PCA,10,PC3,12h,SI9,-0.5190582449188839,8,3,PCA 3,0.5190582449188839
PCA,10,PC3,12h,ce,-0.3542774228369064,8,3,PCA 3,0.3542774228369064
PCA,10,PC3,12h,co,-0.4824903871933972,8,3,PCA 3,0.4824903871933972
PCA,10,PC3,24h,st,0.0734682215604743,8,3,PCA 3,0.0734682215604743
PCA,10,PC3,24h,SI1,0.0064111368762536,8,3,PCA 3,0.0064111368762536
PCA,10,PC3,24h,SI2,-0.165584256572321,8,3,PCA 3,0.165584256572321
PCA,10,PC3,24h,SI3,-0.2202089664416977,8,3,PCA 3,0.2202089664416977
PCA,10,PC3,24h,SI4,-0.4176816093452209,8,3,PCA 3,0.4176816093452209
PCA,10,PC3,24h,SI5,-0.4576832065465463,8,3,PCA 3,0.4576832065465463
PCA,10,PC3,24h,SI6,-0.498896059885054,8,3,PCA 3,0.498896059885054
PCA,10,PC3,24h,SI7,-0.5315554494985463,8,3,PCA 3,0.5315554494985463
PCA,10,PC3,24h,SI8,-0.5546498860609482,8,3,PCA 3,0.5546498860609482
PCA,10,PC3,24h,SI9,-0.3780512023288384,8,3,PCA 3,0.3780512023288384
PCA,10,PC3,24h,ce,-0.3982885943902293,8,3,PCA 3,0.3982885943902293
PCA,10,PC3,24h,co,-0.358852722735497,8,3,PCA 3,0.358852722735497
CP,10,CP3,1h,st,0.4285117868666624,8,3,CP 3,0.4285117868666624
CP,10,CP3,1h,SI1,-0.1924778392699849,8,3,CP 3,0.1924778392699849
CP,10,CP3,1h,SI2,-0.0738000746397346,8,3,CP 3,0.0738000746397346
CP,10,CP3,1h,SI3,-0.048482689399326,8,3,CP 3,0.048482689399326
CP,10,CP3,1h,SI4,0.0008328981508184,8,3,CP 3,0.0008328981508184
CP,10,CP3,1h,SI5,-0.0154967070724959,8,3,CP 3,0.0154967070724959
CP,10,CP3,1h,SI6,-0.0071400113395022,8,3,CP 3,0.0071400113395022
CP,10,CP3,1h,SI7,-0.0140596200189592,8,3,CP 3,0.0140596200189592
CP,10,CP3,1h,SI8,-0.006451883558843,8,3,CP 3,0.006451883558843
CP,10,CP3,1h,SI9,0.0037903767946197,8,3,CP 3,0.0037903767946197
CP,10,CP3,1h,ce,0.0002542873100278,8,3,CP 3,0.0002542873100278
CP,10,CP3,1h,co,0.0243290207461717,8,3,CP 3,0.0243290207461717
CP,10,CP3,3h,st,2.079890773654963,8,3,CP 3,2.079890773654963
CP,10,CP3,3h,SI1,-0.9342400706360356,8,3,CP 3,0.9342400706360356
CP,10,CP3,3h,SI2,-0.3582074030229515,8,3,CP 3,0.3582074030229515
CP,10,CP3,3h,SI3,-0.2353230446727825,8,3,CP 3,0.2353230446727825
CP,10,CP3,3h,SI4,0.0040426826807929,8,3,CP 3,0.0040426826807929
CP,10,CP3,3h,SI5,-0.075217203003443,8,3,CP 3,0.075217203003443
CP,10,CP3,3h,SI6,-0.0346558581676622,8,3,CP 3,0.0346558581676622
CP,10,CP3,3h,SI7,-0.0682419360558388,8,3,CP 3,0.0682419360558388
CP,10,CP3,3h,SI8,-0.0313158552413619,8,3,CP 3,0.0313158552413619
CP,10,CP3,3h,SI9,0.018397556299329,8,3,CP 3,0.018397556299329
CP,10,CP3,3h,ce,0.0012342480328297,8,3,CP 3,0.0012342480328297
CP,10,CP3,3h,co,0.1180870802925386,8,3,CP 3,0.1180870802925386
CP,10,CP3,6h,st,-0.3304566275476093,8,3,CP 3,0.3304566275476093
CP,10,CP3,6h,SI1,0.1484336711200007,8,3,CP 3,0.1484336711200007
CP,10,CP3,6h,SI2,0.0569126090008747,8,3,CP 3,0.0569126090008747
CP,10,CP3,6h,SI3,0.0373885305477601,8,3,CP 3,0.0373885305477601
CP,10,CP3,6h,SI4,-0.0006423083855467,8,3,CP 3,0.0006423083855467
CP,10,CP3,6h,SI5,0.0119506387320534,8,3,CP 3,0.0119506387320534
CP,10,CP3,6h,SI6,0.0055061824206898,8,3,CP 3,0.0055061824206898
CP,10,CP3,6h,SI7,0.0108423963084867,8,3,CP 3,0.0108423963084867
CP,10,CP3,6h,SI8,0.0049755170045032,8,3,CP 3,0.0049755170045032
CP,10,CP3,6h,SI9,-0.0029230354241679,8,3,CP 3,0.0029230354241679
CP,10,CP3,6h,ce,-0.0001960994527464,8,3,CP 3,0.0001960994527464
CP,10,CP3,6h,co,-0.0187618786547344,8,3,CP 3,0.0187618786547344
CP,10,CP3,12h,st,0.1209689389398374,8,3,CP 3,0.1209689389398374
CP,10,CP3,12h,SI1,-0.0543365216536453,8,3,CP 3,0.0543365216536453
CP,10,CP3,12h,SI2,-0.0208337716638525,8,3,CP 3,0.0208337716638525
CP,10,CP3,12h,SI3,-0.0136866701764988,8,3,CP 3,0.0136866701764988
CP,10,CP3,12h,SI4,0.0002351272675278,8,3,CP 3,0.0002351272675278
CP,10,CP3,12h,SI5,-0.0043747226309194,8,3,CP 3,0.0043747226309194
CP,10,CP3,12h,SI6,-0.0020156262259986,8,3,CP 3,0.0020156262259986
CP,10,CP3,12h,SI7,-0.0039690327494305,8,3,CP 3,0.0039690327494305
CP,10,CP3,12h,SI8,-0.0018213676547466,8,3,CP 3,0.0018213676547466
CP,10,CP3,12h,SI9,0.0010700239131811,8,3,CP 3,0.0010700239131811
