Program,Gene,Gene_display,Loading,Abs_loading
Program8,N900_RS03805,fliL_1,3.055854082107544,3.055854082107544
Program8,N900_RS14770,tryptophan-specific transporter,3.051213502883911,3.051213502883911
Program8,N900_RS10990,cobS,3.051109313964844,3.051109313964844
Program8,N900_RS07515,diguanylate cyclase_1,3.049318313598633,3.049318313598633
Program8,N900_RS04225,VC0395_A1625_BLAST,3.0492987632751465,3.0492987632751465
Program8,N900_RS15305,glyA2,3.0492477416992188,3.0492477416992188
Program8,N900_RS10900,trag,3.048288106918335,3.048288106918335
Program8,N900_RS08200,nucleotidyltransferase,3.0427916049957275,3.0427916049957275
Program8,N900_RS17580,phrB_1,3.040674924850464,3.040674924850464
Program8,N900_RS18565,VC_A1024,3.0403692722320557,3.0403692722320557
Program8,N900_RS11150,abortive infection protein,3.0389840602874756,3.0389840602874756
Program8,N900_RS18730,ydfG,3.0377306938171387,3.0377306938171387
Program8,N900_RS17320,fabH2,3.037230968475342,3.037230968475342
Program8,N900_RS17725,glyceraldehyde-3-phosphate dehydrogenase,3.0342226028442383,3.0342226028442383
Program8,N900_RS07505,acyP,3.027256727218628,3.027256727218628
Program8,N900_RS16350,VC_A0550,3.025364875793457,3.025364875793457
Program8,N900_RS07715,eamA_3,3.024517774581909,3.024517774581909
Program8,N900_RS07150,VC_1431,3.023200750350952,3.023200750350952
Program8,N900_RS10275,vibriobactin biosynthesis 4\'-phosphopantetheinyl transferase VibD,3.0222103595733643,3.0222103595733643
Program8,N900_RS17180,DNA recombination protein RecF,3.0086405277252197,3.0086405277252197
Program8,N900_RS18915,ABC transporter substrate-binding protein_10,3.0078680515289307,3.0078680515289307
Program8,N900_RS18595,VC_A1030,3.000246286392212,3.000246286392212
