Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program6,GO:0000976,transcription cis-regulatory region binding,MF,3,69,70,1.7496894409937889,0.2446108491251512,N900_RS01100/N900_RS11210/N900_RS13880,0.4076847485419186,0.3896755351703079,0.24296097095392366
Program6,GO:0008270,zinc ion binding,MF,3,74,70,1.6314671814671815,0.2785411736578386,N900_RS05790/N900_RS14860/N900_RS15430,0.4431336853647432,0.3534652352719767,0.21257834196020278
Program6,GO:0003723,RNA binding,MF,2,52,70,1.5478021978021976,0.37258483808132775,N900_RS03240/N900_RS11460,0.566976927515064,0.24643461387035648,0.18971545900069853
Program6,GO:0016887,ATP hydrolysis activity,MF,4,126,70,1.2775510204081633,0.38296720977019183,N900_RS03380/N900_RS11040/N900_RS11160/N900_RS16535,0.5584938475815298,0.25298160674910486,0.10637825318191602
Program6,GO:0003677,DNA binding,MF,5,172,70,1.1698504983388704,0.42670983539353724,N900_RS00885/N900_RS08180/N900_RS10235/N900_RS12985/N900_RS15370,0.5973937695509521,0.22373931113221088,0.06813036439998642
Program6,GO:0055085,transmembrane transport,BP,2,59,70,1.3641646489104116,0.4343481078754042,N900_RS07345/N900_RS11040,0.584699375986121,0.23306736965840436,0.13486679099335352
Program6,GO:0006508,proteolysis,BP,2,62,70,1.2981566820276498,0.45985023552121945,N900_RS11210/N900_RS14860,0.5961021571571363,0.2246793065554481,0.11332711313724385
Program6,GO:0016020,membrane,CC,8,310,70,1.0385253456221197,0.5119686775182711,N900_RS02310/N900_RS03380/N900_RS05975/N900_RS12600/N900_RS15565/N900_RS15790/N900_RS17485/N900_RS19340,0.6399608468978389,0.19384659554167988,0.0164171001291874
Program6,GO:0006935,chemotaxis,BP,2,69,70,1.1664596273291925,0.5167255782363047,N900_RS04570/N900_RS14065,0.6236343185610573,0.20506999362496398,0.0668697118982424
Program6,GO:0007165,signal transduction,BP,2,76,70,1.0590225563909774,0.5695988126224619,N900_RS04570/N900_RS14065,0.6645319480595389,0.17748413506370872,0.024905210354706362
Program6,GO:0005737,cytoplasm,CC,10,433,70,0.929396238865061,0.6521616748778605,N900_RS01435/N900_RS03240/N900_RS07140/N900_RS08180/N900_RS10235/N900_RS10985/N900_RS11160/N900_RS12690/N900_RS12740/N900_RS15370,0.7363115684104877,0.13293837613966197,-0.03179908938184895
Program6,GO:0005524,ATP binding,MF,8,355,70,0.906881287726358,0.6725879811788447,N900_RS03270/N900_RS03380/N900_RS06615/N900_RS11040/N900_RS11160/N900_RS11870/N900_RS16535/N900_RS18420,0.7356431044143613,0.13333283155352219,-0.042449559091634045
Program6,GO:0006355,regulation of DNA-templated transcription,BP,2,150,70,0.5365714285714285,0.8958171179824171,N900_RS01100/N900_RS13880,0.9501090645268061,0.022226538497001607,-0.2703724564201836
Program6,GO:0046872,metal ion binding,MF,4,290,70,0.5550738916256157,0.9406960329314938,N900_RS01710/N900_RS01885/N900_RS02555/N900_RS15315,0.9683635633118319,0.013961560153803987,-0.2556491995994772
Program6,GO:0005829,cytosol,CC,6,420,70,0.5748979591836735,0.9616875092925369,N900_RS01100/N900_RS03270/N900_RS09695/N900_RS11460/N900_RS14860/N900_RS18420,0.9616875092925369,0.016966024674033877,-0.24040923304274028
