Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program4,GO:0006189,'de novo' IMP biosynthetic process,BP,7,12,67,24.52611940298507,2.2608744642548044e-09,N900_RS00250/N900_RS00255/N900_RS03330/N900_RS09205/N900_RS09850/N900_RS13300/N900_RS13305,9.043497857019217e-08,7.043663559990985,1.389628838251579
Program4,GO:0044780,bacterial-type flagellum assembly,BP,6,13,67,19.4052812858783,2.1751581207331955e-07,N900_RS03750/N900_RS03825/N900_RS03830/N900_RS03835/N900_RS03840/N900_RS04070,4.350316241466391e-06,5.361479171336921,1.2879199423617538
Program4,GO:0071973,bacterial-type flagellum-dependent cell motility,BP,5,18,67,11.67910447761194,4.415642222745904e-05,N900_RS03485/N900_RS03750/N900_RS03775/N900_RS03785/N900_RS09740,0.0005887522963661206,3.2300673859400075,1.0674095435176596
Program4,GO:0009425,bacterial-type flagellum basal body,CC,4,12,67,14.014925373134327,0.00012542567012912615,N900_RS03820/N900_RS03825/N900_RS03830/N900_RS03835,0.0012542567012912616,2.901613569928641,1.1465907895652845
Program4,GO:0009306,protein secretion,BP,4,12,67,14.014925373134327,0.00012542567012912615,N900_RS03825/N900_RS03830/N900_RS03840/N900_RS04070,0.0010034053610330092,2.998523582936697,1.1465907895652845
Program4,GO:0044781,bacterial-type flagellum organization,BP,3,6,67,21.022388059701488,0.00024449402522913654,N900_RS03465/N900_RS03785/N900_RS03820,0.0016299601681942436,2.787823008445619,1.3226820486209656
Program4,GO:0006164,purine nucleotide biosynthetic process,BP,3,6,67,21.022388059701488,0.00024449402522913654,N900_RS03330/N900_RS09205/N900_RS09850,0.0013971087155950658,2.854769798076232,1.3226820486209656
Program4,GO:0003774,cytoskeletal motor activity,MF,3,7,67,18.01918976545842,0.0004205854841304104,N900_RS03485/N900_RS03775/N900_RS03785,0.002102927420652052,2.6771757160698626,1.2557352589903525
Program4,GO:0009243,O antigen biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS13450/N900_RS13455,0.0024775174535557917,2.6059832773245155,1.6237120442849469
Program4,GO:0006177,GMP biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS10335/N900_RS10340,0.0022297657082002128,2.6517407678851903,1.6237120442849469
Program4,GO:0009113,purine nucleobase biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS09205/N900_RS13305,0.002027059734727466,2.6931334530434157,1.6237120442849469
Program4,GO:0004637,phosphoribosylamine-glycine ligase activity,MF,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS03330/N900_RS13305,0.0018581380901668439,2.7309220139328154,1.6237120442849469
Program4,GO:0009298,GDP-mannose biosynthetic process,BP,2,4,67,21.02238805970149,0.0032425536041597583,N900_RS13450/N900_RS13455,0.009977088012799257,2.000996196639607,1.3226820486209656
Program4,GO:0032993,protein-DNA complex,CC,5,44,67,4.777815468113975,0.0034673257626512736,N900_RS01865/N900_RS03755/N900_RS03765/N900_RS10560/N900_RS16430,0.009906645036146496,2.004073397884066,0.6792293721347782
