Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program5,GO:0008173,RNA methyltransferase activity,MF,2,2,82,34.353658536585364,0.0008372966889340692,N900_RS10170/N900_RS16705,0.03181727417949463,1.4973370295766713,1.5359729946020566
Program5,GO:0006270,DNA replication initiation,BP,2,2,82,34.353658536585364,0.0008372966889340692,N900_RS11035/N900_RS19020,0.015908637089747314,1.7983670252406525,1.5359729946020566
Program5,GO:0005576,extracellular region,CC,5,39,82,4.404315196998124,0.004891387499799065,N900_RS03515/N900_RS03720/N900_RS07045/N900_RS07230/N900_RS17585,0.06195757499745482,1.207905588747467,0.6438783919115763
Program5,GO:0009236,cobalamin biosynthetic process,BP,2,7,82,9.815331010452962,0.015986164860049064,N900_RS01715/N900_RS08060,0.1518685661704661,0.8185321073183542,0.991904950251781
Program5,GO:0090729,toxin activity,MF,2,7,82,9.815331010452962,0.015986164860049064,N900_RS07045/N900_RS07230,0.12149485293637288,0.9154421203264106,0.991904950251781
Program5,GO:0009088,threonine biosynthetic process,BP,2,8,82,8.588414634146341,0.020915441841182006,N900_RS02700/N900_RS03900,0.1324644649941527,0.877900610230994,0.9339130032740942
Program5,GO:0042626,ATPase-coupled transmembrane transporter activity,MF,2,9,82,7.634146341463415,0.026388460966040625,N900_RS04015/N900_RS05050,0.14325164524422054,0.8439003814626093,0.882760480826713
Program5,GO:0005198,structural molecule activity,MF,2,9,82,7.634146341463415,0.026388460966040625,N900_RS03515/N900_RS03720,0.12534518958869298,0.901892328440296,0.882760480826713
Program5,GO:0015297,antiporter activity,MF,2,10,82,6.870731707317073,0.03237019020186365,N900_RS01195/N900_RS18525,0.13667413640786874,0.8643136615701688,0.8370029902660379
Program5,GO:0009288,bacterial-type flagellum,CC,2,14,82,4.907665505226481,0.060736120285634826,N900_RS03515/N900_RS03720,0.23079725708541235,0.6367693568670355,0.6908749545877998
Program5,GO:0003676,nucleic acid binding,MF,3,34,82,3.0312051649928264,0.0745336123466287,N900_RS00720/N900_RS02440/N900_RS17385,0.2574797517428991,0.5892569182813819,0.481615332279464
Program5,GO:0042802,identical protein binding,MF,2,18,82,3.8170731707317076,0.09481470947130388,N900_RS00410/N900_RS02750,0.3002465799924623,0.5225219307988644,0.5817304851627318
Program5,GO:0071555,cell wall organization,BP,3,39,82,2.6425891181988743,0.10281140406810782,N900_RS01805/N900_RS03495/N900_RS12320,0.30052564266062287,0.5221184654553146,0.4220296422952199
Program5,GO:0000155,phosphorelay sensor kinase activity,MF,3,42,82,2.45383275261324,0.12153929550189399,N900_RS08805/N900_RS14685/N900_RS16225,0.32989237350514083,0.4816277244150035,0.38984495892381854
Program5,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,BP,2,23,82,2.9872746553552494,0.14304315757685793,N900_RS14250/N900_RS17745,0.36237599919470675,0.4408405741367068,0.475275154248445
Program5,GO:0043709,cell adhesion involved in single-species biofilm formation,BP,2,23,82,2.9872746553552494,0.14304315757685793,N900_RS14250/N900_RS17745,0.3397274992450376,0.46886929773695035,0.475275154248445
Program5,GO:0005524,ATP binding,MF,14,355,82,1.3547921676399863,0.1430612942719847,N900_RS01805/N900_RS01905/N900_RS02700/N900_RS04015/N900_RS05050/N900_RS07230/N900_RS10890/N900_RS11035/N900_RS14685/N900_RS16225/N900_RS17065/N900_RS17385/N900_RS19020/N900_RS19755,0.3197840695491423,0.4951431749838616,0.13187267722520063
Program5,GO:0016887,ATP hydrolysis activity,MF,6,126,82,1.6358885017421603,0.1580528093278392,N900_RS01905/N900_RS04015/N900_RS05050/N900_RS10890/N900_RS11035/N900_RS19020,0.33366704191432717,0.4766866888250691,0.2137536998681374
Program5,GO:0006260,DNA replication,BP,2,25,82,2.7482926829268295,0.16355793765144275,N900_RS02000/N900_RS11035,0.3271158753028855,0.48529837856184593,0.4390629815940003
Program5,GO:0009279,cell outer membrane,CC,3,50,82,2.061219512195122,0.17673955145110823,N900_RS06280/N900_RS10950/N900_RS12320,0.3358051477571056,0.47391265058817456,0.31412424498570024
Program5,GO:0051287,NAD binding,MF,2,27,82,2.5447154471544717,0.18456175507017447,N900_RS03900/N900_RS13345,0.3339688901269824,0.47629398670773476,0.4056392261070506
Program5,GO:0003723,RNA binding,MF,3,52,82,1.9819418386491554,0.1915090988327011,N900_RS10170/N900_RS10625/N900_RS16705,0.3307884434383019,0.48044967154587037,0.29709090568691987
Program5,GO:0052621,diguanylate cyclase activity,MF,2,28,82,2.4538327526132404,0.19520856921344643,N900_RS14250/N900_RS17745,0.32251850565699847,0.4914453611088967,0.38984495892381865
Program5,GO:0016491,oxidoreductase activity,MF,2,31,82,2.2163650668764756,0.22756212166382742,N900_RS01715/N900_RS11155,0.3603066926343934,0.44332767085774866,0.3456412964317653
Program5,GO:0032259,methylation,BP,2,32,82,2.1471036585365852,0.23844219821700194,N900_RS01715/N900_RS10170,0.3624321412898429,0.4407732950850323,0.33185301194613187
Program5,GO:0006310,DNA recombination,BP,2,33,82,2.082039911308204,0.24935062963465154,N900_RS02440/N900_RS19020,0.3644355356198753,0.4383792821623309,0.3184890503881504
Program5,GO:0008360,regulation of cell shape,BP,2,34,82,2.020803443328551,0.26027669321515284,N900_RS01805/N900_RS19755,0.3663153460065114,0.43614488710574245,0.3055240732237828
Program5,GO:0005737,cytoplasm,CC,15,433,82,1.1900805497662366,0.27060847119189646,N900_RS00410/N900_RS01805/N900_RS02700/N900_RS02760/N900_RS05025/N900_RS08050/N900_RS09450/N900_RS10625/N900_RS10640/N900_RS11035/N900_RS11930/N900_RS15460/N900_RS16245/N900_RS19020/N900_RS19755,0.36725435376043086,0.4350330469933277,0.07557635730437243
Program5,GO:0042597,periplasmic space,CC,2,37,82,1.856954515491101,0.2930620894802347,N900_RS03495/N900_RS07045,0.38401239311203167,0.4156547595561202,0.2688012661990429
Program5,GO:0051539,"4 iron, 4 sulfur cluster binding",MF,2,57,82,1.2053915275994864,0.4991235320029934,N900_RS01425/N900_RS05025,0.632223140537125,0.19912961222364778,0.08112813459354642
Program5,GO:0005886,plasma membrane,CC,19,661,82,0.9874727869820302,0.5691976423823379,N900_RS01195/N900_RS02750/N900_RS03970/N900_RS05050/N900_RS05820/N900_RS05985/N900_RS08060/N900_RS11035/N900_RS14250/N900_RS14685/N900_RS14750/N900_RS15165/N900_RS16225/N900_RS16335/N900_RS17020/N900_RS17735/N900_RS17745/N900_RS18545/N900_RS19755,0.6977261422751239,0.1563150046500183,-0.005474863930754586
Program5,GO:0007165,signal transduction,BP,2,76,82,0.9040436456996149,0.656713078935325,N900_RS08805/N900_RS14685,0.7798467812356985,0.10799071602783816,-0.043810602014753466
Program5,GO:0003700,DNA-binding transcription factor activity,MF,3,126,82,0.8179442508710801,0.719787852114088,N900_RS04565/N900_RS11375/N900_RS13225,0.8288466175859195,0.08152583048619341,-0.0872762957958438
Program5,GO:0003677,DNA binding,MF,4,172,82,0.7989222915484969,0.7488429417569953,N900_RS02000/N900_RS04565/N900_RS05505/N900_RS19020,0.8369421113754653,0.07730457973628822,-0.09749546097752984
Program5,GO:0046872,metal ion binding,MF,7,290,82,0.8292262405382675,0.7557795136168681,N900_RS01425/N900_RS03065/N900_RS03970/N900_RS04565/N900_RS04935/N900_RS05025/N900_RS15460,0.8205606147840282,0.08588933210765803,-0.08132696328264254
Program5,GO:0016020,membrane,CC,6,310,82,0.6649095200629426,0.9027672452268398,N900_RS02965/N900_RS07045/N900_RS12545/N900_RS14890/N900_RS18310/N900_RS18525,0.9529209810727752,0.020943110806450258,-0.17723744884857237
Program5,GO:0005829,cytosol,CC,8,420,82,0.654355400696864,0.9383901717329223,N900_RS00410/N900_RS01425/N900_RS04330/N900_RS10890/N900_RS12490/N900_RS13345/N900_RS16705/N900_RS17385,0.9637520682662445,0.016034676919556515,-0.18418630880390024
Program5,GO:0006355,regulation of DNA-templated transcription,BP,2,150,82,0.4580487804878049,0.939447080749247,N900_RS04565/N900_RS11375,0.939447080749247,0.027127678773548124,-0.3390882687896434
